,Program,Entry.Set,LogNumber,Station,Date,QA.Type,Sample.Type,Type,MatrixCode,SampleDepth,Filtered,Analysis,Parameter,Qualifier,Result,Units,Result.Type,Composite.Begin,Composite.End,Num.Sample,Status,QAFlagGen,Watershed
97,SDRWETODM,1978,1978001,J01-9992-1,10/8/2021 9:53,NA,Grab,ST,FW,S,Total,ECO,E. coli,,17000,CFU/100ml,Chem,,,NA,4,NA,NA
98,SDRWETODM,1978,1978001,J01-9992-1,10/8/2021 9:53,NA,Grab,ST,FW,S,Total,BactiMF,Enterococcus,,107000,CFU/100ml,Chem,,,NA,4,NA,NA
99,SDRWETODM,1978,1978001,J01-9992-1,10/8/2021 9:53,NA,Grab,ST,FW,S,Total,BactiMF,Total Coliform,>=,135000,CFU/100ml,Chem,,,NA,4,NA,NA
100,SDRWETODM,1978,1978001,J01-9992-1,10/8/2021 9:53,NA,Grab,ST,FW,S,Total,BactiMF,Fecal coliforms,>=,23000,CFU/100ml,Chem,,,NA,4,NA,NA
105,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,Cl,Chloride,,58,mg/L,Chem,,,NA,4,NA,NA
106,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,Mn,Manganese,NA,25,ug/L,Chem,,,NA,4,NA,NA
107,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,DOC,DOC,NA,13,mg/l,Chem,,,NA,4,NA,NA
108,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,NUT,pH,H,6.35,S.U.,Chem,,,NA,4,NA,NA
109,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,NUT,Turbidity,H,13,NTU,Chem,,,NA,4,NA,NA
110,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,NUT,Temperature,H,17.6,°C,Chem,,,NA,4,NA,NA
111,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,NUT,Ammonia as N,,0.93,mg/L,Chem,,,NA,4,NA,NA
112,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,NUT,Phosphorus as PO4,,2,mg/L,Chem,,,NA,4,NA,NA
113,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,NUT,Orthophosphate as P,H,0.31,mg/L,Chem,,,NA,4,NA,NA
114,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,NUT,Specific Conductivity,,650,umhos/cm,Chem,,,NA,4,NA,NA
115,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,NUT,Total Suspended Solids,,22,mg/L,Chem,,,NA,4,NA,NA
116,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,NUT,Total Kjeldahl Nitrogen,,3,mg/L,Chem,,,NA,4,NA,NA
117,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,NUT,Nitrate+Nitrite Nitrogen,,2,mg/L,Chem,,,NA,4,NA,NA
118,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,NUT,Volatile Suspended Solids,,8.3,mg/L,Chem,,,NA,4,NA,NA
119,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,OCP,Mirex,<,5,ng/L,Chem,,,NA,4,NA,NA
120,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,OCP,(TCMX),,46,% Recovery,Chem,,,NA,4,NA,NA
121,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,OCP,Aldrin,<,5,ng/L,Chem,,,NA,4,NA,NA
122,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,OCP,Endrin,<,5,ng/L,Chem,,,NA,4,NA,NA
123,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,OCP,"2,4-DDD",<,2,ng/L,Chem,,,NA,4,NA,NA
124,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,OCP,"2,4-DDE",<,2,ng/L,Chem,,,NA,4,NA,NA
125,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,OCP,"2,4-DDT",<,2,ng/L,Chem,,,NA,4,NA,NA
126,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,OCP,"4,4-DDD",<,2,ng/L,Chem,,,NA,4,NA,NA
127,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,OCP,"4,4-DDE",<,2,ng/L,Chem,,,NA,4,NA,NA
128,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,OCP,"4,4-DDT",<,2,ng/L,Chem,,,NA,4,NA,NA
129,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,OCP,(PCB030),,49,% Recovery,Chem,,,NA,4,NA,NA
130,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,OCP,(PCB112),,58,% Recovery,Chem,,,NA,4,NA,NA
131,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,OCP,(PCB198),,85,% Recovery,Chem,,,NA,4,NA,NA
132,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,OCP,Dieldrin,<,2,ng/L,Chem,,,NA,4,NA,NA
133,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,OCP,beta BHC,<,5,ng/L,Chem,,,NA,4,NA,NA
134,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,OCP,Toxaphene,<,25,ng/L,Chem,,,NA,4,NA,NA
135,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,OCP,alpha BHC,<,5,ng/L,Chem,,,NA,4,NA,NA
136,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,OCP,delta BHC,<,5,ng/L,Chem,,,NA,4,NA,NA
137,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,OCP,gamma BHC,<,5,ng/L,Chem,,,NA,4,NA,NA
138,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,OCP,Heptachlor,<,5,ng/L,Chem,,,NA,4,NA,NA
139,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,OCP,Endosulfan I,<,5,ng/L,Chem,,,NA,4,NA,NA
140,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,OCP,Methoxychlor,<,5,ng/L,Chem,,,NA,4,NA,NA
141,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,OCP,Endosulfan II,<,5,ng/L,Chem,,,NA,4,NA,NA
142,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,OCP,Endrin aldehyde,<,5,ng/L,Chem,,,NA,4,NA,NA
143,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,OCP,alpha Chlordane,<,2,ng/L,Chem,,,NA,4,NA,NA
144,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,OCP,gamma Chlordane,<,2,ng/L,Chem,,,NA,4,NA,NA
145,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,OCP,trans-Nonachlor,<,2,ng/L,Chem,,,NA,4,NA,NA
146,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,OCP,Endosulfan sulfate,<,5,ng/L,Chem,,,NA,4,NA,NA
147,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,OCP,Heptachlor epoxide,<,5,ng/L,Chem,,,NA,4,NA,NA
148,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,OPP,Demeton,<,2,ng/L,Chem,,,NA,4,NA,NA
149,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,OPP,Merphos,<,2,ng/L,Chem,,,NA,4,NA,NA
150,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,OPP,Phorate,<,10,ng/L,Chem,,,NA,4,NA,NA
151,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,OPP,Diazinon,<,1,ng/L,Chem,,,NA,4,NA,NA
152,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,OPP,Ethoprop,<,2,ng/L,Chem,,,NA,4,NA,NA
153,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,OPP,Fenthion,<,4,ng/L,Chem,,,NA,4,NA,NA
154,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,OPP,Malathion,,59,ng/L,Chem,,,NA,4,NA,NA
155,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,OPP,Mevinphos,<,10,ng/L,Chem,,,NA,4,NA,NA
156,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,OPP,Tokuthion,<,6,ng/L,Chem,,,NA,4,NA,NA
157,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,OPP,Dichlorvos,<,6,ng/L,Chem,,,NA,4,NA,NA
158,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,OPP,Dimethoate,<,10,ng/L,Chem,,,NA,4,NA,NA
159,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,OPP,Disulfoton,<,2,ng/L,Chem,,,NA,4,NA,NA
160,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,OPP,Chlorpyrifos,<,1,ng/L,Chem,,,NA,4,NA,NA
161,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,OPP,Fenchlorophos,<,4,ng/L,Chem,,,NA,4,NA,NA
162,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,OPP,Fensulfothion,<,2,ng/L,Chem,,,NA,4,NA,NA
163,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,OPP,Trichloronate,<,2,ng/L,Chem,,,NA,4,NA,NA
164,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,OPP,Azinphos-methyl,<,10,ng/L,Chem,,,NA,4,NA,NA
165,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,OPP,Ethyl parathion,<,20,ng/L,Chem,,,NA,4,NA,NA
166,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,OPP,Methyl parathion,<,2,ng/L,Chem,,,NA,4,NA,NA
167,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,OPP,Bolstar (Sulprofos),<,4,ng/L,Chem,,,NA,4,NA,NA
168,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,OPP,Tetrachlorvinphos (Stirofos),<,4,ng/L,Chem,,,NA,4,NA,NA
169,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,PAH,Pyrene,,27.2,ng/L,Chem,,,NA,4,NA,NA
170,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,PAH,Biphenyl,DNQ,3.14,ng/L,Chem,,,NA,4,NA,NA
171,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,PAH,Chrysene,,21.2,ng/L,Chem,,,NA,4,NA,NA
172,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,PAH,Fluorene,<,5,ng/L,Chem,,,NA,4,NA,NA
173,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,PAH,Anthracene,DNQ,1.88,ng/L,Chem,,,NA,4,NA,NA
174,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,PAH,Naphthalene,,7.39,ng/L,Chem,,,NA,4,NA,NA
175,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,PAH,Acenaphthene,DNQ,4.4,ng/L,Chem,,,NA,4,NA,NA
176,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,PAH,Fluoranthene,,16.5,ng/L,Chem,,,NA,4,NA,NA
177,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,PAH,Perylene-d12,,85,% Recovery,Chem,,,NA,4,NA,NA
178,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,PAH,Phenanthrene,,7.59,ng/L,Chem,,,NA,4,NA,NA
179,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,PAH,(d12-Chrysene),,129,% Recovery,Chem,,,NA,4,NA,NA
180,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,PAH,Acenaphthylene,<,5,ng/L,Chem,,,NA,4,NA,NA
181,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,PAH,Benzo(a)pyrene,DNQ,2.34,ng/L,Chem,,,NA,4,NA,NA
182,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,PAH,(d8-Naphthalene),,61,% Recovery,Chem,,,NA,4,NA,NA
183,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,PAH,Dibenzothiophene,<,5,ng/L,Chem,,,NA,4,NA,NA
184,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,PAH,Benz(a)anthracene,,6,ng/L,Chem,,,NA,4,NA,NA
185,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,PAH,(d10-Acenaphthene),,77,% Recovery,Chem,,,NA,4,NA,NA
186,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,PAH,(d10-Phenanthrene),,86,% Recovery,Chem,,,NA,4,NA,NA
187,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,PAH,Benzo(b)fluoranthene,,17.7,ng/L,Chem,,,NA,4,NA,NA
188,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,PAH,"Benzo(g,h,i)perylene",,14.1,ng/L,Chem,,,NA,4,NA,NA
189,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,PAH,Benzo(k)fluoranthene,DNQ,3.79,ng/L,Chem,,,NA,4,NA,NA
190,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,PAH,"Dibenz(a,h)anthracene",DNQ,3.68,ng/L,Chem,,,NA,4,NA,NA
191,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,PAH,"Indeno(1,2,3-cd)pyrene",,11.7,ng/L,Chem,,,NA,4,NA,NA
192,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,SO4,Sulfate as SO4,,73,mg/L,Chem,,,NA,4,NA,NA
193,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,TDS,Total Dissolved Solids (TDS),,320,mg/L,Chem,,,NA,4,NA,NA
194,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,TOC,TOC,NA,15,mg/l,Chem,,,NA,4,NA,NA
195,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,HARD,Calcium,NA,33.3,mg/l,Chem,,,NA,4,NA,NA
196,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,HARD,Hardness,NA,125,mg/l,Chem,,,NA,4,NA,NA
197,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,HARD,Magnesium,NA,10.2,mg/l,Chem,,,NA,4,NA,NA
198,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,MBAS,MBAS,NA,0.24,mg/l,Chem,,,NA,4,NA,NA
199,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,TRF Ag Se Fe Hg Tl,Iron,NA,780,ug/L,Chem,,,NA,4,NA,NA
200,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,TRF Ag Se Fe Hg Tl,Lead,NA,0.94,ug/L,Chem,,,NA,4,NA,NA
201,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,TRF Ag Se Fe Hg Tl,Zinc,NA,96,ug/L,Chem,,,NA,4,NA,NA
202,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,TRF Ag Se Fe Hg Tl,Copper,NA,16,ug/L,Chem,,,NA,4,NA,NA
203,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,TRF Ag Se Fe Hg Tl,Nickel,NA,5.3,ug/L,Chem,,,NA,4,NA,NA
204,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,TRF Ag Se Fe Hg Tl,Silver,<,0.2,ug/L,Chem,,,NA,4,NA,NA
205,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,TRF Ag Se Fe Hg Tl,Arsenic,NA,2.2,ug/L,Chem,,,NA,4,NA,NA
206,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,TRF Ag Se Fe Hg Tl,Cadmium,NA,0.57,ug/L,Chem,,,NA,4,NA,NA
207,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,TRF Ag Se Fe Hg Tl,Mercury,<,0.05,ug/L,Chem,,,NA,4,NA,NA
208,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,TRF Ag Se Fe Hg Tl,Chromium,NA,2.6,ug/L,Chem,,,NA,4,NA,NA
209,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,TRF Ag Se Fe Hg Tl,Selenium,NA,2.9,ug/L,Chem,,,NA,4,NA,NA
210,SDRWETODM,1979,1979002,J01-9992-1,10/8/2021 11:53,NA,Composite,ST,FW,S,Total,TRF Ag Se Fe Hg Tl,Thallium,<,0.2,ug/L,Chem,,,NA,4,NA,NA
211,SDRWETODM,1979,1979003,J01-9992-1,10/8/2021 11:53,NA,Composite,SF,FW,S,Dissolved,Mn,Manganese,NA,11,ug/L,Chem,,,NA,4,NA,NA
212,SDRWETODM,1979,1979003,J01-9992-1,10/8/2021 11:53,NA,Composite,SF,FW,S,Dissolved,TRF Ag Se Fe Hg Tl,Iron,NA,40,ug/L,Chem,,,NA,4,NA,NA
213,SDRWETODM,1979,1979003,J01-9992-1,10/8/2021 11:53,NA,Composite,SF,FW,S,Dissolved,TRF Ag Se Fe Hg Tl,Lead,<,0.2,ug/L,Chem,,,NA,4,NA,NA
214,SDRWETODM,1979,1979003,J01-9992-1,10/8/2021 11:53,NA,Composite,SF,FW,S,Dissolved,TRF Ag Se Fe Hg Tl,Zinc,NA,53,ug/L,Chem,,,NA,4,NA,NA
215,SDRWETODM,1979,1979003,J01-9992-1,10/8/2021 11:53,NA,Composite,SF,FW,S,Dissolved,TRF Ag Se Fe Hg Tl,Copper,NA,10,ug/L,Chem,,,NA,4,NA,NA
216,SDRWETODM,1979,1979003,J01-9992-1,10/8/2021 11:53,NA,Composite,SF,FW,S,Dissolved,TRF Ag Se Fe Hg Tl,Nickel,NA,3.7,ug/L,Chem,,,NA,4,NA,NA
217,SDRWETODM,1979,1979003,J01-9992-1,10/8/2021 11:53,NA,Composite,SF,FW,S,Dissolved,TRF Ag Se Fe Hg Tl,Silver,<,0.2,ug/L,Chem,,,NA,4,NA,NA
218,SDRWETODM,1979,1979003,J01-9992-1,10/8/2021 11:53,NA,Composite,SF,FW,S,Dissolved,TRF Ag Se Fe Hg Tl,Arsenic,NA,1.9,ug/L,Chem,,,NA,4,NA,NA
219,SDRWETODM,1979,1979003,J01-9992-1,10/8/2021 11:53,NA,Composite,SF,FW,S,Dissolved,TRF Ag Se Fe Hg Tl,Cadmium,NA,0.27,ug/L,Chem,,,NA,4,NA,NA
220,SDRWETODM,1979,1979003,J01-9992-1,10/8/2021 11:53,NA,Composite,SF,FW,S,Dissolved,TRF Ag Se Fe Hg Tl,Mercury,<,0.05,ug/L,Chem,,,NA,4,NA,NA
221,SDRWETODM,1979,1979003,J01-9992-1,10/8/2021 11:53,NA,Composite,SF,FW,S,Dissolved,TRF Ag Se Fe Hg Tl,Chromium,NA,0.85,ug/L,Chem,,,NA,4,NA,NA
222,SDRWETODM,1979,1979003,J01-9992-1,10/8/2021 11:53,NA,Composite,SF,FW,S,Dissolved,TRF Ag Se Fe Hg Tl,Selenium,NA,2.9,ug/L,Chem,,,NA,4,NA,NA
223,SDRWETODM,1979,1979003,J01-9992-1,10/8/2021 11:53,NA,Composite,SF,FW,S,Dissolved,TRF Ag Se Fe Hg Tl,Thallium,<,0.2,ug/L,Chem,,,NA,4,NA,NA
3292,SDRWETODM,2007,2007004,L03P05,10/26/2021 7:30,NA,Grab,ST,FW,S,Total,ECO,E. coli,,6200,CFU/100ml,Chem,,,NA,4,NA,NA
3293,SDRWETODM,2007,2007004,L03P05,10/26/2021 7:30,NA,Grab,ST,FW,S,Total,BactiMF,Enterococcus,,7200,CFU/100ml,Chem,,,NA,4,NA,NA
3294,SDRWETODM,2007,2007004,L03P05,10/26/2021 7:30,NA,Grab,ST,FW,S,Total,BactiMF,Total Coliform,>=,49000,CFU/100ml,Chem,,,NA,4,NA,NA
3295,SDRWETODM,2007,2007004,L03P05,10/26/2021 7:30,NA,Grab,ST,FW,S,Total,BactiMF,Fecal coliforms,>=,7400,CFU/100ml,Chem,,,NA,4,NA,NA
3296,SDRWETODM,2007,2007006,L03P05,10/26/2021 7:30,NA,Composite,SF,FW,S,Dissolved,Mn,Manganese,NA,40,ug/L,Chem,,,NA,4,NA,NA
3297,SDRWETODM,2007,2007006,L03P05,10/26/2021 7:30,NA,Composite,SF,FW,S,Dissolved,TRF Ag Se Fe Hg Tl,Iron,NA,30,ug/L,Chem,,,NA,4,NA,NA
3298,SDRWETODM,2007,2007006,L03P05,10/26/2021 7:30,NA,Composite,SF,FW,S,Dissolved,TRF Ag Se Fe Hg Tl,Lead,<,0.2,ug/L,Chem,,,NA,4,NA,NA
3299,SDRWETODM,2007,2007006,L03P05,10/26/2021 7:30,NA,Composite,SF,FW,S,Dissolved,TRF Ag Se Fe Hg Tl,Zinc,NA,23,ug/L,Chem,,,NA,4,NA,NA
3300,SDRWETODM,2007,2007006,L03P05,10/26/2021 7:30,NA,Composite,SF,FW,S,Dissolved,TRF Ag Se Fe Hg Tl,Copper,NA,12,ug/L,Chem,,,NA,4,NA,NA
3301,SDRWETODM,2007,2007006,L03P05,10/26/2021 7:30,NA,Composite,SF,FW,S,Dissolved,TRF Ag Se Fe Hg Tl,Nickel,NA,6.5,ug/L,Chem,,,NA,4,NA,NA
3302,SDRWETODM,2007,2007006,L03P05,10/26/2021 7:30,NA,Composite,SF,FW,S,Dissolved,TRF Ag Se Fe Hg Tl,Silver,<,0.2,ug/L,Chem,,,NA,4,NA,NA
3303,SDRWETODM,2007,2007006,L03P05,10/26/2021 7:30,NA,Composite,SF,FW,S,Dissolved,TRF Ag Se Fe Hg Tl,Arsenic,NA,1.3,ug/L,Chem,,,NA,4,NA,NA
3304,SDRWETODM,2007,2007006,L03P05,10/26/2021 7:30,NA,Composite,SF,FW,S,Dissolved,TRF Ag Se Fe Hg Tl,Cadmium,NA,0.56,ug/L,Chem,,,NA,4,NA,NA
3305,SDRWETODM,2007,2007006,L03P05,10/26/2021 7:30,NA,Composite,SF,FW,S,Dissolved,TRF Ag Se Fe Hg Tl,Mercury,<,0.05,ug/L,Chem,,,NA,4,NA,NA
3306,SDRWETODM,2007,2007006,L03P05,10/26/2021 7:30,NA,Composite,SF,FW,S,Dissolved,TRF Ag Se Fe Hg Tl,Chromium,NA,3.9,ug/L,Chem,,,NA,4,NA,NA
3307,SDRWETODM,2007,2007006,L03P05,10/26/2021 7:30,NA,Composite,SF,FW,S,Dissolved,TRF Ag Se Fe Hg Tl,Selenium,NA,0.76,ug/L,Chem,,,NA,4,NA,NA
3308,SDRWETODM,2007,2007006,L03P05,10/26/2021 7:30,NA,Composite,SF,FW,S,Dissolved,TRF Ag Se Fe Hg Tl,Thallium,<,0.2,ug/L,Chem,,,NA,4,NA,NA
3315,SDRWETODM,2007,2007007,J03-9216-2,10/26/2021 8:15,NA,Grab,ST,FW,S,Total,ECO,E. coli,,4500,CFU/100ml,Chem,,,NA,4,NA,NA
3316,SDRWETODM,2007,2007007,J03-9216-2,10/26/2021 8:15,NA,Grab,ST,FW,S,Total,BactiMF,Enterococcus,,7000,CFU/100ml,Chem,,,NA,4,NA,NA
3317,SDRWETODM,2007,2007007,J03-9216-2,10/26/2021 8:15,NA,Grab,ST,FW,S,Total,BactiMF,Total Coliform,>=,27000,CFU/100ml,Chem,,,NA,4,NA,NA
