,Program,Entry.Set,LogNumber,Station,Date,QA.Type,Sample.Type,Type,MatrixCode,SampleDepth,Filtered,Analysis,Parameter,Qualifier,Result,Units,Result.Type,Composite.Begin,Composite.End,Num.Sample,Status,QAFlagGen,Watershed
3813,SDRWETODM,2007,2007026,L01-724-4,10/26/2021 10:57,NA,Composite,ST,FW,S,Total,PAH,Fluoranthene,,23.5,ng/L,Chem,,,NA,4,NA,NA
3814,SDRWETODM,2007,2007026,L01-724-4,10/26/2021 10:57,NA,Composite,ST,FW,S,Total,PAH,Perylene-d12,,91,% Recovery,Chem,,,NA,4,NA,NA
3815,SDRWETODM,2007,2007026,L01-724-4,10/26/2021 10:57,NA,Composite,ST,FW,S,Total,PAH,Phenanthrene,,10.2,ng/L,Chem,,,NA,4,NA,NA
3816,SDRWETODM,2007,2007026,L01-724-4,10/26/2021 10:57,NA,Composite,ST,FW,S,Total,PAH,(d12-Chrysene),,127,% Recovery,Chem,,,NA,4,NA,NA
3817,SDRWETODM,2007,2007026,L01-724-4,10/26/2021 10:57,NA,Composite,ST,FW,S,Total,PAH,Acenaphthylene,<,5,ng/L,Chem,,,NA,4,NA,NA
3818,SDRWETODM,2007,2007026,L01-724-4,10/26/2021 10:57,NA,Composite,ST,FW,S,Total,PAH,Benzo(a)pyrene,,6.11,ng/L,Chem,,,NA,4,NA,NA
3819,SDRWETODM,2007,2007026,L01-724-4,10/26/2021 10:57,NA,Composite,ST,FW,S,Total,PAH,(d8-Naphthalene),,57,% Recovery,Chem,,,NA,4,NA,NA
3820,SDRWETODM,2007,2007026,L01-724-4,10/26/2021 10:57,NA,Composite,ST,FW,S,Total,PAH,Dibenzothiophene,,8.85,ng/L,Chem,,,NA,4,NA,NA
3821,SDRWETODM,2007,2007026,L01-724-4,10/26/2021 10:57,NA,Composite,ST,FW,S,Total,PAH,Benz(a)anthracene,,6.13,ng/L,Chem,,,NA,4,NA,NA
3822,SDRWETODM,2007,2007026,L01-724-4,10/26/2021 10:57,NA,Composite,ST,FW,S,Total,PAH,(d10-Acenaphthene),,71,% Recovery,Chem,,,NA,4,NA,NA
3823,SDRWETODM,2007,2007026,L01-724-4,10/26/2021 10:57,NA,Composite,ST,FW,S,Total,PAH,(d10-Phenanthrene),,86,% Recovery,Chem,,,NA,4,NA,NA
3824,SDRWETODM,2007,2007026,L01-724-4,10/26/2021 10:57,NA,Composite,ST,FW,S,Total,PAH,Benzo(b)fluoranthene,,12.1,ng/L,Chem,,,NA,4,NA,NA
3825,SDRWETODM,2007,2007026,L01-724-4,10/26/2021 10:57,NA,Composite,ST,FW,S,Total,PAH,"Benzo(g,h,i)perylene",,29.4,ng/L,Chem,,,NA,4,NA,NA
3826,SDRWETODM,2007,2007026,L01-724-4,10/26/2021 10:57,NA,Composite,ST,FW,S,Total,PAH,Benzo(k)fluoranthene,,8.02,ng/L,Chem,,,NA,4,NA,NA
3827,SDRWETODM,2007,2007026,L01-724-4,10/26/2021 10:57,NA,Composite,ST,FW,S,Total,PAH,"Dibenz(a,h)anthracene",<,5,ng/L,Chem,,,NA,4,NA,NA
3828,SDRWETODM,2007,2007026,L01-724-4,10/26/2021 10:57,NA,Composite,ST,FW,S,Total,PAH,"Indeno(1,2,3-cd)pyrene",,19.1,ng/L,Chem,,,NA,4,NA,NA
3829,SDRWETODM,2007,2007026,L01-724-4,10/26/2021 10:57,NA,Composite,ST,FW,S,Total,SO4,Sulfate as SO4,,310,mg/L,Chem,,,NA,4,NA,NA
3830,SDRWETODM,2007,2007026,L01-724-4,10/26/2021 10:57,NA,Composite,ST,FW,S,Total,TDS,Total Dissolved Solids (TDS),,1000,mg/L,Chem,,,NA,4,NA,NA
3831,SDRWETODM,2007,2007026,L01-724-4,10/26/2021 10:57,NA,Composite,ST,FW,S,Total,TOC,TOC,NA,18,mg/l,Chem,,,NA,4,NA,NA
3832,SDRWETODM,2007,2007026,L01-724-4,10/26/2021 10:57,NA,Composite,ST,FW,S,Total,HARD,Calcium,NA,66.2,mg/l,Chem,,,NA,4,NA,NA
3833,SDRWETODM,2007,2007026,L01-724-4,10/26/2021 10:57,NA,Composite,ST,FW,S,Total,HARD,Hardness,NA,297,mg/l,Chem,,,NA,4,NA,NA
3834,SDRWETODM,2007,2007026,L01-724-4,10/26/2021 10:57,NA,Composite,ST,FW,S,Total,HARD,Magnesium,NA,32,mg/l,Chem,,,NA,4,NA,NA
3835,SDRWETODM,2007,2007026,L01-724-4,10/26/2021 10:57,NA,Composite,ST,FW,S,Total,MBAS,MBAS,NA,0.12,mg/l,Chem,,,NA,4,NA,NA
3836,SDRWETODM,2007,2007026,L01-724-4,10/26/2021 10:57,NA,Composite,ST,FW,S,Total,TRF Ag Se Fe Hg Tl,Iron,NA,3200,ug/L,Chem,,,NA,4,NA,NA
3837,SDRWETODM,2007,2007026,L01-724-4,10/26/2021 10:57,NA,Composite,ST,FW,S,Total,TRF Ag Se Fe Hg Tl,Lead,NA,2.4,ug/L,Chem,,,NA,4,NA,NA
3838,SDRWETODM,2007,2007026,L01-724-4,10/26/2021 10:57,NA,Composite,ST,FW,S,Total,TRF Ag Se Fe Hg Tl,Zinc,NA,89,ug/L,Chem,,,NA,4,NA,NA
3839,SDRWETODM,2007,2007026,L01-724-4,10/26/2021 10:57,NA,Composite,ST,FW,S,Total,TRF Ag Se Fe Hg Tl,Copper,NA,24,ug/L,Chem,,,NA,4,NA,NA
3840,SDRWETODM,2007,2007026,L01-724-4,10/26/2021 10:57,NA,Composite,ST,FW,S,Total,TRF Ag Se Fe Hg Tl,Nickel,NA,7.5,ug/L,Chem,,,NA,4,NA,NA
3841,SDRWETODM,2007,2007026,L01-724-4,10/26/2021 10:57,NA,Composite,ST,FW,S,Total,TRF Ag Se Fe Hg Tl,Silver,<,0.2,ug/L,Chem,,,NA,4,NA,NA
3842,SDRWETODM,2007,2007026,L01-724-4,10/26/2021 10:57,NA,Composite,ST,FW,S,Total,TRF Ag Se Fe Hg Tl,Arsenic,NA,2.4,ug/L,Chem,,,NA,4,NA,NA
3843,SDRWETODM,2007,2007026,L01-724-4,10/26/2021 10:57,NA,Composite,ST,FW,S,Total,TRF Ag Se Fe Hg Tl,Cadmium,NA,0.41,ug/L,Chem,,,NA,4,NA,NA
3844,SDRWETODM,2007,2007026,L01-724-4,10/26/2021 10:57,NA,Composite,ST,FW,S,Total,TRF Ag Se Fe Hg Tl,Mercury,<,0.05,ug/L,Chem,,,NA,4,NA,NA
3845,SDRWETODM,2007,2007026,L01-724-4,10/26/2021 10:57,NA,Composite,ST,FW,S,Total,TRF Ag Se Fe Hg Tl,Chromium,NA,5.5,ug/L,Chem,,,NA,4,NA,NA
3846,SDRWETODM,2007,2007026,L01-724-4,10/26/2021 10:57,NA,Composite,ST,FW,S,Total,TRF Ag Se Fe Hg Tl,Selenium,NA,3,ug/L,Chem,,,NA,4,NA,NA
3847,SDRWETODM,2007,2007026,L01-724-4,10/26/2021 10:57,NA,Composite,ST,FW,S,Total,TRF Ag Se Fe Hg Tl,Thallium,<,0.2,ug/L,Chem,,,NA,4,NA,NA
3848,SDRWETODM,2007,2007027,L01-724-4,10/26/2021 10:57,NA,Composite,SF,FW,S,Dissolved,Mn,Manganese,NA,21,ug/L,Chem,,,NA,4,NA,NA
3849,SDRWETODM,2007,2007027,L01-724-4,10/26/2021 10:57,NA,Composite,SF,FW,S,Dissolved,TRF Ag Se Fe Hg Tl,Iron,NA,40,ug/L,Chem,,,NA,4,NA,NA
3850,SDRWETODM,2007,2007027,L01-724-4,10/26/2021 10:57,NA,Composite,SF,FW,S,Dissolved,TRF Ag Se Fe Hg Tl,Lead,<,0.2,ug/L,Chem,,,NA,4,NA,NA
3851,SDRWETODM,2007,2007027,L01-724-4,10/26/2021 10:57,NA,Composite,SF,FW,S,Dissolved,TRF Ag Se Fe Hg Tl,Zinc,NA,18,ug/L,Chem,,,NA,4,NA,NA
3852,SDRWETODM,2007,2007027,L01-724-4,10/26/2021 10:57,NA,Composite,SF,FW,S,Dissolved,TRF Ag Se Fe Hg Tl,Copper,NA,8.8,ug/L,Chem,,,NA,4,NA,NA
3853,SDRWETODM,2007,2007027,L01-724-4,10/26/2021 10:57,NA,Composite,SF,FW,S,Dissolved,TRF Ag Se Fe Hg Tl,Nickel,NA,3.1,ug/L,Chem,,,NA,4,NA,NA
3854,SDRWETODM,2007,2007027,L01-724-4,10/26/2021 10:57,NA,Composite,SF,FW,S,Dissolved,TRF Ag Se Fe Hg Tl,Silver,<,0.2,ug/L,Chem,,,NA,4,NA,NA
3855,SDRWETODM,2007,2007027,L01-724-4,10/26/2021 10:57,NA,Composite,SF,FW,S,Dissolved,TRF Ag Se Fe Hg Tl,Arsenic,NA,1.7,ug/L,Chem,,,NA,4,NA,NA
3856,SDRWETODM,2007,2007027,L01-724-4,10/26/2021 10:57,NA,Composite,SF,FW,S,Dissolved,TRF Ag Se Fe Hg Tl,Cadmium,<,0.2,ug/L,Chem,,,NA,4,NA,NA
3857,SDRWETODM,2007,2007027,L01-724-4,10/26/2021 10:57,NA,Composite,SF,FW,S,Dissolved,TRF Ag Se Fe Hg Tl,Mercury,<,0.05,ug/L,Chem,,,NA,4,NA,NA
3858,SDRWETODM,2007,2007027,L01-724-4,10/26/2021 10:57,NA,Composite,SF,FW,S,Dissolved,TRF Ag Se Fe Hg Tl,Chromium,NA,0.7,ug/L,Chem,,,NA,4,NA,NA
3859,SDRWETODM,2007,2007027,L01-724-4,10/26/2021 10:57,NA,Composite,SF,FW,S,Dissolved,TRF Ag Se Fe Hg Tl,Selenium,NA,2.6,ug/L,Chem,,,NA,4,NA,NA
3860,SDRWETODM,2007,2007027,L01-724-4,10/26/2021 10:57,NA,Composite,SF,FW,S,Dissolved,TRF Ag Se Fe Hg Tl,Thallium,<,0.2,ug/L,Chem,,,NA,4,NA,NA
3867,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,Cl,Chloride,,110,mg/L,Chem,,,NA,4,NA,NA
3868,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,Mn,Manganese,NA,88,ug/L,Chem,,,NA,4,NA,NA
3869,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,DOC,DOC,NA,11,mg/l,Chem,,,NA,4,NA,NA
3870,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,NUT,pH,H,7.4,S.U.,Chem,,,NA,4,NA,NA
3871,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,NUT,Turbidity,,5.1,NTU,Chem,,,NA,4,NA,NA
3872,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,NUT,Temperature,H,22.3,°C,Chem,,,NA,4,NA,NA
3873,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,NUT,Ammonia as N,,0.23,mg/L,Chem,,,NA,4,NA,NA
3874,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,NUT,Phosphorus as PO4,,1.9,mg/L,Chem,,,NA,4,NA,NA
3875,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,NUT,Orthophosphate as P,,0.35,mg/L,Chem,,,NA,4,NA,NA
3876,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,NUT,Specific Conductivity,,1100,umhos/cm,Chem,,,NA,4,NA,NA
3877,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,NUT,Total Suspended Solids,,33,mg/L,Chem,,,NA,4,NA,NA
3878,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,NUT,Total Kjeldahl Nitrogen,,4.9,mg/L,Chem,,,NA,4,NA,NA
3879,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,NUT,Nitrate+Nitrite Nitrogen,,1.5,mg/L,Chem,,,NA,4,NA,NA
3880,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,NUT,Volatile Suspended Solids,<,10,mg/L,Chem,,,NA,4,NA,NA
3881,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,OCP,Mirex,<,5,ng/L,Chem,,,NA,4,NA,NA
3882,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,OCP,(TCMX),,57,% Recovery,Chem,,,NA,4,NA,NA
3883,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,OCP,Aldrin,<,5,ng/L,Chem,,,NA,4,NA,NA
3884,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,OCP,Endrin,<,5,ng/L,Chem,,,NA,4,NA,NA
3885,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,OCP,"2,4-DDD",<,2,ng/L,Chem,,,NA,4,NA,NA
3886,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,OCP,"2,4-DDE",<,2,ng/L,Chem,,,NA,4,NA,NA
3887,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,OCP,"2,4-DDT",<,2,ng/L,Chem,,,NA,4,NA,NA
3888,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,OCP,"4,4-DDD",<,2,ng/L,Chem,,,NA,4,NA,NA
3889,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,OCP,"4,4-DDE",<,2,ng/L,Chem,,,NA,4,NA,NA
3890,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,OCP,"4,4-DDT",<,2,ng/L,Chem,,,NA,4,NA,NA
3891,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,OCP,(PCB030),,61,% Recovery,Chem,,,NA,4,NA,NA
3892,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,OCP,(PCB112),,82,% Recovery,Chem,,,NA,4,NA,NA
3893,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,OCP,(PCB198),,71,% Recovery,Chem,,,NA,4,NA,NA
3894,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,OCP,Dieldrin,<,2,ng/L,Chem,,,NA,4,NA,NA
3895,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,OCP,beta BHC,<,5,ng/L,Chem,,,NA,4,NA,NA
3896,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,OCP,Toxaphene,<,25,ng/L,Chem,,,NA,4,NA,NA
3897,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,OCP,alpha BHC,<,5,ng/L,Chem,,,NA,4,NA,NA
3898,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,OCP,delta BHC,<,5,ng/L,Chem,,,NA,4,NA,NA
3899,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,OCP,gamma BHC,<,5,ng/L,Chem,,,NA,4,NA,NA
3900,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,OCP,Heptachlor,<,5,ng/L,Chem,,,NA,4,NA,NA
3901,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,OCP,Endosulfan I,<,5,ng/L,Chem,,,NA,4,NA,NA
3902,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,OCP,Methoxychlor,<,5,ng/L,Chem,,,NA,4,NA,NA
3903,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,OCP,Endosulfan II,<,5,ng/L,Chem,,,NA,4,NA,NA
3904,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,OCP,Endrin aldehyde,<,5,ng/L,Chem,,,NA,4,NA,NA
3905,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,OCP,alpha Chlordane,<,2,ng/L,Chem,,,NA,4,NA,NA
3906,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,OCP,gamma Chlordane,<,2,ng/L,Chem,,,NA,4,NA,NA
3907,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,OCP,trans-Nonachlor,<,2,ng/L,Chem,,,NA,4,NA,NA
3908,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,OCP,Endosulfan sulfate,<,5,ng/L,Chem,,,NA,4,NA,NA
3909,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,OCP,Heptachlor epoxide,<,5,ng/L,Chem,,,NA,4,NA,NA
3910,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,OPP,Demeton,<,2,ng/L,Chem,,,NA,4,NA,NA
3911,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,OPP,Merphos,<,2,ng/L,Chem,,,NA,4,NA,NA
3912,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,OPP,Phorate,<,10,ng/L,Chem,,,NA,4,NA,NA
3913,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,OPP,Diazinon,<,1,ng/L,Chem,,,NA,4,NA,NA
3914,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,OPP,Ethoprop,<,2,ng/L,Chem,,,NA,4,NA,NA
3915,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,OPP,Fenthion,<,4,ng/L,Chem,,,NA,4,NA,NA
3916,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,OPP,Malathion,<,5,ng/L,Chem,,,NA,4,NA,NA
3917,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,OPP,Mevinphos,<,10,ng/L,Chem,,,NA,4,NA,NA
3918,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,OPP,Tokuthion,<,6,ng/L,Chem,,,NA,4,NA,NA
3919,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,OPP,Dichlorvos,<,6,ng/L,Chem,,,NA,4,NA,NA
3920,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,OPP,Dimethoate,<,10,ng/L,Chem,,,NA,4,NA,NA
3921,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,OPP,Disulfoton,<,2,ng/L,Chem,,,NA,4,NA,NA
3922,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,OPP,Chlorpyrifos,<,1,ng/L,Chem,,,NA,4,NA,NA
3923,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,OPP,Fenchlorophos,<,4,ng/L,Chem,,,NA,4,NA,NA
3924,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,OPP,Fensulfothion,<,2,ng/L,Chem,,,NA,4,NA,NA
3925,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,OPP,Trichloronate,<,2,ng/L,Chem,,,NA,4,NA,NA
3926,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,OPP,Azinphos-methyl,<,10,ng/L,Chem,,,NA,4,NA,NA
3927,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,OPP,Ethyl parathion,<,20,ng/L,Chem,,,NA,4,NA,NA
3928,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,OPP,Methyl parathion,<,2,ng/L,Chem,,,NA,4,NA,NA
3929,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,OPP,Bolstar (Sulprofos),<,4,ng/L,Chem,,,NA,4,NA,NA
3930,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,OPP,Tetrachlorvinphos (Stirofos),<,4,ng/L,Chem,,,NA,4,NA,NA
3931,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,PAH,Pyrene,,75.5,ng/L,Chem,,,NA,4,NA,NA
3932,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,PAH,Biphenyl,<,5,ng/L,Chem,,,NA,4,NA,NA
3933,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,PAH,Chrysene,,10.6,ng/L,Chem,,,NA,4,NA,NA
3934,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,PAH,Fluorene,DNQ,1.72,ng/L,Chem,,,NA,4,NA,NA
3935,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,PAH,Anthracene,<,5,ng/L,Chem,,,NA,4,NA,NA
3936,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,PAH,Naphthalene,<,5,ng/L,Chem,,,NA,4,NA,NA
3937,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,PAH,Acenaphthene,<,5,ng/L,Chem,,,NA,4,NA,NA
3938,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,PAH,Fluoranthene,,33.2,ng/L,Chem,,,NA,4,NA,NA
3939,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,PAH,Perylene-d12,,95,% Recovery,Chem,,,NA,4,NA,NA
3940,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,PAH,Phenanthrene,,8.38,ng/L,Chem,,,NA,4,NA,NA
3941,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,PAH,(d12-Chrysene),,132,% Recovery,Chem,,,NA,4,NA,NA
3942,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,PAH,Acenaphthylene,<,5,ng/L,Chem,,,NA,4,NA,NA
3943,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,PAH,Benzo(a)pyrene,<,5,ng/L,Chem,,,NA,4,NA,NA
3944,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,PAH,(d8-Naphthalene),,55,% Recovery,Chem,,,NA,4,NA,NA
3945,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,PAH,Dibenzothiophene,,8.71,ng/L,Chem,,,NA,4,NA,NA
3946,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,PAH,Benz(a)anthracene,<,5,ng/L,Chem,,,NA,4,NA,NA
3947,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,PAH,(d10-Acenaphthene),,73,% Recovery,Chem,,,NA,4,NA,NA
3948,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,PAH,(d10-Phenanthrene),,89,% Recovery,Chem,,,NA,4,NA,NA
3949,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,PAH,Benzo(b)fluoranthene,<,5,ng/L,Chem,,,NA,4,NA,NA
3950,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,PAH,"Benzo(g,h,i)perylene",,10.4,ng/L,Chem,,,NA,4,NA,NA
3951,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,PAH,Benzo(k)fluoranthene,<,5,ng/L,Chem,,,NA,4,NA,NA
3952,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,PAH,"Dibenz(a,h)anthracene",<,5,ng/L,Chem,,,NA,4,NA,NA
3953,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,PAH,"Indeno(1,2,3-cd)pyrene",<,5,ng/L,Chem,,,NA,4,NA,NA
3954,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,SO4,Sulfate as SO4,,280,mg/L,Chem,,,NA,4,NA,NA
3955,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,TDS,Total Dissolved Solids (TDS),,740,mg/L,Chem,,,NA,4,NA,NA
3956,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,TOC,TOC,NA,13,mg/l,Chem,,,NA,4,NA,NA
3957,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,HARD,Calcium,NA,70.6,mg/l,Chem,,,NA,4,NA,NA
3958,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,HARD,Hardness,NA,289,mg/l,Chem,,,NA,4,NA,NA
3959,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,HARD,Magnesium,NA,27.3,mg/l,Chem,,,NA,4,NA,NA
3960,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,MBAS,MBAS,NA,0.07,mg/l,Chem,,,NA,4,NA,NA
3961,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,TRF Ag Se Fe Hg Tl,Iron,NA,1400,ug/L,Chem,,,NA,4,NA,NA
3962,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,TRF Ag Se Fe Hg Tl,Lead,NA,1.2,ug/L,Chem,,,NA,4,NA,NA
3963,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,TRF Ag Se Fe Hg Tl,Zinc,NA,51,ug/L,Chem,,,NA,4,NA,NA
3964,SDRWETODM,2007,2007005,L03P05,10/26/2021 11:48,NA,Composite,ST,FW,S,Total,TRF Ag Se Fe Hg Tl,Copper,NA,21,ug/L,Chem,,,NA,4,NA,NA
