Time,J01_9082_4,J01_9082_4,J01_9082_4,J01_9082_3,J01_9082_3,J01_9082_3,J01_9082_2,J01_9082_2,J01_9082_2
1/9/2022 0:00,39.9,-5.81,0,39.8,0.17,0.002,62.2,0.54,0.016
1/10/2022 0:00,36,-1.97,0,39.8,0.19,0.002,62,0.8,0.036
1/11/2022 0:00,37.6,-3.56,0,39.8,0.19,0.003,61.9,0.9,0.046
1/12/2022 0:00,41.9,-7.86,0,39.8,0.18,0.002,62.1,0.72,0.026
1/13/2022 0:00,38.9,-4.82,0,39.7,0.23,0.002,62,0.79,0.031
1/14/2022 0:00,42.7,-8.62,0,39.8,0.2,0.002,62,0.74,0.028
1/15/2022 0:00,38.3,-4.19,0.004,39.7,0.25,0.003,61.7,1.03,0.068
1/16/2022 0:00,37.5,-3.47,0,39.7,0.25,0.003,61.9,0.84,0.036
1/17/2022 0:00,53.9,-19.8,0,39.7,0.26,0.003,61.9,0.86,0.037
1/18/2022 0:00,36.3,-2.23,0,39.7,0.25,0.002,62,0.76,0.031
1/19/2022 0:00,38.5,-4.47,0,39.7,0.23,0.002,62.1,0.68,0.025
1/20/2022 0:00,38.4,-4.31,0,39.7,0.2,0.002,62.2,0.61,0.022
1/21/2022 0:00,36.5,-2.43,0,39.7,0.21,0.003,62,0.73,0.03
1/22/2022 0:00,39.5,-5.4,0,39.7,0.29,0.006,61.8,0.98,0.051
1/23/2022 0:00,39.2,-5.13,0,39.8,0.18,0.003,62.1,0.68,0.027
1/24/2022 0:00,40.4,-6.33,0,39.8,0.17,0.002,62.2,0.63,0.024
1/25/2022 0:00,41.1,-6.99,0,39.7,0.21,0.002,62.1,0.63,0.024
1/26/2022 0:00,37.1,-3.02,0,39.8,0.2,0.003,62.2,0.62,0.023
1/27/2022 0:00,41.6,-7.53,0,39.8,0.17,0.003,62.2,0.62,0.023
1/28/2022 0:00,,,,39.8,0.15,0.002,62.1,0.63,0.022
1/29/2022 0:00,42.3,-8.21,0,39.8,0.16,0.002,62.1,0.7,0.025
1/30/2022 0:00,44.9,-10.9,0,39.8,0.18,0.004,62.2,0.63,0.025
1/31/2022 0:00,43.7,-9.61,0,39.8,0.19,0.002,62.1,0.66,0.023
2/1/2022 0:00,35.8,-1.74,0.004,39.7,0.28,0.005,62,0.79,0.034
2/2/2022 0:00,33.5,0.55,0.009,39.7,0.24,0.006,62,0.74,0.033
2/3/2022 0:00,33.5,0.61,0.011,39.7,0.23,0.005,62.1,0.66,0.027
2/4/2022 0:00,33.5,0.53,0.008,39.7,0.21,0.005,62.1,0.66,0.027
2/5/2022 0:00,33.5,0.59,0.011,39.8,0.18,0.004,62.1,0.69,0.028
2/6/2022 0:00,33.4,0.63,0.012,39.7,0.23,0.006,62,0.78,0.034
2/7/2022 0:00,33.4,0.67,0.014,39.7,0.21,0.005,61.9,0.86,0.039
2/8/2022 0:00,33.4,0.65,0.013,39.7,0.22,0.005,61.8,0.95,0.047
2/9/2022 0:00,33.4,0.66,0.014,39.7,0.21,0.005,61.8,1.02,0.056
2/10/2022 0:00,33.3,0.78,0.021,39.7,0.26,0.005,61.6,1.22,0.08
2/11/2022 0:00,33.4,0.66,0.014,39.8,0.17,0.002,61.6,1.16,0.073
2/12/2022 0:00,33.4,0.65,0.013,39.8,0.13,0.002,61.6,1.15,0.07
2/13/2022 0:00,33.4,0.63,0.012,39.8,0.11,0.002,61.6,1.14,0.07
2/14/2022 0:00,33.4,0.67,0.015,39.8,0.11,0.001,61.7,1.11,0.067
2/15/2022 0:00,33.1,0.97,0.079,39.7,0.25,0.002,61.4,1.42,0.118
2/16/2022 0:00,33.4,0.71,0.016,39.8,0.2,0.002,62.2,0.61,0.022
2/17/2022 0:00,33.4,0.71,0.017,39.8,0.15,0.002,62.2,0.62,0.024
2/18/2022 0:00,33.5,0.57,0.01,39.8,0.1,0.001,62.3,0.5,0.018
2/19/2022 0:00,33.4,0.7,0.016,39.8,0.13,0.001,62.2,0.55,0.021
2/20/2022 0:00,33.3,0.74,0.018,39.8,0.2,0.001,62.2,0.61,0.021
2/21/2022 0:00,33.1,0.98,0.035,39.7,0.23,0.002,62.1,0.71,0.026
2/22/2022 0:00,32.9,1.15,0.087,39.7,0.26,0.002,61.8,1.03,0.084
2/23/2022 0:00,32.9,1.2,0.126,39.8,0.2,0.001,61.7,1.08,0.121
2/24/2022 0:00,33.4,0.72,0.017,39.8,0.17,0.001,62.3,0.48,0.017
2/25/2022 0:00,33.4,0.72,0.016,39.8,0.15,0.001,62.3,0.45,0.016
2/26/2022 0:00,33.4,0.69,0.015,39.8,0.16,0.002,62.3,0.48,0.018
2/27/2022 0:00,33.4,0.69,0.016,39.8,0.11,0.001,62.3,0.49,0.016
2/28/2022 0:00,33.3,0.8,0.022,39.8,0.16,0.003,62.2,0.61,0.023
3/1/2022 0:00,33.3,0.73,0.017,39.8,0.16,0.002,62.1,0.66,0.026
3/2/2022 0:00,33.3,0.81,0.022,39.8,0.13,0.001,62.2,0.57,0.021
3/3/2022 0:00,33.1,0.94,0.032,39.7,0.22,0.003,62.1,0.7,0.029
3/4/2022 0:00,33.2,0.9,0.028,39.7,0.25,0.002,62,0.79,0.031
3/5/2022 0:00,33.1,1.01,0.036,39.7,0.26,0.003,62.1,0.7,0.025
3/6/2022 0:00,33.2,0.9,0.028,39.7,0.22,0.002,62.3,0.48,0.017
3/7/2022 0:00,33.1,0.93,0.031,39.8,0.19,0.003,62.3,0.52,0.021
3/8/2022 0:00,32.8,1.25,0.072,39.8,0.18,0.003,62.3,0.51,0.019
3/9/2022 0:00,33,1.05,0.041,39.7,0.21,0.002,62.2,0.59,0.024
3/10/2022 0:00,33.2,0.9,0.028,39.7,0.22,0.002,62.1,0.7,0.028
3/11/2022 0:00,33.4,0.71,0.016,39.7,0.21,0.002,62.1,0.65,0.027
3/12/2022 0:00,33.3,0.77,0.02,39.8,0.15,0.002,62.2,0.55,0.02
3/13/2022 0:00,33.2,0.83,0.023,39.8,0.19,0.002,62.1,0.66,0.026
3/14/2022 0:00,33.2,0.85,0.026,39.8,0.18,0.002,62.1,0.69,0.028
3/15/2022 0:00,33.2,0.87,0.026,39.8,0.2,0.001,61.8,0.93,0.046
3/16/2022 0:00,33.2,0.84,0.025,39.8,0.2,0.001,61.7,1.03,0.057
3/17/2022 0:00,33.2,0.87,0.027,39.8,0.17,0.001,61.8,1.01,0.056
3/18/2022 0:00,32.8,1.32,0.071,39.8,0.17,0.001,61.7,1.06,0.062
3/19/2022 0:00,32.5,1.59,0.177,39.7,0.21,0.002,61.3,1.5,0.199
3/20/2022 0:00,33.1,0.98,0.045,39.8,0.2,0.001,61.9,0.91,0.059
3/21/2022 0:00,33.3,0.79,0.021,39.8,0.18,0.001,62.2,0.59,0.02
3/22/2022 0:00,33.2,0.83,0.023,39.8,0.19,0.002,62,0.73,0.029
3/23/2022 0:00,33.3,0.81,0.022,39.8,0.13,0.002,62.1,0.72,0.03
3/24/2022 0:00,33.2,0.86,0.025,39.8,0.14,0.001,62.2,0.61,0.023
3/25/2022 0:00,33.2,0.91,0.029,39.8,0.18,0.001,62.1,0.64,0.023
3/26/2022 0:00,33.2,0.89,0.028,39.7,0.22,0.001,62,0.81,0.032
3/27/2022 0:00,33.2,0.91,0.029,39.7,0.25,0.002,61.9,0.85,0.036
3/28/2022 0:00,31.4,2.66,0.818,39.7,0.25,0.002,60,2.83,1.23
3/29/2022 0:00,32.8,1.26,0.074,39.7,0.21,0.001,61.8,0.99,0.059
3/30/2022 0:00,33.1,0.96,0.032,39.7,0.22,0.001,62,0.76,0.031
3/31/2022 0:00,33.1,1,0.035,39.7,0.23,0.001,61.9,0.85,0.036
4/1/2022 0:00,33,1.06,0.043,39.8,0.2,0.001,62,0.75,0.029
4/2/2022 0:00,33.1,0.99,0.035,39.7,0.21,0.001,62,0.74,0.027
4/3/2022 0:00,33.1,1,0.035,39.8,0.19,0.001,62,0.76,0.028
4/4/2022 0:00,33.1,1.02,0.038,39.7,0.21,0.001,62,0.77,0.03
4/5/2022 0:00,33.2,0.83,0.024,39.7,0.21,0.001,62.1,0.71,0.028
4/6/2022 0:00,33.3,0.82,0.022,39.8,0.17,0.001,62,0.73,0.029
4/7/2022 0:00,33.2,0.9,0.028,39.8,0.2,0.002,62,0.76,0.03
4/8/2022 0:00,33.2,0.87,0.026,39.8,0.12,0.002,62,0.78,0.033
4/9/2022 0:00,33.2,0.83,0.024,39.8,0.19,0.001,62,0.83,0.037
4/10/2022 0:00,33.2,0.86,0.026,39.7,0.23,0.001,61.9,0.86,0.037
4/11/2022 0:00,33.2,0.88,0.028,39.7,0.25,0.002,61.9,0.87,0.038
4/12/2022 0:00,33.3,0.77,0.02,39.8,0.2,0.001,62.1,0.68,0.025
4/13/2022 0:00,33.3,0.77,0.02,39.7,0.2,0.002,62.2,0.55,0.02
4/14/2022 0:00,33.2,0.84,0.025,39.8,0.18,0.001,62.2,0.54,0.019
4/15/2022 0:00,33.3,0.82,0.023,39.8,0.19,0.001,62.2,0.55,0.02
4/16/2022 0:00,33.2,0.86,0.025,39.7,0.21,0.001,62,0.75,0.028
4/17/2022 0:00,33.2,0.85,0.026,39.8,0.19,0.001,62.1,0.69,0.025
4/18/2022 0:00,33.2,0.85,0.027,39.8,0.19,0.001,62.1,0.66,0.025
4/19/2022 0:00,33.2,0.85,0.025,39.7,0.21,0.001,62,0.83,0.035
4/20/2022 0:00,33.1,0.97,0.037,39.7,0.21,0.001,62,0.78,0.032
4/21/2022 0:00,33.1,1.01,0.041,39.7,0.21,0.001,62,0.77,0.032
4/22/2022 0:00,32.9,1.14,0.106,39.7,0.23,0.002,61.6,1.14,0.146
4/23/2022 0:00,33.3,0.74,0.019,39.8,0.19,0.001,62.2,0.61,0.021
4/24/2022 0:00,33.3,0.74,0.018,39.8,0.17,0.002,62.2,0.6,0.023
4/25/2022 0:00,33.2,0.89,0.033,39.8,0.13,0.001,62.2,0.62,0.024
4/26/2022 0:00,33.3,0.79,0.022,39.8,0.2,0.001,62.1,0.72,0.029
4/27/2022 0:00,33.3,0.78,0.02,39.7,0.24,0.002,62,0.79,0.031
4/28/2022 0:00,33.2,0.85,0.025,39.7,0.24,0.002,62,0.78,0.031
4/29/2022 0:00,33.3,0.82,0.023,39.7,0.21,0.001,62.1,0.65,0.024
4/30/2022 0:00,33.4,0.72,0.017,39.8,0.18,0.001,62.2,0.61,0.022
5/1/2022 0:00,33.3,0.81,0.022,39.7,0.23,0.001,62,0.8,0.034
5/2/2022 0:00,33.2,0.83,0.025,39.7,0.22,0.001,61.9,0.86,0.037
5/3/2022 0:00,33.3,0.8,0.021,39.7,0.21,0.001,62,0.82,0.035
5/4/2022 0:00,33.3,0.74,0.019,39.8,0.19,0.001,62.1,0.71,0.028
5/5/2022 0:00,33.2,0.85,0.025,39.8,0.18,0.001,62,0.8,0.035
5/6/2022 0:00,33.3,0.79,0.022,39.8,0.2,0.001,61.9,0.88,0.04
5/7/2022 0:00,33.2,0.84,0.024,39.7,0.21,0.001,61.9,0.9,0.041
5/8/2022 0:00,33.3,0.79,0.021,39.8,0.2,0.001,62,0.81,0.035
5/9/2022 0:00,33.2,0.86,0.027,39.8,0.2,0.001,62.1,0.71,0.027
5/10/2022 0:00,33.3,0.8,0.022,39.8,0.19,0.001,62.1,0.66,0.025
5/11/2022 0:00,33.2,0.85,0.025,39.8,0.2,0.002,62.1,0.68,0.027
5/12/2022 0:00,33.3,0.82,0.024,39.8,0.15,0.001,62.1,0.68,0.028
5/13/2022 0:00,33.2,0.84,0.025,39.8,0.15,0.001,62,0.75,0.033
5/14/2022 0:00,33.2,0.87,0.026,39.8,0.13,0.001,62.1,0.67,0.027
5/15/2022 0:00,33.3,0.82,0.023,39.8,0.16,0.001,62.1,0.71,0.029
5/16/2022 0:00,33.1,0.93,0.032,39.7,0.23,0.001,61.8,0.94,0.045
5/17/2022 0:00,33.2,0.87,0.026,39.7,0.23,0.001,61.9,0.93,0.044
5/18/2022 0:00,33.1,0.97,0.035,39.7,0.21,0.001,61.9,0.91,0.042
5/19/2022 0:00,33,1.04,0.04,39.7,0.23,0.001,61.8,0.95,0.045
5/20/2022 0:00,32.8,1.32,0.086,39.7,0.2,0.001,61.6,1.23,0.091
5/21/2022 0:00,33.1,0.99,0.035,39.8,0.17,0,61.9,0.89,0.04
5/22/2022 0:00,33.1,0.96,0.033,39.8,0.16,0,61.9,0.83,0.035
5/23/2022 0:00,33.1,1.01,0.038,39.8,0.19,0,61.8,0.97,0.047
5/24/2022 0:00,33.1,0.94,0.031,39.8,0.16,0,61.8,0.98,0.049
5/25/2022 0:00,33.1,0.95,0.032,39.8,0.15,0,61.9,0.92,0.043
5/26/2022 0:00,33.1,1,0.036,39.8,0.16,0,61.8,0.99,0.049
5/27/2022 0:00,33.2,0.92,0.03,39.8,0.15,0,61.9,0.92,0.045
5/28/2022 0:00,33.2,0.9,0.028,39.8,0.16,0,61.9,0.9,0.041
5/29/2022 0:00,33.2,0.87,0.026,39.8,0.17,0,61.8,0.99,0.05
5/30/2022 0:00,33.2,0.89,0.029,39.8,0.15,0,61.9,0.89,0.04
5/31/2022 0:00,33.3,0.8,0.022,39.8,0.16,0,61.9,0.83,0.037
6/1/2022 0:00,33.3,0.83,0.023,39.8,0.16,0,61.9,0.9,0.043
6/2/2022 0:00,33.2,0.92,0.03,39.8,0.19,0.001,61.8,0.97,0.048
6/3/2022 0:00,33.2,0.91,0.029,39.8,0.17,0,61.8,0.94,0.046
6/4/2022 0:00,33.2,0.92,0.029,39.8,0.17,0,61.8,0.95,0.046
6/5/2022 0:00,33.2,0.86,0.025,39.8,0.18,0,61.8,0.94,0.045
6/6/2022 0:00,33.2,0.92,0.032,39.8,0.2,0.001,61.8,1.02,0.053
6/7/2022 0:00,33.2,0.84,0.025,39.7,0.2,0.001,61.8,0.99,0.049
6/8/2022 0:00,33.3,0.75,0.019,39.7,0.21,0.001,61.8,1,0.052
6/9/2022 0:00,33.3,0.8,0.024,39.8,0.19,0.001,61.8,1,0.051
6/10/2022 0:00,33.2,0.87,0.028,39.8,0.18,0.001,61.8,0.96,0.048
6/11/2022 0:00,33.4,0.72,0.018,39.8,0.16,0.001,61.9,0.83,0.036
6/12/2022 0:00,33.3,0.77,0.02,39.8,0.2,0.001,61.9,0.9,0.041
6/13/2022 0:00,33.2,0.83,0.025,39.8,0.2,0.001,61.8,0.96,0.047
6/14/2022 0:00,33.3,0.75,0.018,39.8,0.17,0,61.9,0.92,0.044
6/15/2022 0:00,33.3,0.77,0.02,39.8,0.17,0,61.8,0.96,0.047
6/16/2022 0:00,33.2,0.86,0.027,39.8,0.19,0.001,61.8,1,0.052
6/17/2022 0:00,33.2,0.86,0.026,39.8,0.18,0.001,61.8,0.94,0.047
6/18/2022 0:00,33.3,0.82,0.023,39.8,0.17,0.001,62,0.76,0.032
6/19/2022 0:00,33.3,0.81,0.022,39.8,0.14,0.001,62.1,0.69,0.029
6/20/2022 0:00,33.2,0.91,0.029,39.8,0.11,0,62,0.75,0.033
6/21/2022 0:00,33.3,0.8,0.022,39.8,0.11,0,61.9,0.92,0.045
6/22/2022 0:00,33.2,0.89,0.028,39.9,0.06,0,61.9,0.91,0.042
6/23/2022 0:00,33.2,0.89,0.028,39.9,0.06,0,61.9,0.84,0.037
6/24/2022 0:00,33.1,1.01,0.039,39.9,0.06,0,62,0.82,0.037
6/25/2022 0:00,33,1.08,0.044,39.9,0.09,0,62,0.75,0.033
6/26/2022 0:00,32.9,1.14,0.051,39.9,0.09,0,62,0.76,0.033
6/27/2022 0:00,32.9,1.14,0.053,39.9,0.07,0,61.9,0.87,0.04
6/28/2022 0:00,33.1,0.99,0.036,39.8,0.1,0,61.9,0.89,0.041
6/29/2022 0:00,33.1,0.99,0.037,39.8,0.13,0,61.8,1.03,0.054
6/30/2022 0:00,33.1,0.97,0.036,39.8,0.12,0,61.8,0.96,0.049
7/1/2022 0:00,33.1,1.02,0.043,39.8,0.15,0,61.8,0.94,0.048
7/2/2022 0:00,33.2,0.88,0.028,39.8,0.15,0,61.9,0.84,0.038
7/3/2022 0:00,33.1,0.95,0.033,39.8,0.17,0.001,61.9,0.87,0.04
7/4/2022 0:00,33.1,0.96,0.038,39.8,0.14,0.001,61.9,0.9,0.042
7/5/2022 0:00,33.3,0.76,0.02,39.8,0.13,0,61.9,0.88,0.041
7/6/2022 0:00,33.2,0.83,0.03,39.8,0.12,0,61.8,0.95,0.048
7/7/2022 0:00,33.4,0.66,0.016,39.8,0.13,0,61.9,0.91,0.043
7/8/2022 0:00,33.4,0.7,0.022,39.8,0.14,0,61.8,0.96,0.05
7/9/2022 0:00,33.6,0.51,0.011,39.8,0.12,0,61.9,0.88,0.042
7/10/2022 0:00,33.5,0.54,0.01,39.8,0.12,0,62,0.8,0.035
7/11/2022 0:00,33.3,0.78,0.026,39.8,0.15,0,61.8,0.94,0.046
7/12/2022 0:00,33.5,0.59,0.011,39.8,0.13,0,61.7,1.05,0.065
7/13/2022 0:00,33.5,0.58,0.012,39.8,0.12,0,61.9,0.85,0.037
7/14/2022 0:00,33.5,0.61,0.012,39.8,0.14,0,61.9,0.83,0.035
7/15/2022 0:00,33.5,0.54,0.011,39.8,0.14,0,61.9,0.88,0.041
7/16/2022 0:00,33.6,0.47,0.007,39.8,0.12,0,61.9,0.89,0.04
7/17/2022 0:00,33.6,0.49,0.008,39.8,0.13,0,61.9,0.84,0.036
7/18/2022 0:00,33.6,0.49,0.009,39.8,0.11,0,61.9,0.88,0.04
7/19/2022 0:00,33.5,0.62,0.012,39.9,0.06,0,62,0.8,0.036
7/20/2022 0:00,33.5,0.61,0.012,39.9,0.08,0,62,0.79,0.032
7/21/2022 0:00,33.5,0.57,0.012,39.9,0.09,0,62,0.78,0.032
7/22/2022 0:00,33.5,0.58,0.013,39.8,0.13,0,61.9,0.92,0.043
7/23/2022 0:00,33.5,0.59,0.012,39.8,0.13,0,61.9,0.9,0.041
7/24/2022 0:00,33.5,0.58,0.011,39.8,0.15,0,61.9,0.9,0.041
7/25/2022 0:00,33.4,0.67,0.016,39.8,0.15,0,61.8,0.95,0.046
7/26/2022 0:00,33.5,0.62,0.014,39.8,0.12,0,61.9,0.9,0.042
7/27/2022 0:00,33.5,0.55,0.013,39.8,0.11,0,61.9,0.89,0.041
7/28/2022 0:00,33.5,0.62,0.015,39.8,0.12,0,61.9,0.89,0.04
7/29/2022 0:00,33.5,0.62,0.014,39.8,0.11,0,61.9,0.92,0.044
7/30/2022 0:00,33.6,0.52,0.009,39.9,0.1,0,61.9,0.86,0.038
7/31/2022 0:00,33.1,0.96,0.133,39.9,0.06,0,61.6,1.18,0.14
8/1/2022 0:00,33.5,0.61,0.015,39.9,0.07,0,62.1,0.72,0.027
8/2/2022 0:00,33.6,0.5,0.008,39.9,0.06,0,62.1,0.66,0.023
8/3/2022 0:00,33.6,0.51,0.01,39.9,0.09,0,62,0.76,0.029
8/4/2022 0:00,33.5,0.53,0.009,39.9,0.09,0,62,0.81,0.033
8/5/2022 0:00,33.5,0.57,0.012,39.9,0.06,0,62,0.75,0.03
