Time,J01_9144_4,J01_9144_4,J01_9144_4,J01_9224_2,J01_9224_2,J01_9224_2,J01_9224_1,J01_9224_1,J01_9224_1
2/12/2022 0:00,,,,,,,44,0.8,0.008
2/13/2022 0:00,,,,,,,44,0.85,0.009
2/14/2022 0:00,68.5,0.84,0.01,,,,43.9,0.95,0.012
2/15/2022 0:00,,,,,,,43.8,1.05,0.018
2/16/2022 0:00,,,,,,,44.1,0.77,0.006
2/17/2022 0:00,68.3,0.98,0.02,,,,44.1,0.7,0.004
2/18/2022 0:00,68.2,1.16,0.03,,,,44.1,0.7,0.004
2/19/2022 0:00,,,,,,,44.1,0.69,0.004
2/20/2022 0:00,68.1,1.24,0.031,,,,44.1,0.73,0.005
2/21/2022 0:00,,,,,,,44.1,0.76,0.005
2/22/2022 0:00,,,,,,,44,0.84,0.01
2/23/2022 0:00,,,,,,,43.9,0.98,0.033
2/24/2022 0:00,,,,,,,44.2,0.63,0.003
2/25/2022 0:00,68.6,0.72,0.004,,,,44.2,0.66,0.003
2/26/2022 0:00,68.8,0.56,0.003,,,,44.2,0.64,0.003
2/27/2022 0:00,69,0.32,0.001,,,,44.2,0.6,0.003
2/28/2022 0:00,68.9,0.45,0.002,,,,44.2,0.64,0.004
3/1/2022 0:00,68.7,0.67,0.004,,,,44.3,0.57,0.003
3/2/2022 0:00,68.7,0.67,0.004,,,,44.2,0.64,0.003
3/3/2022 0:00,68.5,0.86,0.01,,,,44.1,0.75,0.005
3/4/2022 0:00,,,,,,,44,0.79,0.007
3/5/2022 0:00,,,,,,,44.1,0.77,0.006
3/6/2022 0:00,,,,,,,44,0.79,0.006
3/7/2022 0:00,68.9,0.42,0.003,,,,44.1,0.76,0.006
3/8/2022 0:00,68.6,0.69,0.007,,,,44.1,0.77,0.006
3/9/2022 0:00,68.5,0.81,0.007,,,,44,0.85,0.008
3/10/2022 0:00,68.4,0.89,0.011,,,,44,0.85,0.008
3/11/2022 0:00,68.5,0.78,0.009,,,,44,0.81,0.007
3/12/2022 0:00,68.7,0.61,0.004,,,,44,0.82,0.008
3/13/2022 0:00,68.6,0.74,0.005,,,,44,0.81,0.007
3/14/2022 0:00,68.7,0.67,0.005,,,,44,0.88,0.009
3/15/2022 0:00,68.6,0.69,0.007,,,,43.9,0.91,0.011
3/16/2022 0:00,68.6,0.74,0.006,,,,43.9,0.93,0.011
3/17/2022 0:00,68.7,0.58,0.004,,,,43.9,0.91,0.011
3/18/2022 0:00,68.7,0.6,0.004,,,,43.9,0.94,0.012
3/19/2022 0:00,68.3,1.05,0.072,,,,43.8,1.08,0.021
3/20/2022 0:00,68.5,0.79,0.012,,,,44,0.86,0.009
3/21/2022 0:00,68.7,0.66,0.003,,,,44,0.81,0.007
3/22/2022 0:00,68.8,0.5,0.002,,,,44.1,0.72,0.005
3/23/2022 0:00,68.8,0.55,0.002,,,,44.1,0.7,0.005
3/24/2022 0:00,68.8,0.48,0.002,,,,44,0.79,0.008
3/25/2022 0:00,68.7,0.65,0.004,,,,44,0.86,0.009
3/26/2022 0:00,68.6,0.76,0.007,,,,44,0.88,0.009
3/27/2022 0:00,68.6,0.72,0.005,,,,44,0.88,0.009
3/28/2022 0:00,,,,,,,42.6,2.24,0.439
3/29/2022 0:00,,,,,,,44.3,0.55,0.002
3/30/2022 0:00,,,,,,,44.3,0.52,0.001
3/31/2022 0:00,,,,,,,44.3,0.55,0.002
4/1/2022 0:00,,,,,,,44.3,0.54,0.002
4/2/2022 0:00,,,,,,,44.3,0.55,0.002
4/3/2022 0:00,,,,,,,44.3,0.56,0.002
4/4/2022 0:00,,,,,,,44.2,0.59,0.002
4/5/2022 0:00,,,,,,,44.2,0.59,0.002
4/6/2022 0:00,,,,,,,44.2,0.59,0.003
4/7/2022 0:00,,,,,,,44.2,0.6,0.003
4/8/2022 0:00,,,,,,,44.3,0.5,0.003
4/9/2022 0:00,,,,,,,44.1,0.74,0.005
4/10/2022 0:00,,,,,,,44.1,0.77,0.006
4/11/2022 0:00,,,,,,,44,0.84,0.008
4/12/2022 0:00,,,,,,,44,0.81,0.007
4/13/2022 0:00,68.8,0.54,0.002,,,,43.9,0.89,0.01
4/14/2022 0:00,68.8,0.52,0.001,,,,43.9,0.92,0.011
4/15/2022 0:00,68.7,0.65,0.003,,,,43.8,0.99,0.014
4/16/2022 0:00,68.6,0.75,0.006,,,,43.8,1.03,0.015
4/17/2022 0:00,68.9,0.42,0.001,,,,43.8,1.03,0.015
4/18/2022 0:00,68.8,0.57,0.002,,,,43.7,1.1,0.018
4/19/2022 0:00,68.6,0.73,0.005,,,,43.7,1.13,0.02
4/20/2022 0:00,68.5,0.79,0.007,,,,43.7,1.12,0.019
4/21/2022 0:00,68.7,0.64,0.002,,,,43.7,1.13,0.02
4/22/2022 0:00,68.3,1.01,0.105,,,,43.5,1.34,0.044
4/23/2022 0:00,69,0.36,0.004,,,,43.7,1.18,0.022
4/24/2022 0:00,69.1,0.19,0.001,,,,43.7,1.1,0.019
4/25/2022 0:00,68.8,0.55,0.004,,,,43.7,1.11,0.02
4/26/2022 0:00,68.7,0.66,0.005,,,,43.7,1.17,0.022
4/27/2022 0:00,68.4,0.93,0.016,,,,43.7,1.18,0.022
4/28/2022 0:00,68.8,0.56,0.003,,,,43.7,1.16,0.022
4/29/2022 0:00,68.7,0.67,0.007,,,,43.6,1.19,0.023
4/30/2022 0:00,68.8,0.57,0.005,,,,43.6,1.2,0.023
5/1/2022 0:00,68.7,0.64,0.004,,,,43.6,1.19,0.023
5/2/2022 0:00,68.7,0.59,0.006,,,,43.6,1.22,0.024
5/3/2022 0:00,,,,,,,43.6,1.23,0.025
5/4/2022 0:00,,,,,,,43.6,1.28,0.028
5/5/2022 0:00,,,,,,,43.6,1.28,0.03
5/6/2022 0:00,,,,,,,43.6,1.27,0.027
5/7/2022 0:00,66.6,2.73,0.27,,,,43.6,1.28,0.028
5/8/2022 0:00,,,,,,,43.6,1.28,0.028
5/9/2022 0:00,,,,,,,43.6,1.28,0.029
5/10/2022 0:00,,,,,,,43.5,1.32,0.032
5/11/2022 0:00,68.8,0.49,0.003,,,,43.5,1.34,0.031
5/12/2022 0:00,69.2,0.15,0.001,,,,43.6,1.28,0.029
5/13/2022 0:00,69.1,0.2,0.003,,,,43.5,1.32,0.031
5/14/2022 0:00,69.1,0.25,0.004,,,,43.5,1.32,0.032
5/15/2022 0:00,69.1,0.27,0.003,,,,43.5,1.33,0.032
5/16/2022 0:00,68.9,0.44,0.004,,,,43.4,1.46,0.04
5/17/2022 0:00,,,,,,,43.4,1.46,0.04
5/18/2022 0:00,,,,,,,43.4,1.44,0.039
5/19/2022 0:00,,,,,,,43.3,1.51,0.044
5/20/2022 0:00,,,,,,,43.2,1.6,0.054
5/21/2022 0:00,,,,,,,43.4,1.45,0.039
5/22/2022 0:00,,,,,,,43.3,1.49,0.042
5/23/2022 0:00,,,,,,,43.2,1.61,0.053
5/24/2022 0:00,,,,,,,43.2,1.62,0.053
5/25/2022 0:00,,,,,,,43.2,1.66,0.056
5/26/2022 0:00,,,,,,,43.2,1.67,0.058
5/27/2022 0:00,,,,,,,43.2,1.64,0.055
5/28/2022 0:00,,,,,,,43.2,1.67,0.057
5/29/2022 0:00,,,,,,,43.2,1.66,0.057
5/30/2022 0:00,,,,,,,43.1,1.77,0.067
5/31/2022 0:00,68.7,0.62,0.009,,,,43.2,1.63,0.055
6/1/2022 0:00,,,,,,,43.4,1.47,0.041
6/2/2022 0:00,,,,,,,43.6,1.21,0.024
6/3/2022 0:00,,,,,,,43.6,1.21,0.025
6/4/2022 0:00,,,,,,,43.6,1.22,0.025
6/5/2022 0:00,,,,,,,43.8,1.04,0.017
6/6/2022 0:00,,,,,,,43.7,1.12,0.021
6/7/2022 0:00,,,,,,,43.6,1.2,0.024
6/8/2022 0:00,,,,,,,43.7,1.14,0.021
6/9/2022 0:00,,,,,,,43.6,1.24,0.026
6/10/2022 0:00,,,,,,,43.6,1.25,0.027
6/11/2022 0:00,,,,,,,43.6,1.25,0.027
6/12/2022 0:00,,,,,,,43.6,1.25,0.026
6/13/2022 0:00,,,,,,,43.5,1.29,0.029
6/14/2022 0:00,,,,,,,43.6,1.25,0.027
6/15/2022 0:00,,,,,,,43.6,1.21,0.025
6/16/2022 0:00,,,,,,,44,0.82,0.008
6/17/2022 0:00,,,,,,,44,0.79,0.007
6/18/2022 0:00,68.7,0.67,0.012,,,,43.9,0.95,0.012
6/19/2022 0:00,68.7,0.67,0.012,,,,44,0.86,0.009
6/20/2022 0:00,,,,,,,44,0.87,0.011
6/21/2022 0:00,,,,,,,43.9,0.94,0.012
6/22/2022 0:00,,,,,,,43.9,0.93,0.012
6/23/2022 0:00,,,,,,,44.4,0.46,0.001
6/24/2022 0:00,68.5,0.82,0.015,,,,44.4,0.4,0.001
6/25/2022 0:00,,,,,,,44.4,0.46,0.001
6/26/2022 0:00,,,,,,,44.4,0.46,0.001
6/27/2022 0:00,,,,,,,44.4,0.4,0.001
6/28/2022 0:00,,,,,,,44.4,0.42,0.001
6/29/2022 0:00,,,,,,,44.3,0.5,0.001
6/30/2022 0:00,,,,,,,44.4,0.44,0.001
7/1/2022 0:00,,,,,,,44.4,0.41,0
7/2/2022 0:00,,,,,,,44.4,0.42,0.001
7/3/2022 0:00,,,,,,,44.4,0.47,0.001
7/4/2022 0:00,,,,,,,44.4,0.45,0.001
7/5/2022 0:00,,,,,,,44.4,0.44,0.001
7/6/2022 0:00,,,,,,,44.4,0.43,0.001
7/7/2022 0:00,,,,,,,44.4,0.47,0.001
7/8/2022 0:00,,,,,,,44.4,0.46,0.001
7/9/2022 0:00,,,,,,,44.3,0.5,0.002
7/10/2022 0:00,,,,,,,44.3,0.49,0.001
7/11/2022 0:00,,,,,,,44.3,0.57,0.002
7/12/2022 0:00,,,,,,,44.3,0.57,0.003
7/13/2022 0:00,,,,,,,44.3,0.53,0.002
7/14/2022 0:00,,,,,,,44.3,0.57,0.002
7/15/2022 0:00,,,,,,,44.2,0.61,0.003
7/16/2022 0:00,,,,,,,44.1,0.74,0.006
7/17/2022 0:00,,,,,,,44.2,0.68,0.004
7/18/2022 0:00,,,,,,,44.1,0.71,0.006
7/19/2022 0:00,68.3,1.03,0.024,,,,44.2,0.66,0.005
7/20/2022 0:00,,,,,,,44.2,0.6,0.005
7/21/2022 0:00,,,,,,,44.5,0.37,0.001
7/22/2022 0:00,,,,,,,44.5,0.36,0
7/23/2022 0:00,,,,,,,44.4,0.4,0.001
7/24/2022 0:00,,,,,,,44.4,0.4,0
7/25/2022 0:00,,,,,,,44.4,0.47,0.001
7/26/2022 0:00,,,,,,,44.3,0.51,0.002
7/27/2022 0:00,,,,,,,44.3,0.51,0.002
7/28/2022 0:00,,,,,,,44.3,0.56,0.002
7/29/2022 0:00,,,,,,,44.3,0.57,0.002
7/30/2022 0:00,,,,,,,44.1,0.69,0.004
7/31/2022 0:00,,,,,,,44.2,0.63,0.006
8/1/2022 0:00,,,,,,,44.3,0.5,0.002
8/2/2022 0:00,68.5,0.78,0.008,,,,44.3,0.49,0.002
8/3/2022 0:00,,,,,,,44.3,0.56,0.002
8/4/2022 0:00,,,,,,,44.2,0.61,0.003
8/5/2022 0:00,,,,,,,44.2,0.61,0.003
8/6/2022 0:00,,,,,,,44.2,0.63,0.003
8/7/2022 0:00,,,,,,,44.2,0.59,0.002
8/8/2022 0:00,,,,,,,44.2,0.66,0.004
8/9/2022 0:00,68.7,0.67,0.009,,,,44.3,0.57,0.003
8/10/2022 0:00,,,,,,,44.3,0.53,0.002
8/11/2022 0:00,68.5,0.83,0.015,,,,44.2,0.64,0.004
8/12/2022 0:00,,,,,,,44.3,0.57,0.003
8/13/2022 0:00,,,,,,,44.1,0.69,0.005
8/14/2022 0:00,,,,,,,44.2,0.68,0.004
8/15/2022 0:00,,,,,,,44.1,0.77,0.007
8/16/2022 0:00,,,,,,,44.2,0.67,0.005
8/17/2022 0:00,,,,,,,44.2,0.64,0.004
8/18/2022 0:00,,,,,,,44.1,0.71,0.005
8/19/2022 0:00,,,,,,,44.1,0.7,0.004
8/20/2022 0:00,,,,,,,44,0.85,0.009
8/21/2022 0:00,,,,,,,44,0.88,0.009
8/22/2022 0:00,,,,,,,44,0.8,0.007
8/23/2022 0:00,,,,,,,44,0.79,0.007
8/24/2022 0:00,,,,,,,44,0.79,0.007
8/25/2022 0:00,,,,,,,44.1,0.77,0.006
8/26/2022 0:00,,,,,,,44.1,0.76,0.006
8/27/2022 0:00,,,,,,,43.8,1,0.014
8/28/2022 0:00,,,,,,,44,0.88,0.01
8/29/2022 0:00,,,,,,,44.3,0.52,0.002
8/30/2022 0:00,68.5,0.85,0.012,,,,44.4,0.46,0.001
8/31/2022 0:00,68.5,0.86,0.012,,,,44.4,0.44,0.002
9/1/2022 0:00,,,,,,,44.3,0.51,0.002
9/2/2022 0:00,,,,,,,44.4,0.49,0.002
9/3/2022 0:00,,,,,,,44.3,0.51,0.002
9/4/2022 0:00,,,,,,,44.3,0.54,0.002
9/5/2022 0:00,,,,,,,44.2,0.64,0.005
9/6/2022 0:00,,,,,,,44.1,0.73,0.006
9/7/2022 0:00,,,,,,,44.1,0.71,0.005
9/8/2022 0:00,,,,,,,44.2,0.62,0.004
9/9/2022 0:00,,,,,,,43.8,1.03,0.027
9/10/2022 0:00,,,,,,,44.4,0.39,0
9/11/2022 0:00,,,,,,,44.4,0.39,0
9/12/2022 0:00,,,,,,,44.4,0.41,0.001
9/13/2022 0:00,,,,,,,44.5,0.37,0
9/14/2022 0:00,,,,,,,44.5,0.36,0
9/15/2022 0:00,,,,,,,44.5,0.34,0
9/16/2022 0:00,,,,,,,44.4,0.4,0.001
9/17/2022 0:00,,,,,,,44.4,0.45,0.001
9/18/2022 0:00,,,,,,,44.4,0.44,0.001
9/19/2022 0:00,,,,,,,44.4,0.48,0.001
9/20/2022 0:00,,,,,,,44.4,0.45,0.001
9/21/2022 0:00,68.6,0.68,0.007,,,,44.4,0.45,0.001
9/22/2022 0:00,,,,,,,44.4,0.42,0.001
9/23/2022 0:00,,,,,,,44.5,0.38,0.001
9/24/2022 0:00,68.9,0.46,0.006,,,,44.5,0.37,0.001
9/25/2022 0:00,68.9,0.45,0.004,,,,44.5,0.34,0
9/26/2022 0:00,68.7,0.62,0.008,,,,44.5,0.36,0
9/27/2022 0:00,68.8,0.53,0.008,,,,44.5,0.31,0
9/28/2022 0:00,,,,,,,44.5,0.33,0
9/29/2022 0:00,,,,,,,44.5,0.38,0.001
9/30/2022 0:00,,,,,,,44.5,0.35,0
10/1/2022 0:00,,,,,,,44.4,0.41,0
