Time,J03_9234_6,J03_9234_6,J03_9234_6,J03_9216_1,J03_9216_1,J03_9216_1,J01_9005_1,J01_9005_1,J01_9005_1
1/3/2022 0:00,68.9,0.42,0.026,50.6,-26.6,0,44.9,0.53,0.014
1/4/2022 0:00,68.9,0.45,0.031,49.8,-25.8,0,44.9,0.55,0.015
1/5/2022 0:00,68.9,0.43,0.028,53.5,-29.5,0,44.9,0.56,0.015
1/6/2022 0:00,69,0.38,0.021,51.7,-27.7,0,44.9,0.58,0.016
1/7/2022 0:00,68.9,0.48,0.034,48.3,-24.2,0,44.8,0.63,0.019
1/8/2022 0:00,68.9,0.45,0.029,50.9,-26.9,0,44.9,0.56,0.015
1/9/2022 0:00,69,0.35,0.018,51.2,-27.2,0,44.9,0.56,0.015
1/10/2022 0:00,69,0.36,0.019,49.6,-25.6,0,44.9,0.59,0.016
1/11/2022 0:00,69,0.35,0.02,49.6,-25.6,0,44.9,0.6,0.017
1/12/2022 0:00,69,0.36,0.018,49.9,-25.9,0,44.9,0.61,0.018
1/13/2022 0:00,68.9,0.41,0.025,30.5,-6.49,0,44.9,0.6,0.017
1/14/2022 0:00,69,0.41,0.025,25.4,-1.38,0,44.9,0.61,0.018
1/15/2022 0:00,68.9,0.5,0.053,25.5,-1.52,0,44.8,0.64,0.022
1/16/2022 0:00,68.9,0.44,0.028,25.8,-1.77,0,44.9,0.62,0.018
1/17/2022 0:00,68.8,0.51,0.04,25.8,-1.79,0,44.9,0.61,0.018
1/18/2022 0:00,68.9,0.5,0.038,25.8,-1.74,0,44.9,0.61,0.018
1/19/2022 0:00,68.9,0.47,0.033,25.7,-1.68,0,44.9,0.55,0.015
1/20/2022 0:00,69,0.36,0.02,25.3,-1.29,0,44.9,0.55,0.014
1/21/2022 0:00,68.9,0.45,0.032,25.6,-1.6,0,44.9,0.54,0.014
1/22/2022 0:00,68.9,0.45,0.034,24.5,-0.46,0,45,0.48,0.012
1/23/2022 0:00,69,0.34,0.022,27.4,-3.43,0,45,0.51,0.013
1/24/2022 0:00,68.9,0.42,0.028,25.5,-1.46,0,44.9,0.54,0.014
1/25/2022 0:00,68.9,0.44,0.028,25.8,-1.81,0,44.9,0.54,0.014
1/26/2022 0:00,68.9,0.43,0.027,25.9,-1.85,0,44.9,0.53,0.014
1/27/2022 0:00,69,0.41,0.025,25.8,-1.81,0,45,0.5,0.013
1/28/2022 0:00,69,0.32,0.015,30.9,-6.85,,44.9,0.55,0.015
1/29/2022 0:00,69,0.39,0.022,26.6,-2.63,0,44.9,0.55,0.014
1/30/2022 0:00,68.9,0.42,0.027,26.7,-2.65,0,44.9,0.52,0.014
1/31/2022 0:00,68.9,0.47,0.033,26.5,-2.44,0,44.9,0.6,0.018
2/1/2022 0:00,68.9,0.5,0.037,24.7,-0.71,0.003,44.8,0.66,0.023
2/2/2022 0:00,68.9,0.46,0.065,23.2,0.8,0.012,45,0.48,0.012
2/3/2022 0:00,69,0.4,0.025,22.9,1.12,0.025,44.9,0.54,0.014
2/4/2022 0:00,69,0.39,0.024,22.8,1.18,0.029,45,0.52,0.013
2/5/2022 0:00,69,0.4,0.027,22.7,1.27,0.036,44.9,0.54,0.014
2/6/2022 0:00,69,0.37,0.023,22.8,1.22,0.031,44.9,0.52,0.013
2/7/2022 0:00,69,0.34,0.02,22.8,1.23,0.032,44.9,0.52,0.014
2/8/2022 0:00,69,0.31,0.018,22.8,1.23,0.031,44.9,0.54,0.014
2/9/2022 0:00,69,0.36,0.027,22.7,1.28,0.036,44.9,0.57,0.016
2/10/2022 0:00,69,0.39,0.026,22.7,1.33,0.038,44.9,0.55,0.015
2/11/2022 0:00,69,0.37,0.024,22.6,1.38,0.042,44.9,0.55,0.014
2/12/2022 0:00,69.1,0.28,0.014,22.6,1.39,0.045,44.9,0.55,0.015
2/13/2022 0:00,69.2,0.19,0.011,22.7,1.34,0.038,45,0.48,0.012
2/14/2022 0:00,68.9,0.41,0.03,22.6,1.39,0.042,45,0.5,0.012
2/15/2022 0:00,68.7,0.65,0.097,22.4,1.6,0.063,44.8,0.71,0.029
2/16/2022 0:00,68.9,0.46,0.03,22.6,1.44,0.045,44.9,0.54,0.014
2/17/2022 0:00,68.9,0.43,0.031,22.6,1.43,0.045,45,0.48,0.012
2/18/2022 0:00,69,0.4,0.025,22.5,1.48,0.048,45,0.46,0.012
2/19/2022 0:00,68.9,0.48,0.04,22.5,1.53,0.053,45,0.5,0.012
2/20/2022 0:00,68.9,0.49,0.036,22.5,1.5,0.049,45,0.5,0.012
2/21/2022 0:00,68.8,0.53,0.045,22.5,1.49,0.048,44.9,0.54,0.014
2/22/2022 0:00,68.7,0.66,0.099,22.5,1.57,0.056,44.8,0.66,0.023
2/23/2022 0:00,68.6,0.74,0.162,21.8,2.26,0.275,44.7,0.73,0.039
2/24/2022 0:00,68.9,0.46,0.033,22.7,1.29,0.034,45,0.49,0.012
2/25/2022 0:00,68.9,0.47,0.034,22.7,1.34,0.038,45,0.51,0.013
2/26/2022 0:00,68.9,0.42,0.027,22.7,1.36,0.04,45,0.47,0.012
2/27/2022 0:00,69,0.34,0.019,22.6,1.42,0.043,45,0.43,0.01
2/28/2022 0:00,69,0.35,0.021,22.6,1.42,0.043,44.9,0.55,0.014
3/1/2022 0:00,69,0.34,0.021,22.6,1.39,0.041,45,0.51,0.013
3/2/2022 0:00,69.1,0.29,0.012,22.6,1.41,0.043,44.9,0.52,0.013
3/3/2022 0:00,68.8,0.59,0.215,22.5,1.49,0.05,44.9,0.61,0.03
3/4/2022 0:00,68.7,0.64,0.07,22.2,1.81,0.131,44.8,0.64,0.023
3/5/2022 0:00,68.8,0.58,0.054,22.6,1.39,0.042,44.9,0.56,0.015
3/6/2022 0:00,68.9,0.45,0.031,22.7,1.33,0.037,45,0.52,0.013
3/7/2022 0:00,68.9,0.42,0.029,22.7,1.31,0.036,45,0.43,0.01
3/8/2022 0:00,69,0.41,0.027,22.7,1.3,0.035,45,0.43,0.01
3/9/2022 0:00,68.9,0.47,0.035,22.7,1.34,0.037,45,0.48,0.011
3/10/2022 0:00,68.9,0.48,0.036,22.7,1.33,0.037,45,0.48,0.011
3/11/2022 0:00,69,0.38,0.025,22.7,1.35,0.039,45.1,0.42,0.009
3/12/2022 0:00,69,0.34,0.019,22.6,1.38,0.041,45,0.49,0.013
3/13/2022 0:00,68.9,0.46,0.032,22.7,1.34,0.038,45,0.44,0.01
3/14/2022 0:00,68.9,0.47,0.034,22.7,1.3,0.035,45,0.5,0.013
3/15/2022 0:00,68.9,0.46,0.032,22.7,1.31,0.036,45,0.44,0.01
3/16/2022 0:00,68.9,0.48,0.036,22.7,1.35,0.038,45,0.5,0.013
3/17/2022 0:00,69,0.36,0.022,22.7,1.33,0.037,45,0.51,0.013
3/18/2022 0:00,69,0.37,0.022,22.7,1.33,0.038,45,0.49,0.012
3/19/2022 0:00,68.7,0.65,0.177,22.2,1.86,0.228,44.8,0.63,0.028
3/20/2022 0:00,68.7,0.66,0.125,21.7,2.29,0.328,44.8,0.64,0.026
3/21/2022 0:00,68.9,0.46,0.031,22.7,1.32,0.036,45,0.51,0.014
3/22/2022 0:00,69,0.33,0.02,22.7,1.31,0.036,44.9,0.53,0.015
3/23/2022 0:00,69.1,0.3,0.015,22.7,1.37,0.04,45,0.49,0.012
3/24/2022 0:00,69,0.34,0.021,22.1,1.91,0.091,45,0.51,0.014
3/25/2022 0:00,68.9,0.45,0.032,21.6,2.47,0.149,45,0.5,0.013
3/26/2022 0:00,68.8,0.55,0.047,22.2,1.83,0.087,45,0.49,0.013
3/27/2022 0:00,68.8,0.51,0.039,22.2,1.84,0.085,44.9,0.59,0.017
3/28/2022 0:00,66.3,3.07,16.2,19.2,4.82,1.93,41.1,4.37,3.36
3/29/2022 0:00,68.7,0.7,0.094,21.5,2.57,0.229,42.6,2.86,0.996
3/30/2022 0:00,68.8,0.61,0.06,22,2,0.092,44.8,0.63,0.019
3/31/2022 0:00,68.8,0.53,0.042,22.1,1.94,0.087,44.9,0.58,0.016
4/1/2022 0:00,68.8,0.55,0.047,22.1,1.93,0.086,45,0.5,0.012
4/2/2022 0:00,68.8,0.54,0.045,22.2,1.84,0.078,44.9,0.55,0.014
4/3/2022 0:00,68.8,0.57,0.05,22.2,1.8,0.073,44.9,0.57,0.015
4/4/2022 0:00,68.8,0.56,0.05,22.2,1.78,0.072,45,0.5,0.012
4/5/2022 0:00,68.9,0.5,0.037,22.2,1.82,0.075,45,0.49,0.013
4/6/2022 0:00,68.9,0.44,0.034,22.2,1.81,0.074,45,0.49,0.011
4/7/2022 0:00,68.9,0.49,0.037,22.2,1.79,0.073,45,0.51,0.012
4/8/2022 0:00,69,0.33,0.021,22.2,1.84,0.078,45,0.46,0.011
4/9/2022 0:00,68.9,0.44,0.032,22.2,1.82,0.075,45,0.42,0.009
4/10/2022 0:00,68.9,0.49,0.035,22.2,1.84,0.077,45,0.51,0.012
4/11/2022 0:00,68.8,0.58,0.053,22.2,1.85,0.077,44.9,0.52,0.013
4/12/2022 0:00,68.8,0.57,0.055,22.2,1.86,0.079,45,0.47,0.011
4/13/2022 0:00,68.9,0.48,0.036,22.1,1.93,0.085,45,0.45,0.01
4/14/2022 0:00,68.9,0.48,0.035,22,2,0.092,45,0.44,0.009
4/15/2022 0:00,68.8,0.53,0.043,22,2.01,0.093,45,0.44,0.01
4/16/2022 0:00,68.7,0.61,0.062,22,1.99,0.092,45,0.49,0.011
4/17/2022 0:00,68.8,0.54,0.046,22,1.97,0.089,45,0.45,0.01
4/18/2022 0:00,68.9,0.47,0.033,22.1,1.96,0.088,45.1,0.41,0.01
4/19/2022 0:00,68.8,0.56,0.05,22,2,0.093,45,0.46,0.01
4/20/2022 0:00,68.9,0.51,0.039,22,1.98,0.09,45,0.49,0.011
4/21/2022 0:00,68.8,0.56,0.05,22,2.01,0.093,45,0.51,0.012
4/22/2022 0:00,68.3,1.04,2.56,20.6,3.41,0.703,44.8,0.68,0.049
4/23/2022 0:00,68.9,0.47,0.035,22,2.01,0.094,45.1,0.4,0.008
4/24/2022 0:00,69,0.37,0.023,22.1,1.96,0.089,45.1,0.37,0.008
4/25/2022 0:00,69.1,0.28,0.015,22.1,1.93,0.086,45.1,0.39,0.009
4/26/2022 0:00,68.9,0.44,0.029,22.1,1.96,0.088,45.1,0.41,0.009
4/27/2022 0:00,68.8,0.52,0.04,22.1,1.97,0.089,45,0.49,0.012
4/28/2022 0:00,68.9,0.48,0.034,22.1,1.97,0.089,45,0.51,0.013
4/29/2022 0:00,68.9,0.51,0.041,22.1,1.95,0.087,45,0.49,0.012
4/30/2022 0:00,68.9,0.49,0.038,22,1.98,0.091,45.1,0.41,0.01
5/1/2022 0:00,68.9,0.5,0.036,22.1,1.95,0.087,45,0.45,0.01
5/2/2022 0:00,68.8,0.55,0.047,22.1,1.9,0.083,45,0.49,0.012
5/3/2022 0:00,68.9,0.49,0.036,22.1,1.9,0.082,45,0.51,0.013
5/4/2022 0:00,68.8,0.52,0.051,22.1,1.9,0.082,45.1,0.4,0.01
5/5/2022 0:00,68.9,0.5,0.04,22.1,1.91,0.083,45.1,0.38,0.009
5/6/2022 0:00,68.9,0.51,0.04,22.1,1.93,0.085,45,0.43,0.011
5/7/2022 0:00,68.9,0.5,0.039,22,1.98,0.091,45,0.47,0.011
5/8/2022 0:00,68.9,0.48,0.033,22.1,1.96,0.088,45,0.46,0.01
5/9/2022 0:00,68.9,0.5,0.037,22.1,1.94,0.087,45,0.48,0.012
5/10/2022 0:00,68.9,0.48,0.037,22.1,1.95,0.088,44.9,0.57,0.018
5/11/2022 0:00,68.9,0.5,0.038,19.8,4.2,0.901,45,0.48,0.012
5/12/2022 0:00,68.9,0.42,0.029,20.8,3.18,0.366,45.1,0.4,0.01
5/13/2022 0:00,69,0.34,0.019,22.1,1.93,0.086,45,0.5,0.015
5/14/2022 0:00,69.1,0.23,0.011,22.1,1.93,0.086,45.1,0.41,0.009
5/15/2022 0:00,69,0.39,0.025,22,1.97,0.09,45.1,0.41,0.009
5/16/2022 0:00,68.8,0.58,0.054,22,2.02,0.095,44.9,0.53,0.016
5/17/2022 0:00,68.8,0.54,0.045,22,2.01,0.093,44.9,0.52,0.014
5/18/2022 0:00,68.8,0.58,0.068,22.1,1.96,0.088,44.9,0.59,0.017
5/19/2022 0:00,68.8,0.54,0.046,22,1.98,0.09,44.9,0.61,0.018
5/20/2022 0:00,68.6,0.73,0.12,21.3,2.69,0.231,44.7,0.72,0.029
5/21/2022 0:00,68.8,0.54,0.045,22.1,1.93,0.086,44.9,0.57,0.015
5/22/2022 0:00,68.8,0.59,0.056,22.1,1.91,0.083,44.9,0.53,0.014
5/23/2022 0:00,68.8,0.58,0.053,22.1,1.9,0.082,44.9,0.61,0.018
5/24/2022 0:00,68.8,0.57,0.052,22.1,1.9,0.082,45,0.52,0.013
5/25/2022 0:00,68.8,0.57,0.051,22.1,1.88,0.08,45,0.51,0.013
5/26/2022 0:00,68.8,0.58,0.054,22.1,1.93,0.085,44.9,0.59,0.017
5/27/2022 0:00,68.8,0.56,0.049,22.1,1.88,0.081,44.9,0.54,0.014
5/28/2022 0:00,68.8,0.54,0.044,22.1,1.93,0.086,44.9,0.6,0.018
5/29/2022 0:00,68.8,0.53,0.044,22.1,1.89,0.081,44.9,0.54,0.015
5/30/2022 0:00,68.8,0.54,0.044,22.2,1.85,0.077,44.9,0.52,0.015
5/31/2022 0:00,68.9,0.48,0.038,22.2,1.83,0.076,45,0.45,0.012
6/1/2022 0:00,68.8,0.52,0.042,22.2,1.83,0.076,45,0.46,0.011
6/2/2022 0:00,68.8,0.54,0.046,22.2,1.86,0.079,44.9,0.56,0.016
6/3/2022 0:00,68.8,0.57,0.053,22.2,1.84,0.077,45,0.5,0.013
6/4/2022 0:00,68.8,0.56,0.049,22.1,1.89,0.082,45,0.51,0.014
6/5/2022 0:00,68.8,0.58,0.054,22.2,1.82,0.075,45,0.43,0.01
6/6/2022 0:00,68.8,0.6,0.06,22.2,1.81,0.075,45,0.48,0.013
6/7/2022 0:00,68.8,0.58,0.053,22.2,1.82,0.075,45,0.49,0.013
6/8/2022 0:00,68.8,0.55,0.049,22.2,1.8,0.073,45.1,0.4,0.009
6/9/2022 0:00,68.8,0.52,0.042,22.3,1.77,0.071,45.1,0.41,0.01
6/10/2022 0:00,68.8,0.53,0.043,22.3,1.74,0.068,45.1,0.35,0.008
6/11/2022 0:00,68.8,0.54,0.045,22.3,1.73,0.067,45.2,0.28,0.006
6/12/2022 0:00,68.8,0.54,0.046,22.3,1.76,0.07,45.1,0.36,0.007
6/13/2022 0:00,68.8,0.52,0.04,22.3,1.76,0.07,45,0.42,0.011
6/14/2022 0:00,68.8,0.54,0.046,22.3,1.73,0.067,45.1,0.34,0.007
6/15/2022 0:00,68.8,0.55,0.046,22.1,1.95,0.095,45.1,0.36,0.007
6/16/2022 0:00,68.8,0.59,0.057,22.2,1.8,0.073,45,0.42,0.011
6/17/2022 0:00,68.8,0.58,0.056,22.3,1.74,0.068,45.1,0.38,0.008
6/18/2022 0:00,69,0.39,0.022,22.2,1.8,0.074,45,0.43,0.011
6/19/2022 0:00,69,0.37,0.023,22.2,1.8,0.073,45.1,0.38,0.008
6/20/2022 0:00,69,0.35,0.018,22.2,1.78,0.071,45.1,0.39,0.009
6/21/2022 0:00,69,0.4,0.022,22.2,1.79,0.074,45.2,0.28,0.005
6/22/2022 0:00,69,0.35,0.018,22.2,1.86,0.081,45.1,0.41,0.012
6/23/2022 0:00,69.1,0.3,0.016,22.2,1.81,0.075,45.1,0.34,0.008
6/24/2022 0:00,69.1,0.31,0.016,22.2,1.84,0.078,45.2,0.29,0.006
6/25/2022 0:00,69,0.37,0.02,22.3,1.76,0.07,45.1,0.32,0.007
6/26/2022 0:00,69,0.39,0.021,22.3,1.76,0.07,45.2,0.3,0.006
6/27/2022 0:00,69,0.34,0.029,22.3,1.74,0.068,45,0.42,0.01
6/28/2022 0:00,69,0.32,0.014,22.3,1.75,0.07,45.2,0.27,0.005
6/29/2022 0:00,69,0.41,0.024,22.2,1.78,0.071,45.2,0.28,0.005
6/30/2022 0:00,68.9,0.41,0.024,22.1,1.88,0.082,45.2,0.27,0.006
7/1/2022 0:00,69,0.41,0.024,22,1.99,0.093,45.3,0.2,0.005
7/2/2022 0:00,68.9,0.43,0.028,22.1,1.96,0.089,45.2,0.29,0.006
7/3/2022 0:00,68.8,0.56,0.051,22,1.98,0.091,45.1,0.41,0.009
7/4/2022 0:00,68.8,0.6,0.064,22,2.05,0.099,45.1,0.37,0.008
7/5/2022 0:00,68.9,0.43,0.028,22.1,1.96,0.089,45.1,0.34,0.007
7/6/2022 0:00,68.9,0.46,0.032,22.1,1.95,0.087,45.1,0.33,0.006
7/7/2022 0:00,68.9,0.46,0.033,22,2.02,0.095,45.2,0.29,0.007
7/8/2022 0:00,68.9,0.46,0.032,22,2.03,0.098,45.2,0.27,0.006
7/9/2022 0:00,68.9,0.45,0.032,22,2.01,0.094,45.2,0.28,0.008
7/10/2022 0:00,68.9,0.42,0.027,22,2,0.093,45.2,0.24,0.005
7/11/2022 0:00,68.9,0.5,0.037,22,2.03,0.097,45.1,0.39,0.009
7/12/2022 0:00,68.9,0.48,0.034,22,1.98,0.091,45.1,0.37,0.007
7/13/2022 0:00,68.9,0.49,0.036,22,2,0.092,45.1,0.35,0.007
7/14/2022 0:00,68.9,0.48,0.034,22,2.05,0.099,45.1,0.39,0.008
7/15/2022 0:00,68.7,0.65,0.097,21.9,2.09,0.103,45.1,0.33,0.007
7/16/2022 0:00,68.9,0.48,0.037,22,2.04,0.098,45.1,0.34,0.008
7/17/2022 0:00,68.9,0.48,0.034,21.9,2.09,0.103,45.1,0.35,0.007
7/18/2022 0:00,68.8,0.56,0.057,21.9,2.11,0.106,44.9,0.52,0.015
7/19/2022 0:00,68.9,0.44,0.035,22.1,1.92,0.086,45.2,0.25,0.005
7/20/2022 0:00,68.9,0.43,0.029,22.1,1.9,0.083,45.2,0.27,0.006
7/21/2022 0:00,69,0.41,0.023,22,2.01,0.095,45.1,0.33,0.007
7/22/2022 0:00,68.9,0.47,0.033,22,2.02,0.096,45.1,0.38,0.008
7/23/2022 0:00,68.9,0.51,0.067,22.1,1.96,0.09,45,0.45,0.012
7/24/2022 0:00,68.9,0.5,0.046,22.1,1.97,0.091,45,0.45,0.01
7/25/2022 0:00,68.8,0.52,0.042,22,1.97,0.091,45,0.45,0.012
7/26/2022 0:00,68.9,0.49,0.037,34.1,-10.1,0.039,45.1,0.38,0.009
7/27/2022 0:00,68.9,0.49,0.036,46.9,-22.8,0.002,45.1,0.33,0.007
7/28/2022 0:00,68.9,0.47,0.032,49.3,-25.3,0.003,45.1,0.41,0.012
7/29/2022 0:00,68.9,0.46,0.031,49.5,-25.4,0.004,45.1,0.41,0.009
7/30/2022 0:00,68.9,0.49,0.054,51.5,-27.4,0.001,45.1,0.41,0.011
7/31/2022 0:00,68.9,0.49,0.062,45.9,-21.9,0.545,45.1,0.4,0.012
