Time,J01_9046_2,J01_9046_2,J01_9046_2,J01_9349_1,J01_9349_1,J01_9349_1,J01_10004_1,J01_10004_1,J01_10004_1
and,236.34,231,262,236.34,231,262,236.34,231,262
Date,Mean,Mean,Mean,Mean,Mean,Mean,Mean,Mean,Mean
10/1/2021 0:00,,,,,,,82.7,3.78,0.071
10/2/2021 0:00,,,,,,,82.8,3.7,0.062
10/3/2021 0:00,,,,,,,82.7,3.76,0.068
10/4/2021 0:00,,,,,,,82.1,4.43,0.735
10/5/2021 0:00,,,,,,,82.4,4.09,0.266
10/6/2021 0:00,,,,,,,82.9,3.63,0.054
10/7/2021 0:00,,,,,,,82.8,3.7,0.063
10/8/2021 0:00,,,,,,,81.6,4.91,0.718
10/9/2021 0:00,,,,,,,83,3.5,0.04
10/10/2021 0:00,,,,,,,82.9,3.57,0.047
10/11/2021 0:00,,,,,,,82.8,3.66,0.056
10/12/2021 0:00,,,,,,,82.8,3.68,0.058
10/13/2021 0:00,,,,,,,82.8,3.7,0.064
10/14/2021 0:00,,,,,,,82.8,3.66,0.056
10/15/2021 0:00,,,,,,,82.9,3.64,0.063
10/16/2021 0:00,,,,,,,82.9,3.6,0.051
10/17/2021 0:00,,,,,,,82.9,3.64,0.053
10/18/2021 0:00,,,,,,,82.7,3.79,0.072
10/19/2021 0:00,33.6,0.13,0.001,,,,82.6,3.93,0.092
10/20/2021 0:00,33.6,0.14,0.001,,,,82.7,3.85,0.08
10/21/2021 0:00,33.6,0.15,0.001,,,,82.6,3.87,0.083
10/22/2021 0:00,33.6,0.19,0.003,,,,82.6,3.88,0.084
10/23/2021 0:00,33.6,0.2,0.003,,,,82.5,3.96,0.096
10/24/2021 0:00,33.6,0.17,0.002,,,,82.7,3.78,0.069
10/25/2021 0:00,33.3,0.45,0.173,,,,81,5.46,1.26
10/26/2021 0:00,33.6,0.14,0.001,,,,83,3.46,0.036
10/27/2021 0:00,33.6,0.15,0.001,,,,83,3.53,0.055
10/28/2021 0:00,33.6,0.17,0.002,,,,83.2,3.33,0.028
10/29/2021 0:00,33.6,0.17,0.003,,,,83.2,3.31,0.026
10/30/2021 0:00,33.6,0.17,0.002,,,,82.9,3.58,0.045
10/31/2021 0:00,33.6,0.11,0.001,,,,83,3.54,0.043
11/1/2021 0:00,33.7,0.09,0.001,,,,82.9,3.63,0.052
11/2/2021 0:00,33.6,0.11,0.002,,,,82.9,3.65,0.054
11/3/2021 0:00,33.6,0.14,0.002,,,,82.9,3.56,0.044
11/4/2021 0:00,33.6,0.14,0.003,,,,82.8,3.68,0.058
11/5/2021 0:00,33.6,0.12,0.002,,,,82.8,3.7,0.06
11/6/2021 0:00,,,,,,,,,
11/7/2021 0:00,33.7,0.1,0.001,,,,82.8,3.71,0.06
11/8/2021 0:00,33.6,0.12,0.002,,,,82.8,3.73,0.064
11/9/2021 0:00,33.6,0.12,0.003,,,,82.8,3.67,0.056
11/10/2021 0:00,33.6,0.12,0.001,,,,82.8,3.74,0.065
11/11/2021 0:00,33.6,0.14,0.002,,,,82.9,3.65,0.056
11/12/2021 0:00,33.6,0.11,0.001,,,,82.7,3.8,0.073
11/13/2021 0:00,33.6,0.12,0.001,,,,82.8,3.69,0.062
11/14/2021 0:00,33.6,0.14,0.001,,,,83,3.47,0.039
11/15/2021 0:00,33.7,0.09,0,,,,83,3.5,0.041
11/16/2021 0:00,33.6,0.17,0.004,,,,82.8,3.7,0.059
11/17/2021 0:00,33.7,0.1,0,,,,82.7,3.78,0.071
11/18/2021 0:00,33.6,0.12,0.001,,,,82.8,3.7,0.06
11/19/2021 0:00,33.6,0.11,0.001,,,,82.8,3.74,0.066
11/20/2021 0:00,33.7,0.09,0,,,,82.8,3.66,0.055
11/21/2021 0:00,33.7,0.09,0.001,,,,82.9,3.62,0.053
11/22/2021 0:00,33.7,0.08,0,,,,82.9,3.61,0.052
11/23/2021 0:00,33.6,0.11,0.001,,,,82.9,3.63,0.052
11/24/2021 0:00,33.5,0.24,0.026,,,,82.6,3.91,0.089
11/25/2021 0:00,32.4,1.35,0.385,,,,83,3.52,0.047
11/26/2021 0:00,32.4,1.32,0.392,,,,83.2,3.33,0.032
11/27/2021 0:00,33.6,0.14,0.001,,,,83.2,3.27,0.023
11/28/2021 0:00,33.6,0.16,0.002,,,,83.1,3.37,0.03
11/29/2021 0:00,33.6,0.13,0.001,,,,83,3.51,0.042
11/30/2021 0:00,33.6,0.14,0.001,,,,83,3.53,0.043
12/1/2021 0:00,33.6,0.16,0.002,,,,82.9,3.58,0.048
12/2/2021 0:00,33.6,0.17,0.002,,,,82.9,3.63,0.053
12/3/2021 0:00,33.6,0.17,0.002,,,,82.9,3.61,0.051
12/4/2021 0:00,33.6,0.13,0.001,,,,82.9,3.57,0.046
12/5/2021 0:00,33.6,0.17,0.002,,,,82.9,3.56,0.044
12/6/2021 0:00,33.6,0.12,0.001,,,,82.8,3.72,0.063
12/7/2021 0:00,33.6,0.2,0.003,,,,82.8,3.71,0.061
12/8/2021 0:00,33.6,0.16,0.002,,,,82.8,3.67,0.057
12/9/2021 0:00,33.4,0.32,0.044,,,,82.1,4.42,0.347
12/10/2021 0:00,33.6,0.15,0.001,,,,82.9,3.57,0.045
12/11/2021 0:00,33.7,0.1,0,,,,82.9,3.58,0.046
12/12/2021 0:00,33.6,0.14,0.001,,,,82.8,3.73,0.063
12/13/2021 0:00,33.6,0.17,0.002,,,,82.6,3.87,0.081
12/14/2021 0:00,32.3,1.46,1.53,,,,74.7,11.8,13.3
12/15/2021 0:00,33.6,0.11,0.001,,,,82.7,3.78,0.072
12/16/2021 0:00,33.6,0.18,0.007,,,,82.7,3.8,0.112
12/17/2021 0:00,33.6,0.12,0.001,,,,82.8,3.69,0.062
12/18/2021 0:00,33.7,0.08,0,,,,82.9,3.56,0.045
12/19/2021 0:00,33.7,0.1,0,,,,82.8,3.65,0.054
12/20/2021 0:00,33.6,0.11,0.001,,,,82.8,3.71,0.06
12/21/2021 0:00,33.6,0.12,0.001,,,,82.8,3.67,0.056
12/22/2021 0:00,33.6,0.11,0.001,,,,82.7,3.79,0.07
12/23/2021 0:00,32.9,0.86,0.468,,,,78.6,7.85,4.4
12/24/2021 0:00,33.1,0.61,0.217,,,,79.4,7.08,2.36
12/25/2021 0:00,33.5,0.29,0.022,,,,81.9,4.56,0.26
12/26/2021 0:00,33.4,0.32,0.077,,,,81.5,5.04,0.735
12/27/2021 0:00,33.5,0.22,0.028,,,,82.2,4.29,0.267
12/28/2021 0:00,33.6,0.12,0.001,,,,82.7,3.78,0.072
12/29/2021 0:00,33.2,0.52,0.107,,,,80.8,5.65,0.966
12/30/2021 0:00,33.1,0.62,0.127,,,,79.7,6.79,1.52
12/31/2021 0:00,33.6,0.17,0.002,,,,82.6,3.91,0.088
1/1/2022 0:00,33.6,0.11,0,,,,83,3.49,0.038
1/2/2022 0:00,33.7,0.1,0.001,,,,83.1,3.39,0.03
1/3/2022 0:00,33.7,0.08,0,,,,83,3.49,0.038
1/4/2022 0:00,33.7,0.1,0,,,,83,3.5,0.039
1/5/2022 0:00,33.7,0.09,0,,,,83,3.53,0.042
1/6/2022 0:00,33.6,0.12,0.001,,,,83,3.49,0.038
1/7/2022 0:00,33.6,0.14,0.001,,,,82.9,3.62,0.05
1/8/2022 0:00,33.6,0.13,0.001,,,,82.9,3.58,0.046
1/9/2022 0:00,33.6,0.12,0.001,,,,83,3.54,0.044
1/10/2022 0:00,33.7,0.1,0.001,,,,83.1,3.42,0.033
1/11/2022 0:00,33.7,0.09,0.001,,,,82.9,3.56,0.048
1/12/2022 0:00,33.6,0.12,0.001,,,,83,3.55,0.045
1/13/2022 0:00,33.6,0.14,0.001,,,,83,3.54,0.043
1/14/2022 0:00,33.6,0.13,0.001,,,,82.8,3.67,0.056
1/15/2022 0:00,33.6,0.13,0.001,,,,82.8,3.66,0.056
1/16/2022 0:00,33.6,0.12,0.001,,,,82.8,3.67,0.056
1/17/2022 0:00,33.6,0.17,0.003,,,,82.6,3.88,0.084
1/18/2022 0:00,33.6,0.14,0.001,,,,82.7,3.77,0.068
1/19/2022 0:00,33.7,0.1,0.001,,,,82.7,3.82,0.077
1/20/2022 0:00,33.6,0.11,0.001,,,,82.8,3.69,0.061
1/21/2022 0:00,33.4,0.34,0.069,,,,82.6,3.9,0.088
1/22/2022 0:00,31,2.74,1.83,,,,82.6,3.91,0.094
1/23/2022 0:00,31.2,2.52,2.45,,,,82.8,3.66,0.056
1/24/2022 0:00,33.8,0,0.025,,,,82.7,3.82,0.078
1/25/2022 0:00,33.8,-0.06,0,,,,82.6,3.89,0.086
