Time,J01_9144_1,J01_9144_1,J01_9144_1,J01_9364_3,J01_9364_3,J01_9364_3,J03_9221_1,J03_9221_1,J03_9221_1
and,236.34,231,262,236.34,231,262,236.34,231,262
Date,Mean,Mean,Mean,Mean,Mean,Mean,Mean,Mean,Mean
10/1/2021 0:00,87.6,0.22,0.006,32.4,20,0,62.4,1.12,0.123
10/2/2021 0:00,87.5,0.24,0.006,32.4,20,0,62.4,1.12,0.123
10/3/2021 0:00,87.6,0.14,0.003,32.9,19.5,0,62.4,1.12,0.124
10/4/2021 0:00,87.4,0.34,0.017,31.7,20.7,0.045,62.3,1.2,0.2
10/5/2021 0:00,87.1,0.68,0.098,21.3,31.1,2.54,62.1,1.43,0.603
10/6/2021 0:00,87.4,0.37,0.006,28.9,23.5,0.005,62.4,1.07,0.115
10/7/2021 0:00,87.3,0.51,0.016,29.7,22.7,0,62.4,1.07,0.108
10/8/2021 0:00,86.5,1.29,0.266,19.2,33.2,4.35,61.7,1.84,0.964
10/9/2021 0:00,87.4,0.42,0.01,27.2,25.2,0.081,62.4,1.08,0.112
10/10/2021 0:00,87.6,0.22,0.003,29.9,22.5,0,62.4,1.06,0.108
10/11/2021 0:00,87.3,0.47,0.011,30.6,21.8,0,62.4,1.13,0.129
10/12/2021 0:00,87.4,0.41,0.018,31.4,21,0,62.4,1.11,0.122
10/13/2021 0:00,87.5,0.24,0.003,31.6,20.8,0,62.4,1.12,0.125
10/14/2021 0:00,87.5,0.26,0.005,32,20.4,0,62.4,1.08,0.114
10/15/2021 0:00,87.6,0.22,0.006,31.8,20.6,0,62.4,1.13,0.127
10/16/2021 0:00,87.6,0.22,0.005,31.9,20.5,0,62.4,1.13,0.13
10/17/2021 0:00,87.6,0.23,0.002,31.9,20.5,0,62.4,1.11,0.12
10/18/2021 0:00,87.4,0.4,0.008,31.9,20.5,0,62.4,1.13,0.129
10/19/2021 0:00,87.4,0.4,0.009,31.9,20.5,0,62.4,1.13,0.129
10/20/2021 0:00,87.5,0.26,0.003,32,20.4,0,62.4,1.13,0.128
10/21/2021 0:00,87.4,0.35,0.01,32.1,20.3,0,62.4,1.13,0.128
10/22/2021 0:00,87.3,0.5,0.014,31.8,20.6,0,62.4,1.15,0.134
10/23/2021 0:00,87.2,0.55,0.018,31.5,20.9,0,62.2,1.27,0.192
10/24/2021 0:00,87.5,0.33,0.005,31.8,20.6,0,62.4,1.1,0.118
10/25/2021 0:00,86.5,1.31,0.482,20.8,31.6,7.21,61.4,2.11,1.96
10/26/2021 0:00,87.3,0.45,0.012,22,30.4,1.68,62.4,1.07,0.11
10/27/2021 0:00,87.7,0.09,0.002,27.6,24.8,0.037,62.5,1.06,0.107
10/28/2021 0:00,87.6,0.14,0.002,29.4,23,0,62.5,1.06,0.106
10/29/2021 0:00,87.6,0.16,0.003,30.5,21.9,0,62.4,1.08,0.111
10/30/2021 0:00,87.3,0.51,0.013,30.8,21.6,0,62.4,1.11,0.121
10/31/2021 0:00,87.5,0.32,0.004,31.2,21.2,0,62.4,1.07,0.11
11/1/2021 0:00,87.4,0.4,0.008,31.2,21.2,0,62.5,1.05,0.103
11/2/2021 0:00,87.3,0.49,0.013,31.2,21.2,0,62.4,1.07,0.111
11/3/2021 0:00,87.4,0.37,0.007,31.2,21.2,0,62.4,1.1,0.12
11/4/2021 0:00,87.3,0.49,0.013,31,21.4,0,62.4,1.11,0.121
11/5/2021 0:00,87.2,0.55,0.018,30.9,21.5,0,62.4,1.13,0.126
11/6/2021 0:00,,,,,,,,,
11/7/2021 0:00,87.5,0.33,0.005,31.3,21.1,0,62.4,1.09,0.115
11/8/2021 0:00,87.3,0.5,0.015,31.3,21.1,0,62.4,1.08,0.112
11/9/2021 0:00,87.3,0.46,0.01,31.3,21.1,0,62.4,1.07,0.11
11/10/2021 0:00,87.5,0.28,0.004,31.3,21.1,0,62.4,1.08,0.113
11/11/2021 0:00,87.5,0.31,0.006,31.4,21,0,62.4,1.11,0.123
11/12/2021 0:00,87.4,0.34,0.007,31.3,21.1,0,62.4,1.1,0.119
11/13/2021 0:00,87.5,0.3,0.006,31.6,20.8,0,62.4,1.09,0.115
11/14/2021 0:00,87.6,0.16,0.002,31.8,20.6,0,62.4,1.08,0.112
11/15/2021 0:00,87.5,0.32,0.008,31.5,20.9,0,62.4,1.07,0.109
11/16/2021 0:00,87.2,0.57,0.031,31.3,21.1,0,62.4,1.11,0.12
11/17/2021 0:00,87.4,0.42,0.01,31.3,21.1,0,62.4,1.07,0.108
11/18/2021 0:00,87.3,0.46,0.01,31.2,21.2,0,62.4,1.1,0.122
11/19/2021 0:00,87.3,0.49,0.013,31,21.4,0,62.4,1.09,0.115
11/20/2021 0:00,87.3,0.48,0.011,31.1,21.3,0,62.4,1.09,0.115
11/21/2021 0:00,87.5,0.26,0.004,31.4,21,0,62.5,1.06,0.107
11/22/2021 0:00,87.5,0.32,0.006,30.3,22.1,0,62.4,1.1,0.117
11/23/2021 0:00,87.5,0.28,0.004,31.4,21,0,62.5,1.06,0.107
11/24/2021 0:00,87.5,0.33,0.007,30.8,21.6,0.004,62.4,1.08,0.114
11/25/2021 0:00,87.6,0.23,0.005,30.1,22.3,0.031,62.4,1.08,0.122
11/26/2021 0:00,87.5,0.24,0.005,31.6,20.8,0,62.4,1.12,0.127
11/27/2021 0:00,87.5,0.31,0.006,31.6,20.8,0,62.4,1.13,0.129
11/28/2021 0:00,87.6,0.21,0.002,31.5,20.8,0,62.4,1.08,0.111
11/29/2021 0:00,87.5,0.28,0.005,31.3,21.1,0,62.4,1.09,0.116
11/30/2021 0:00,87.4,0.35,0.006,31.1,21.2,0,62.4,1.09,0.116
12/1/2021 0:00,87.4,0.36,0.01,31.2,21.2,0,62.4,1.14,0.131
12/2/2021 0:00,87.2,0.6,0.018,30.8,21.6,0,62.3,1.17,0.141
12/3/2021 0:00,87.2,0.55,0.016,30.6,21.8,0,62.4,1.11,0.122
12/4/2021 0:00,87.4,0.39,0.008,30.8,21.6,0,62.4,1.1,0.119
12/5/2021 0:00,87.4,0.34,0.005,30.9,21.5,0,62.4,1.08,0.113
12/6/2021 0:00,87.4,0.39,0.007,30.7,21.7,0,62.4,1.09,0.114
12/7/2021 0:00,87.5,0.32,0.005,30.4,22,0,62.4,1.1,0.117
12/8/2021 0:00,87.5,0.26,0.003,29.8,22.6,0.027,62.5,1.06,0.107
12/9/2021 0:00,87.2,0.55,0.037,28,24.4,0.287,62.2,1.33,0.281
12/10/2021 0:00,87.6,0.23,0.002,25,27.4,0.42,62.4,1.13,0.128
12/11/2021 0:00,87.6,0.16,0.001,27.5,24.9,0.139,62.4,1.07,0.109
12/12/2021 0:00,87.6,0.18,0.001,27.2,25.2,0.144,62.5,1.03,0.097
12/13/2021 0:00,87.4,0.36,0.006,26.3,26.1,0.142,62.4,1.12,0.124
12/14/2021 0:00,82.5,5.26,6.62,35.7,16.7,6.8,58.9,4.63,9.75
12/15/2021 0:00,87.3,0.49,0.017,14.8,37.6,6.46,62.3,1.18,0.145
12/16/2021 0:00,87.5,0.31,0.004,19.4,33,2.86,62.4,1.13,0.13
12/17/2021 0:00,87.6,0.21,0.003,22.4,30,1.17,62.4,1.09,0.115
12/18/2021 0:00,87.7,0.12,0.001,24.3,28,0.521,62.4,1.14,0.138
12/19/2021 0:00,87.7,0.12,0.001,25.4,27,0.268,62.5,1.05,0.103
12/20/2021 0:00,87.6,0.19,0.002,26.1,26.3,0.152,62.4,1.08,0.113
12/21/2021 0:00,87.6,0.16,0.001,26.3,26.1,0.126,62.4,1.07,0.107
12/22/2021 0:00,87.7,0.1,0.001,26.7,25.7,0.079,62.5,1.05,0.104
12/23/2021 0:00,85.5,2.28,1.49,26.4,26,3.86,60,3.51,5.74
12/24/2021 0:00,85.7,2.08,0.937,15.2,37.2,13.3,60.2,3.28,4.84
12/25/2021 0:00,86.4,1.36,0.319,13.8,38.6,7.51,61.3,2.18,1.24
12/26/2021 0:00,86.8,1.03,0.308,12.8,39.6,9.12,61.6,1.93,1.42
12/27/2021 0:00,87,0.81,0.196,17.4,35,4.66,62,1.49,0.461
12/28/2021 0:00,87.3,0.44,0.01,19.1,33.3,3.15,62.3,1.22,0.159
12/29/2021 0:00,86.4,1.36,0.438,16.9,35.5,5.34,61.2,2.29,1.79
12/30/2021 0:00,86,1.83,0.565,8.99,43.4,13.3,60.5,2.98,2.76
12/31/2021 0:00,87.2,0.63,0.022,17.8,34.6,4,62.2,1.32,0.2
1/1/2022 0:00,87.6,0.22,0.002,21.1,31.3,1.79,62.4,1.13,0.129
