Time,J05_9800_2,J05_9800_2,J05_9800_2,J01_9008_1,J01_9008_1,J01_9008_1,J01_9131_1,J01_9131_1,J01_9131_1
and,236.34,231,262,236.34,231,262,236.34,231,262
Date,Mean,Mean,Mean,Mean,Mean,Mean,Mean,Mean,Mean
10/1/2021 0:00,,,,,,,87.1,0.56,0.015
10/2/2021 0:00,,,,,,,87,0.66,0.023
10/3/2021 0:00,,,,,,,87.1,0.49,0.012
10/4/2021 0:00,,,,,,,86.7,0.92,0.112
10/5/2021 0:00,,,,,,,86.6,1.01,0.165
10/6/2021 0:00,,,,,,,87,0.58,0.016
10/7/2021 0:00,,,,,,,86.9,0.69,0.031
10/8/2021 0:00,,,,,,,86,1.63,0.448
10/9/2021 0:00,,,,,,,87.2,0.46,0.01
10/10/2021 0:00,,,,,,,87.1,0.48,0.011
10/11/2021 0:00,,,,,,,87.1,0.57,0.015
10/12/2021 0:00,,,,,,,87.1,0.51,0.013
10/13/2021 0:00,,,,,,,87.1,0.51,0.013
10/14/2021 0:00,,,,,,,87.1,0.5,0.012
10/15/2021 0:00,,,,,,,87.1,0.55,0.015
10/16/2021 0:00,,,,,,,87.1,0.52,0.014
10/17/2021 0:00,,,,,,,87.1,0.48,0.012
10/18/2021 0:00,,,,,,,86.9,0.68,0.024
10/19/2021 0:00,,,,,,,87,0.59,0.016
10/20/2021 0:00,,,,,,,87.1,0.51,0.013
10/21/2021 0:00,,,,,,,87.1,0.51,0.013
10/22/2021 0:00,,,,,,,87,0.61,0.018
10/23/2021 0:00,,,,,,,87,0.63,0.02
10/24/2021 0:00,,,,,,,87.1,0.54,0.014
10/25/2021 0:00,,,,,,,85.9,1.76,0.715
10/26/2021 0:00,,,,,,,87,0.58,0.015
10/27/2021 0:00,,,,,,,87.1,0.55,0.015
10/28/2021 0:00,,,,,,,87.1,0.54,0.014
10/29/2021 0:00,,,,,,,87.1,0.56,0.015
10/30/2021 0:00,,,,,,,87,0.63,0.018
10/31/2021 0:00,,,,,,,87,0.58,0.016
11/1/2021 0:00,,,,,,,87.1,0.56,0.015
11/2/2021 0:00,,,,,,,87,0.58,0.016
11/3/2021 0:00,,,,,,,87,0.61,0.018
11/4/2021 0:00,,,,,,,87,0.61,0.017
11/5/2021 0:00,,,,,,,87,0.64,0.02
11/6/2021 0:00,,,,,,,,,
11/7/2021 0:00,,,,,,,87,0.6,0.017
11/8/2021 0:00,,,,,,,87,0.61,0.017
11/9/2021 0:00,,,,,,,87,0.62,0.019
11/10/2021 0:00,25.8,0.54,0.003,85.1,2.84,0.078,87.1,0.54,0.014
11/11/2021 0:00,25.7,0.65,0.011,85.1,2.79,0.071,87,0.61,0.019
11/12/2021 0:00,25.6,0.8,0.014,85.2,2.75,0.061,87,0.58,0.017
11/13/2021 0:00,25.8,0.61,0.005,85.1,2.8,0.072,87.1,0.53,0.014
11/14/2021 0:00,25.9,0.53,0.004,85.1,2.78,0.069,87.1,0.5,0.013
11/15/2021 0:00,25.9,0.49,0.002,85.1,2.78,0.074,87,0.62,0.02
11/16/2021 0:00,25.9,0.46,0.004,85,2.89,0.088,87,0.66,0.02
11/17/2021 0:00,,,,85.1,2.87,0.083,87.1,0.57,0.015
11/18/2021 0:00,,,,85,2.94,0.101,87,0.58,0.016
11/19/2021 0:00,,,,85,2.91,0.092,87,0.59,0.016
11/20/2021 0:00,,,,85.1,2.84,0.079,87.1,0.54,0.014
11/21/2021 0:00,,,,85.2,2.73,0.06,87.1,0.51,0.014
11/22/2021 0:00,,,,84.7,3.2,0.183,87.1,0.55,0.014
11/23/2021 0:00,,,,84.7,3.2,0.181,87.1,0.49,0.013
11/24/2021 0:00,,,,84.6,3.34,0.232,87.1,0.54,0.015
11/25/2021 0:00,,,,84.9,3.04,0.139,87.1,0.51,0.016
11/26/2021 0:00,,,,84.3,3.63,0.362,87,0.62,0.019
11/27/2021 0:00,,,,83.9,4.01,0.592,87,0.6,0.018
11/28/2021 0:00,,,,83.7,4.2,0.714,87,0.61,0.018
11/29/2021 0:00,,,,83.7,4.26,0.761,87,0.62,0.018
11/30/2021 0:00,,,,83.6,4.31,0.795,87,0.62,0.018
12/1/2021 0:00,,,,83.6,4.34,0.822,86.9,0.68,0.022
12/2/2021 0:00,,,,83.5,4.39,0.858,86.9,0.69,0.022
12/3/2021 0:00,,,,83.4,4.51,0.96,87,0.66,0.021
12/4/2021 0:00,,,,83.2,4.68,1.1,87,0.63,0.019
12/5/2021 0:00,,,,83.1,4.85,1.27,87,0.6,0.018
12/6/2021 0:00,,,,83,4.91,1.33,86.9,0.73,0.025
12/7/2021 0:00,,,,83.1,4.86,1.28,87,0.62,0.018
12/8/2021 0:00,,,,83.1,4.82,1.24,87,0.58,0.016
12/9/2021 0:00,,,,83.7,4.27,0.926,86.5,1.1,0.145
12/10/2021 0:00,,,,85.2,2.71,0.051,87,0.62,0.018
12/11/2021 0:00,,,,85.2,2.7,0.049,87.1,0.55,0.014
12/12/2021 0:00,,,,85.2,2.73,0.056,87.1,0.55,0.015
12/13/2021 0:00,,,,85,2.92,0.109,86.9,0.77,0.034
12/14/2021 0:00,,,,72.1,15.8,90.1,82.1,5.48,4.71
12/15/2021 0:00,,,,85.1,2.86,0.121,86.9,0.72,0.024
12/16/2021 0:00,,,,84.8,3.1,0.274,86.9,0.68,0.021
12/17/2021 0:00,,,,85.4,2.48,0.028,87,0.59,0.018
12/18/2021 0:00,,,,84.8,3.13,0.263,87,0.57,0.016
12/19/2021 0:00,,,,84.6,3.32,0.347,87.1,0.54,0.015
12/20/2021 0:00,,,,85.4,2.54,0.03,87,0.65,0.02
12/21/2021 0:00,,,,85.4,2.52,0.027,87,0.59,0.017
12/22/2021 0:00,,,,85.4,2.57,0.042,87,0.62,0.018
12/23/2021 0:00,,,,80.7,7.22,17.9,84.2,3.42,1.95
12/24/2021 0:00,,,,81.6,6.37,8.36,84.8,2.79,1.11
12/25/2021 0:00,,,,84,3.93,0.928,85.8,1.81,0.34
12/26/2021 0:00,,,,82.8,5.16,6.59,85.6,1.99,0.94
12/27/2021 0:00,,,,84.4,3.53,0.737,86.2,1.39,0.255
12/28/2021 0:00,,,,85,2.97,0.109,86.9,0.72,0.024
12/29/2021 0:00,,,,83.6,4.33,1.82,85.3,2.34,0.762
12/30/2021 0:00,,,,83.1,4.86,2.13,84.9,2.67,0.73
12/31/2021 0:00,,,,84.8,3.09,0.144,86.8,0.82,0.031
1/1/2022 0:00,,,,85.1,2.83,0.076,87,0.61,0.017
1/2/2022 0:00,,,,85.1,2.78,0.065,87,0.58,0.016
1/3/2022 0:00,,,,85.1,2.8,0.068,87,0.61,0.018
1/4/2022 0:00,,,,85.1,2.84,0.077,87,0.58,0.016
1/5/2022 0:00,,,,85.1,2.8,0.071,87.1,0.57,0.016
1/6/2022 0:00,,,,85.1,2.79,0.07,87,0.62,0.018
1/7/2022 0:00,,,,85.2,2.68,0.045,86.9,0.69,0.022
1/8/2022 0:00,,,,85.3,2.6,0.034,87,0.59,0.016
1/9/2022 0:00,,,,85.4,2.55,0.03,87,0.62,0.019
1/10/2022 0:00,,,,85.3,2.62,0.037,87,0.64,0.019
1/11/2022 0:00,,,,85.3,2.6,0.035,87,0.62,0.018
1/12/2022 0:00,,,,85.3,2.64,0.041,87,0.64,0.019
1/13/2022 0:00,,,,85.2,2.7,0.049,87,0.64,0.019
1/14/2022 0:00,,,,85.3,2.63,0.041,87,0.62,0.018
1/15/2022 0:00,,,,85.2,2.76,0.091,86.9,0.74,0.047
1/16/2022 0:00,,,,85.4,2.51,0.026,87,0.58,0.016
1/17/2022 0:00,,,,85.3,2.67,0.049,87.1,0.54,0.014
1/18/2022 0:00,,,,85.3,2.65,0.041,87,0.6,0.017
1/19/2022 0:00,,,,85.3,2.65,0.041,87,0.57,0.016
1/20/2022 0:00,,,,85.4,2.55,0.031,87,0.6,0.018
1/21/2022 0:00,,,,85.3,2.67,0.045,87,0.63,0.019
1/22/2022 0:00,,,,85.1,2.84,0.086,87,0.6,0.018
1/23/2022 0:00,,,,85.1,2.83,0.081,87.1,0.57,0.016
1/24/2022 0:00,,,,84.9,3.02,0.126,87.1,0.54,0.014
1/25/2022 0:00,,,,85.1,2.87,0.097,87,0.58,0.017
1/26/2022 0:00,,,,84.3,3.66,0.381,87,0.61,0.018
1/27/2022 0:00,,,,84.2,3.69,0.4,87,0.59,0.017
1/28/2022 0:00,,,,84.2,3.75,0.429,87,0.64,0.021
1/29/2022 0:00,,,,84,3.87,0.499,87,0.66,0.02
1/30/2022 0:00,,,,84.1,3.83,0.474,87,0.61,0.018
