Time,J01_9992_1,J01_9992_1,J01_9992_1,J01_10017_1,J01_10017_1,J01_10017_1,J01_10019_1,J01_10019_1,J01_10019_1
1/23/2022 0:00,86.9,0.31,0,38.9,0.15,0,39.1,0.35,0.016
1/24/2022 0:00,86.8,0.4,0.001,,,,39.2,0.34,0.015
1/25/2022 0:00,86.5,0.66,0.003,,,,39.1,0.39,0.02
1/26/2022 0:00,86.7,0.45,0,,,,39.1,0.37,0.018
1/27/2022 0:00,86.6,0.55,0.001,,,,39.1,0.35,0.018
1/28/2022 0:00,86.6,0.59,0.002,,,,39.1,0.4,0.021
1/29/2022 0:00,86.4,0.74,0.004,,,,39.1,0.41,0.023
1/30/2022 0:00,86.4,0.77,0.005,,,,39.1,0.36,0.017
1/31/2022 0:00,86.5,0.66,0.003,,,,39.1,0.39,0.021
2/1/2022 0:00,86.6,0.63,0.003,,,,39.1,0.42,0.025
2/2/2022 0:00,86.6,0.64,0.004,,,,39.1,0.36,0.016
2/3/2022 0:00,86.7,0.47,0.004,38.8,0.24,0,39.1,0.39,0.022
2/4/2022 0:00,86.8,0.36,0.001,,,,39.1,0.37,0.019
2/5/2022 0:00,86.6,0.56,0.008,38.9,0.17,0,39.1,0.36,0.019
2/6/2022 0:00,86.7,0.46,0,,,,39.1,0.34,0.016
2/7/2022 0:00,86.6,0.62,0.002,,,,39.1,0.39,0.021
2/8/2022 0:00,86.6,0.62,0.003,39,0.13,0,39.1,0.4,0.024
2/9/2022 0:00,86.4,0.78,0.008,,,,39.1,0.43,0.025
2/10/2022 0:00,86.4,0.78,0.014,38.9,0.23,0,39,0.45,0.031
2/11/2022 0:00,86.5,0.72,0.005,,,,39.1,0.4,0.022
2/12/2022 0:00,86.5,0.73,0.005,39,0.13,0,39.1,0.43,0.026
2/13/2022 0:00,86.5,0.65,0.01,,,,39.1,0.35,0.016
2/14/2022 0:00,86.5,0.67,0.015,38.8,0.24,0,39.1,0.36,0.018
2/15/2022 0:00,86.2,0.96,0.049,,,,39,0.49,0.037
2/16/2022 0:00,86.7,0.51,0.001,,,,39.1,0.41,0.023
2/17/2022 0:00,86.6,0.54,0.002,38.9,0.22,0,39.1,0.38,0.023
2/18/2022 0:00,86.6,0.63,0.006,,,,39.1,0.35,0.019
2/19/2022 0:00,86.4,0.84,0.011,38.9,0.21,0,39.1,0.34,0.017
2/20/2022 0:00,86.2,1.01,0.02,,,,39.1,0.41,0.023
2/21/2022 0:00,86.4,0.8,0.007,,,,39,0.45,0.028
2/22/2022 0:00,86.2,0.99,0.224,,,,39,0.5,0.052
2/23/2022 0:00,85.9,1.32,1.53,,,,38.9,0.6,0.183
2/24/2022 0:00,86.8,0.43,0.001,,,,39,0.44,0.03
2/25/2022 0:00,86.7,0.45,0.002,,,,39.1,0.43,0.027
2/26/2022 0:00,86.8,0.4,0,38.8,0.27,0,39.1,0.38,0.023
2/27/2022 0:00,86.7,0.47,0,,,,39.2,0.31,0.014
2/28/2022 0:00,86.6,0.54,0.001,38.8,0.24,0,39.2,0.33,0.015
3/1/2022 0:00,86.4,0.79,0.008,,,,39.1,0.38,0.02
3/2/2022 0:00,86.5,0.7,0.012,38.9,0.21,0,39.1,0.35,0.016
3/3/2022 0:00,86.5,0.67,0.004,,,,39.1,0.39,0.021
3/4/2022 0:00,79.8,7.37,21.1,,,,39,0.45,0.029
3/5/2022 0:00,58.2,29,131,,,,39.1,0.43,0.025
3/6/2022 0:00,49.7,37.5,214,,,,39.1,0.36,0.016
3/7/2022 0:00,53.6,33.6,186,38.7,0.37,0.001,39.2,0.32,0.016
3/8/2022 0:00,46.7,40.5,244,,,,39.2,0.33,0.015
3/9/2022 0:00,50.8,36.4,208,38.6,0.51,0.002,39.1,0.34,0.014
3/10/2022 0:00,58.8,28.4,135,38.5,0.54,0.003,39.1,0.4,0.022
3/11/2022 0:00,50.1,37.1,216,38.6,0.44,0.002,39.2,0.29,0.012
3/12/2022 0:00,47.3,39.9,239,,,,39.2,0.29,0.013
3/13/2022 0:00,51.1,36.1,202,38.6,0.51,0.002,39.1,0.36,0.015
3/14/2022 0:00,48.5,38.7,227,,,,39.1,0.34,0.016
3/15/2022 0:00,54.6,32.6,173,,,,39.2,0.31,0.017
3/16/2022 0:00,51.4,35.8,198,,,,39.2,0.33,0.014
3/17/2022 0:00,47.4,39.8,235,,,,39.2,0.29,0.014
3/18/2022 0:00,46.3,40.9,247,,,,39.2,0.27,0.011
3/19/2022 0:00,52.7,34.5,189,,,,39,0.44,0.05
3/20/2022 0:00,54.9,32.3,167,,,,39.1,0.4,0.022
3/21/2022 0:00,46.6,40.6,243,,,,39.1,0.34,0.014
3/22/2022 0:00,45.8,41.4,251,,,,39.2,0.29,0.014
3/23/2022 0:00,46,41.2,252,,,,39.2,0.25,0.009
3/24/2022 0:00,48.2,39,229,,,,39.2,0.28,0.013
3/25/2022 0:00,46.7,40.5,242,,,,39.2,0.32,0.013
3/26/2022 0:00,49.2,38,223,,,,39.1,0.38,0.02
3/27/2022 0:00,59.4,27.8,126,,,,39.1,0.35,0.013
3/28/2022 0:00,67.5,19.7,102,,,,38.2,1.25,1.13
3/29/2022 0:00,53.1,34.1,181,,,,39,0.46,0.034
3/30/2022 0:00,49.8,37.4,215,,,,39.1,0.41,0.021
3/31/2022 0:00,57.8,29.4,145,,,,39.1,0.38,0.016
4/1/2022 0:00,50.4,36.7,212,,,,39.1,0.4,0.019
4/2/2022 0:00,54.4,32.8,178,,,,39.1,0.41,0.021
4/3/2022 0:00,51.2,36,209,,,,39.1,0.43,0.024
4/4/2022 0:00,52.2,35,196,,,,39.1,0.39,0.019
4/5/2022 0:00,47.4,39.8,235,,,,39.2,0.31,0.013
4/6/2022 0:00,46.8,40.4,241,,,,39.2,0.29,0.011
4/7/2022 0:00,64.6,22.6,88.1,,,,39.1,0.39,0.02
4/8/2022 0:00,46.5,40.7,247,,,,39.2,0.32,0.017
4/9/2022 0:00,52.5,34.7,193,,,,39.1,0.34,0.016
4/10/2022 0:00,56.1,31,165,,,,39.1,0.37,0.016
4/11/2022 0:00,48.9,38.2,225,,,,39.1,0.4,0.021
4/12/2022 0:00,49.2,38,216,,,,39.1,0.39,0.02
4/13/2022 0:00,44.2,43,266,,,,39.1,0.4,0.02
4/14/2022 0:00,47,40.2,240,,,,39.1,0.43,0.027
4/15/2022 0:00,50.4,36.8,207,,,,39.1,0.43,0.027
4/16/2022 0:00,51.5,35.7,201,,,,39,0.47,0.033
4/17/2022 0:00,48.4,38.8,228,,,,39.1,0.39,0.018
4/18/2022 0:00,50.8,36.4,206,,,,39.1,0.37,0.019
4/19/2022 0:00,49.8,37.4,216,,,,39.1,0.43,0.026
4/20/2022 0:00,51.3,35.9,201,,,,39.1,0.39,0.019
4/21/2022 0:00,48.1,39.1,232,,,,39,0.45,0.029
4/22/2022 0:00,51.3,35.8,200,,,,38.9,0.55,0.098
4/23/2022 0:00,48.6,38.6,223,,,,39.1,0.42,0.025
4/24/2022 0:00,43.1,44.1,278,,,,39.2,0.32,0.013
4/25/2022 0:00,42.2,45,288,,,,39.2,0.3,0.013
4/26/2022 0:00,43.6,43.6,274,,,,39.1,0.36,0.018
4/27/2022 0:00,49.1,38.1,225,,,,39.1,0.38,0.018
4/28/2022 0:00,50.8,36.4,210,,,,39.1,0.42,0.023
4/29/2022 0:00,44.1,43.1,269,,,,39.1,0.42,0.025
4/30/2022 0:00,43.6,43.5,274,,,,39.1,0.35,0.015
5/1/2022 0:00,42.7,44.5,283,,,,39.1,0.35,0.014
5/2/2022 0:00,42.2,44.9,287,,,,39.1,0.41,0.021
5/3/2022 0:00,43.1,44.1,279,,,,39.1,0.38,0.017
5/4/2022 0:00,42.6,44.6,283,,,,39.1,0.39,0.019
5/5/2022 0:00,42.7,44.5,283,,,,39.1,0.38,0.026
5/6/2022 0:00,42.4,44.7,285,,,,39.1,0.37,0.017
5/7/2022 0:00,41.5,45.7,295,,,,39.1,0.38,0.017
5/8/2022 0:00,42.4,44.8,287,,,,39.1,0.35,0.013
5/9/2022 0:00,42.6,44.5,283,,,,39.1,0.4,0.019
5/10/2022 0:00,42,45.2,290,,,,39.1,0.39,0.018
5/11/2022 0:00,42,45.2,290,,,,39.1,0.4,0.02
5/12/2022 0:00,46,41.2,254,,,,39.2,0.33,0.014
5/13/2022 0:00,43,44.2,281,,,,39.2,0.3,0.013
5/14/2022 0:00,42.4,44.8,286,,,,39.2,0.26,0.01
5/15/2022 0:00,43.1,44.1,280,,,,39.2,0.31,0.012
5/16/2022 0:00,44.3,42.9,270,,,,39.1,0.4,0.02
5/17/2022 0:00,43.2,44,280,,,,39.1,0.4,0.02
5/18/2022 0:00,67.8,19.3,112,,,,39.1,0.42,0.085
5/19/2022 0:00,85.8,1.38,0.068,,,,39.1,0.39,0.018
5/20/2022 0:00,85.5,1.69,0.22,,,,39.1,0.41,0.024
5/21/2022 0:00,86.1,1.07,0.024,,,,39.1,0.39,0.018
5/22/2022 0:00,86.1,1.08,0.025,38.7,0.38,0.001,39.1,0.38,0.016
5/23/2022 0:00,85.9,1.29,0.053,38.7,0.36,0.001,39.1,0.41,0.02
5/24/2022 0:00,85.9,1.33,0.069,38.7,0.36,0.001,39.1,0.4,0.02
5/25/2022 0:00,85.7,1.49,0.09,38.8,0.31,0,39.1,0.39,0.019
5/26/2022 0:00,86,1.23,0.053,38.7,0.35,0.001,39.1,0.39,0.017
5/27/2022 0:00,85.9,1.24,0.062,,,,39.1,0.39,0.018
5/28/2022 0:00,86,1.21,0.059,38.8,0.32,0,39.1,0.4,0.02
5/29/2022 0:00,86.2,1.03,0.026,38.7,0.34,0,39.2,0.34,0.011
5/30/2022 0:00,86.1,1.05,0.038,38.8,0.33,0,39.1,0.4,0.019
5/31/2022 0:00,86.2,1,0.033,38.8,0.33,0.001,39.1,0.37,0.015
6/1/2022 0:00,86.2,1,0.028,38.8,0.33,0.001,39.1,0.39,0.021
6/2/2022 0:00,86.2,1,0.018,38.8,0.32,0,39.1,0.38,0.017
6/3/2022 0:00,86.1,1.14,0.038,38.7,0.36,0.001,39.1,0.4,0.019
6/4/2022 0:00,86.2,0.99,0.019,38.7,0.39,0.001,39.1,0.37,0.015
6/5/2022 0:00,86.3,0.91,0.014,38.6,0.44,0.001,39.1,0.34,0.012
6/6/2022 0:00,86.2,0.97,0.021,38.7,0.42,0.001,39.1,0.35,0.014
6/7/2022 0:00,86.3,0.85,0.012,38.7,0.4,0.001,39.1,0.37,0.015
6/8/2022 0:00,86.4,0.83,0.015,38.7,0.43,0.001,39.1,0.36,0.014
6/9/2022 0:00,86.4,0.79,0.007,38.7,0.39,0.001,39.1,0.34,0.012
6/10/2022 0:00,86.5,0.68,0.011,38.7,0.41,0.001,39.1,0.35,0.014
6/11/2022 0:00,86.6,0.6,0.003,38.8,0.3,0.001,39.2,0.33,0.012
6/12/2022 0:00,86.6,0.63,0.003,38.7,0.4,0.001,39.1,0.35,0.013
6/13/2022 0:00,86.4,0.83,0.015,38.7,0.42,0.001,39.1,0.37,0.015
6/14/2022 0:00,86.6,0.6,0.005,38.7,0.39,0.001,39.1,0.35,0.013
6/15/2022 0:00,86.4,0.81,0.011,38.7,0.42,0.001,39.1,0.37,0.015
6/16/2022 0:00,86.5,0.7,0.006,38.6,0.44,0.001,39.1,0.38,0.016
6/17/2022 0:00,86.5,0.73,0.009,38.7,0.36,0.001,39.1,0.36,0.014
6/18/2022 0:00,86.7,0.53,0.001,38.8,0.26,0,39.1,0.35,0.014
6/19/2022 0:00,86.8,0.42,0,38.8,0.26,0,39.1,0.37,0.015
6/20/2022 0:00,86.4,0.74,0.005,38.9,0.22,0,39.2,0.27,0.01
6/21/2022 0:00,86.6,0.57,0.006,38.7,0.37,0.001,39.2,0.31,0.012
6/22/2022 0:00,86.4,0.77,0.017,38.8,0.32,0.001,39.2,0.27,0.011
6/23/2022 0:00,86.4,0.8,0.83,38.8,0.32,0.001,39.2,0.25,0.008
6/24/2022 0:00,86.6,0.54,0.004,38.8,0.32,0.001,39.3,0.22,0.007
6/25/2022 0:00,86.6,0.63,0.002,38.7,0.36,0.001,39.2,0.29,0.01
6/26/2022 0:00,86.7,0.52,0.002,38.7,0.4,0.001,39.2,0.29,0.009
6/27/2022 0:00,86.3,0.91,0.026,38.6,0.46,0.002,39.2,0.27,0.01
6/28/2022 0:00,86.6,0.63,0.004,38.6,0.48,0.002,39.2,0.28,0.01
6/29/2022 0:00,86.6,0.61,0.01,38.7,0.34,0.001,39.2,0.29,0.009
6/30/2022 0:00,86.8,0.43,0.002,38.8,0.24,0,39.2,0.32,0.01
7/1/2022 0:00,86.6,0.59,0.006,38.8,0.26,0,39.1,0.34,0.012
7/2/2022 0:00,86.7,0.48,0.001,38.9,0.2,0,39.1,0.36,0.014
7/3/2022 0:00,86.6,0.6,0.003,38.9,0.21,0,39.1,0.35,0.012
7/4/2022 0:00,86.5,0.73,0.009,38.9,0.22,0,39.1,0.34,0.012
7/5/2022 0:00,86.6,0.61,0.011,38.9,0.2,0,39.1,0.35,0.013
7/6/2022 0:00,86.5,0.71,0.018,38.8,0.27,0,39.1,0.36,0.014
7/7/2022 0:00,86.6,0.59,0.006,38.8,0.25,0,39.1,0.36,0.015
7/8/2022 0:00,86.6,0.6,0.01,38.8,0.27,0,39.1,0.35,0.014
7/9/2022 0:00,86.7,0.5,0.003,38.9,0.18,0,39.2,0.31,0.011
7/10/2022 0:00,86.6,0.55,0.006,38.8,0.28,0,39.2,0.29,0.008
7/11/2022 0:00,86.5,0.69,0.014,38.8,0.3,0,39.1,0.34,0.012
7/12/2022 0:00,86.6,0.63,0.007,38.8,0.31,0,39.1,0.35,0.013
7/13/2022 0:00,86.6,0.55,0.005,38.8,0.31,0,39.1,0.35,0.012
7/14/2022 0:00,86.6,0.61,0.003,38.8,0.27,0,39.1,0.35,0.013
7/15/2022 0:00,86.6,0.55,0.001,38.7,0.35,0.001,39.1,0.36,0.014
7/16/2022 0:00,86.7,0.47,0,38.8,0.3,0,39.2,0.33,0.011
7/17/2022 0:00,86.6,0.55,0.008,38.8,0.32,0,39.2,0.3,0.009
7/18/2022 0:00,86.8,0.43,0.002,38.7,0.36,0.001,39.2,0.31,0.01
7/19/2022 0:00,86.7,0.46,0.003,38.8,0.32,0.001,39.2,0.27,0.008
7/20/2022 0:00,86.8,0.37,0.001,38.7,0.35,0.001,39.2,0.29,0.008
7/21/2022 0:00,74.2,13,70.7,38.7,0.4,0.001,39.2,0.29,0.008
7/22/2022 0:00,57.6,29.6,131,38.6,0.47,0.002,39.1,0.34,0.012
7/23/2022 0:00,57.6,29.6,131,38.6,0.44,0.002,39.1,0.35,0.013
7/24/2022 0:00,57.6,29.6,131,38.6,0.46,0.002,39.1,0.35,0.019
7/25/2022 0:00,57.6,29.6,131,38.6,0.51,0.002,39.1,0.36,0.014
7/26/2022 0:00,86.4,0.76,26.9,38.6,0.48,0.002,39.2,0.33,0.011
7/27/2022 0:00,77.4,9.78,69.9,38.6,0.51,0.002,39.1,0.34,0.012
7/28/2022 0:00,138,-50.3,0,38.5,0.56,0.003,39.2,0.32,0.01
7/29/2022 0:00,126,-39,1.88,38.5,0.57,0.003,39.2,0.32,0.01
7/30/2022 0:00,78.4,8.75,9.73,38.5,0.59,0.003,39.2,0.32,0.01
7/31/2022 0:00,77.7,9.5,11.8,38.2,0.84,0.037,39.1,0.39,0.032
8/1/2022 0:00,71,16.2,65.9,38.8,0.29,0,39.2,0.31,0.01
8/2/2022 0:00,31.7,55.5,410,38.8,0.32,0,39.2,0.32,0.01
8/3/2022 0:00,64.9,22.3,184,38.8,0.32,0.001,39.2,0.31,0.009
8/4/2022 0:00,49.6,37.6,231,38.8,0.32,0,39.2,0.33,0.011
8/5/2022 0:00,81.9,5.27,14.3,38.8,0.3,0,39.2,0.31,0.01
8/6/2022 0:00,54.8,32.4,157,38.9,0.21,0,39.2,0.25,0.007
8/7/2022 0:00,47.6,39.6,228,38.9,0.21,0,39.3,0.23,0.004
8/8/2022 0:00,45,42.2,256,38.8,0.29,0,39.2,0.29,0.009
8/9/2022 0:00,43.5,43.7,273,38.8,0.23,0,39.2,0.27,0.008
8/10/2022 0:00,43.5,43.7,273,38.9,0.22,0,39.2,0.24,0.006
8/11/2022 0:00,43.5,43.7,273,38.9,0.2,0,39.2,0.24,0.005
8/12/2022 0:00,73.7,13.5,137,38.8,0.33,0.002,39.2,0.25,0.006
8/13/2022 0:00,42.7,44.5,282,37.9,1.18,0.022,39.2,0.26,0.007
8/14/2022 0:00,46.1,41.1,244,37.9,1.18,0.022,39.2,0.27,0.014
8/15/2022 0:00,46.1,41.1,244,38,1.08,0.019,39.2,0.31,0.01
8/16/2022 0:00,48.2,39,226,38.5,0.61,0.007,39.2,0.32,0.011
8/17/2022 0:00,67.2,20,58.6,38.1,1.03,0.053,39.2,0.31,0.01
8/18/2022 0:00,67.2,20,58.6,38.6,0.5,0.003,39.2,0.31,0.01
8/19/2022 0:00,67.2,20,58.5,38.8,0.28,0,39.2,0.33,0.011
8/20/2022 0:00,64.4,22.7,80.5,38.7,0.4,0.001,39.2,0.31,0.009
8/21/2022 0:00,54.2,33,162,38.7,0.39,0.001,39.2,0.31,0.008
8/22/2022 0:00,49.2,38,217,38.6,0.44,0.001,39.1,0.35,0.013
8/23/2022 0:00,51.9,35.3,186,38.6,0.5,0.002,39.1,0.37,0.017
8/24/2022 0:00,53.7,33.5,166,38.7,0.37,0.001,39.1,0.4,0.022
8/25/2022 0:00,53.7,33.5,166,38.7,0.34,0.001,39.1,0.34,0.013
8/26/2022 0:00,60.4,26.8,108,38.8,0.33,0.001,39.2,0.32,0.01
8/27/2022 0:00,62.3,24.9,92.5,38.7,0.34,0.001,39.2,0.34,0.011
8/28/2022 0:00,62.3,24.9,92.5,38.8,0.29,0,39.2,0.32,0.009
8/29/2022 0:00,62.3,24.9,92.5,38.8,0.28,0,39.2,0.33,0.011
8/30/2022 0:00,57.6,29.6,138,38.8,0.24,0,39.2,0.26,0.007
8/31/2022 0:00,78,9.2,13.9,39,0.13,0,39.3,0.21,0.007
9/1/2022 0:00,87,0.16,27.6,38.7,0.4,0.002,39.3,0.23,0.004
9/2/2022 0:00,121,-33.6,29.5,38.7,0.4,0.001,39.2,0.25,0.007
9/3/2022 0:00,56.7,30.5,139,38.7,0.36,0.001,39.2,0.27,0.016
9/4/2022 0:00,86.8,0.4,42.2,38.6,0.46,0.003,39.2,0.27,0.006
9/5/2022 0:00,118,-30.9,0.007,38.6,0.45,0.002,39.2,0.27,0.013
9/6/2022 0:00,86.6,0.57,0.003,39,0.04,0,39.2,0.3,0.016
9/7/2022 0:00,86.6,0.63,0.011,39,0.04,0,39.2,0.3,0.021
9/8/2022 0:00,86.6,0.6,0.007,39,0.06,0,39.2,0.31,0.019
9/9/2022 0:00,85.4,1.74,0.774,38.6,0.51,0.033,39,0.48,0.068
9/10/2022 0:00,86.6,0.59,0.003,38.7,0.36,0.015,39.1,0.42,0.029
9/11/2022 0:00,86.8,0.36,0.001,38.9,0.17,0,,,
9/12/2022 0:00,86.7,0.49,0.003,38.6,0.51,0.005,,,
