,Facility Identifier,GlobalID,Longitude,Latitude
263,L03-455-3 (L03P37),{EA609467-FD74-48DE-8B48-BB275FE1F19A},-117.6755821,33.53870259
264,L03-455-4,{600BD74A-455E-480D-969C-2F0102B60635},-117.6754624,33.5397457
265,L03-455-5,{B01BBCF8-264F-4698-9E95-E51471EACBB1},-117.6750535,33.54240864
266,L03-455-6,{3D94996A-864A-4B4A-93E9-6D4FAF24B1B7},-117.6748569,33.54323122
267,L03-455-7,{0AAC6CCE-7032-4220-AA64-E80986CDB7F2},-117.6746664,33.54509046
268,L03-497-1,{3B384AB3-B2C5-46A8-ADAD-9627DEDCF2CB},-117.6794198,33.52652029
269,L03-662-3 (L03P16),{A410A82C-AF6C-4CCA-BAC5-6E25F4039D41},-117.6482508,33.62464864
270,L03-691-1 (L03P09),{A46C6F40-FDBC-4070-86ED-866644B07428},-117.6620071,33.58531041
271,L03-693-1 (L03P11),{EA5E6ACE-3E1C-43C1-8629-A007A2C06A36},-117.6557352,33.59775734
272,L03-708-1,{44E024D0-D161-42C4-B953-3B26BC5AB579},-117.6765187,33.55750288
273,L03-708-11 (L03P05),{D0B00686-BBBD-4543-B725-46856EE3A1A0},-117.6758732,33.56274915
274,L03-708-13,{20164D58-A077-45A1-8D67-D8C0FBC284B8},-117.6738002,33.5646113
275,L03-708-5,{80131D44-20B9-48C8-962C-C75A86DACEB2},-117.6765599,33.56113153
276,L03-708-9,{FD9D5E93-9C46-49EC-B628-B56D1864239C},-117.6759516,33.56260598
277,L04-136-1u (L04P07),{B8BEA8A0-3AAC-49CA-83D6-198977198F41},-117.679023,33.6084557
278,L04-266-1,{91EA8897-0C76-41A3-B3C0-07D7E0E27DB1},-117.6723963,33.60525713
279,L04-266-5,{9CBD6267-1249-4AB5-AA53-A9CD65501C1D},-117.6688803,33.60731715
280,L04-301-1 (L04P08),{214EC75B-5777-4611-BDFC-D8AD310BF1D9},-117.6743862,33.59956672
281,L04-672-1,{9559CB47-0239-4B3A-B6FF-38E557824BEC},-117.680662,33.612238
282,L04-702-1 (L04P02),{7FD1636E-ED34-4FE6-8232-0809F76D4268},-117.6732684,33.58054037
283,L04-702-4,{9429FA86-6A47-441F-8775-95A2DA9CACC7},-117.6733936,33.58274692
284,L05-049-1,{B2A1E667-9853-4699-9E7C-64A87D6A78B6},-117.6461891,33.53474971
285,L05-049-2,{72B47D7C-FACB-4E33-BEC8-0FB261AFA676},-117.6461501,33.53473606
286,L05-489-3,{C7C5C7FF-5ABD-4100-A07F-AD4029A16E9D},-117.6465378,33.52980214
287,L05-489-3d,{AB8E0D12-8F63-49AB-B36D-666D80A86575},-117.6466248,33.52889781
288,L05-489-4,{89504E55-47E7-478E-A5C9-5CFF9D030D7C},-117.6460727,33.5293593
289,L05-489-7,{9BFA7A22-DD6F-4A84-9ABE-48063EA402CA},-117.646724,33.53268584
290,L05-503-1,{0D74C298-E380-451C-AD48-D54F338F6F15},-117.657309,33.510673
291,LC01-11446-1,{3BF05356-3912-4A4C-A382-01CE34EA71C0},-117.8159132,33.5540555
292,LC01-11480-1,{08E9EDB0-D8A8-4F38-B83C-6928D509B836},-117.8214538,33.5610309
293,LC02-11508-2,{39B42BE3-2E3A-4C89-B9C2-10A02F3B465A},-117.7953219,33.54553581
294,LC02-11508-3,{7A79C33A-1E84-41B0-AAFC-7A7C54A33C8A},-117.7946238,33.54503213
295,LC03-11515-1,{886775A2-E4C3-48F3-9D28-64111BB5241F},-117.762756,33.519603
296,LC04-11199-1,{3DBCB0DE-8D31-4915-AB29-A58A276E7610},-117.761276,33.516715
297,LC05-11017-1,{24F652D0-BF65-4204-9DC3-780FC50FFC89},-117.7553384,33.51296498
298,LC05-11017-2,{552A1115-2EB7-48DD-A375-4E5A6EF6FC79},-117.7602188,33.51543678
299,LC06-11019-1,{4234D10E-D9CC-4748-92EA-FECEEAEBE008},-117.7894605,33.54303857
300,LC06-11509-2,{33142BAF-4557-481B-875A-E7A3CFFBFCB1},-117.790788,33.54345981
301,M00.1-070-4,{A8C3A9D9-CAAA-442E-9D37-D220C50F2F69},-117.6059611,33.41622631
302,M00.1-070-6,{F5E329B4-B15E-41B2-BB87-FB07B06BBEE9},-117.6058355,33.41592528
303,M00.1-071-2 (M00S04),{8E421913-F6B8-41F6-B51D-B3916452A11D},-117.6086379,33.40925249
304,M00.1-071-3 (M00S04),{564BA613-62BA-484C-8F8D-10DB77A3916D},-117.6028265,33.41325504
305,M00.2-066-1 (M00S07),{5554CB30-DBF5-4F05-9145-3024520F5CD4},-117.6230591,33.42317767
306,M01-002-1,{679DFBBB-2924-4905-B255-E3AE881E92C0},-117.6128346,33.49159297
307,M01-003-1,{649FA5A0-48F1-45DF-8D90-EA1BFFE30875},-117.613444,33.48892946
308,M01-003-2,{96C849C0-B2F8-43B8-B2D5-8C4C360E9B0B},-117.6137895,33.48939277
309,M01-008-1,{B4C2DE98-2903-4237-914D-570020690CEC},-117.627728,33.477835
310,M01-038-3,{0DF4331E-C350-41BF-969E-1D66F2881789},-117.6392615,33.46498894
311,M01-038-6,{AB60FC8E-0055-439B-B787-2F2FED23807A},-117.6392989,33.46494853
312,M01-042-1 (M01S01),{D81C1D29-E0B6-4468-A3DA-A14172F34DD5},-117.6234442,33.45444672
313,M01-047-1,{986D4C77-948D-4582-A23D-BF24985A8B51},-117.6419501,33.44252141
314,M01-050-4 (M01@CGV),{0B20DCA2-E5EF-49F5-AEA0-7EF86C614A49},-117.6441503,33.44580832
315,M01-050-7,{C9AF768A-2A02-4DA5-A0A2-B1935AC72D2C},-117.6437941,33.44303405
316,M01-060-3,{7E285DCF-C197-4473-A6A6-DE27863098BF},-117.6450087,33.4412889
317,M01-099-1,{43A185DF-1F9A-4C1C-9F07-AA2BE1E7BCB9},-117.6422838,33.45679464
318,M01-124-2,{B4FCF9CC-A9DE-46B1-8099-5EE10514BE7E},-117.6422063,33.45679407
319,M01-124-4,{FA68CCE1-A2A8-414F-8411-9E05511C841E},-117.6391214,33.46509434
320,M01-168-1d (M00P03),{BCEA4CB4-4C65-4F42-B982-CE82FDFD0ABA},-117.6516285,33.44539958
321,M01-168-2d (M00P03),{CD4DB632-4AF2-493B-8B3C-84DF4057B012},-117.650582,33.44456111
322,M02-013-1,{28818406-BBEA-4536-A70B-7DEA94341A5E},-117.5975708,33.47448662
323,M02-015-1,{EE82778D-4874-4889-8E55-64DF8A4422C0},-117.5832457,33.47815722
324,M02-028-2 (M02P08),{1707E0E9-430D-4B15-969A-02F4D7D52110},-117.5817434,33.46680966
325,M02-032-1,{2B10F0C1-0E21-4FE4-B6F6-8806D0E7CC45},-117.6008317,33.45754739
326,M02-052-2,{43B4EE36-979D-4FA8-83C9-4BFA81FACC97},-117.6098879,33.45120321
327,M02-052-3,{E7B21F39-AB19-4339-B5EA-533C4BDF4CF1},-117.6097932,33.45125039
328,M02-052-4,{3CDC86F8-F190-45F4-8430-F50DADFD797B},-117.6097226,33.45128562
329,M02-061-4 (SCBS@M02),{C461CAC3-1849-40E8-B3F7-D3281D347977},-117.627257,33.43367715
330,M02-061-5,{CDF7BCAC-53C5-4BB5-A35D-E02581964FBA},-117.6263976,33.43438104
331,M02-061-6,{4D37DA87-C486-40DA-A876-48258EA473E1},-117.6245973,33.43589655
332,M02-061-7,{225C2BC1-A627-451E-AB2E-10DD6A27CC31},-117.631307,33.433376
333,M02-085-1 (M02P06),{646C237D-26C0-4619-ADE0-A6C6ECD59481},-117.5945829,33.4583462
334,M02-085-2,{1D128A62-EF51-4A28-936B-8E020EBC129D},-117.59425,33.45804389
335,M02-086-1,{F86F746E-958B-4AF4-8B9D-F230E1352261},-117.5999451,33.47727634
336,M02-102-1,{C05A5DC6-D4EB-49A6-9228-7A922FA90F1E},-117.6327248,33.43161834
337,M02-142-1,{EC5901D7-35FC-4050-9794-9A9E94520BB5},-117.6241175,33.43629495
338,SC01-077-1,{8214846F-F581-46C0-852B-22F6222E000C},-117.5998754,33.39614784
339,SC01-077-2,{F83925F7-70B4-4C25-8F17-86AD7D1BE492},-117.5979348,33.39148096
340,SC02-072-1,{8A0FEF34-0DE6-4AF1-B1AB-92EF23F35237},-117.6029854,33.40068822
341,SC02-072-4,{AFE85465-D874-46F9-8D88-24275FC65B8E},-117.60114,33.399938
342,SC03-067-1,{9F0C26C8-D63A-4809-AD72-C714A780C1C6},-117.6066121,33.40519078
343,SC05-073-1,{665C8249-2626-4CF7-81EA-645A6B98A96D},-117.6138438,33.41311138
344,SC05-073-3,{42902E2B-56C6-4060-A36D-AEA18B64156E},-117.6123872,33.41574234
345,SC06-146-1 (M00P02),{839E2352-454E-4F0A-8BF2-3ECBF7506A2F},-117.6177796,33.41717441
346,SC06-146-2 (M00P02),{39F60971-71F5-4FB5-A552-55C3B268E8F1},-117.617891,33.41781803
347,SC07-079-4,{2469619B-A75B-4EF1-A5FC-DCC2D95A044B},-117.6261187,33.4250565
348,SC07-079-5,{03864DBD-D87D-474A-A6EE-7F78E41DD1AA},-117.6252889,33.42428978
349,SC09-081-2d,{E9218AF6-1B54-445E-9A38-6540931E914C},-117.6377863,33.43542826
350,SC10-075-1 (M00P05),{A312578F-E3A9-4101-A4A6-AD6BB12708E1},-117.6649535,33.45357005
351,SC10-075-3 (M00S01),{92FD4B23-81CC-4502-900C-CEB7FD1AB061},-117.6596676,33.45041126
352,SC11-026-1 (M00P01),{7BC19F3E-F96A-4680-97D9-CFCD38CE4F28},-117.6664841,33.45392453
353,SC11-035-1d,{3B52E0AD-1DF2-44A3-B49D-8D34966FF565},-117.6756723,33.45964061
354,SC11-035-2d,{0E4D95D6-8AD7-457D-929B-ABD734ED7531},-117.673995,33.45863064
355,SC11-035-3d,{BBC10ACC-C12B-4BF8-854C-F341793E1E96},-117.6711216,33.45703154
356,SC11-130-2,{DE0020F6-684A-482B-8896-B9B1BD8DEE8C},-117.669171,33.455718
357,SC12-068-2,{98B44F39-2446-4B60-A2A7-E75C37BDE055},-117.6210164,33.42061031
358,SC12-068-4,{8EA7D45C-F7B0-4458-86E9-AD604FC84803},-117.6202019,33.41953035
359,SM01-086-1 (M03P01),{51E3B119-6EF4-4695-B9F3-3FFABED66286},-117.5736422,33.45603356
360,SM01-086-2,{3F28F93D-68A5-4355-B7E9-8E704FB9707E},-117.5732708,33.45608122
361,SM01-086-2,{3F28F93D-68A5-4355-B7E9-8E704FB9707E},-117.5732708,33.45608122
