AREA,EMC_Group,Station,RC_M,RC,LSPC_LU_CODE,RC_Model_Outfall,SUM_Area,Constituent,Fraction,Units,EMC,EMC_Model_LU,EMC_Model_LU_divisor
4.574449721384716,surface street,I01-11021-1,0.46548409472929275,0.471,60,0.471,4.574449721384716,"Copper, Total",Total,mg/L,0.030600000000000002,0.06592971405442935,2.154565818772201
4.574449721384716,surface street,I01-11021-1,0.46548409472929275,0.471,60,0.471,4.574449721384716,"Lead, Total",Total,mg/L,0.0033,0.007110067201948263,2.154565818772201
4.574449721384716,surface street,I01-11021-1,0.46548409472929275,0.471,60,0.471,4.574449721384716,"Zinc, Total",Total,mg/L,0.142,0.30594834626565254,2.154565818772201
4.574449721384716,surface street,I01-11021-1,0.46548409472929275,0.471,60,0.471,4.574449721384716,"Copper, Total",Dissolved,mg/L,0.0176,0.037920358410390737,2.154565818772201
4.574449721384716,surface street,I01-11021-1,0.46548409472929275,0.471,60,0.471,4.574449721384716,"Zinc, Total",Dissolved,mg/L,0.07970000000000001,0.17171889575614444,2.154565818772201
0.28363050507424054,business,J01-9046-2,0.3595627386095262,0.422,20,0.422,0.3189540042647643,Fecal coliforms,Total,CFU/100 mL,11600,1561.343641676874,0.13459858979973052
0.28363050507424054,business,J01-9046-2,0.3595627386095262,0.422,20,0.422,0.3189540042647643,TN,Total,mg/L,2.71,0.3647621783572697,0.13459858979973052
0.28363050507424054,business,J01-9046-2,0.3595627386095262,0.422,20,0.422,0.3189540042647643,TP,Total,mg/L,0.34,0.04576352053190838,0.13459858979973052
0.28363050507424054,business,J01-9046-2,0.3595627386095262,0.422,20,0.422,0.3189540042647643,TSS,Total,mg/L,79.9,10.754427324998469,0.13459858979973052
0.28363050507424054,business,J01-9046-2,0.3595627386095262,0.422,20,0.422,0.3189540042647643,"Copper, Total",Total,mg/L,0.0254,0.0034188041809131552,0.13459858979973052
0.28363050507424054,business,J01-9046-2,0.3595627386095262,0.422,20,0.422,0.3189540042647643,"Lead, Total",Total,mg/L,0.0021000000000000003,2.8265703857943415e-4,0.13459858979973052
0.28363050507424054,business,J01-9046-2,0.3595627386095262,0.422,20,0.422,0.3189540042647643,"Zinc, Total",Total,mg/L,0.1569,0.02111851873957772,0.13459858979973052
0.28363050507424054,business,J01-9046-2,0.3595627386095262,0.422,20,0.422,0.3189540042647643,"Copper, Total",Dissolved,mg/L,0.013699999999999999,0.001844000680256308,0.13459858979973052
0.28363050507424054,business,J01-9046-2,0.3595627386095262,0.422,20,0.422,0.3189540042647643,"Zinc, Total",Dissolved,mg/L,0.0932,0.012544588569334885,0.13459858979973052
0.03532349919052375,business,J01-9046-2,0.3595627386095262,0.486,40,0.486,0.3189540042647643,Fecal coliforms,Total,CFU/100 mL,11600,1798.1350944430349,0.15501164607267542
0.03532349919052375,business,J01-9046-2,0.3595627386095262,0.486,40,0.486,0.3189540042647643,TN,Total,mg/L,2.71,0.4200815608569504,0.15501164607267542
0.03532349919052375,business,J01-9046-2,0.3595627386095262,0.486,40,0.486,0.3189540042647643,TP,Total,mg/L,0.34,0.05270395966470965,0.15501164607267542
0.03532349919052375,business,J01-9046-2,0.3595627386095262,0.486,40,0.486,0.3189540042647643,TSS,Total,mg/L,79.9,12.385430521206768,0.15501164607267542
0.03532349919052375,business,J01-9046-2,0.3595627386095262,0.486,40,0.486,0.3189540042647643,"Copper, Total",Total,mg/L,0.0254,0.003937295810245956,0.15501164607267542
0.03532349919052375,business,J01-9046-2,0.3595627386095262,0.486,40,0.486,0.3189540042647643,"Lead, Total",Total,mg/L,0.0021000000000000003,3.255244567526184e-4,0.15501164607267542
0.03532349919052375,business,J01-9046-2,0.3595627386095262,0.486,40,0.486,0.3189540042647643,"Zinc, Total",Total,mg/L,0.1569,0.024321327268802775,0.15501164607267542
0.03532349919052375,business,J01-9046-2,0.3595627386095262,0.486,40,0.486,0.3189540042647643,"Copper, Total",Dissolved,mg/L,0.013699999999999999,0.002123659551195653,0.15501164607267542
0.03532349919052375,business,J01-9046-2,0.3595627386095262,0.486,40,0.486,0.3189540042647643,"Zinc, Total",Dissolved,mg/L,0.0932,0.01444708541397335,0.15501164607267542
23.15635728290014,single family,J01-9046-2,0.3595627386095262,0.405,50,0.405,23.15635728290014,Fecal coliforms,Total,CFU/100 mL,11600,108788.56651506487,9.3783246995745575
23.15635728290014,single family,J01-9046-2,0.3595627386095262,0.405,50,0.405,23.15635728290014,TN,Total,mg/L,4.12,38.638697762247176,9.3783246995745575
23.15635728290014,single family,J01-9046-2,0.3595627386095262,0.405,50,0.405,23.15635728290014,TP,Total,mg/L,0.45,4.220246114808551,9.3783246995745575
23.15635728290014,single family,J01-9046-2,0.3595627386095262,0.405,50,0.405,23.15635728290014,TSS,Total,mg/L,104.2,977.2214336956689,9.3783246995745575
23.15635728290014,single family,J01-9046-2,0.3595627386095262,0.405,50,0.405,23.15635728290014,"Copper, Total",Total,mg/L,0.0268,0.25133910194859815,9.3783246995745575
23.15635728290014,single family,J01-9046-2,0.3595627386095262,0.405,50,0.405,23.15635728290014,"Lead, Total",Total,mg/L,0.0021000000000000003,0.019694481869106575,9.3783246995745575
23.15635728290014,single family,J01-9046-2,0.3595627386095262,0.405,50,0.405,23.15635728290014,"Zinc, Total",Total,mg/L,0.1021,0.9575269518265623,9.3783246995745575
23.15635728290014,single family,J01-9046-2,0.3595627386095262,0.405,50,0.405,23.15635728290014,"Copper, Total",Dissolved,mg/L,0.0148,0.13879920555370345,9.3783246995745575
23.15635728290014,single family,J01-9046-2,0.3595627386095262,0.405,50,0.405,23.15635728290014,"Zinc, Total",Dissolved,mg/L,0.041299999999999996,0.3873248100924292,9.3783246995745575
10.714118803626636,surface street,J01-9046-2,0.3595627386095262,0.471,60,0.471,10.714118803626636,Fecal coliforms,Total,CFU/100 mL,9940,50160.71856769097,5.046349956508146
10.714118803626636,surface street,J01-9046-2,0.3595627386095262,0.471,60,0.471,10.714118803626636,TN,Total,mg/L,3.66,18.469640840819814,5.046349956508146
10.714118803626636,surface street,J01-9046-2,0.3595627386095262,0.471,60,0.471,10.714118803626636,TP,Total,mg/L,0.47,2.3717844795588285,5.046349956508146
10.714118803626636,surface street,J01-9046-2,0.3595627386095262,0.471,60,0.471,10.714118803626636,TSS,Total,mg/L,93.6,472.3383559291624,5.046349956508146
10.714118803626636,surface street,J01-9046-2,0.3595627386095262,0.471,60,0.471,10.714118803626636,"Copper, Total",Total,mg/L,0.030600000000000002,0.15441830866914927,5.046349956508146
10.714118803626636,surface street,J01-9046-2,0.3595627386095262,0.471,60,0.471,10.714118803626636,"Lead, Total",Total,mg/L,0.0033,0.01665295485647688,5.046349956508146
10.714118803626636,surface street,J01-9046-2,0.3595627386095262,0.471,60,0.471,10.714118803626636,"Zinc, Total",Total,mg/L,0.142,0.7165816938241566,5.046349956508146
10.714118803626636,surface street,J01-9046-2,0.3595627386095262,0.471,60,0.471,10.714118803626636,"Copper, Total",Dissolved,mg/L,0.0176,0.08881575923454336,5.046349956508146
10.714118803626636,surface street,J01-9046-2,0.3595627386095262,0.471,60,0.471,10.714118803626636,"Zinc, Total",Dissolved,mg/L,0.07970000000000001,0.4021940915336992,5.046349956508146
8.3367667181549,developed open space,J01-9046-2,0.3595627386095262,0.217,75,0.217,8.34220455449361,Fecal coliforms,Total,CFU/100 mL,11600,20998.997304571316,1.8102583883251135
8.3367667181549,developed open space,J01-9046-2,0.3595627386095262,0.217,75,0.217,8.34220455449361,TN,Total,mg/L,3.99,7.222930969417203,1.8102583883251135
8.3367667181549,developed open space,J01-9046-2,0.3595627386095262,0.217,75,0.217,8.34220455449361,TP,Total,mg/L,0.43,0.7784111069797988,1.8102583883251135
8.3367667181549,developed open space,J01-9046-2,0.3595627386095262,0.217,75,0.217,8.34220455449361,TSS,Total,mg/L,110.9,200.7576552652551,1.8102583883251135
8.3367667181549,developed open space,J01-9046-2,0.3595627386095262,0.217,75,0.217,8.34220455449361,"Copper, Total",Total,mg/L,0.0106,0.019188738916246204,1.8102583883251135
8.3367667181549,developed open space,J01-9046-2,0.3595627386095262,0.217,75,0.217,8.34220455449361,"Lead, Total",Total,mg/L,0.0021000000000000003,0.003801542615482739,1.8102583883251135
8.3367667181549,developed open space,J01-9046-2,0.3595627386095262,0.217,75,0.217,8.34220455449361,"Zinc, Total",Total,mg/L,0.0263,0.047609795612950485,1.8102583883251135
8.3367667181549,developed open space,J01-9046-2,0.3595627386095262,0.217,75,0.217,8.34220455449361,"Copper, Total",Dissolved,mg/L,6e-4,0.001086155032995068,1.8102583883251135
8.3367667181549,developed open space,J01-9046-2,0.3595627386095262,0.217,75,0.217,8.34220455449361,"Zinc, Total",Dissolved,mg/L,0.0281,0.05086826071193569,1.8102583883251135
0.00543783633871028,developed open space,J01-9046-2,0.3595627386095262,0.217,76,0.217,8.34220455449361,Fecal coliforms,Total,CFU/100 mL,11600,20998.997304571316,1.8102583883251135
0.00543783633871028,developed open space,J01-9046-2,0.3595627386095262,0.217,76,0.217,8.34220455449361,TN,Total,mg/L,3.99,7.222930969417203,1.8102583883251135
0.00543783633871028,developed open space,J01-9046-2,0.3595627386095262,0.217,76,0.217,8.34220455449361,TP,Total,mg/L,0.43,0.7784111069797988,1.8102583883251135
0.00543783633871028,developed open space,J01-9046-2,0.3595627386095262,0.217,76,0.217,8.34220455449361,TSS,Total,mg/L,110.9,200.7576552652551,1.8102583883251135
0.00543783633871028,developed open space,J01-9046-2,0.3595627386095262,0.217,76,0.217,8.34220455449361,"Copper, Total",Total,mg/L,0.0106,0.019188738916246204,1.8102583883251135
0.00543783633871028,developed open space,J01-9046-2,0.3595627386095262,0.217,76,0.217,8.34220455449361,"Lead, Total",Total,mg/L,0.0021000000000000003,0.003801542615482739,1.8102583883251135
0.00543783633871028,developed open space,J01-9046-2,0.3595627386095262,0.217,76,0.217,8.34220455449361,"Zinc, Total",Total,mg/L,0.0263,0.047609795612950485,1.8102583883251135
0.00543783633871028,developed open space,J01-9046-2,0.3595627386095262,0.217,76,0.217,8.34220455449361,"Copper, Total",Dissolved,mg/L,6e-4,0.001086155032995068,1.8102583883251135
0.00543783633871028,developed open space,J01-9046-2,0.3595627386095262,0.217,76,0.217,8.34220455449361,"Zinc, Total",Dissolved,mg/L,0.0281,0.05086826071193569,1.8102583883251135
3.8321878558426,open space,J01-9046-2,0.3595627386095262,0.078,77,0.078,3.8321878558426,Fecal coliforms,Total,CFU/100 mL,484,144.67275593376985,0.2989106527557228
3.8321878558426,open space,J01-9046-2,0.3595627386095262,0.078,77,0.078,3.8321878558426,TN,Total,mg/L,2.13,0.6366796903696895,0.2989106527557228
3.8321878558426,open space,J01-9046-2,0.3595627386095262,0.078,77,0.078,3.8321878558426,TP,Total,mg/L,0.12,0.03586927833068674,0.2989106527557228
3.8321878558426,open space,J01-9046-2,0.3595627386095262,0.078,77,0.078,3.8321878558426,TSS,Total,mg/L,217,64.86361164799185,0.2989106527557228
3.8321878558426,open space,J01-9046-2,0.3595627386095262,0.078,77,0.078,3.8321878558426,"Copper, Total",Total,mg/L,0.0106,0.003168452919210662,0.2989106527557228
3.8321878558426,open space,J01-9046-2,0.3595627386095262,0.078,77,0.078,3.8321878558426,"Lead, Total",Total,mg/L,0.003,8.967319582671684e-4,0.2989106527557228
3.8321878558426,open space,J01-9046-2,0.3595627386095262,0.078,77,0.078,3.8321878558426,"Zinc, Total",Total,mg/L,0.0263,0.00786135016747551,0.2989106527557228
3.8321878558426,open space,J01-9046-2,0.3595627386095262,0.078,77,0.078,3.8321878558426,"Copper, Total",Dissolved,mg/L,6e-4,1.7934639165343368e-4,0.2989106527557228
3.8321878558426,open space,J01-9046-2,0.3595627386095262,0.078,77,0.078,3.8321878558426,"Zinc, Total",Dissolved,mg/L,0.0281,0.00839938934243581,0.2989106527557228
28.064548269351953,multi-family,J01-9273-1,0.4838009742217852,0.485,52,0.485,28.064548269351953,Fecal coliforms,Total,CFU/100 mL,11600,157891.14856337407,13.611305910635696
28.064548269351953,multi-family,J01-9273-1,0.4838009742217852,0.485,52,0.485,28.064548269351953,TN,Total,mg/L,3.95,53.764658347011,13.611305910635696
28.064548269351953,multi-family,J01-9273-1,0.4838009742217852,0.485,52,0.485,28.064548269351953,TP,Total,mg/L,0.37,5.036183186935207,13.611305910635696
28.064548269351953,multi-family,J01-9273-1,0.4838009742217852,0.485,52,0.485,28.064548269351953,TSS,Total,mg/L,66.7,907.8741042394009,13.611305910635696
28.064548269351953,multi-family,J01-9273-1,0.4838009742217852,0.485,52,0.485,28.064548269351953,"Copper, Total",Total,mg/L,0.024300000000000002,0.33075473362844743,13.611305910635696
28.064548269351953,multi-family,J01-9273-1,0.4838009742217852,0.485,52,0.485,28.064548269351953,"Lead, Total",Total,mg/L,0.0021000000000000003,0.028583742412334967,13.611305910635696
28.064548269351953,multi-family,J01-9273-1,0.4838009742217852,0.485,52,0.485,28.064548269351953,"Zinc, Total",Total,mg/L,0.11320000000000001,1.5407998290839608,13.611305910635696
28.064548269351953,multi-family,J01-9273-1,0.4838009742217852,0.485,52,0.485,28.064548269351953,"Copper, Total",Dissolved,mg/L,0.0147,0.20008619688634474,13.611305910635696
28.064548269351953,multi-family,J01-9273-1,0.4838009742217852,0.485,52,0.485,28.064548269351953,"Zinc, Total",Dissolved,mg/L,0.0596,0.8112338322738875,13.611305910635696
2.6247441023529734,surface street,J01-9273-1,0.4838009742217852,0.471,60,0.471,2.6247441023529734,Fecal coliforms,Total,CFU/100 mL,9940,12288.36945375001,1.2362544722082505
2.6247441023529734,surface street,J01-9273-1,0.4838009742217852,0.471,60,0.471,2.6247441023529734,TN,Total,mg/L,3.66,4.5246913682821965,1.2362544722082505
2.6247441023529734,surface street,J01-9273-1,0.4838009742217852,0.471,60,0.471,2.6247441023529734,TP,Total,mg/L,0.47,0.5810396019378777,1.2362544722082505
2.6247441023529734,surface street,J01-9273-1,0.4838009742217852,0.471,60,0.471,2.6247441023529734,TSS,Total,mg/L,93.6,115.71341859869224,1.2362544722082505
2.6247441023529734,surface street,J01-9273-1,0.4838009742217852,0.471,60,0.471,2.6247441023529734,"Copper, Total",Total,mg/L,0.030600000000000002,0.03782938684957247,1.2362544722082505
2.6247441023529734,surface street,J01-9273-1,0.4838009742217852,0.471,60,0.471,2.6247441023529734,"Lead, Total",Total,mg/L,0.0033,0.004079639758287227,1.2362544722082505
2.6247441023529734,surface street,J01-9273-1,0.4838009742217852,0.471,60,0.471,2.6247441023529734,"Zinc, Total",Total,mg/L,0.142,0.17554813505357156,1.2362544722082505
2.6247441023529734,surface street,J01-9273-1,0.4838009742217852,0.471,60,0.471,2.6247441023529734,"Copper, Total",Dissolved,mg/L,0.0176,0.02175807871086521,1.2362544722082505
2.6247441023529734,surface street,J01-9273-1,0.4838009742217852,0.471,60,0.471,2.6247441023529734,"Zinc, Total",Dissolved,mg/L,0.07970000000000001,0.09852948143499757,1.2362544722082505
1.90536170454e-4,developed open space,J01-9273-1,0.4838009742217852,0.217,75,0.217,1.90536170454e-4,Fecal coliforms,Total,CFU/100 mL,11600,0.4796176482668088,4.1346348988518e-5
1.90536170454e-4,developed open space,J01-9273-1,0.4838009742217852,0.217,75,0.217,1.90536170454e-4,TN,Total,mg/L,3.99,1.6497193246418684e-4,4.1346348988518e-5
1.90536170454e-4,developed open space,J01-9273-1,0.4838009742217852,0.217,75,0.217,1.90536170454e-4,TP,Total,mg/L,0.43,1.777893006506274e-5,4.1346348988518e-5
1.90536170454e-4,developed open space,J01-9273-1,0.4838009742217852,0.217,75,0.217,1.90536170454e-4,TSS,Total,mg/L,110.9,0.004585310102826647,4.1346348988518e-5
1.90536170454e-4,developed open space,J01-9273-1,0.4838009742217852,0.217,75,0.217,1.90536170454e-4,"Copper, Total",Total,mg/L,0.0106,4.3827129927829084e-7,4.1346348988518e-5
1.90536170454e-4,developed open space,J01-9273-1,0.4838009742217852,0.217,75,0.217,1.90536170454e-4,"Lead, Total",Total,mg/L,0.0021000000000000003,8.682733287588781e-8,4.1346348988518e-5
1.90536170454e-4,developed open space,J01-9273-1,0.4838009742217852,0.217,75,0.217,1.90536170454e-4,"Zinc, Total",Total,mg/L,0.0263,1.0874089783980234e-6,4.1346348988518e-5
1.90536170454e-4,developed open space,J01-9273-1,0.4838009742217852,0.217,75,0.217,1.90536170454e-4,"Copper, Total",Dissolved,mg/L,6e-4,2.4807809393110798e-8,4.1346348988518e-5
1.90536170454e-4,developed open space,J01-9273-1,0.4838009742217852,0.217,75,0.217,1.90536170454e-4,"Zinc, Total",Dissolved,mg/L,0.0281,1.161832406577356e-6,4.1346348988518e-5
149.2906996089398,business,J01-9992-1 (J01P27),0.43090185850815593,0.486,10,0.486,193.97289235424245,Fecal coliforms,Total,CFU/100 mL,11600,1093541.577936277,94.27082568416182
149.2906996089398,business,J01-9992-1 (J01P27),0.43090185850815593,0.486,10,0.486,193.97289235424245,TN,Total,mg/L,2.71,255.47393760407854,94.27082568416182
149.2906996089398,business,J01-9992-1 (J01P27),0.43090185850815593,0.486,10,0.486,193.97289235424245,TP,Total,mg/L,0.34,32.052080732615025,94.27082568416182
149.2906996089398,business,J01-9992-1 (J01P27),0.43090185850815593,0.486,10,0.486,193.97289235424245,TSS,Total,mg/L,79.9,7532.23897216453,94.27082568416182
149.2906996089398,business,J01-9992-1 (J01P27),0.43090185850815593,0.486,10,0.486,193.97289235424245,"Copper, Total",Total,mg/L,0.0254,2.3944789723777102,94.27082568416182
149.2906996089398,business,J01-9992-1 (J01P27),0.43090185850815593,0.486,10,0.486,193.97289235424245,"Lead, Total",Total,mg/L,0.0021000000000000003,0.19796873393673986,94.27082568416182
149.2906996089398,business,J01-9992-1 (J01P27),0.43090185850815593,0.486,10,0.486,193.97289235424245,"Zinc, Total",Total,mg/L,0.1569,14.791092549844992,94.27082568416182
149.2906996089398,business,J01-9992-1 (J01P27),0.43090185850815593,0.486,10,0.486,193.97289235424245,"Copper, Total",Dissolved,mg/L,0.013699999999999999,1.291510311873017,94.27082568416182
149.2906996089398,business,J01-9992-1 (J01P27),0.43090185850815593,0.486,10,0.486,193.97289235424245,"Zinc, Total",Dissolved,mg/L,0.0932,8.786040953763882,94.27082568416182
32.569846304019855,business,J01-9992-1 (J01P27),0.43090185850815593,0.422,20,0.422,193.97289235424245,Fecal coliforms,Total,CFU/100 mL,11600,949536.1026524876,81.85656057349031
32.569846304019855,business,J01-9992-1 (J01P27),0.43090185850815593,0.422,20,0.422,193.97289235424245,TN,Total,mg/L,2.71,221.83127915415875,81.85656057349031
32.569846304019855,business,J01-9992-1 (J01P27),0.43090185850815593,0.422,20,0.422,193.97289235424245,TP,Total,mg/L,0.34,27.831230594986707,81.85656057349031
32.569846304019855,business,J01-9992-1 (J01P27),0.43090185850815593,0.422,20,0.422,193.97289235424245,TSS,Total,mg/L,79.9,6540.339189821876,81.85656057349031
32.569846304019855,business,J01-9992-1 (J01P27),0.43090185850815593,0.422,20,0.422,193.97289235424245,"Copper, Total",Total,mg/L,0.0254,2.079156638566654,81.85656057349031
32.569846304019855,business,J01-9992-1 (J01P27),0.43090185850815593,0.422,20,0.422,193.97289235424245,"Lead, Total",Total,mg/L,0.0021000000000000003,0.1718987772043297,81.85656057349031
32.569846304019855,business,J01-9992-1 (J01P27),0.43090185850815593,0.422,20,0.422,193.97289235424245,"Zinc, Total",Total,mg/L,0.1569,12.843294353980632,81.85656057349031
32.569846304019855,business,J01-9992-1 (J01P27),0.43090185850815593,0.422,20,0.422,193.97289235424245,"Copper, Total",Dissolved,mg/L,0.013699999999999999,1.1214348798568172,81.85656057349031
32.569846304019855,business,J01-9992-1 (J01P27),0.43090185850815593,0.422,20,0.422,193.97289235424245,"Zinc, Total",Dissolved,mg/L,0.0932,7.629031445449297,81.85656057349031
7.57048271248977,business,J01-9992-1 (J01P27),0.43090185850815593,0.414,30,0.414,193.97289235424245,Fecal coliforms,Total,CFU/100 mL,11600,931535.4182420139,80.30477743465637
7.57048271248977,business,J01-9992-1 (J01P27),0.43090185850815593,0.414,30,0.414,193.97289235424245,TN,Total,mg/L,2.71,217.62594684791875,80.30477743465637
7.57048271248977,business,J01-9992-1 (J01P27),0.43090185850815593,0.414,30,0.414,193.97289235424245,TP,Total,mg/L,0.34,27.30362432778317,80.30477743465637
7.57048271248977,business,J01-9992-1 (J01P27),0.43090185850815593,0.414,30,0.414,193.97289235424245,TSS,Total,mg/L,79.9,6416.351717029044,80.30477743465637
7.57048271248977,business,J01-9992-1 (J01P27),0.43090185850815593,0.414,30,0.414,193.97289235424245,"Copper, Total",Total,mg/L,0.0254,2.039741346840272,80.30477743465637
7.57048271248977,business,J01-9992-1 (J01P27),0.43090185850815593,0.414,30,0.414,193.97289235424245,"Lead, Total",Total,mg/L,0.0021000000000000003,0.1686400326127784,80.30477743465637
7.57048271248977,business,J01-9992-1 (J01P27),0.43090185850815593,0.414,30,0.414,193.97289235424245,"Zinc, Total",Total,mg/L,0.1569,12.599819579497586,80.30477743465637
7.57048271248977,business,J01-9992-1 (J01P27),0.43090185850815593,0.414,30,0.414,193.97289235424245,"Copper, Total",Dissolved,mg/L,0.013699999999999999,1.1001754508547923,80.30477743465637
7.57048271248977,business,J01-9992-1 (J01P27),0.43090185850815593,0.414,30,0.414,193.97289235424245,"Zinc, Total",Dissolved,mg/L,0.0932,7.484405256909974,80.30477743465637
4.541863728793009,business,J01-9992-1 (J01P27),0.43090185850815593,0.486,40,0.486,193.97289235424245,Fecal coliforms,Total,CFU/100 mL,11600,1093541.577936277,94.27082568416182
4.541863728793009,business,J01-9992-1 (J01P27),0.43090185850815593,0.486,40,0.486,193.97289235424245,TN,Total,mg/L,2.71,255.47393760407854,94.27082568416182
4.541863728793009,business,J01-9992-1 (J01P27),0.43090185850815593,0.486,40,0.486,193.97289235424245,TP,Total,mg/L,0.34,32.052080732615025,94.27082568416182
4.541863728793009,business,J01-9992-1 (J01P27),0.43090185850815593,0.486,40,0.486,193.97289235424245,TSS,Total,mg/L,79.9,7532.23897216453,94.27082568416182
4.541863728793009,business,J01-9992-1 (J01P27),0.43090185850815593,0.486,40,0.486,193.97289235424245,"Copper, Total",Total,mg/L,0.0254,2.3944789723777102,94.27082568416182
