FACILITYID,EMC_Group,RC,EMC_Group_Area,Area_Rainfall,Trib_LU_Volume,"Copper, Total - Dissolved - mg/L","Copper, Total - Total - mg/L",Fecal coliforms - Total - CFU/100 mL,"Lead, Total - Total - mg/L",TN - Total - mg/L,TP - Total - mg/L,TSS - Total - mg/L,"Zinc, Total - Dissolved - mg/L","Zinc, Total - Total - mg/L",RC_Group,RC_M,LSPC_LU_DESC,RC_WMA
DP04-12015-1,single family,0.405,19.993330505969883,6.7,4.5209918606624395,0.12878101383961477,0.31837792953297905,1097151682040.6423,0.03086982678201438,71.70404183297669,7.8353092913203035,1146.257181217428,0.18389497166965488,0.9867232353239718,Single Family Residential,0.18097054271416224,RESSFH,0.405
DP04-12015-1,surface street,0.471,2.5668996203314296,6.7,0.6750304276566577,0.02376995837589714,0.05359381437167107,140023611892.839,0.007096732276931929,10.105638844967373,1.2724126619485658,140.0168766184121,0.05657954539015909,0.20589407532863138,Streets and Roads,0.18097054271416224,TRANS,0.471
DP05-12190-1,developed open space,0.217,10.334746236607035,6.7,1.2521406294502475,0.0015011247403145676,0.030735973484657373,301104630607.88416,0.0064530284437795205,18.642268744655247,2.201019262978347,266.01175593462744,0.03573478033128235,0.06111049041025512,Developed Open Space,0.37104711657007117,OSDEV,0.21700000000000003
DP05-12190-1,single family,0.405,37.438739875972665,6.7,8.46583505445432,0.24115036145007132,0.5961822359949895,2054483939838.8604,0.05780564746644277,134.27022423498173,14.67209809380893,2146.437004367581,0.3443546340007642,1.8476998880122448,Single Family Residential,0.37104711657007117,RESSFH,0.405
DP05-12190-1,surface street,0.471,3.210359485880466,6.7,0.8442442857994156,0.029728514020034923,0.06702849187783816,175124156444.17725,0.008875712008193301,12.63887892999658,1.5913758476903606,175.11573279879002,0.0707626736984163,0.25750675740585205,Streets and Roads,0.37104711657007117,TRANS,0.471
DP06-12106-1,agriculture,0.222,0.9587922173897684,6.7,0.1188422953454618,0.002325336763226102,0.01414228972852921,375304233.13777214,6.910679902572294e-4,7.934923549715542,0.9289543583567252,239.1953572844791,0.002005420973389948,0.03243862274083552,Agriculture,0.40351939478435284,OSAGIR,0.222
DP06-12106-1,business,0.486,17.50466510329721,6.7,4.749890875779697,0.12958488622750725,0.37967776604571624,1132422821484.7822,0.0505631001590771,67.00137372195114,6.449799888577926,1003.4138506984377,0.5605332581306808,2.067411434651621,Commercial,0.40351939478435284,COMM,0.486
DP06-12106-1,developed open space,0.217,8.342639998882115,6.7,1.0107803578645589,0.0012117707600309043,0.024811365071491752,243064268599.07748,0.005209154823589892,15.048820100505035,1.77675493149425,214.73583041374033,0.02884661131659267,0.049330947270097104,Developed Open Space,0.40351939478435284,OSDEV,0.217
DP06-12106-1,developed open space,0.217,8.342639998882115,6.7,1.0107803578645589,0.0012117707600309043,0.024811365071491752,243064268599.07748,0.005209154823589892,15.048820100505035,1.77675493149425,214.73583041374033,0.02884661131659267,0.049330947270097104,Developed Open Space,0.40351939478435284,OSIRR,0.217
DP06-12106-1,multi-family,0.485,4.68211659531509,6.7,1.2678781563730321,0.041157842169871624,0.07979879257133726,335659918706.9607,0.007853485315728279,21.8915062495769,2.0030890717516807,167.92094748206443,0.09793024836853116,0.3139545233047151,Multi-family Residential,0.40351939478435284,RESMF,0.485
DP06-12106-1,open space,0.078,3.2803014533141934,6.7,0.14285712829183314,1.7630743249513032e-4,0.00262971285623136,1927240189.5260503,5.535699040684121e-4,0.9404922659472067,0.072245343840299,40.18881942267211,0.004028299206816228,0.004611254812828722,Open Space,0.40351939478435284,OSLOW,0.078
DP06-12106-1,single family,0.405,17.7532023146613,6.7,4.014442873402787,0.1143519031158521,0.28270566496333555,974222667670.2252,0.027411054907335745,63.67005042304832,6.957411673118689,1017.8262014280255,0.1632906851475029,0.8761670408065836,Single Family Residential,0.40351939478435284,RESSFH,0.405
DP06-12106-1,surface street,0.471,14.023625568464851,6.7,3.6878629338670446,0.12986132897496652,0.29279664057805427,764984609595.1649,0.038771253625602416,55.20967558273976,6.951514036001297,764.9478130777184,0.30910844861284636,1.1248517068233523,Streets and Roads,0.40351939478435284,TRANS,0.47100000000000003
I00-11437-1,agriculture,0.222,6.141847467541048,6.7,0.7612819936017129,0.014895681724744817,0.09059291969522593,2404130229.7279778,0.004426855067112624,50.82966801882209,5.950711603466294,1532.241681502964,0.0128463597256773,0.20779588039806524,Agriculture,0.3203016201747733,OSAGIR,0.222
I00-11437-1,business,0.422,12.20482247374744,6.7,2.8756595885227925,0.07845275404281724,0.22986296675690548,685586812419.1798,0.030611706163464335,40.563698793627644,3.904811579612928,607.4827267571463,0.3393557621815509,1.2516438105542145,Education,0.3203016201747733,EDU,0.422
I00-11437-1,business,0.486,6.210860686173058,6.7,1.6853170471930592,0.04597823898047803,0.13471412886974743,401796911884.9464,0.017940381555194077,23.772874003220483,2.288464722133214,356.0230144643308,0.1988837807334331,0.7335418487500084,Commercial,0.3203016201747733,COMM,0.486
I00-11437-1,business,0.486,6.210860686173058,6.7,1.6853170471930592,0.04597823898047803,0.13471412886974743,401796911884.9464,0.017940381555194077,23.772874003220483,2.288464722133214,356.0230144643308,0.1988837807334331,0.7335418487500084,Commercial,0.3203016201747733,UTIL,0.486
I00-11437-1,developed open space,0.217,28.935515080463972,6.7,3.5057787812905477,0.004202891543400876,0.08605544866963538,843041268772.5918,0.018067371716225824,52.19515177685972,6.162476041328589,744.7872448152294,0.10005124959046485,0.1710988810327111,Developed Open Space,0.3203016201747733,OSDEV,0.21699999999999997
I00-11437-1,developed open space,0.217,28.935515080463972,6.7,3.5057787812905477,0.004202891543400876,0.08605544866963538,843041268772.5918,0.018067371716225824,52.19515177685972,6.162476041328589,744.7872448152294,0.10005124959046485,0.1710988810327111,Developed Open Space,0.3203016201747733,OSIRR,0.21699999999999997
I00-11437-1,multi-family,0.485,0.12077745675832276,6.7,0.03270552881134748,0.001061686397966135,0.0020584483583332156,8658509563.323648,2.02584443128047e-4,0.5647019666444026,0.05167064912237124,4.331601864341606,0.0025261580092851383,0.008098608415787065,Multi-family Residential,0.3203016201747733,RESMF,0.485
I00-11437-1,open space,0.078,150.64997512625078,6.7,6.560806416748222,0.008097033366591776,0.1207712711830728,88509757638.60721,0.02542305744317809,43.19271825710679,3.317914346418458,1845.6976386307238,0.1850022578549381,0.21177487274884088,Open Space,0.3203016201747733,OSFOR,0.078
I00-11437-1,open space,0.078,150.64997512625078,6.7,6.560806416748222,0.008097033366591776,0.1207712711830728,88509757638.60721,0.02542305744317809,43.19271825710679,3.317914346418458,1845.6976386307238,0.1850022578549381,0.21177487274884088,Open Space,0.3203016201747733,OSLOW,0.078
I00-11437-1,single family,0.405,342.63611785749356,6.7,77.47859215052573,2.206987306221057,5.456208396800807,18802459796429.43,0.5290322992642186,1228.8295099711618,134.277776130851,19644.006311071615,3.151503906144612,16.909989991424442,Single Family Residential,0.3203016201747733,RESSFH,0.405
I00-11437-1,surface street,0.471,58.29270413962416,6.7,15.329523871117663,0.5398010658626562,1.217082405613657,3179849697269.005,0.16116240452125674,229.49281330117444,28.89570525430304,3179.696743348893,1.284886511984886,4.675727216666044,Streets and Roads,0.3203016201747733,TRANS,0.471
I00-11453-1,business,0.422,24.44795844802723,6.7,5.760346476329349,0.1571517877542039,0.4604475216334376,1373325825803.109,0.06131950890046858,81.25473555539588,7.821881182712557,1216.8724693537338,0.6797768333590307,2.507216793851837,Education,0.35420958136593284,EDU,0.422
I00-11453-1,business,0.486,2.163212500850382,6.7,0.5869877121057512,0.016013996506326574,0.04692027439304361,139943905766.1673,0.00624854744151962,8.279976129458895,0.797061107117502,124.00108042903501,0.06927025132873203,0.2554890501159607,Commercial,0.35420958136593284,COMM,0.486
I00-11453-1,developed open space,0.217,13.28202051095935,6.7,1.6092274684069834,0.001929217141272777,0.039501292136375515,386973979633.1704,0.008293310177708107,23.958691405529702,2.8287083520584577,341.8732804454421,0.04592566420581442,0.07853804713547277,Developed Open Space,0.35420958136593284,OSDEV,0.217
I00-11453-1,multi-family,0.485,5.8799250161261645,6.7,1.592234694991831,0.05168709938290514,0.10021341996616648,421530543449.2523,0.009862613164724613,27.491928621847368,2.5155318759696597,210.87953700669266,0.12298337845617532,0.39427233771847753,Multi-family Residential,0.35420958136593284,RESMF,0.485
I00-11453-1,open space,0.078,58.015293742190025,6.7,2.5265660424723757,0.003118166921763278,0.04650900716997702,34085100805.03216,0.009790417450480822,16.633512452356598,1.2777285575890671,710.7780175515571,0.0712443551578947,0.08155448707802705,Open Space,0.35420958136593284,OSLOW,0.078
I00-11453-1,single family,0.405,192.3634855689547,6.7,43.49819317427989,1.2390514271694304,3.063235924345058,10556116285486.34,0.29701041939586,689.8920323582388,75.38650978330708,11028.57908899121,1.7693239112121086,9.49364193134902,Single Family Residential,0.35420958136593284,RESSFH,0.405
I00-11453-1,surface street,0.471,45.9379519204518,6.7,12.080532906280812,0.4253938083025293,0.959129857801592,2505901633204.7725,0.1270051012310034,180.853332833335,22.77145207572245,2505.781096854094,1.01256333330189,3.6847378285604018,Streets and Roads,0.35420958136593284,TRANS,0.471
I00-11468-1,agriculture,0.222,1.4572295451783095,6.7,0.18062360212485146,0.0035341853765640872,0.021494294650189778,570409737.4170927,0.0010503263114415191,12.059969642698968,1.4118801890204253,363.5433573432177,0.0030479582958025603,0.04930215181713567,Agriculture,0.2298262367245765,OSAGIR,0.222
I00-11468-1,business,0.486,2.6467087956844653,6.7,0.7181844317089796,0.019593260204761705,0.05740735266793202,171222552637.87,0.0076451506577464474,10.130620843436034,0.9752110077380692,151.71637096072942,0.08475273853075294,0.3125930142679736,Commercial,0.2298262367245765,COMM,0.486
I00-11468-1,developed open space,0.217,10.745604512916158,6.7,1.3019195334440667,0.0015608020182283698,0.0319578834181455,313075058007.64435,0.006709568864094224,19.38339293170012,2.2885208774163757,276.58706460879046,0.037155418043623115,0.06353994055634844,Developed Open Space,0.2298262367245765,OSDEV,0.217
I00-11468-1,multi-family,0.485,0.12077745675832276,6.7,0.03270552881134748,0.001061686397966135,0.0020584483583332156,8658509563.323648,2.02584443128047e-4,0.5647019666444026,0.05167064912237124,4.331601864341606,0.0025261580092851383,0.008098608415787065,Multi-family Residential,0.2298262367245765,RESMF,0.485
I00-11468-1,open space,0.078,117.22134574605937,6.7,5.104989607240886,0.006300333916332955,0.09397260718880276,68869794989.08136,0.01978178226694854,33.608426130076396,2.581682369554918,1436.1446847853974,0.14395099377641052,0.16478287207160594,Open Space,0.2298262367245765,OSFOR,0.078
I00-11468-1,open space,0.078,117.22134574605937,6.7,5.104989607240886,0.006300333916332955,0.09397260718880276,68869794989.08136,0.01978178226694854,33.608426130076396,2.581682369554918,1436.1446847853974,0.14395099377641052,0.16478287207160594,Open Space,0.2298262367245765,OSLOW,0.078
I00-11468-1,single family,0.405,71.88172631734908,6.7,16.25425536351056,0.4630044798652156,1.1446594747853724,3944573262244.427,0.11098583297796022,257.7964841498901,28.170171944203883,4121.1215392535305,0.6611548796608838,3.547551496302655,Single Family Residential,0.2298262367245765,RESSFH,0.405
I00-11468-1,surface street,0.471,19.26360859300582,6.7,5.065847469745705,0.1783845269205349,0.40220126057316574,1050824127253.6907,0.05325828551664061,75.83898869664083,9.548974683083628,1050.7735815723179,0.4246080400391752,1.5451569852340001,Streets and Roads,0.2298262367245765,TRANS,0.4709999999999999
I00-11518-1,agriculture,0.222,6.141847467541048,6.7,0.7612819936017129,0.014895681724744817,0.09059291969522593,2404130229.7279778,0.004426855067112624,50.82966801882209,5.950711603466294,1532.241681502964,0.0128463597256773,0.20779588039806524,Agriculture,0.32701033649553674,OSAGIR,0.222
