Entry.Set,Station,Collected Date,HSN,Fraction,Sample Type,Composite Start Time,Composite End Time,Stormflow Volume -cf,d10-Acenaphthene - ng/L,d10-Phenanthrene - ng/L,d12-Chrysene - ng/L,d12-Perylene - ng/L,d8-Naphthalene - ng/L,PCB030 - ng/L,PCB112 - ng/L,PCB198 - ng/L,TCMX - ng/L,"2,4'-DDD - ng/L","2,4'-DDE - ng/L","2,4'-DDT - ng/L","4,4'-DDD - ng/L","4,4'-DDE - ng/L","4,4'-DDT - ng/L",Acenaphthene - ng/L,Acenaphthylene - ng/L,Aldrin - ng/L,Anthracene - ng/L,Azinphos Methyl - ng/L,Benz[a]anthracene - ng/L,Benzo[a]pyrene - ng/L,Benzo[b]fluoranthene - ng/L,"Benzo[g,h,i]perylene - ng/L",Benzo[k]fluoranthene - ng/L,BHC-alpha - ng/L,BHC-beta - ng/L,BHC-delta - ng/L,BHC-gamma - ng/L,Biphenyl - ng/L,Bolstar (Sulprofos) - ng/L,Chlordane-alpha - ng/L,Chlordane-gamma - ng/L,Chlorpyrifos - ng/L,Chrysene - ng/L,Demeton - ng/L,Diazinon - ng/L,"Dibenz[a,h]anthracene - ng/L",Dibenzothiophene - ng/L,Dichlorvos - ng/L,Dieldrin - ng/L,Dimethoate - ng/L,Disulfoton - ng/L,Endosulfan-I - ng/L,Endosulfan-II - ng/L,Endosulfan Sulfate - ng/L,Endrin - ng/L,Endrin Aldehyde - ng/L,Ethoprop (Ethoprofos) - ng/L,Ethyl Parathion - ng/L,Fenchlorphos (Ronnel) - ng/L,Fensulfothion - ng/L,Fenthion - ng/L,Fluoranthene - ng/L,Fluorene - ng/L,Heptachlor - ng/L,Heptachlor Epoxide - ng/L,"Indeno[1,2,3-cd]pyrene - ng/L",Malathion - ng/L,Merphos - ng/L,Methoxychlor - ng/L,Methyl Parathion - ng/L,Mevinphos (Phosdrin) - ng/L,Mirex - ng/L,Naphthalene - ng/L,Phenanthrene - ng/L,Phorate - ng/L,Pyrene - ng/L,Tetrachlorvinphos (Stirofos) - ng/L,Tokuthion (Prothiofos) - ng/L,Toxaphene - ng/L,trans-Nonachlor - ng/L,Trichloronate - ng/L,"Arsenic, Total - ug/L","Cadmium, Total - ug/L","Calcium, Total","Chromium, Total - ug/L","Copper, Total - ug/L",Dissolved Organic Carbon - mg/L,"Hardness as CaCO3, Total - mg/L","Iron, Total - ug/L","Lead, Total - ug/L","Magnesium, Total - ug/L","Manganese, Total - ug/L",MBAS - mg/L,"Mercury, Total - ug/L","Nickel, Total - ug/L","Selenium, Total - ug/L","Silver, Total - ug/L","Thallium, Total - ug/L",Total Organic Carbon (TOC) - mg/L,"Zinc, Total - ug/L","Ammonia, as Nitrogen - mg/L",Chloride - mg/L,Nitrate + Nitrite as N - mg/L,"Nitrogen, Total Kjeldahl - mg/L",Orthophosphate as P - mg/L,pH,Phosphorus as PO4 - mg/L,SpecificConductivity,Sulfate - mg/L,Temperature,Total Dissolved Solids - mg/L,VSS - mg/L,TSS - mg/L,Turbidity - NTU,Enterococcus - CFU/100 mL,E. coli - CFU/100 mL,Fecal coliforms - CFU/100 mL,Total Coliforms - CFU/100 mL,Field Specific Conductivity,Field Dissolved Oxygen,Field pH,Field Temperature,Field Turbidity - NTU,TN - mg/L,GlobalID_tribarea,area_acres,OBJECTID,IN_FID,NEAR_FID,NEAR_DIST,OBJECTID_outfall,GlobalID,LOCDESC,OBJECTID_hydstra,station,Rain_Gage_Total,Composite Begin,Composite End,Rain_Event_Total,RC_Actual,RC_M,RC_CF,RC_Group,LSPC_LU_DESC,RC_WMA,RC_WMAcf,Stormwater Volume (acre-ft)_RC_M,Stormwater Volume (acre-ft)_RC_Actual,Stormwater Volume (acre-ft)_RC_WMAcf
1979,J01-9992-1 (J01P27),10/8/2021 11:53,1979003,Dissolved,Composite,10/8/2021 3:49,10/8/2021 8:49,153562.50000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,0.27,NA,0.85,10,NA,NA,40,<0.2,NA,11,NA,<0.05,3.7,2.9,<0.2,<0.2,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,{62405ECA-C5C8-487E-B695-4FCC395FFA58},553.84107572999994,11,11,29,9036.131335,11,{DE6D1FF7-E755-41CE-9C57-7D26DD867CD5},J01P27; Woodfield Park,29,SULPHURCREEK,7.09,2021-10-08,2021-10-08,0.52,0.14688926002444805,0.43090185850815593,0.34088797048358005,Freeway,TRFWY,0.45,NA,141.00305377900102,48.06624483471075,NA
1979,J01-9992-1 (J01P27),10/8/2021 11:53,1979003,Dissolved,Composite,10/8/2021 3:49,10/8/2021 8:49,153562.50000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,0.27,NA,0.85,10,NA,NA,40,<0.2,NA,11,NA,<0.05,3.7,2.9,<0.2,<0.2,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,{62405ECA-C5C8-487E-B695-4FCC395FFA58},553.84107572999994,11,11,29,9036.131335,11,{DE6D1FF7-E755-41CE-9C57-7D26DD867CD5},J01P27; Woodfield Park,29,SULPHURCREEK,7.09,2021-10-08,2021-10-08,0.52,0.14688926002444805,0.43090185850815593,0.34088797048358005,Light Industrial,IND,0.414,NA,141.00305377900102,48.06624483471075,NA
1979,J01-9992-1 (J01P27),10/8/2021 11:53,1979003,Dissolved,Composite,10/8/2021 3:49,10/8/2021 8:49,153562.50000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,0.27,NA,0.85,10,NA,NA,40,<0.2,NA,11,NA,<0.05,3.7,2.9,<0.2,<0.2,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,{62405ECA-C5C8-487E-B695-4FCC395FFA58},553.84107572999994,11,11,29,9036.131335,11,{DE6D1FF7-E755-41CE-9C57-7D26DD867CD5},J01P27; Woodfield Park,29,SULPHURCREEK,7.09,2021-10-08,2021-10-08,0.52,0.14688926002444805,0.43090185850815593,0.34088797048358005,Multi-family Residential,RESMF,0.48499999999999993,NA,141.00305377900102,48.06624483471075,NA
1979,J01-9992-1 (J01P27),10/8/2021 11:53,1979003,Dissolved,Composite,10/8/2021 3:49,10/8/2021 8:49,153562.50000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,0.27,NA,0.85,10,NA,NA,40,<0.2,NA,11,NA,<0.05,3.7,2.9,<0.2,<0.2,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,{62405ECA-C5C8-487E-B695-4FCC395FFA58},553.84107572999994,11,11,29,9036.131335,11,{DE6D1FF7-E755-41CE-9C57-7D26DD867CD5},J01P27; Woodfield Park,29,SULPHURCREEK,7.09,2021-10-08,2021-10-08,0.52,0.14688926002444805,0.43090185850815593,0.34088797048358005,Open Space,OSLOW,0.078,NA,141.00305377900102,48.06624483471075,NA
1979,J01-9992-1 (J01P27),10/8/2021 11:53,1979003,Dissolved,Composite,10/8/2021 3:49,10/8/2021 8:49,153562.50000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,0.27,NA,0.85,10,NA,NA,40,<0.2,NA,11,NA,<0.05,3.7,2.9,<0.2,<0.2,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,{62405ECA-C5C8-487E-B695-4FCC395FFA58},553.84107572999994,11,11,29,9036.131335,11,{DE6D1FF7-E755-41CE-9C57-7D26DD867CD5},J01P27; Woodfield Park,29,SULPHURCREEK,7.09,2021-10-08,2021-10-08,0.52,0.14688926002444805,0.43090185850815593,0.34088797048358005,Single Family Residential,RESSFH,0.405,NA,141.00305377900102,48.06624483471075,NA
1979,J01-9992-1 (J01P27),10/8/2021 11:53,1979003,Dissolved,Composite,10/8/2021 3:49,10/8/2021 8:49,153562.50000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,0.27,NA,0.85,10,NA,NA,40,<0.2,NA,11,NA,<0.05,3.7,2.9,<0.2,<0.2,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,{62405ECA-C5C8-487E-B695-4FCC395FFA58},553.84107572999994,11,11,29,9036.131335,11,{DE6D1FF7-E755-41CE-9C57-7D26DD867CD5},J01P27; Woodfield Park,29,SULPHURCREEK,7.09,2021-10-08,2021-10-08,0.52,0.14688926002444805,0.43090185850815593,0.34088797048358005,Streets and Roads,TRANS,0.471,NA,141.00305377900102,48.06624483471075,NA
2007,J03-9216-2,10/26/2021 8:15,2007007,Total,Grab,NA,NA,58.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7000,4500,5900,>=27000,NA,NA,NA,NA,NA,NA,{937976FA-29DD-484B-8AA4-9F81D9CFC877},1123.28596907,495,495,29,8071.272419,495,{BDBAD671-CCD0-47D1-B121-7ED3242CBA94},J03P01in; 8x10 box channel in Crown Valley Park,29,SULPHURCREEK,7.09,NA,NA,NA,NA,0.3713237849421887,NA,Commercial,COMM,0.486,0.1473020720783361,246.4382362531137,NA,97.76067225283143
2007,J03-9216-2,10/26/2021 8:15,2007007,Total,Grab,NA,NA,58.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7000,4500,5900,>=27000,NA,NA,NA,NA,NA,NA,{937976FA-29DD-484B-8AA4-9F81D9CFC877},1123.28596907,495,495,29,8071.272419,495,{BDBAD671-CCD0-47D1-B121-7ED3242CBA94},J03P01in; 8x10 box channel in Crown Valley Park,29,SULPHURCREEK,7.09,NA,NA,NA,NA,0.3713237849421887,NA,Commercial,UTIL,0.486,0.1473020720783361,246.4382362531137,NA,97.76067225283143
2007,J03-9216-2,10/26/2021 8:15,2007007,Total,Grab,NA,NA,58.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7000,4500,5900,>=27000,NA,NA,NA,NA,NA,NA,{937976FA-29DD-484B-8AA4-9F81D9CFC877},1123.28596907,495,495,29,8071.272419,495,{BDBAD671-CCD0-47D1-B121-7ED3242CBA94},J03P01in; 8x10 box channel in Crown Valley Park,29,SULPHURCREEK,7.09,NA,NA,NA,NA,0.3713237849421887,NA,Developed Open Space,OSDEV,0.217,0.1473020720783361,246.4382362531137,NA,97.76067225283143
2007,J03-9216-2,10/26/2021 8:15,2007007,Total,Grab,NA,NA,58.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7000,4500,5900,>=27000,NA,NA,NA,NA,NA,NA,{937976FA-29DD-484B-8AA4-9F81D9CFC877},1123.28596907,495,495,29,8071.272419,495,{BDBAD671-CCD0-47D1-B121-7ED3242CBA94},J03P01in; 8x10 box channel in Crown Valley Park,29,SULPHURCREEK,7.09,NA,NA,NA,NA,0.3713237849421887,NA,Developed Open Space,OSIRR,0.217,0.1473020720783361,246.4382362531137,NA,97.76067225283143
2007,J03-9216-2,10/26/2021 8:15,2007007,Total,Grab,NA,NA,58.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7000,4500,5900,>=27000,NA,NA,NA,NA,NA,NA,{937976FA-29DD-484B-8AA4-9F81D9CFC877},1123.28596907,495,495,29,8071.272419,495,{BDBAD671-CCD0-47D1-B121-7ED3242CBA94},J03P01in; 8x10 box channel in Crown Valley Park,29,SULPHURCREEK,7.09,NA,NA,NA,NA,0.3713237849421887,NA,Education,EDU,0.422,0.1473020720783361,246.4382362531137,NA,97.76067225283143
2007,J03-9216-2,10/26/2021 8:15,2007007,Total,Grab,NA,NA,58.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7000,4500,5900,>=27000,NA,NA,NA,NA,NA,NA,{937976FA-29DD-484B-8AA4-9F81D9CFC877},1123.28596907,495,495,29,8071.272419,495,{BDBAD671-CCD0-47D1-B121-7ED3242CBA94},J03P01in; 8x10 box channel in Crown Valley Park,29,SULPHURCREEK,7.09,NA,NA,NA,NA,0.3713237849421887,NA,Multi-family Residential,RESMF,0.485,0.1473020720783361,246.4382362531137,NA,97.76067225283143
2007,J03-9216-2,10/26/2021 8:15,2007007,Total,Grab,NA,NA,58.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7000,4500,5900,>=27000,NA,NA,NA,NA,NA,NA,{937976FA-29DD-484B-8AA4-9F81D9CFC877},1123.28596907,495,495,29,8071.272419,495,{BDBAD671-CCD0-47D1-B121-7ED3242CBA94},J03P01in; 8x10 box channel in Crown Valley Park,29,SULPHURCREEK,7.09,NA,NA,NA,NA,0.3713237849421887,NA,Open Space,OSFOR,0.078,0.1473020720783361,246.4382362531137,NA,97.76067225283143
2007,J03-9216-2,10/26/2021 8:15,2007007,Total,Grab,NA,NA,58.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7000,4500,5900,>=27000,NA,NA,NA,NA,NA,NA,{937976FA-29DD-484B-8AA4-9F81D9CFC877},1123.28596907,495,495,29,8071.272419,495,{BDBAD671-CCD0-47D1-B121-7ED3242CBA94},J03P01in; 8x10 box channel in Crown Valley Park,29,SULPHURCREEK,7.09,NA,NA,NA,NA,0.3713237849421887,NA,Open Space,OSLOW,0.078,0.1473020720783361,246.4382362531137,NA,97.76067225283143
2007,J03-9216-2,10/26/2021 8:15,2007007,Total,Grab,NA,NA,58.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7000,4500,5900,>=27000,NA,NA,NA,NA,NA,NA,{937976FA-29DD-484B-8AA4-9F81D9CFC877},1123.28596907,495,495,29,8071.272419,495,{BDBAD671-CCD0-47D1-B121-7ED3242CBA94},J03P01in; 8x10 box channel in Crown Valley Park,29,SULPHURCREEK,7.09,NA,NA,NA,NA,0.3713237849421887,NA,Single Family Residential,RESSFH,0.405,0.1473020720783361,246.4382362531137,NA,97.76067225283143
2007,J03-9216-2,10/26/2021 8:15,2007007,Total,Grab,NA,NA,58.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7000,4500,5900,>=27000,NA,NA,NA,NA,NA,NA,{937976FA-29DD-484B-8AA4-9F81D9CFC877},1123.28596907,495,495,29,8071.272419,495,{BDBAD671-CCD0-47D1-B121-7ED3242CBA94},J03P01in; 8x10 box channel in Crown Valley Park,29,SULPHURCREEK,7.09,NA,NA,NA,NA,0.3713237849421887,NA,Streets and Roads,TRANS,0.471,0.1473020720783361,246.4382362531137,NA,97.76067225283143
2007,J03-9216-2,10/26/2021 8:15,2007008,Total,Composite,10/25/2021 12:43,10/26/2021 5:53,540565.5000000005,76,92,132,NA,62,82,78,70,53,<2,<2,<2,<2,<2,<2,<5,<5,<5,<5,<10,<5,<5,9.1199999999999992,19.5,DNQ3.77,<5,<5,<5,<5,<5,<4,<2,<2,<1,16.600000000000001,<2,<1,<5,11.6,<6,<2,<10,<2,<5,<5,<5,<5,<5,<2,<20,<4,<2,<4,18.3,<5,<5,<5,<5,<5,<2,<5,<2,<10,<5,<5,7.7,<10,30.1,<4,<6,<25,<2,<2,2.3,2.2000000000000002,95.5,4.1,23,13,416,2200,2,43.1,260,0.12,<0.05,14,2.4,<0.2,<0.2,15,82,<0.1,170,1.5,2.9,0.27,H7.3,1.4,1400,330,H22.4,930,20,77,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,{937976FA-29DD-484B-8AA4-9F81D9CFC877},1123.28596907,495,495,29,8071.272419,495,{BDBAD671-CCD0-47D1-B121-7ED3242CBA94},J03P01in; 8x10 box channel in Crown Valley Park,29,SULPHURCREEK,7.09,2021-10-25,2021-10-26,0.9,0.1473020720783361,0.3713237849421887,0.3966944161717772,Commercial,COMM,0.486,0.1473020720783361,246.4382362531137,97.76067225283143,97.76067225283143
2007,J03-9216-2,10/26/2021 8:15,2007008,Total,Composite,10/25/2021 12:43,10/26/2021 5:53,540565.5000000005,76,92,132,NA,62,82,78,70,53,<2,<2,<2,<2,<2,<2,<5,<5,<5,<5,<10,<5,<5,9.1199999999999992,19.5,DNQ3.77,<5,<5,<5,<5,<5,<4,<2,<2,<1,16.600000000000001,<2,<1,<5,11.6,<6,<2,<10,<2,<5,<5,<5,<5,<5,<2,<20,<4,<2,<4,18.3,<5,<5,<5,<5,<5,<2,<5,<2,<10,<5,<5,7.7,<10,30.1,<4,<6,<25,<2,<2,2.3,2.2000000000000002,95.5,4.1,23,13,416,2200,2,43.1,260,0.12,<0.05,14,2.4,<0.2,<0.2,15,82,<0.1,170,1.5,2.9,0.27,H7.3,1.4,1400,330,H22.4,930,20,77,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,{937976FA-29DD-484B-8AA4-9F81D9CFC877},1123.28596907,495,495,29,8071.272419,495,{BDBAD671-CCD0-47D1-B121-7ED3242CBA94},J03P01in; 8x10 box channel in Crown Valley Park,29,SULPHURCREEK,7.09,2021-10-25,2021-10-26,0.9,0.1473020720783361,0.3713237849421887,0.3966944161717772,Commercial,UTIL,0.486,0.1473020720783361,246.4382362531137,97.76067225283143,97.76067225283143
2007,J03-9216-2,10/26/2021 8:15,2007008,Total,Composite,10/25/2021 12:43,10/26/2021 5:53,540565.5000000005,76,92,132,NA,62,82,78,70,53,<2,<2,<2,<2,<2,<2,<5,<5,<5,<5,<10,<5,<5,9.1199999999999992,19.5,DNQ3.77,<5,<5,<5,<5,<5,<4,<2,<2,<1,16.600000000000001,<2,<1,<5,11.6,<6,<2,<10,<2,<5,<5,<5,<5,<5,<2,<20,<4,<2,<4,18.3,<5,<5,<5,<5,<5,<2,<5,<2,<10,<5,<5,7.7,<10,30.1,<4,<6,<25,<2,<2,2.3,2.2000000000000002,95.5,4.1,23,13,416,2200,2,43.1,260,0.12,<0.05,14,2.4,<0.2,<0.2,15,82,<0.1,170,1.5,2.9,0.27,H7.3,1.4,1400,330,H22.4,930,20,77,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,{937976FA-29DD-484B-8AA4-9F81D9CFC877},1123.28596907,495,495,29,8071.272419,495,{BDBAD671-CCD0-47D1-B121-7ED3242CBA94},J03P01in; 8x10 box channel in Crown Valley Park,29,SULPHURCREEK,7.09,2021-10-25,2021-10-26,0.9,0.1473020720783361,0.3713237849421887,0.3966944161717772,Developed Open Space,OSDEV,0.217,0.1473020720783361,246.4382362531137,97.76067225283143,97.76067225283143
