Entry.Set,Station,Collected Date,HSN,Fraction,Sample Type,Composite Start Time,Composite End Time,Stormflow Volume -cf,d10-Acenaphthene - ng/L,d10-Phenanthrene - ng/L,d12-Chrysene - ng/L,d12-Perylene - ng/L,d8-Naphthalene - ng/L,PCB030 - ng/L,PCB112 - ng/L,PCB198 - ng/L,TCMX - ng/L,"2,4'-DDD - ng/L","2,4'-DDE - ng/L","2,4'-DDT - ng/L","4,4'-DDD - ng/L","4,4'-DDE - ng/L","4,4'-DDT - ng/L",Acenaphthene - ng/L,Acenaphthylene - ng/L,Aldrin - ng/L,Anthracene - ng/L,Azinphos Methyl - ng/L,Benz[a]anthracene - ng/L,Benzo[a]pyrene - ng/L,Benzo[b]fluoranthene - ng/L,"Benzo[g,h,i]perylene - ng/L",Benzo[k]fluoranthene - ng/L,BHC-alpha - ng/L,BHC-beta - ng/L,BHC-delta - ng/L,BHC-gamma - ng/L,Biphenyl - ng/L,Bolstar (Sulprofos) - ng/L,Chlordane-alpha - ng/L,Chlordane-gamma - ng/L,Chlorpyrifos - ng/L,Chrysene - ng/L,Demeton - ng/L,Diazinon - ng/L,"Dibenz[a,h]anthracene - ng/L",Dibenzothiophene - ng/L,Dichlorvos - ng/L,Dieldrin - ng/L,Dimethoate - ng/L,Disulfoton - ng/L,Endosulfan-I - ng/L,Endosulfan-II - ng/L,Endosulfan Sulfate - ng/L,Endrin - ng/L,Endrin Aldehyde - ng/L,Ethoprop (Ethoprofos) - ng/L,Ethyl Parathion - ng/L,Fenchlorphos (Ronnel) - ng/L,Fensulfothion - ng/L,Fenthion - ng/L,Fluoranthene - ng/L,Fluorene - ng/L,Heptachlor - ng/L,Heptachlor Epoxide - ng/L,"Indeno[1,2,3-cd]pyrene - ng/L",Malathion - ng/L,Merphos - ng/L,Methoxychlor - ng/L,Methyl Parathion - ng/L,Mevinphos (Phosdrin) - ng/L,Mirex - ng/L,Naphthalene - ng/L,Phenanthrene - ng/L,Phorate - ng/L,Pyrene - ng/L,Tetrachlorvinphos (Stirofos) - ng/L,Tokuthion (Prothiofos) - ng/L,Toxaphene - ng/L,trans-Nonachlor - ng/L,Trichloronate - ng/L,"Arsenic, Total - ug/L","Cadmium, Total - ug/L","Calcium, Total","Chromium, Total - ug/L","Copper, Total - ug/L",Dissolved Organic Carbon - mg/L,"Hardness as CaCO3, Total - mg/L","Iron, Total - ug/L","Lead, Total - ug/L","Magnesium, Total - ug/L","Manganese, Total - ug/L",MBAS - mg/L,"Mercury, Total - ug/L","Nickel, Total - ug/L","Selenium, Total - ug/L","Silver, Total - ug/L","Thallium, Total - ug/L",Total Organic Carbon (TOC) - mg/L,"Zinc, Total - ug/L","Ammonia, as Nitrogen - mg/L",Chloride - mg/L,Nitrate + Nitrite as N - mg/L,"Nitrogen, Total Kjeldahl - mg/L",Orthophosphate as P - mg/L,pH,Phosphorus as PO4 - mg/L,SpecificConductivity,Sulfate - mg/L,Temperature,Total Dissolved Solids - mg/L,VSS - mg/L,TSS - mg/L,Turbidity - NTU,Enterococcus - CFU/100 mL,E. coli - CFU/100 mL,Fecal coliforms - CFU/100 mL,Total Coliforms - CFU/100 mL,Field Specific Conductivity,Field Dissolved Oxygen,Field pH,Field Temperature,Field Turbidity - NTU,TN - mg/L,GlobalID_tribarea,area_acres,OBJECTID,IN_FID,NEAR_FID,NEAR_DIST,OBJECTID_outfall,GlobalID,LOCDESC,OBJECTID_hydstra,station,Rain_Gage_Total,Composite Begin,Composite End,Rain_Event_Total,RC_Actual,RC_M,RC_CF,RC_Group,LSPC_LU_DESC,RC_WMA,RC_WMAcf,Stormwater Volume (acre-ft)_RC_M,Stormwater Volume (acre-ft)_RC_Actual,Stormwater Volume (acre-ft)_RC_WMAcf
2080,K01-12156-4,12/14/2021 8:07,2080001,Total,Composite,12/14/2021 05:00,12/14/2021 22:00,99454.19999999998,66,72,76,NA,65,55,68,69,50,<2,<2,<2,<2,<2,<2,<5,<5,<5,<5,<10,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<4,<2,<2,<1,<5,<2,<1,<5,<5,<6,<2,<10,<2,<5,<5,<5,<5,<5,<2,<20,<4,<2,<4,DNQ3.85,<5,<5,<5,<5,<5,<2,<5,<2,<10,<5,DNQ4.2,<5,<10,7.06,<4,<6,<25,<2,<2,1.6,0.28999999999999998,78.7,2.9,10,12,358,1900,0.94,39.1,120,5.3999999999999999E-2,<0.05,4.8,1.8,<0.2,<0.2,25,31,0.36,200,1.2,1.6,0.39,H6.66,2.1,1400,310,H20.6,870,16,68,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,{69600548-71B3-42DD-82C0-FEECBD33EB65},1412.69395318,215,215,29,16023.70933,215,{309906B0-76A0-4415-BAED-B4E04CEE89DD},SCNK01; Salt Creek Corridor Regional Park (station on upstream side of tunnel).  RW that captures influence of upstream outfalls,29,SULPHURCREEK,7.09,2021-12-14,2021-12-14,2.96,0.0065520425024664,0.3188453372859192,0.020549281222798522,Commercial,UTIL,0.486,NA,266.1295782568917,5.468771545305635,NA
2080,K01-12156-4,12/14/2021 8:07,2080001,Total,Composite,12/14/2021 05:00,12/14/2021 22:00,99454.19999999998,66,72,76,NA,65,55,68,69,50,<2,<2,<2,<2,<2,<2,<5,<5,<5,<5,<10,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<4,<2,<2,<1,<5,<2,<1,<5,<5,<6,<2,<10,<2,<5,<5,<5,<5,<5,<2,<20,<4,<2,<4,DNQ3.85,<5,<5,<5,<5,<5,<2,<5,<2,<10,<5,DNQ4.2,<5,<10,7.06,<4,<6,<25,<2,<2,1.6,0.28999999999999998,78.7,2.9,10,12,358,1900,0.94,39.1,120,5.3999999999999999E-2,<0.05,4.8,1.8,<0.2,<0.2,25,31,0.36,200,1.2,1.6,0.39,H6.66,2.1,1400,310,H20.6,870,16,68,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,{69600548-71B3-42DD-82C0-FEECBD33EB65},1412.69395318,215,215,29,16023.70933,215,{309906B0-76A0-4415-BAED-B4E04CEE89DD},SCNK01; Salt Creek Corridor Regional Park (station on upstream side of tunnel).  RW that captures influence of upstream outfalls,29,SULPHURCREEK,7.09,2021-12-14,2021-12-14,2.96,0.0065520425024664,0.3188453372859192,0.020549281222798522,Developed Open Space,OSDEV,0.217,NA,266.1295782568917,5.468771545305635,NA
2080,K01-12156-4,12/14/2021 8:07,2080001,Total,Composite,12/14/2021 05:00,12/14/2021 22:00,99454.19999999998,66,72,76,NA,65,55,68,69,50,<2,<2,<2,<2,<2,<2,<5,<5,<5,<5,<10,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<4,<2,<2,<1,<5,<2,<1,<5,<5,<6,<2,<10,<2,<5,<5,<5,<5,<5,<2,<20,<4,<2,<4,DNQ3.85,<5,<5,<5,<5,<5,<2,<5,<2,<10,<5,DNQ4.2,<5,<10,7.06,<4,<6,<25,<2,<2,1.6,0.28999999999999998,78.7,2.9,10,12,358,1900,0.94,39.1,120,5.3999999999999999E-2,<0.05,4.8,1.8,<0.2,<0.2,25,31,0.36,200,1.2,1.6,0.39,H6.66,2.1,1400,310,H20.6,870,16,68,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,{69600548-71B3-42DD-82C0-FEECBD33EB65},1412.69395318,215,215,29,16023.70933,215,{309906B0-76A0-4415-BAED-B4E04CEE89DD},SCNK01; Salt Creek Corridor Regional Park (station on upstream side of tunnel).  RW that captures influence of upstream outfalls,29,SULPHURCREEK,7.09,2021-12-14,2021-12-14,2.96,0.0065520425024664,0.3188453372859192,0.020549281222798522,Developed Open Space,OSIRR,0.217,NA,266.1295782568917,5.468771545305635,NA
2080,K01-12156-4,12/14/2021 8:07,2080001,Total,Composite,12/14/2021 05:00,12/14/2021 22:00,99454.19999999998,66,72,76,NA,65,55,68,69,50,<2,<2,<2,<2,<2,<2,<5,<5,<5,<5,<10,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<4,<2,<2,<1,<5,<2,<1,<5,<5,<6,<2,<10,<2,<5,<5,<5,<5,<5,<2,<20,<4,<2,<4,DNQ3.85,<5,<5,<5,<5,<5,<2,<5,<2,<10,<5,DNQ4.2,<5,<10,7.06,<4,<6,<25,<2,<2,1.6,0.28999999999999998,78.7,2.9,10,12,358,1900,0.94,39.1,120,5.3999999999999999E-2,<0.05,4.8,1.8,<0.2,<0.2,25,31,0.36,200,1.2,1.6,0.39,H6.66,2.1,1400,310,H20.6,870,16,68,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,{69600548-71B3-42DD-82C0-FEECBD33EB65},1412.69395318,215,215,29,16023.70933,215,{309906B0-76A0-4415-BAED-B4E04CEE89DD},SCNK01; Salt Creek Corridor Regional Park (station on upstream side of tunnel).  RW that captures influence of upstream outfalls,29,SULPHURCREEK,7.09,2021-12-14,2021-12-14,2.96,0.0065520425024664,0.3188453372859192,0.020549281222798522,Education,EDU,0.42199999999999993,NA,266.1295782568917,5.468771545305635,NA
2080,K01-12156-4,12/14/2021 8:07,2080001,Total,Composite,12/14/2021 05:00,12/14/2021 22:00,99454.19999999998,66,72,76,NA,65,55,68,69,50,<2,<2,<2,<2,<2,<2,<5,<5,<5,<5,<10,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<4,<2,<2,<1,<5,<2,<1,<5,<5,<6,<2,<10,<2,<5,<5,<5,<5,<5,<2,<20,<4,<2,<4,DNQ3.85,<5,<5,<5,<5,<5,<2,<5,<2,<10,<5,DNQ4.2,<5,<10,7.06,<4,<6,<25,<2,<2,1.6,0.28999999999999998,78.7,2.9,10,12,358,1900,0.94,39.1,120,5.3999999999999999E-2,<0.05,4.8,1.8,<0.2,<0.2,25,31,0.36,200,1.2,1.6,0.39,H6.66,2.1,1400,310,H20.6,870,16,68,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,{69600548-71B3-42DD-82C0-FEECBD33EB65},1412.69395318,215,215,29,16023.70933,215,{309906B0-76A0-4415-BAED-B4E04CEE89DD},SCNK01; Salt Creek Corridor Regional Park (station on upstream side of tunnel).  RW that captures influence of upstream outfalls,29,SULPHURCREEK,7.09,2021-12-14,2021-12-14,2.96,0.0065520425024664,0.3188453372859192,0.020549281222798522,Multi-family Residential,RESMF,0.485,NA,266.1295782568917,5.468771545305635,NA
2080,K01-12156-4,12/14/2021 8:07,2080001,Total,Composite,12/14/2021 05:00,12/14/2021 22:00,99454.19999999998,66,72,76,NA,65,55,68,69,50,<2,<2,<2,<2,<2,<2,<5,<5,<5,<5,<10,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<4,<2,<2,<1,<5,<2,<1,<5,<5,<6,<2,<10,<2,<5,<5,<5,<5,<5,<2,<20,<4,<2,<4,DNQ3.85,<5,<5,<5,<5,<5,<2,<5,<2,<10,<5,DNQ4.2,<5,<10,7.06,<4,<6,<25,<2,<2,1.6,0.28999999999999998,78.7,2.9,10,12,358,1900,0.94,39.1,120,5.3999999999999999E-2,<0.05,4.8,1.8,<0.2,<0.2,25,31,0.36,200,1.2,1.6,0.39,H6.66,2.1,1400,310,H20.6,870,16,68,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,{69600548-71B3-42DD-82C0-FEECBD33EB65},1412.69395318,215,215,29,16023.70933,215,{309906B0-76A0-4415-BAED-B4E04CEE89DD},SCNK01; Salt Creek Corridor Regional Park (station on upstream side of tunnel).  RW that captures influence of upstream outfalls,29,SULPHURCREEK,7.09,2021-12-14,2021-12-14,2.96,0.0065520425024664,0.3188453372859192,0.020549281222798522,Open Space,OSFOR,0.078,NA,266.1295782568917,5.468771545305635,NA
2080,K01-12156-4,12/14/2021 8:07,2080001,Total,Composite,12/14/2021 05:00,12/14/2021 22:00,99454.19999999998,66,72,76,NA,65,55,68,69,50,<2,<2,<2,<2,<2,<2,<5,<5,<5,<5,<10,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<4,<2,<2,<1,<5,<2,<1,<5,<5,<6,<2,<10,<2,<5,<5,<5,<5,<5,<2,<20,<4,<2,<4,DNQ3.85,<5,<5,<5,<5,<5,<2,<5,<2,<10,<5,DNQ4.2,<5,<10,7.06,<4,<6,<25,<2,<2,1.6,0.28999999999999998,78.7,2.9,10,12,358,1900,0.94,39.1,120,5.3999999999999999E-2,<0.05,4.8,1.8,<0.2,<0.2,25,31,0.36,200,1.2,1.6,0.39,H6.66,2.1,1400,310,H20.6,870,16,68,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,{69600548-71B3-42DD-82C0-FEECBD33EB65},1412.69395318,215,215,29,16023.70933,215,{309906B0-76A0-4415-BAED-B4E04CEE89DD},SCNK01; Salt Creek Corridor Regional Park (station on upstream side of tunnel).  RW that captures influence of upstream outfalls,29,SULPHURCREEK,7.09,2021-12-14,2021-12-14,2.96,0.0065520425024664,0.3188453372859192,0.020549281222798522,Open Space,OSLOW,0.078,NA,266.1295782568917,5.468771545305635,NA
2080,K01-12156-4,12/14/2021 8:07,2080001,Total,Composite,12/14/2021 05:00,12/14/2021 22:00,99454.19999999998,66,72,76,NA,65,55,68,69,50,<2,<2,<2,<2,<2,<2,<5,<5,<5,<5,<10,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<4,<2,<2,<1,<5,<2,<1,<5,<5,<6,<2,<10,<2,<5,<5,<5,<5,<5,<2,<20,<4,<2,<4,DNQ3.85,<5,<5,<5,<5,<5,<2,<5,<2,<10,<5,DNQ4.2,<5,<10,7.06,<4,<6,<25,<2,<2,1.6,0.28999999999999998,78.7,2.9,10,12,358,1900,0.94,39.1,120,5.3999999999999999E-2,<0.05,4.8,1.8,<0.2,<0.2,25,31,0.36,200,1.2,1.6,0.39,H6.66,2.1,1400,310,H20.6,870,16,68,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,{69600548-71B3-42DD-82C0-FEECBD33EB65},1412.69395318,215,215,29,16023.70933,215,{309906B0-76A0-4415-BAED-B4E04CEE89DD},SCNK01; Salt Creek Corridor Regional Park (station on upstream side of tunnel).  RW that captures influence of upstream outfalls,29,SULPHURCREEK,7.09,2021-12-14,2021-12-14,2.96,0.0065520425024664,0.3188453372859192,0.020549281222798522,Single Family Residential,RESSFH,0.405,NA,266.1295782568917,5.468771545305635,NA
2080,K01-12156-4,12/14/2021 8:07,2080001,Total,Composite,12/14/2021 05:00,12/14/2021 22:00,99454.19999999998,66,72,76,NA,65,55,68,69,50,<2,<2,<2,<2,<2,<2,<5,<5,<5,<5,<10,<5,<5,<5,<5,<5,<5,<5,<5,<5,<5,<4,<2,<2,<1,<5,<2,<1,<5,<5,<6,<2,<10,<2,<5,<5,<5,<5,<5,<2,<20,<4,<2,<4,DNQ3.85,<5,<5,<5,<5,<5,<2,<5,<2,<10,<5,DNQ4.2,<5,<10,7.06,<4,<6,<25,<2,<2,1.6,0.28999999999999998,78.7,2.9,10,12,358,1900,0.94,39.1,120,5.3999999999999999E-2,<0.05,4.8,1.8,<0.2,<0.2,25,31,0.36,200,1.2,1.6,0.39,H6.66,2.1,1400,310,H20.6,870,16,68,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,{69600548-71B3-42DD-82C0-FEECBD33EB65},1412.69395318,215,215,29,16023.70933,215,{309906B0-76A0-4415-BAED-B4E04CEE89DD},SCNK01; Salt Creek Corridor Regional Park (station on upstream side of tunnel).  RW that captures influence of upstream outfalls,29,SULPHURCREEK,7.09,2021-12-14,2021-12-14,2.96,0.0065520425024664,0.3188453372859192,0.020549281222798522,Streets and Roads,TRANS,0.471,NA,266.1295782568917,5.468771545305635,NA
2080,K01-12156-4,12/14/2021 8:07,2080002,Dissolved,Composite,12/14/2021 05:00,12/14/2021 22:00,99454.19999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,<0.2,NA,0.4,5,NA,NA,69,<0.2,NA,62,NA,<0.05,3.3,1.5,<0.2,<0.2,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,{69600548-71B3-42DD-82C0-FEECBD33EB65},1412.69395318,215,215,29,16023.70933,215,{309906B0-76A0-4415-BAED-B4E04CEE89DD},SCNK01; Salt Creek Corridor Regional Park (station on upstream side of tunnel).  RW that captures influence of upstream outfalls,29,SULPHURCREEK,7.09,2021-12-14,2021-12-14,2.96,0.0065520425024664,0.3188453372859192,0.020549281222798522,Agriculture,OSAGIR,0.222,NA,266.1295782568917,5.468771545305635,NA
2080,K01-12156-4,12/14/2021 8:07,2080002,Dissolved,Composite,12/14/2021 05:00,12/14/2021 22:00,99454.19999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,<0.2,NA,0.4,5,NA,NA,69,<0.2,NA,62,NA,<0.05,3.3,1.5,<0.2,<0.2,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,{69600548-71B3-42DD-82C0-FEECBD33EB65},1412.69395318,215,215,29,16023.70933,215,{309906B0-76A0-4415-BAED-B4E04CEE89DD},SCNK01; Salt Creek Corridor Regional Park (station on upstream side of tunnel).  RW that captures influence of upstream outfalls,29,SULPHURCREEK,7.09,2021-12-14,2021-12-14,2.96,0.0065520425024664,0.3188453372859192,0.020549281222798522,Agriculture,OSAGNI,0.22200000000000003,NA,266.1295782568917,5.468771545305635,NA
2080,K01-12156-4,12/14/2021 8:07,2080002,Dissolved,Composite,12/14/2021 05:00,12/14/2021 22:00,99454.19999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,<0.2,NA,0.4,5,NA,NA,69,<0.2,NA,62,NA,<0.05,3.3,1.5,<0.2,<0.2,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,{69600548-71B3-42DD-82C0-FEECBD33EB65},1412.69395318,215,215,29,16023.70933,215,{309906B0-76A0-4415-BAED-B4E04CEE89DD},SCNK01; Salt Creek Corridor Regional Park (station on upstream side of tunnel).  RW that captures influence of upstream outfalls,29,SULPHURCREEK,7.09,2021-12-14,2021-12-14,2.96,0.0065520425024664,0.3188453372859192,0.020549281222798522,Commercial,COMM,0.48599999999999993,NA,266.1295782568917,5.468771545305635,NA
2080,K01-12156-4,12/14/2021 8:07,2080002,Dissolved,Composite,12/14/2021 05:00,12/14/2021 22:00,99454.19999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,<0.2,NA,0.4,5,NA,NA,69,<0.2,NA,62,NA,<0.05,3.3,1.5,<0.2,<0.2,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,{69600548-71B3-42DD-82C0-FEECBD33EB65},1412.69395318,215,215,29,16023.70933,215,{309906B0-76A0-4415-BAED-B4E04CEE89DD},SCNK01; Salt Creek Corridor Regional Park (station on upstream side of tunnel).  RW that captures influence of upstream outfalls,29,SULPHURCREEK,7.09,2021-12-14,2021-12-14,2.96,0.0065520425024664,0.3188453372859192,0.020549281222798522,Commercial,UTIL,0.486,NA,266.1295782568917,5.468771545305635,NA
2080,K01-12156-4,12/14/2021 8:07,2080002,Dissolved,Composite,12/14/2021 05:00,12/14/2021 22:00,99454.19999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,<0.2,NA,0.4,5,NA,NA,69,<0.2,NA,62,NA,<0.05,3.3,1.5,<0.2,<0.2,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,{69600548-71B3-42DD-82C0-FEECBD33EB65},1412.69395318,215,215,29,16023.70933,215,{309906B0-76A0-4415-BAED-B4E04CEE89DD},SCNK01; Salt Creek Corridor Regional Park (station on upstream side of tunnel).  RW that captures influence of upstream outfalls,29,SULPHURCREEK,7.09,2021-12-14,2021-12-14,2.96,0.0065520425024664,0.3188453372859192,0.020549281222798522,Developed Open Space,OSDEV,0.217,NA,266.1295782568917,5.468771545305635,NA
2080,K01-12156-4,12/14/2021 8:07,2080002,Dissolved,Composite,12/14/2021 05:00,12/14/2021 22:00,99454.19999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,<0.2,NA,0.4,5,NA,NA,69,<0.2,NA,62,NA,<0.05,3.3,1.5,<0.2,<0.2,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,{69600548-71B3-42DD-82C0-FEECBD33EB65},1412.69395318,215,215,29,16023.70933,215,{309906B0-76A0-4415-BAED-B4E04CEE89DD},SCNK01; Salt Creek Corridor Regional Park (station on upstream side of tunnel).  RW that captures influence of upstream outfalls,29,SULPHURCREEK,7.09,2021-12-14,2021-12-14,2.96,0.0065520425024664,0.3188453372859192,0.020549281222798522,Developed Open Space,OSIRR,0.217,NA,266.1295782568917,5.468771545305635,NA
2080,K01-12156-4,12/14/2021 8:07,2080002,Dissolved,Composite,12/14/2021 05:00,12/14/2021 22:00,99454.19999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,<0.2,NA,0.4,5,NA,NA,69,<0.2,NA,62,NA,<0.05,3.3,1.5,<0.2,<0.2,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,{69600548-71B3-42DD-82C0-FEECBD33EB65},1412.69395318,215,215,29,16023.70933,215,{309906B0-76A0-4415-BAED-B4E04CEE89DD},SCNK01; Salt Creek Corridor Regional Park (station on upstream side of tunnel).  RW that captures influence of upstream outfalls,29,SULPHURCREEK,7.09,2021-12-14,2021-12-14,2.96,0.0065520425024664,0.3188453372859192,0.020549281222798522,Education,EDU,0.42199999999999993,NA,266.1295782568917,5.468771545305635,NA
2080,K01-12156-4,12/14/2021 8:07,2080002,Dissolved,Composite,12/14/2021 05:00,12/14/2021 22:00,99454.19999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,<0.2,NA,0.4,5,NA,NA,69,<0.2,NA,62,NA,<0.05,3.3,1.5,<0.2,<0.2,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,{69600548-71B3-42DD-82C0-FEECBD33EB65},1412.69395318,215,215,29,16023.70933,215,{309906B0-76A0-4415-BAED-B4E04CEE89DD},SCNK01; Salt Creek Corridor Regional Park (station on upstream side of tunnel).  RW that captures influence of upstream outfalls,29,SULPHURCREEK,7.09,2021-12-14,2021-12-14,2.96,0.0065520425024664,0.3188453372859192,0.020549281222798522,Multi-family Residential,RESMF,0.485,NA,266.1295782568917,5.468771545305635,NA
2080,K01-12156-4,12/14/2021 8:07,2080002,Dissolved,Composite,12/14/2021 05:00,12/14/2021 22:00,99454.19999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,<0.2,NA,0.4,5,NA,NA,69,<0.2,NA,62,NA,<0.05,3.3,1.5,<0.2,<0.2,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,{69600548-71B3-42DD-82C0-FEECBD33EB65},1412.69395318,215,215,29,16023.70933,215,{309906B0-76A0-4415-BAED-B4E04CEE89DD},SCNK01; Salt Creek Corridor Regional Park (station on upstream side of tunnel).  RW that captures influence of upstream outfalls,29,SULPHURCREEK,7.09,2021-12-14,2021-12-14,2.96,0.0065520425024664,0.3188453372859192,0.020549281222798522,Open Space,OSFOR,0.078,NA,266.1295782568917,5.468771545305635,NA
