,Inst Time,Flow (cfs)
3,10/1/2021 0:00,0.019
4,10/2/2021 0:00,0.111
5,10/3/2021 0:00,0.054
6,10/4/2021 0:00,2.67
7,10/5/2021 0:00,3.69
8,10/6/2021 0:00,0.126
9,10/7/2021 0:00,0.449
10,10/8/2021 0:00,6.09
11,10/9/2021 0:00,0.363
12,10/10/2021 0:00,0.188
13,10/11/2021 0:00,0.226
14,10/12/2021 0:00,0.374
15,10/13/2021 0:00,0.404
16,10/14/2021 0:00,0.291
17,10/15/2021 0:00,0.798
18,10/16/2021 0:00,0.542
19,10/17/2021 0:00,0.667
20,10/18/2021 0:00,0.675
21,10/19/2021 0:00,0.634
22,10/20/2021 0:00,0.739
23,10/21/2021 0:00,0.616
24,10/22/2021 0:00,0.884
25,10/23/2021 0:00,1.05
26,10/24/2021 0:00,0.803
27,10/25/2021 0:00,8.07
28,10/26/2021 0:00,0.546
29,10/27/2021 0:00,0.104
30,10/28/2021 0:00,0.087
31,10/29/2021 0:00,0.227
32,10/30/2021 0:00,0.358
33,10/31/2021 0:00,0.341
34,11/1/2021 0:00,0.344
35,11/2/2021 0:00,0.946
36,11/3/2021 0:00,1.79
37,11/4/2021 0:00,2.4
38,11/5/2021 0:00,1.87
39,11/6/2021 0:00,
40,11/7/2021 0:00,0.922
41,11/8/2021 0:00,0.839
42,11/9/2021 0:00,0.748
43,11/10/2021 0:00,0.688
44,11/11/2021 0:00,0.708
45,11/12/2021 0:00,0.626
46,11/13/2021 0:00,0.549
47,11/14/2021 0:00,0.82
48,11/15/2021 0:00,0.984
49,11/16/2021 0:00,0.834
50,11/17/2021 0:00,0.958
51,11/18/2021 0:00,1.62
52,11/19/2021 0:00,1.02
53,11/20/2021 0:00,1.13
54,11/21/2021 0:00,0.941
55,11/22/2021 0:00,1.36
56,11/23/2021 0:00,1.31
57,11/24/2021 0:00,1.25
58,11/25/2021 0:00,1.31
59,11/26/2021 0:00,1.66
