FacilityID,QInscfsAdj,QInsCFAdj,Q_DailyavgCF,AVGDISCHARGE,JURISDICTI,SAMPLEDRY,PERSISTENTFLOW,JURISDICTI3,PERCENTAGE,area_acres,AREA
K01-12159-2,NA,NA,5246.207999999999,0.154127,DANA POINT,1,Yes,DANA POINT,100,NA,NA
K01-12159-3,NA,NA,417.312,0.021493,DANA POINT,1,Yes,DANA POINT,100,NA,NA
K01-12177-1 (K01P07),NA,NA,4419.036,0.246265,LAGUNA NIGUEL,1,Yes,LAGUNA NIGUEL,100,512.43104875,512.4315018
L01-218-4,NA,NA,1475.4959999999999,0.02282,RANCHO SANTA MARGARITA,NA,Yes,RANCHO SANTA MARGARITA,100,37.33151421,37.33154721
L01-223-1 (L08TBN1),NA,NA,24.830063999999993,0.049092,RANCHO SANTA MARGARITA,NA,Yes,ORANGE CO,4.285274231,136.87916674,5.865652846
L01-223-1 (L08TBN1),NA,NA,24.830063999999993,0.049092,RANCHO SANTA MARGARITA,NA,Yes,RANCHO SANTA MARGARITA,95.71472594,136.87916674,131.0136351
L01-303-4,NA,NA,1102.8959999999997,0.020775,ORANGE CO,NA,Yes,ORANGE CO,100,NA,NA
L01-335-1,NA,NA,192.686364,0.01107,ORANGE CO,NA,Yes,ORANGE CO,79.80262992,442.4725473,353.1050416
L01-335-1,NA,NA,192.686364,0.01107,ORANGE CO,NA,Yes,RANCHO SANTA MARGARITA,20.19737008,442.4725473,89.36789689
L01-340-1,NA,NA,462.50837999999993,0.052773,ORANGE CO,1,Yes,ORANGE CO,98.78639742,169.47171779,167.4151527
L01-340-1,NA,NA,462.50837999999993,0.052773,ORANGE CO,1,Yes,RANCHO SANTA MARGARITA,1.213602575,169.47171779,2.05671495
L01-391-3,NA,NA,1242.0099359999997,0.012479,ORANGE CO,NA,Yes,ORANGE CO,100,85.50832944,85.50840504
L01-404-1,NA,NA,3268.3577759999994,0.08469,ORANGE CO,1,Yes,ORANGE CO,100,237.79044171,237.7906519
L01-404-2,NA,NA,1251.936,0.06365,ORANGE CO,NA,Yes,ORANGE CO,100,NA,NA
L01-414-2,NA,NA,0,0,ORANGE CO,NA,Unknown,ORANGE CO,100,6.92037064,6.920376761
L01-414-3,NA,NA,894.2399999999998,0.232035,ORANGE CO,NA,Yes,ORANGE CO,100.0000001,86.8482772,86.84835409
L01-458-1,NA,NA,0,6.75e-4,ORANGE CO,NA,Unknown,ORANGE CO,100,600.45529611,600.4558269
L01-471-1,NA,NA,0,0.001375,ORANGE CO,NA,Unknown,ORANGE CO,100,319.331511,319.3317933
L01-494-1,NA,NA,5350.535999999999,0.095255,ORANGE CO,NA,Yes,ORANGE CO,100,298.6999359,298.7002
L01-514-1,NA,NA,286.1568,0.019417,ORANGE CO,NA,Yes,ORANGE CO,100,267.40709935,267.4073357
L01-517-6,NA,NA,1102.8959999999997,0.02934,ORANGE CO,NA,Yes,ORANGE CO,100,13.85397146,13.85398371
L01-517-7,NA,NA,0,0.001777,ORANGE CO,NA,Unknown,ORANGE CO,100,141.90900182,141.9091273
L01-556-1,NA,NA,685.2263039999999,0.004752,SAN JUAN CAPISTRANO,NA,Yes,SAN JUAN CAPISTRANO,100,96.73680063,96.73688615
L01-601-1,NA,NA,0,0,SAN JUAN CAPISTRANO,NA,Unknown,SAN JUAN CAPISTRANO,100,10.8002002,10.80020974
L01-618-4,NA,NA,0,0,SAN JUAN CAPISTRANO,NA,Unknown,SAN JUAN CAPISTRANO,100,108.67944992,108.679546
L01-618-5 (L01S09),NA,NA,244.48521599999998,0.018739,SAN JUAN CAPISTRANO,NA,Yes,SAN JUAN CAPISTRANO,100,393.00595298,393.0063004
L01-724-1 (L01S01),NA,NA,4233.928319999999,0.083773,SAN JUAN CAPISTRANO,1,Yes,DANA POINT,36.30009378,283.40904032,102.8778384
L01-724-1 (L01S01),NA,NA,4233.928319999999,0.083773,SAN JUAN CAPISTRANO,1,Yes,LAGUNA NIGUEL,25.77911591,283.40904032,73.0604096
L01-724-1 (L01S01),NA,NA,4233.928319999999,0.083773,SAN JUAN CAPISTRANO,1,Yes,SAN JUAN CAPISTRANO,37.92078556,283.40904032,107.4710295
L01-724-4 (L01P03),NA,NA,5156.0388,0.124156,SAN JUAN CAPISTRANO,1,Yes,LAGUNA NIGUEL,29.00896475,349.72191376,101.4507964
L01-724-4 (L01P03),NA,NA,5156.0388,0.124156,SAN JUAN CAPISTRANO,1,Yes,SAN JUAN CAPISTRANO,70.99103534,349.72191376,248.2714269
L01-726-3,NA,NA,0,0,DANA POINT,NA,Unknown,SAN JUAN CAPISTRANO,100,11.88573163,11.88574213
L01-726-5,NA,NA,372.5999999999999,0.01097,DANA POINT,1,Yes,DANA POINT,93.73312978,68.90709888,64.58883753
L01-726-5,NA,NA,372.5999999999999,0.01097,DANA POINT,1,Yes,SAN JUAN CAPISTRANO,6.26686923,68.90709888,4.318321595
L01-726-6,NA,NA,0,0,DANA POINT,NA,Unknown,DANA POINT,90.70659762,6.21310567,5.635701739
L01-726-6,NA,NA,0,0,DANA POINT,NA,Unknown,SAN JUAN CAPISTRANO,9.293403178,6.21310567,0.57740947
L01-726-7,NA,NA,0,0,DANA POINT,NA,Unknown,SAN JUAN CAPISTRANO,100,5.74416805,5.744173127
L01-726-8,NA,NA,343.92470399999996,4.8e-4,SAN JUAN CAPISTRANO,NA,Unknown,SAN JUAN CAPISTRANO,100,32.32890123,32.32892981
L01-726-9,NA,NA,0,0,SAN JUAN CAPISTRANO,NA,Unknown,SAN JUAN CAPISTRANO,100,89.27240799,89.27248691
L01-727-1 (L01S04),NA,NA,0,0.065621,DANA POINT,NA,Unknown,DANA POINT,92.73717517,458.4026999,425.1100906
L01-727-1 (L01S04),NA,NA,0,0.065621,DANA POINT,NA,Unknown,LAGUNA NIGUEL,7.26282481,458.4026999,33.29301445
L01-727-2,NA,NA,0,0,DANA POINT,NA,Unknown,DANA POINT,100,0.72723724,0.727237887
L01-728-4,NA,NA,625.968,0.007,DANA POINT,NA,Unknown,DANA POINT,100,79.2189438,NA
L01-728-5 (L01-DP),NA,NA,476.928,0.012099,DANA POINT,1,Yes,DANA POINT,100,24.72372499,24.72374684
L01-728-6,NA,NA,0,0,DANA POINT,NA,Unknown,DANA POINT,100,4.46590424,4.465908189
L01-728-7 (L01S03),NA,NA,1395.0144,0.153355,DANA POINT,NA,Yes,DANA POINT,5.459020382,185.67562068,10.13607894
L01-728-7 (L01S03),NA,NA,1395.0144,0.153355,DANA POINT,NA,Yes,SAN JUAN CAPISTRANO,94.5409795,185.67562068,175.5397057
L01-728-8d,NA,NA,0,0,DANA POINT,NA,Unknown,DANA POINT,100,NA,NA
L01-728-9,NA,NA,0,0,DANA POINT,NA,Unknown,DANA POINT,100,NA,NA
L01-730-1,NA,NA,357.69599999999997,0.023405,RANCHO SANTA MARGARITA,NA,Yes,ORANGE CO,12.81955962,32.58238943,4.17692253
L01-730-1,NA,NA,357.69599999999997,0.023405,RANCHO SANTA MARGARITA,NA,Yes,RANCHO SANTA MARGARITA,87.18044032,32.58238943,28.40549569
L01-731-1 (L08TBN2),NA,NA,52672.34563199999,0.356639,RANCHO SANTA MARGARITA,1,Yes,ORANGE CO,5.866443295,1093.30467632,64.13815558
L01-731-1 (L08TBN2),NA,NA,52672.34563199999,0.356639,RANCHO SANTA MARGARITA,1,Yes,RANCHO SANTA MARGARITA,94.13355663,1093.30467632,1029.167486
L01-733-4,NA,NA,0,0,ORANGE CO,NA,Unknown,ORANGE CO,100,50.68731652,50.68736133
L01-733-5,NA,NA,0,0,ORANGE CO,NA,Unknown,ORANGE CO,100,NA,NA
L01-733-7,NA,NA,3505.4207999999994,0.0588,ORANGE CO,NA,Unknown,ORANGE CO,100,NA,NA
L01-747-2,NA,NA,1876.4583119999998,0.024409,SAN JUAN CAPISTRANO,NA,Yes,ORANGE CO,17.94560662,240.61672041,43.18016829
L01-747-2,NA,NA,1876.4583119999998,0.024409,SAN JUAN CAPISTRANO,NA,Yes,SAN JUAN CAPISTRANO,82.05439338,240.61672041,197.4367648
L01-748-1,NA,NA,0,0,SAN JUAN CAPISTRANO,NA,Unknown,SAN JUAN CAPISTRANO,100,99.91794386,99.91803219
L01-749-3,NA,NA,0,0,SAN JUAN CAPISTRANO,NA,Unknown,SAN JUAN CAPISTRANO,100,41.93011742,41.93015449
L01-749-5,NA,NA,0,0.008383,SAN JUAN CAPISTRANO,NA,Unknown,SAN JUAN CAPISTRANO,100,NA,NA
L01-760-1,NA,NA,365.148,0.015615,ORANGE CO,NA,Yes,ORANGE CO,100,33.51045004,33.51047967
L01-766-2 (L01S06),NA,NA,7397.048952000001,0.179334,SAN JUAN CAPISTRANO,NA,Yes,SAN JUAN CAPISTRANO,99.99999998,245.40622496,245.4064419
L01-766-3,NA,NA,178.84799999999998,0.00798,SAN JUAN CAPISTRANO,NA,Unknown,SAN JUAN CAPISTRANO,100,369.98019559,369.9805227
L01-766-4,NA,NA,0,0.001979,SAN JUAN CAPISTRANO,NA,Unknown,SAN JUAN CAPISTRANO,100,25.87303207,25.87305495
L01-766-5,NA,NA,0,0,SAN JUAN CAPISTRANO,NA,Unknown,SAN JUAN CAPISTRANO,100,63.97582891,63.97588547
L01-766-8,NA,NA,0,0,SAN JUAN CAPISTRANO,NA,Unknown,SAN JUAN CAPISTRANO,100,NA,NA
L02-166-1 (L02PXX),NA,NA,3343.265279999999,0.041916,RANCHO SANTA MARGARITA,NA,Yes,MISSION VIEJO,5.462000754,77.28378749,4.221244787
L02-166-1 (L02PXX),NA,NA,3343.265279999999,0.041916,RANCHO SANTA MARGARITA,NA,Yes,RANCHO SANTA MARGARITA,94.53799939,77.28378749,73.06261114
L02-166-2 (L02P25),NA,NA,3795.668748,0.243318,RANCHO SANTA MARGARITA,NA,Yes,MISSION VIEJO,33.47599172,363.95293383,121.8369617
L02-166-2 (L02P25),NA,NA,3795.668748,0.243318,RANCHO SANTA MARGARITA,NA,Yes,RANCHO SANTA MARGARITA,66.5240082,363.95293383,242.1162936
L02-166-3 (L02P26),NA,NA,1338.6623759999998,0.176934,RANCHO SANTA MARGARITA,1,Yes,ORANGE CO,0.561546905,494.68519995,2.777891884
L02-166-3 (L02P26),NA,NA,1338.6623759999998,0.176934,RANCHO SANTA MARGARITA,1,Yes,RANCHO SANTA MARGARITA,99.43845321,494.68519995,491.907746
L02-204-1 (L02P45),NA,NA,632.317104,0.021742,RANCHO SANTA MARGARITA,NA,Yes,RANCHO SANTA MARGARITA,100,53.98208335,53.98213107
L02-246-1 (L11P01),NA,NA,4135.859999999999,0.046996,RANCHO SANTA MARGARITA,1,Yes,RANCHO SANTA MARGARITA,100,228.03010278,228.0303044
L02-344-2,NA,NA,3576.959999999999,0.408144,ORANGE CO,NA,Yes,ORANGE CO,100,NA,NA
L02-359-1 (L02P43),NA,NA,268.272,0.010162,ORANGE CO,NA,Yes,MISSION VIEJO,99.12347837,92.45754976,91.64722036
L02-359-1 (L02P43),NA,NA,268.272,0.010162,ORANGE CO,NA,Yes,ORANGE CO,0.876521628,92.45754976,0.810411137
L02-366-1 (MVL02P14),NA,NA,875.6099999999999,0.023387,MISSION VIEJO,NA,Yes,MISSION VIEJO,100,198.82243813,NA
L02-502-1,NA,NA,0,0.026428,SAN JUAN CAPISTRANO,NA,Unknown,MISSION VIEJO,2.076270077,371.7262534,7.718047791
L02-502-1,NA,NA,0,0.026428,SAN JUAN CAPISTRANO,NA,Unknown,ORANGE CO,25.20341608,371.7262534,93.68779714
L02-502-1,NA,NA,0,0.026428,SAN JUAN CAPISTRANO,NA,Unknown,SAN JUAN CAPISTRANO,72.7203139,371.7262534,270.3207373
L02-502-5,NA,NA,0,0,SAN JUAN CAPISTRANO,NA,Unknown,SAN JUAN CAPISTRANO,100,NA,NA
L02-541-2,NA,NA,0,0,SAN JUAN CAPISTRANO,NA,Unknown,SAN JUAN CAPISTRANO,100,7.06807992,7.068086166
L02-541-7,NA,NA,0,0,SAN JUAN CAPISTRANO,NA,Unknown,SAN JUAN CAPISTRANO,100,24.77553865,24.77556055
L02-541-9 (L02P02),NA,NA,3010.421699999999,0.048641,SAN JUAN CAPISTRANO,NA,Yes,SAN JUAN CAPISTRANO,100,222.36515452,222.3653511
L02-641-2,NA,NA,11461.176,0.384827,RANCHO SANTA MARGARITA,1,Yes,ORANGE CO,0.587888306,926.34500026,5.44587874
L02-641-2,NA,NA,11461.176,0.384827,RANCHO SANTA MARGARITA,1,Yes,RANCHO SANTA MARGARITA,99.41211166,926.34500026,920.8999402
L03-142-1 (L03P24),NA,NA,282.006036,0.018174,RANCHO SANTA MARGARITA,NA,Yes,ORANGE CO,99.82087577,255.6287671,255.1710996
L03-142-1 (L03P24),NA,NA,282.006036,0.018174,RANCHO SANTA MARGARITA,NA,Yes,RANCHO SANTA MARGARITA,0.179123703,255.6287671,0.457892119
L03-214-2 (L03P18),NA,NA,6319.295999999999,0.566083,MISSION VIEJO,1,Yes,MISSION VIEJO,95.45320027,1483.91003393,1416.440869
L03-214-2 (L03P18),NA,NA,6319.295999999999,0.566083,MISSION VIEJO,1,Yes,RANCHO SANTA MARGARITA,4.546799732,1483.91003393,67.47047709
L03-240-1 (L03P14),NA,NA,843.9240959999998,0.019278,MISSION VIEJO,NA,Yes,MISSION VIEJO,100,343.94004359,NA
L03-241-3,NA,NA,24923.363039999997,0.418065,MISSION VIEJO,NA,Unknown,MISSION VIEJO,100,722.06959077,NA
L03-316-1,NA,NA,1142.033904,0.041047,MISSION VIEJO,NA,Yes,MISSION VIEJO,100,22.65150986,22.65152989
L03-316-3 (L03P12),NA,NA,2891.3759999999993,0.249529,MISSION VIEJO,1,Yes,MISSION VIEJO,99.99999995,361.42380014,361.4241195
L03-418-1,NA,NA,1659.7317959999998,0.066361,LAGUNA NIGUEL,NA,Yes,LAGUNA NIGUEL,5.475663849,123.71430811,6.774185634
L03-418-1,NA,NA,1659.7317959999998,0.066361,LAGUNA NIGUEL,NA,Yes,MISSION VIEJO,94.52433574,123.71430811,116.9402313
L03-418-3,NA,NA,0,7.22e-4,LAGUNA NIGUEL,NA,Unknown,LAGUNA NIGUEL,100,6.6378544,6.637860272
L03-418-8,NA,NA,5907.409056,0.134285,LAGUNA NIGUEL,1,Yes,LAGUNA NIGUEL,9.876554085,210.54842175,20.79494713
L03-418-8,NA,NA,5907.409056,0.134285,LAGUNA NIGUEL,1,Yes,MISSION VIEJO,90.12344547,210.54842175,189.7536598
L03-455-2,NA,NA,369.6192,0.006273,SAN JUAN CAPISTRANO,NA,Yes,SAN JUAN CAPISTRANO,100,45.63681477,45.63685511
L03-455-3 (L03P37),NA,NA,0,0,SAN JUAN CAPISTRANO,NA,Unknown,LAGUNA NIGUEL,4.200759936,72.14698507,3.030724323
L03-455-3 (L03P37),NA,NA,0,0,SAN JUAN CAPISTRANO,NA,Unknown,MISSION VIEJO,60.02596233,72.14698507,43.30696036
L03-455-3 (L03P37),NA,NA,0,0,SAN JUAN CAPISTRANO,NA,Unknown,SAN JUAN CAPISTRANO,35.77328003,72.14698507,25.80936582
L03-455-4,NA,NA,0,0,SAN JUAN CAPISTRANO,NA,Unknown,SAN JUAN CAPISTRANO,100,NA,NA
L03-455-5,NA,NA,0,0.006815,LAGUNA NIGUEL,NA,Unknown,LAGUNA NIGUEL,88.43637715,23.75471305,21.0078262
L03-455-5,NA,NA,0,0.006815,LAGUNA NIGUEL,NA,Unknown,SAN JUAN CAPISTRANO,11.56362628,23.75471305,2.746908669
L03-455-6,NA,NA,0,0,LAGUNA NIGUEL,NA,Unknown,LAGUNA NIGUEL,82.19683381,5.33953354,4.38893139
L03-455-6,NA,NA,0,0,LAGUNA NIGUEL,NA,Unknown,MISSION VIEJO,17.76583201,5.33953354,0.948613397
L03-455-6,NA,NA,0,0,LAGUNA NIGUEL,NA,Unknown,SAN JUAN CAPISTRANO,0.037321744,5.33953354,0.001992809
L03-455-7,NA,NA,786.7150919999999,0.054716,LAGUNA NIGUEL,NA,Yes,LAGUNA NIGUEL,85.95696177,64.2143521,55.19675488
L03-455-7,NA,NA,786.7150919999999,0.054716,LAGUNA NIGUEL,NA,Yes,SAN JUAN CAPISTRANO,14.04303869,64.2143521,9.017654281
L03-693-1 (L03P11),NA,NA,976.2119999999999,0.090433,MISSION VIEJO,NA,Yes,MISSION VIEJO,100,279.81210476,279.8123521
L03-708-1,NA,NA,1172.4479999999999,0.018177,LAGUNA NIGUEL,NA,Yes,LAGUNA HILLS,0.312130536,108.98900254,0.340188259
L03-708-1,NA,NA,1172.4479999999999,0.018177,LAGUNA NIGUEL,NA,Yes,LAGUNA NIGUEL,99.68786762,108.98900254,108.6489086
L03-708-11 (L03P05),NA,NA,4108.906115999999,0.133617,LAGUNA NIGUEL,NA,Yes,LAGUNA HILLS,98.82675596,171.70778799,169.6933866
L03-708-11 (L03P05),NA,NA,4108.906115999999,0.133617,LAGUNA NIGUEL,NA,Yes,LAGUNA NIGUEL,1.173244193,171.70778799,2.014553432
L03-708-13,NA,NA,3187.1607839999997,0.043565,LAGUNA NIGUEL,NA,Yes,MISSION VIEJO,100,64.06432828,64.06438492
L03-708-5,NA,NA,0,0.006287,LAGUNA NIGUEL,NA,Unknown,LAGUNA NIGUEL,78.20762138,28.84826742,22.5615637
L03-708-5,NA,NA,0,0.006287,LAGUNA NIGUEL,NA,Unknown,MISSION VIEJO,21.792378,28.84826742,6.28672904
L03-708-9,NA,NA,337.672476,0.045486,LAGUNA NIGUEL,NA,Yes,LAGUNA NIGUEL,100,NA,NA
L04-136-1u (L04P07),NA,NA,10509.495984000001,0.228296,MISSION VIEJO,NA,Yes,MISSION VIEJO,100,NA,NA
L04-672-1,NA,NA,4306.381632,0.200871,MISSION VIEJO,1,Yes,MISSION VIEJO,100,NA,NA
L04-702-1 (L04P02),NA,NA,3406.6370880000004,0.022439,MISSION VIEJO,NA,Yes,LAGUNA HILLS,99.99999962,84.3662671,84.36634137
L04-702-4,NA,NA,0,0,MISSION VIEJO,NA,Unknown,LAGUNA HILLS,56.399775,374.77459069,211.3722128
L04-702-4,NA,NA,0,0,MISSION VIEJO,NA,Unknown,MISSION VIEJO,43.60022493,374.77459069,163.402709
L05-049-1,NA,NA,19312.141176000005,1.074799,ORANGE CO,1,Yes,ORANGE CO,100,478.27356101,478.2739839
L05-049-2,NA,NA,13985.9136,0.293041,ORANGE CO,NA,Yes,ORANGE CO,100,NA,NA
L05-489-3d,NA,NA,119703.35390399999,2.136918,ORANGE CO,NA,Yes,ORANGE CO,100,1930.33211516,1930.332115
L05-489-7,NA,NA,1073.088,0.093024,ORANGE CO,NA,Yes,ORANGE CO,100,92.32955997,92.32964159
L05-503-1,NA,NA,3832.4741759999997,0.057778,SAN JUAN CAPISTRANO,1,Yes,SAN JUAN CAPISTRANO,100,NA,NA
LC01-11446-1,NA,NA,429.23519999999996,0.017,LAGUNA BEACH,NA,Yes,LAGUNA BEACH,39.36702966,178.33264473,70.20432721
LC01-11446-1,NA,NA,429.23519999999996,0.017,LAGUNA BEACH,NA,Yes,ORANGE CO,55.76166121,178.33264473,99.4413331
LC02-11508-2,NA,NA,488.79158399999994,0.02265,LAGUNA BEACH,NA,Yes,LAGUNA BEACH,100,NA,NA
LC02-11508-3,NA,NA,0,0,LAGUNA BEACH,NA,Unknown,LAGUNA BEACH,14.21275699,319.65476129,45.43179461
LC02-11508-3,NA,NA,0,0,LAGUNA BEACH,NA,Unknown,ORANGE CO,85.78724286,319.65476129,274.2232488
LC03-11515-1,NA,NA,1070.822592,0.008369,LAGUNA BEACH,NA,Yes,LAGUNA BEACH,100,NA,NA
LC05-11017-1,NA,NA,0,0,LAGUNA BEACH,NA,Unknown,LAGUNA BEACH,100,63.88315303,63.88320951
LC06-11019-1,NA,NA,3655.951199999999,0.028496,LAGUNA BEACH,NA,Yes,LAGUNA BEACH,89.62558449,60.81426308,54.50518693
LC06-11019-1,NA,NA,3655.951199999999,0.028496,LAGUNA BEACH,NA,Yes,ORANGE CO,9.731511351,60.81426308,5.918152147
M00.1-071-2 (M00S04),NA,NA,0,0.072122,SAN CLEMENTE,NA,Unknown,SAN CLEMENTE,100.0000001,416.85960898,416.8599777
M00.2-066-1 (M00S07),NA,NA,372.59999999999997,0.014322,SAN CLEMENTE,NA,Yes,SAN CLEMENTE,99.98882995,136.33710933,136.3220009
M01-038-3,NA,NA,572.850144,0.005304,SAN CLEMENTE,NA,Yes,SAN CLEMENTE,100,NA,NA
M01-038-6,NA,NA,288.153936,0.013791,SAN CLEMENTE,NA,Yes,SAN CLEMENTE,100,NA,NA
M01-042-1 (M01S01),NA,NA,59.616,0.015022,SAN CLEMENTE,1,Yes,SAN CLEMENTE,100,195.65162657,195.6517995
M01-047-1,NA,NA,24674.674895999997,0.350968,SAN CLEMENTE,1,Yes,SAN CLEMENTE,100,719.38131871,719.3819547
M01-050-4 (M01@CGV),NA,NA,695.5199999999999,0.05849,SAN CLEMENTE,NA,Yes,SAN CLEMENTE,100,105.0882966,105.0883895
M01-050-7,NA,NA,0.23846399999999995,4e-6,SAN CLEMENTE,NA,Unknown,SAN CLEMENTE,100,NA,NA
M01-060-3,NA,NA,39353.65430399999,0.743988,DANA POINT,NA,Yes,DANA POINT,0.059502384,4545.77136968,2.704844705
M01-060-3,NA,NA,39353.65430399999,0.743988,DANA POINT,NA,Yes,ORANGE CO,13.88784564,4545.77136968,631.310269
M01-060-3,NA,NA,39353.65430399999,0.743988,DANA POINT,NA,Yes,SAN CLEMENTE,68.75086744,4545.77136968,3125.260011
M01-060-3,NA,NA,39353.65430399999,0.743988,DANA POINT,NA,Yes,SAN JUAN CAPISTRANO,17.30178443,4545.77136968,786.5002582
M01-099-1,NA,NA,327.888,0.03559,SAN CLEMENTE,NA,Yes,SAN CLEMENTE,100,NA,NA
M01-124-2,NA,NA,178.848,0.019404,SAN CLEMENTE,NA,Yes,SAN CLEMENTE,100,NA,NA
M01-124-4,NA,NA,71.5392,6e-4,SAN CLEMENTE,NA,Unknown,SAN CLEMENTE,100,NA,NA
M02-032-1,NA,NA,11593.8216,0.234014,SAN CLEMENTE,1,Yes,SAN CLEMENTE,100,130.87560514,130.8757208
M02-052-3,NA,NA,119.232,0.110413,SAN CLEMENTE,NA,Yes,SAN CLEMENTE,100,178.5046065,178.5047643
M02-061-5,NA,NA,0,0,SAN CLEMENTE,NA,Unknown,SAN CLEMENTE,100,3.75049186,3.750495173
M02-085-1 (M02P06),NA,NA,804.8159999999999,0.06651,SAN CLEMENTE,1,Yes,ORANGE CO,0.069288022,372.59706323,0.258165364
M02-085-1 (M02P06),NA,NA,804.8159999999999,0.06651,SAN CLEMENTE,1,Yes,SAN CLEMENTE,99.93071197,372.59706323,372.3392272
M02-085-2,NA,NA,1758.672,0.201592,SAN CLEMENTE,1,Yes,SAN CLEMENTE,100,199.86814555,199.8683222
M02-142-1,NA,NA,0,0,SAN CLEMENTE,NA,Unknown,SAN CLEMENTE,100,NA,NA
SC02-072-1,NA,NA,0,0,SAN CLEMENTE,NA,Unknown,SAN CLEMENTE,100,4.79491375,4.794917985
SC03-067-1,NA,NA,0,0,SAN CLEMENTE,NA,Unknown,SAN CLEMENTE,99.95606465,174.71237258,174.6357665
SC06-146-1 (M00P02),NA,NA,217.658016,0.003017,SAN CLEMENTE,NA,Yes,SAN CLEMENTE,100.0000005,26.41299244,26.41301593
SC07-079-4,NA,NA,402.4079999999999,0.00694,SAN CLEMENTE,NA,Yes,SAN CLEMENTE,100,1.06690053,1.066901477
SC10-075-1 (M00P05),NA,NA,357.69599999999997,0.006323,DANA POINT,NA,Yes,DANA POINT,89.808013,83.2555747,74.77024345
SC10-075-1 (M00P05),NA,NA,357.69599999999997,0.006323,DANA POINT,NA,Yes,SAN CLEMENTE,10.19198624,83.2555747,8.485404217
SC11-026-1 (M00P01),NA,NA,238.464,0.060573,DANA POINT,NA,Unknown,DANA POINT,67.05890861,305.38811884,204.7901206
SC11-026-1 (M00P01),NA,NA,238.464,0.060573,DANA POINT,NA,Unknown,SAN CLEMENTE,31.34739098,305.38811884,95.73129226
SC11-026-1 (M00P01),NA,NA,238.464,0.060573,DANA POINT,NA,Unknown,SAN JUAN CAPISTRANO,1.593700313,305.38811884,4.866975708
SC11-035-2d,NA,NA,0,0,DANA POINT,NA,Unknown,DANA POINT,100,NA,NA
SC11-035-3d,NA,NA,0,0,DANA POINT,NA,Unknown,DANA POINT,100,NA,NA
SC12-068-2,NA,NA,811.2843359999999,0.008401,SAN CLEMENTE,NA,Yes,SAN CLEMENTE,100,81.31475636,81.31482824
SC12-068-4,NA,NA,9.180864,0.0089,SAN CLEMENTE,NA,Unknown,SAN CLEMENTE,99.98312968,16.13226718,16.12955987
J01-9273-1,NA,NA,0,0.00103,LAGUNA WOODS,1,Yes,LAGUNA HILLS,5.183103927,30.68945533,1.590667771
J01-9273-1,NA,NA,0,0.00103,LAGUNA WOODS,1,Yes,LAGUNA WOODS,94.81689767,30.68945533,29.09881518
J01-9364-3 (J01P21),NA,NA,317375.97119999997,3.673333,ORANGE CO,NA,Yes,ALISO VIEJO,99.79799461,167.87337148,167.5344063
J01-9364-3 (J01P21),NA,NA,317375.97119999997,3.673333,ORANGE CO,NA,Yes,LAGUNA NIGUEL,0.20163074,167.87337148,0.33848462
J01-9364-3 (J01P21),NA,NA,317375.97119999997,3.673333,ORANGE CO,NA,Yes,ORANGE CO,3.74759e-4,167.87337148,6.2912e-4
L02-401-2 (COL02P55),NA,NA,NA,NA,ORANGE CO,NA,Yes,ORANGE CO,100,116.86311828,116.8632216
J01-9144-4 (J01P26),NA,NA,385.77600000000007,0.004465,ALISO VIEJO,NA,Yes,ALISO VIEJO,100,193.49295991,193.493131
L02-640-1 (L11P02),NA,NA,14111.9712,0.163333,RANCHO SANTA MARGARITA,NA,Yes,RANCHO SANTA MARGARITA,100,508.84556392,508.8460138
J01-9264-1 (J01P06),NA,NA,NA,NA,LAKE FOREST,NA,Yes,LAKE FOREST,92.08498047,680.93059513,627.0353599
J01-9046-3,NA,NA,248.91839999999996,0.002881,LAKE FOREST,NA,Yes,LAKE FOREST,100,15.52791748,15.52793121
J01-10004-2,NA,NA,65.1456,7.54e-4,LAKE FOREST,NA,Yes,LAKE FOREST,100,11.76218814,11.76219854
J01-9275-1,NA,NA,259.2,0.003,LAKE FOREST,NA,Unknown,LAKE FOREST,99.64416058,27.09901317,27.00260807
J01-9275-1,NA,NA,259.2,0.003,LAKE FOREST,NA,Unknown,MISSION VIEJO,0.355841536,27.09901317,0.09642963
J01-10041-2 (J03P13),NA,NA,211896,2.4525,LAGUNA NIGUEL,NA,Yes,LAGUNA HILLS,0.009690605,374.69432682,0.036310178
J01-10041-2 (J03P13),NA,NA,211896,2.4525,LAGUNA NIGUEL,NA,Yes,LAGUNA NIGUEL,99.9903098,374.69432682,374.6583494
J03-9215-1,NA,NA,NA,NA,LAGUNA NIGUEL,NA,Yes,LAGUNA NIGUEL,100,65.12825351,65.12831109
SC01-077-2,NA,NA,647.9999999999999,0.0075,SAN CLEMENTE,NA,Unknown,SAN CLEMENTE,100,NA,NA
SC01-077-1,NA,NA,4587.6672,0.053098,SAN CLEMENTE,NA,Yes,SAN CLEMENTE,100,48.74950277,48.74954587
J01-9313-1,NA,NA,4320,0.05,ALISO VIEJO,NA,Yes,ALISO VIEJO,99.21825221,137.37665275,136.3028343
J01-9313-1,NA,NA,4320,0.05,ALISO VIEJO,NA,Yes,ORANGE CO,0.781746628,137.37665275,1.073938299
I01-11487-2,NA,NA,723.6,0.008375,LAGUNA BEACH,NA,Unknown,LAGUNA BEACH,100.0000001,134.7247304,134.7248497
