JURISDICTI3,QJur_US,Sample Type,Parameter,ResultJuris,Units,LoadQUns,LoadsPoundsQUns
LAKE FOREST,9791587.735475397,Total,Fluoranthene,2.5,ng/L,24478969.338688493,0.001528170864939801
LAKE FOREST,9791587.735475397,Total,Fluorene,2.5,ng/L,24478969.338688493,0.001528170864939801
LAKE FOREST,9791587.735475397,Total,Heptachlor,2.5,ng/L,24478969.338688493,0.001528170864939801
LAKE FOREST,9791587.735475397,Total,Heptachlor Epoxide,2.5,ng/L,24478969.338688493,0.001528170864939801
LAKE FOREST,9791587.735475397,Total,"Indeno[1,2,3-cd]pyrene",2.5,ng/L,24478969.338688493,0.001528170864939801
LAKE FOREST,9791587.735475397,Total,Malathion,2.5,ng/L,24478969.338688493,0.001528170864939801
LAKE FOREST,9791587.735475397,Total,Merphos,1,ng/L,9791587.735475397,6.112683459759204e-4
LAKE FOREST,9791587.735475397,Total,Methoxychlor,2.5,ng/L,24478969.338688493,0.001528170864939801
LAKE FOREST,9791587.735475397,Total,Methyl Parathion,1,ng/L,9791587.735475397,6.112683459759204e-4
LAKE FOREST,9791587.735475397,Total,Mevinphos (Phosdrin),5,ng/L,48957938.677376986,0.003056341729879602
LAKE FOREST,9791587.735475397,Total,Mirex,2.5,ng/L,24478969.338688493,0.001528170864939801
LAKE FOREST,9791587.735475397,Total,Naphthalene,2.5,ng/L,24478969.338688493,0.001528170864939801
LAKE FOREST,9791587.735475397,Total,Phenanthrene,2.5,ng/L,24478969.338688493,0.001528170864939801
LAKE FOREST,9791587.735475397,Total,Phorate,5,ng/L,48957938.677376986,0.003056341729879602
LAKE FOREST,9791587.735475397,Total,Pyrene,2.5,ng/L,24478969.338688493,0.001528170864939801
LAKE FOREST,9791587.735475397,Total,Tetrachlorvinphos (Stirofos),2,ng/L,19583175.470950793,0.0012225366919518409
LAKE FOREST,9791587.735475397,Total,Tokuthion (Prothiofos),3,ng/L,29374763.20642619,0.0018338050379277614
LAKE FOREST,9791587.735475397,Total,Toxaphene,12.5,ng/L,122394846.69344246,0.007640854324699006
LAKE FOREST,9791587.735475397,Total,trans-Nonachlor,1,ng/L,9791587.735475397,6.112683459759204e-4
LAKE FOREST,9791587.735475397,Total,Trichloronate,1,ng/L,9791587.735475397,6.112683459759204e-4
LAKE FOREST,9791587.735475397,Total,"Arsenic, Total",5.6375,ug/L,55200075.85874255,3.446025300439252
LAKE FOREST,9791587.735475397,Dissolved,"Arsenic, Total",5.6375,ug/L,55200075.85874255,3.446025300439252
LAKE FOREST,9791587.735475397,Total,"Cadmium, Total",0.2625,ug/L,2570291.780562292,0.16045794081867915
LAKE FOREST,9791587.735475397,Dissolved,"Cadmium, Total",0.2625,ug/L,2570291.780562292,0.16045794081867915
LAKE FOREST,9791587.735475397,Total,"Calcium, Total",249.75,ug/L,2445449036.9349804,152.66426940748616
LAKE FOREST,9791587.735475397,Total,Chromium 6+,0.23175,ug/L,2269200.4576964234,0.1416614391799196
LAKE FOREST,9791587.735475397,Dissolved,Chromium 6+,0.23175,ug/L,2269200.4576964234,0.1416614391799196
LAKE FOREST,9791587.735475397,Total,"Chromium, Total",0.342,ug/L,3348723.005532586,0.20905377432376482
LAKE FOREST,9791587.735475397,Dissolved,"Chromium, Total",0.342,ug/L,3348723.005532586,0.20905377432376482
LAKE FOREST,9791587.735475397,Total,"Copper, Total",3.575,ug/L,35004926.15432455,2.1852843368639157
LAKE FOREST,9791587.735475397,Dissolved,"Copper, Total",3.575,ug/L,35004926.15432455,2.1852843368639157
LAKE FOREST,9791587.735475397,Total,Dissolved Organic Carbon,4.775,ug/L,46754831.43689502,2.9188063520350203
LAKE FOREST,9791587.735475397,Total,"Hardness as CaCO3, Total",885,ug/L,8665555145.895725,540.9724861886896
LAKE FOREST,9791587.735475397,Total,"Iron, Total",56.4,ug/L,552245548.2808124,34.47553471304192
LAKE FOREST,9791587.735475397,Dissolved,"Iron, Total",56.4,ug/L,552245548.2808124,34.47553471304192
LAKE FOREST,9791587.735475397,Total,"Lead, Total",0.174,ug/L,1703736.2659727188,0.10636069219981016
LAKE FOREST,9791587.735475397,Dissolved,"Lead, Total",0.174,ug/L,1703736.2659727188,0.10636069219981016
LAKE FOREST,9791587.735475397,Total,"Magnesium, Total",63.4,ug/L,620786662.4291401,38.75441313487335
LAKE FOREST,9791587.735475397,Total,"Manganese, Total",181.625,ug/L,1778397122.455719,111.02161333787656
LAKE FOREST,9791587.735475397,Dissolved,"Manganese, Total",181.625,ug/L,1778397122.455719,111.02161333787656
LAKE FOREST,9791587.735475397,Total,MBAS,0.0385,mg/L,376976.12781580276,23.533831320072935
LAKE FOREST,9791587.735475397,Total,"Mercury, Total",0.025,ug/L,244789.69338688493,0.015281708649398013
LAKE FOREST,9791587.735475397,Dissolved,"Mercury, Total",0.025,ug/L,244789.69338688493,0.015281708649398013
LAKE FOREST,9791587.735475397,Total,"Nickel, Total",2.97,ug/L,29081015.57436193,1.815466987548484
LAKE FOREST,9791587.735475397,Dissolved,"Nickel, Total",2.97,ug/L,29081015.57436193,1.815466987548484
LAKE FOREST,9791587.735475397,Total,"Selenium, Total",5.3125,ug/L,52017809.84471305,3.2473630879970776
LAKE FOREST,9791587.735475397,Dissolved,"Selenium, Total",5.3125,ug/L,52017809.84471305,3.2473630879970776
LAKE FOREST,9791587.735475397,Total,"Silver, Total",0.1,ug/L,979158.7735475397,0.06112683459759205
LAKE FOREST,9791587.735475397,Dissolved,"Silver, Total",0.1,ug/L,979158.7735475397,0.06112683459759205
LAKE FOREST,9791587.735475397,Total,"Thallium, Total",0.1,ug/L,979158.7735475397,0.06112683459759205
LAKE FOREST,9791587.735475397,Dissolved,"Thallium, Total",0.1,ug/L,979158.7735475397,0.06112683459759205
LAKE FOREST,9791587.735475397,Total,Total Organic Carbon (TOC),4.75,mg/L,46510041.74350814,2903.5246433856223
LAKE FOREST,9791587.735475397,Total,"Zinc, Total",8,ug/L,78332701.88380317,4.890146767807364
LAKE FOREST,9791587.735475397,Dissolved,"Zinc, Total",8,ug/L,78332701.88380317,4.890146767807364
LAKE FOREST,9791587.735475397,Total,"Ammonia, as Nitrogen",0.07,mg/L,685411.1414832778,42.78878421831443
LAKE FOREST,9791587.735475397,Total,Chloride,375,mg/L,3671845400.8032737,229225.62974097018
LAKE FOREST,9791587.735475397,Total,Nitrate + Nitrite as N,3.9000000000000004,mg/L,38187192.16835405,2383.94654930609
LAKE FOREST,9791587.735475397,Total,"Nitrogen, Total Kjeldahl",0.7775,mg/L,7612959.4643321205,475.2611389962781
LAKE FOREST,9791587.735475397,Total,Orthophosphate as P,0.27275,mg/L,2670655.5548509145,166.7234413649323
LAKE FOREST,9791587.735475397,Total,pH,8.092500000000001,NA,79238423.74933466,NA
LAKE FOREST,9791587.735475397,Total,Phosphorus as PO4,1.0175,mg/L,9962940.520846216,621.965542030499
LAKE FOREST,9791587.735475397,Total,SpecificConductivity,2950,NA,28885183819.65242,NA
LAKE FOREST,9791587.735475397,Total,Sulfate,702.5,mg/L,6878590384.171466,429416.0130480841
LAKE FOREST,9791587.735475397,Total,Total Dissolved Solids,1725,mg/L,16890488843.695059,1054437.8968084627
LAKE FOREST,9791587.735475397,Total,VSS,3.8,mg/L,37208033.394806504,2322.8197147084975
LAKE FOREST,9791587.735475397,Total,TSS,3.633333333333333,mg/L,35576102.1055606,2220.941657045844
LAKE FOREST,9791587.735475397,Total,E. coli,615,CFU/100 mL,6021826457.317369,1705188554265.6448
LAKE FOREST,9791587.735475397,Total,Enterococcus,3407.5,CFU/100 mL,33364835208.632416,9447853656358.023
LAKE FOREST,9791587.735475397,Total,Fecal coliforms,1375,CFU/100 mL,13463433136.278671,3812413434333.7593
LAKE FOREST,9791587.735475397,Total,Total Coliforms,24533.333333333332,CFU/100 mL,240220285776.9964,68022697882900.516
LAKE FOREST,9791587.735475397,NA,NA,NA,NA,NA,NA
LAGUNA HILLS,29700585.041044578,Total,d10-Acenaphthene,88.5,ng/L,2628501776.1324453,0.16409186911230186
LAGUNA HILLS,29700585.041044578,Total,d10-Phenanthrene,95.5,ng/L,2836405871.4197574,0.17707088700819015
LAGUNA HILLS,29700585.041044578,Total,d12-Chrysene,100.5,ng/L,2984908796.62498,0.18634161407668176
LAGUNA HILLS,29700585.041044578,Total,d8-Naphthalene,67.5,ng/L,2004789490.270509,0.125154815424637
LAGUNA HILLS,29700585.041044578,Total,PCB030,98,ng/L,2910657334.0223684,0.18170625054243592
LAGUNA HILLS,29700585.041044578,Total,PCB112,89,ng/L,2643352068.6529675,0.16501894181915103
LAGUNA HILLS,29700585.041044578,Total,PCB198,91,ng/L,2702753238.7350564,0.16872723264654765
LAGUNA HILLS,29700585.041044578,Total,TCMX,79.5,ng/L,2361196510.763044,0.14740456038901692
LAGUNA HILLS,29700585.041044578,Total,"2,4'-DDD",1,ng/L,29700585.041044578,0.001854145413698326
LAGUNA HILLS,29700585.041044578,Total,"2,4'-DDE",1,ng/L,29700585.041044578,0.001854145413698326
LAGUNA HILLS,29700585.041044578,Total,"2,4'-DDT",1,ng/L,29700585.041044578,0.001854145413698326
LAGUNA HILLS,29700585.041044578,Total,"4,4'-DDD",1,ng/L,29700585.041044578,0.001854145413698326
LAGUNA HILLS,29700585.041044578,Total,"4,4'-DDE",1,ng/L,29700585.041044578,0.001854145413698326
LAGUNA HILLS,29700585.041044578,Total,"4,4'-DDT",1,ng/L,29700585.041044578,0.001854145413698326
LAGUNA HILLS,29700585.041044578,Total,Acenaphthene,2.5,ng/L,74251462.60261145,0.004635363534245816
LAGUNA HILLS,29700585.041044578,Total,Acenaphthylene,2.5,ng/L,74251462.60261145,0.004635363534245816
LAGUNA HILLS,29700585.041044578,Total,Aldrin,2.5,ng/L,74251462.60261145,0.004635363534245816
LAGUNA HILLS,29700585.041044578,Total,Anthracene,2.5,ng/L,74251462.60261145,0.004635363534245816
LAGUNA HILLS,29700585.041044578,Total,Benz[a]anthracene,2.5,ng/L,74251462.60261145,0.004635363534245816
LAGUNA HILLS,29700585.041044578,Total,Benzo[a]pyrene,2.5,ng/L,74251462.60261145,0.004635363534245816
LAGUNA HILLS,29700585.041044578,Total,Benzo[b]fluoranthene,2.5,ng/L,74251462.60261145,0.004635363534245816
LAGUNA HILLS,29700585.041044578,Total,"Benzo[g,h,i]perylene",2.5,ng/L,74251462.60261145,0.004635363534245816
LAGUNA HILLS,29700585.041044578,Total,Benzo[k]fluoranthene,2.5,ng/L,74251462.60261145,0.004635363534245816
LAGUNA HILLS,29700585.041044578,Total,BHC-alpha,2.5,ng/L,74251462.60261145,0.004635363534245816
LAGUNA HILLS,29700585.041044578,Total,BHC-beta,2.5,ng/L,74251462.60261145,0.004635363534245816
LAGUNA HILLS,29700585.041044578,Total,BHC-delta,2.5,ng/L,74251462.60261145,0.004635363534245816
LAGUNA HILLS,29700585.041044578,Total,BHC-gamma,2.5,ng/L,74251462.60261145,0.004635363534245816
LAGUNA HILLS,29700585.041044578,Total,Bolstar (Sulprofos),2,ng/L,59401170.082089156,0.003708290827396652
LAGUNA HILLS,29700585.041044578,Total,Chlordane-alpha,1,ng/L,29700585.041044578,0.001854145413698326
LAGUNA HILLS,29700585.041044578,Total,Chlordane-gamma,1,ng/L,29700585.041044578,0.001854145413698326
LAGUNA HILLS,29700585.041044578,Total,Chlorpyrifos,0.5,ng/L,14850292.520522289,9.27072706849163e-4
LAGUNA HILLS,29700585.041044578,Total,Chrysene,2.5,ng/L,74251462.60261145,0.004635363534245816
LAGUNA HILLS,29700585.041044578,Total,Demeton,1,ng/L,29700585.041044578,0.001854145413698326
LAGUNA HILLS,29700585.041044578,Total,Diazinon,0.5,ng/L,14850292.520522289,9.27072706849163e-4
LAGUNA HILLS,29700585.041044578,Total,"Dibenz[a,h]anthracene",2.5,ng/L,74251462.60261145,0.004635363534245816
LAGUNA HILLS,29700585.041044578,Total,Dichlorvos,3,ng/L,89101755.12313373,0.005562436241094978
LAGUNA HILLS,29700585.041044578,Total,Dieldrin,1,ng/L,29700585.041044578,0.001854145413698326
LAGUNA HILLS,29700585.041044578,Total,Dimethoate,5,ng/L,148502925.2052229,0.009270727068491632
LAGUNA HILLS,29700585.041044578,Total,Disulfoton,1,ng/L,29700585.041044578,0.001854145413698326
LAGUNA HILLS,29700585.041044578,Total,Endosulfan-I,2.5,ng/L,74251462.60261145,0.004635363534245816
LAGUNA HILLS,29700585.041044578,Total,Endosulfan-II,2.5,ng/L,74251462.60261145,0.004635363534245816
LAGUNA HILLS,29700585.041044578,Total,Endosulfan Sulfate,2.5,ng/L,74251462.60261145,0.004635363534245816
LAGUNA HILLS,29700585.041044578,Total,Endrin,2.5,ng/L,74251462.60261145,0.004635363534245816
LAGUNA HILLS,29700585.041044578,Total,Endrin Aldehyde,2.5,ng/L,74251462.60261145,0.004635363534245816
LAGUNA HILLS,29700585.041044578,Total,Ethoprop (Ethoprofos),1,ng/L,29700585.041044578,0.001854145413698326
LAGUNA HILLS,29700585.041044578,Total,Fenchlorphos (Ronnel),2,ng/L,59401170.082089156,0.003708290827396652
LAGUNA HILLS,29700585.041044578,Total,Fensulfothion,1,ng/L,29700585.041044578,0.001854145413698326
LAGUNA HILLS,29700585.041044578,Total,Fenthion,2,ng/L,59401170.082089156,0.003708290827396652
LAGUNA HILLS,29700585.041044578,Total,Fluoranthene,2.5,ng/L,74251462.60261145,0.004635363534245816
LAGUNA HILLS,29700585.041044578,Total,Fluorene,2.5,ng/L,74251462.60261145,0.004635363534245816
LAGUNA HILLS,29700585.041044578,Total,Heptachlor,2.5,ng/L,74251462.60261145,0.004635363534245816
LAGUNA HILLS,29700585.041044578,Total,Heptachlor Epoxide,2.5,ng/L,74251462.60261145,0.004635363534245816
LAGUNA HILLS,29700585.041044578,Total,"Indeno[1,2,3-cd]pyrene",2.5,ng/L,74251462.60261145,0.004635363534245816
LAGUNA HILLS,29700585.041044578,Total,Malathion,2.5,ng/L,74251462.60261145,0.004635363534245816
LAGUNA HILLS,29700585.041044578,Total,Merphos,1,ng/L,29700585.041044578,0.001854145413698326
LAGUNA HILLS,29700585.041044578,Total,Methoxychlor,2.5,ng/L,74251462.60261145,0.004635363534245816
LAGUNA HILLS,29700585.041044578,Total,Methyl Parathion,1,ng/L,29700585.041044578,0.001854145413698326
LAGUNA HILLS,29700585.041044578,Total,Mevinphos (Phosdrin),5,ng/L,148502925.2052229,0.009270727068491632
LAGUNA HILLS,29700585.041044578,Total,Mirex,2.5,ng/L,74251462.60261145,0.004635363534245816
LAGUNA HILLS,29700585.041044578,Total,Naphthalene,2.5,ng/L,74251462.60261145,0.004635363534245816
LAGUNA HILLS,29700585.041044578,Total,Phenanthrene,2.5,ng/L,74251462.60261145,0.004635363534245816
LAGUNA HILLS,29700585.041044578,Total,Phorate,5,ng/L,148502925.2052229,0.009270727068491632
LAGUNA HILLS,29700585.041044578,Total,Pyrene,2.5,ng/L,74251462.60261145,0.004635363534245816
LAGUNA HILLS,29700585.041044578,Total,Tetrachlorvinphos (Stirofos),2,ng/L,59401170.082089156,0.003708290827396652
LAGUNA HILLS,29700585.041044578,Total,Tokuthion (Prothiofos),3,ng/L,89101755.12313373,0.005562436241094978
LAGUNA HILLS,29700585.041044578,Total,Toxaphene,12.5,ng/L,371257313.01305723,0.023176817671229075
LAGUNA HILLS,29700585.041044578,Total,trans-Nonachlor,1,ng/L,29700585.041044578,0.001854145413698326
LAGUNA HILLS,29700585.041044578,Total,Trichloronate,1,ng/L,29700585.041044578,0.001854145413698326
LAGUNA HILLS,29700585.041044578,Total,"Arsenic, Total",6.1000000000000005,ug/L,181173568.75037193,11.310287023559788
LAGUNA HILLS,29700585.041044578,Dissolved,"Arsenic, Total",6.1000000000000005,ug/L,181173568.75037193,11.310287023559788
LAGUNA HILLS,29700585.041044578,Total,"Cadmium, Total",0.42500000000000004,ug/L,12622748.642443947,0.7880118008217888
LAGUNA HILLS,29700585.041044578,Dissolved,"Cadmium, Total",0.42500000000000004,ug/L,12622748.642443947,0.7880118008217888
LAGUNA HILLS,29700585.041044578,Total,"Calcium, Total",268,ug/L,7959756790.999947,496.9109708711514
LAGUNA HILLS,29700585.041044578,Total,Chromium 6+,0.2185,ug/L,6489577.83146824,0.40513077289308425
LAGUNA HILLS,29700585.041044578,Dissolved,Chromium 6+,0.2185,ug/L,6489577.83146824,0.40513077289308425
LAGUNA HILLS,29700585.041044578,Total,"Chromium, Total",0.405,ug/L,12028736.941623054,0.750928892547822
LAGUNA HILLS,29700585.041044578,Dissolved,"Chromium, Total",0.405,ug/L,12028736.941623054,0.750928892547822
LAGUNA HILLS,29700585.041044578,Total,"Copper, Total",4.075,ug/L,121029884.04225665,7.555642560820678
LAGUNA HILLS,29700585.041044578,Dissolved,"Copper, Total",4.075,ug/L,121029884.04225665,7.555642560820678
LAGUNA HILLS,29700585.041044578,Total,Dissolved Organic Carbon,3.5,ug/L,103952047.64365602,6.48950894794414
LAGUNA HILLS,29700585.041044578,Total,"Hardness as CaCO3, Total",1040,ug/L,30888608442.68636,1928.311230246259
LAGUNA HILLS,29700585.041044578,Total,"Iron, Total",15,ug/L,445508775.61566865,27.81218120547489
LAGUNA HILLS,29700585.041044578,Dissolved,"Iron, Total",15,ug/L,445508775.61566865,27.81218120547489
LAGUNA HILLS,29700585.041044578,Total,"Lead, Total",0.1,ug/L,2970058.504104458,0.1854145413698326
LAGUNA HILLS,29700585.041044578,Dissolved,"Lead, Total",0.1,ug/L,2970058.504104458,0.1854145413698326
LAGUNA HILLS,29700585.041044578,Total,"Magnesium, Total",89.95,ug/L,2671567624.44196,166.78037996216443
LAGUNA HILLS,29700585.041044578,Total,"Manganese, Total",312.5,ug/L,9281432825.326431,579.420441780727
LAGUNA HILLS,29700585.041044578,Dissolved,"Manganese, Total",312.5,ug/L,9281432825.326431,579.420441780727
LAGUNA HILLS,29700585.041044578,Total,MBAS,0.052,mg/L,1544430.422134318,96.41556151231295
LAGUNA HILLS,29700585.041044578,Total,"Mercury, Total",0.025,ug/L,742514.6260261144,0.04635363534245815
LAGUNA HILLS,29700585.041044578,Dissolved,"Mercury, Total",0.025,ug/L,742514.6260261144,0.04635363534245815
LAGUNA HILLS,29700585.041044578,Total,"Nickel, Total",4.2,ug/L,124742457.17238723,7.787410737532969
LAGUNA HILLS,29700585.041044578,Dissolved,"Nickel, Total",4.2,ug/L,124742457.17238723,7.787410737532969
LAGUNA HILLS,29700585.041044578,Total,"Selenium, Total",7.55,ug/L,224239417.05988654,13.998797873422362
LAGUNA HILLS,29700585.041044578,Dissolved,"Selenium, Total",7.55,ug/L,224239417.05988654,13.998797873422362
LAGUNA HILLS,29700585.041044578,Total,"Silver, Total",0.1,ug/L,2970058.504104458,0.1854145413698326
LAGUNA HILLS,29700585.041044578,Dissolved,"Silver, Total",0.1,ug/L,2970058.504104458,0.1854145413698326
LAGUNA HILLS,29700585.041044578,Total,"Thallium, Total",0.1,ug/L,2970058.504104458,0.1854145413698326
LAGUNA HILLS,29700585.041044578,Dissolved,"Thallium, Total",0.1,ug/L,2970058.504104458,0.1854145413698326
LAGUNA HILLS,29700585.041044578,Total,Total Organic Carbon (TOC),3.5999999999999996,mg/L,106922106.14776047,6674.923489313973
LAGUNA HILLS,29700585.041044578,Total,"Zinc, Total",7.75,ug/L,230179534.06809548,14.369626956162026
LAGUNA HILLS,29700585.041044578,Dissolved,"Zinc, Total",7.75,ug/L,230179534.06809548,14.369626956162026
LAGUNA HILLS,29700585.041044578,Total,"Ammonia, as Nitrogen",0.08,mg/L,2376046.803283566,148.33163309586607
LAGUNA HILLS,29700585.041044578,Total,Chloride,485,mg/L,14404783744.90662,899260.5256436882
LAGUNA HILLS,29700585.041044578,Total,Nitrate + Nitrite as N,1.5,mg/L,44550877.56156687,2781.218120547489
LAGUNA HILLS,29700585.041044578,Total,"Nitrogen, Total Kjeldahl",0.58,mg/L,17226339.323805854,1075.404339945029
LAGUNA HILLS,29700585.041044578,Total,Orthophosphate as P,0.0455,mg/L,1351376.6193675282,84.36361632327383
LAGUNA HILLS,29700585.041044578,Total,pH,7.855,NA,233298095.49740517,NA
LAGUNA HILLS,29700585.041044578,Total,Phosphorus as PO4,0.285,mg/L,8464666.736697704,528.4314429040228
LAGUNA HILLS,29700585.041044578,Total,SpecificConductivity,3550,NA,105437076895.70825,NA
LAGUNA HILLS,29700585.041044578,Total,Sulfate,960,mg/L,28512561639.402794,1779979.5971503928
LAGUNA HILLS,29700585.041044578,Total,Total Dissolved Solids,2000,mg/L,59401170082.08916,3708290.827396652
LAGUNA HILLS,29700585.041044578,Total,VSS,2.8,mg/L,83161638.11492482,5191.607158355313
LAGUNA HILLS,29700585.041044578,Total,TSS,1.0999999999999999,mg/L,32670643.545149032,2039.5599550681584
LAGUNA HILLS,29700585.041044578,Total,E. coli,575,CFU/100 mL,17077836398.600632,4835896777318.944
LAGUNA HILLS,29700585.041044578,Total,Enterococcus,1765,CFU/100 mL,52421532597.44368,14844100542552.932
LAGUNA HILLS,29700585.041044578,Total,Fecal coliforms,1800,CFU/100 mL,53461053073.88024,15138459476824.521
LAGUNA HILLS,29700585.041044578,Total,Total Coliforms,25300,CFU/100 mL,751424801538.4279,212779458202033.56
LAGUNA HILLS,29700585.041044578,NA,NA,NA,NA,NA,NA
DANA POINT,8623499.22388465,Total,d10-Acenaphthene,83.33333333333333,ng/L,718624935.3237208,0.04486225191047183
DANA POINT,8623499.22388465,Total,d10-Phenanthrene,88.25,ng/L,761023806.5078204,0.04750912477318967
DANA POINT,8623499.22388465,Total,d12-Chrysene,97.16666666666667,ng/L,837916674.5874585,0.05230938572761015
DANA POINT,8623499.22388465,Total,d8-Naphthalene,73,ng/L,629515443.3435794,0.039299332673573315
DANA POINT,8623499.22388465,Total,PCB030,75.16666666666667,ng/L,648199691.6619962,0.0404657512232456
DANA POINT,8623499.22388465,Total,PCB112,75.16666666666667,ng/L,648199691.6619962,0.0404657512232456
DANA POINT,8623499.22388465,Total,PCB198,77.91666666666667,ng/L,671914314.527679,0.04194620553629116
DANA POINT,8623499.22388465,Total,TCMX,63.083333333333336,ng/L,543999076.0400567,0.03396072469622718
DANA POINT,8623499.22388465,Total,"2,4'-DDD",1,ng/L,8623499.22388465,5.383470229256619e-4
DANA POINT,8623499.22388465,Total,"2,4'-DDE",1,ng/L,8623499.22388465,5.383470229256619e-4
DANA POINT,8623499.22388465,Total,"2,4'-DDT",1,ng/L,8623499.22388465,5.383470229256619e-4
DANA POINT,8623499.22388465,Total,"4,4'-DDD",1.1857142857142857,ng/L,10225006.222606085,6.383257557547135e-4
DANA POINT,8623499.22388465,Total,"4,4'-DDE",1.8985714285714284,ng/L,16372329.240775283,0.0010220902763831495
DANA POINT,8623499.22388465,Total,"4,4'-DDT",1,ng/L,8623499.22388465,5.383470229256619e-4
DANA POINT,8623499.22388465,Total,Acenaphthene,2.5,ng/L,21558748.059711624,0.0013458675573141546
DANA POINT,8623499.22388465,Total,Acenaphthylene,2.5,ng/L,21558748.059711624,0.0013458675573141546
DANA POINT,8623499.22388465,Total,Aldrin,2.5,ng/L,21558748.059711624,0.0013458675573141546
DANA POINT,8623499.22388465,Total,Anthracene,2.5,ng/L,21558748.059711624,0.0013458675573141546
DANA POINT,8623499.22388465,Total,Benz[a]anthracene,2.5,ng/L,21558748.059711624,0.0013458675573141546
DANA POINT,8623499.22388465,Total,Benzo[a]pyrene,2.5,ng/L,21558748.059711624,0.0013458675573141546
DANA POINT,8623499.22388465,Total,Benzo[b]fluoranthene,2.5,ng/L,21558748.059711624,0.0013458675573141546
DANA POINT,8623499.22388465,Total,"Benzo[g,h,i]perylene",2.5,ng/L,21558748.059711624,0.0013458675573141546
DANA POINT,8623499.22388465,Total,Benzo[k]fluoranthene,2.5,ng/L,21558748.059711624,0.0013458675573141546
DANA POINT,8623499.22388465,Total,BHC-alpha,2.5,ng/L,21558748.059711624,0.0013458675573141546
DANA POINT,8623499.22388465,Total,BHC-beta,2.5,ng/L,21558748.059711624,0.0013458675573141546
DANA POINT,8623499.22388465,Total,BHC-delta,2.5,ng/L,21558748.059711624,0.0013458675573141546
DANA POINT,8623499.22388465,Total,BHC-gamma,2.5,ng/L,21558748.059711624,0.0013458675573141546
DANA POINT,8623499.22388465,Total,Bolstar (Sulprofos),2,ng/L,17246998.4477693,0.0010766940458513238
DANA POINT,8623499.22388465,Total,Chlordane-alpha,1,ng/L,8623499.22388465,5.383470229256619e-4
DANA POINT,8623499.22388465,Total,Chlordane-gamma,1,ng/L,8623499.22388465,5.383470229256619e-4
DANA POINT,8623499.22388465,Total,Chlorpyrifos,0.5,ng/L,4311749.611942325,2.6917351146283096e-4
DANA POINT,8623499.22388465,Total,Chrysene,2.5,ng/L,21558748.059711624,0.0013458675573141546
DANA POINT,8623499.22388465,Total,Demeton,1,ng/L,8623499.22388465,5.383470229256619e-4
DANA POINT,8623499.22388465,Total,Diazinon,0.5,ng/L,4311749.611942325,2.6917351146283096e-4
DANA POINT,8623499.22388465,Total,"Dibenz[a,h]anthracene",2.5,ng/L,21558748.059711624,0.0013458675573141546
DANA POINT,8623499.22388465,Total,Dichlorvos,3,ng/L,25870497.67165395,0.0016150410687769856
DANA POINT,8623499.22388465,Total,Dieldrin,1,ng/L,8623499.22388465,5.383470229256619e-4
DANA POINT,8623499.22388465,Total,Dimethoate,5,ng/L,43117496.11942325,0.0026917351146283092
DANA POINT,8623499.22388465,Total,Disulfoton,1,ng/L,8623499.22388465,5.383470229256619e-4
DANA POINT,8623499.22388465,Total,Endosulfan-I,2.5,ng/L,21558748.059711624,0.0013458675573141546
DANA POINT,8623499.22388465,Total,Endosulfan-II,2.5,ng/L,21558748.059711624,0.0013458675573141546
DANA POINT,8623499.22388465,Total,Endosulfan Sulfate,2.5,ng/L,21558748.059711624,0.0013458675573141546
DANA POINT,8623499.22388465,Total,Endrin,2.5,ng/L,21558748.059711624,0.0013458675573141546
DANA POINT,8623499.22388465,Total,Endrin Aldehyde,2.5,ng/L,21558748.059711624,0.0013458675573141546
DANA POINT,8623499.22388465,Total,Ethoprop (Ethoprofos),1,ng/L,8623499.22388465,5.383470229256619e-4
DANA POINT,8623499.22388465,Total,Fenchlorphos (Ronnel),2,ng/L,17246998.4477693,0.0010766940458513238
DANA POINT,8623499.22388465,Total,Fensulfothion,1,ng/L,8623499.22388465,5.383470229256619e-4
DANA POINT,8623499.22388465,Total,Fenthion,2,ng/L,17246998.4477693,0.0010766940458513238
DANA POINT,8623499.22388465,Total,Fluoranthene,3.693333333333333,ng/L,31849457.133547302,0.001988295004672111
DANA POINT,8623499.22388465,Total,Fluorene,2.5,ng/L,21558748.059711624,0.0013458675573141546
DANA POINT,8623499.22388465,Total,Heptachlor,2.5,ng/L,21558748.059711624,0.0013458675573141546
DANA POINT,8623499.22388465,Total,Heptachlor Epoxide,2.5,ng/L,21558748.059711624,0.0013458675573141546
DANA POINT,8623499.22388465,Total,"Indeno[1,2,3-cd]pyrene",2.5,ng/L,21558748.059711624,0.0013458675573141546
DANA POINT,8623499.22388465,Total,Malathion,2.5,ng/L,21558748.059711624,0.0013458675573141546
DANA POINT,8623499.22388465,Total,Merphos,1,ng/L,8623499.22388465,5.383470229256619e-4
DANA POINT,8623499.22388465,Total,Methoxychlor,2.5,ng/L,21558748.059711624,0.0013458675573141546
DANA POINT,8623499.22388465,Total,Methyl Parathion,1,ng/L,8623499.22388465,5.383470229256619e-4
DANA POINT,8623499.22388465,Total,Mevinphos (Phosdrin),5,ng/L,43117496.11942325,0.0026917351146283092
DANA POINT,8623499.22388465,Total,Mirex,2.5,ng/L,21558748.059711624,0.0013458675573141546
DANA POINT,8623499.22388465,Total,Naphthalene,4.656666666666667,ng/L,40156761.38588952,0.002506902636757166
