Station,date,Sample Type,Field Specific Conductivity,Date,Parameter,Units,Qualifier,Result,ResultAvg
J01-9007-1 (J02P05),6/23/2022,Total,1529,2022-06-23,"Arsenic, Total",ug/L,NA,2.5,2.7
J01-9992-1 (J01P27),6/23/2022,Dissolved,NA,2022-06-23,"Arsenic, Total",ug/L,NA,15,15
J01-9131-1 (J01P28),6/23/2022,Dissolved,NA,2022-06-23,"Arsenic, Total",ug/L,NA,7,6.45
J01-9007-1 (J02P05),6/23/2022,Dissolved,NA,2022-06-23,"Arsenic, Total",ug/L,NA,2.4,2.65
J06-10011-1 (J06P01),6/23/2022,Total,3190,2022-06-23,"Arsenic, Total",ug/L,NA,6.2,6.050000000000001
J06-9079-1 (J06P03),6/23/2022,Total,2124.6,2022-06-23,"Arsenic, Total",ug/L,NA,5.9,7.6000000000000005
J01-9082-2,6/23/2022,Total,1402.2,2022-06-23,"Arsenic, Total",ug/L,NA,1.3,1.25
J06-10011-1 (J06P01),6/23/2022,Dissolved,NA,2022-06-23,"Arsenic, Total",ug/L,NA,6.2,6.15
J06-9079-1 (J06P03),6/23/2022,Dissolved,NA,2022-06-23,"Arsenic, Total",ug/L,NA,5.7,7.25
J01-9082-2,6/23/2022,Dissolved,NA,2022-06-23,"Arsenic, Total",ug/L,NA,1.2,1.2
I01-11010-1,6/21/2022,Total,4030,2022-06-21,"Arsenic, Total",ug/L,NA,1.8,1.9
I00-11468-1,6/21/2022,Total,9274,2022-06-21,"Arsenic, Total",ug/L,NA,0.86,0.86
I01-11010-1,6/21/2022,Dissolved,NA,2022-06-21,"Arsenic, Total",ug/L,NA,1.7,1.85
I00-11468-1,6/21/2022,Dissolved,NA,2022-06-21,"Arsenic, Total",ug/L,NA,0.87,0.87
J01-10004-1 (J01P01),6/21/2022,Total,2028,2022-06-21,"Arsenic, Total",ug/L,NA,5,5.15
J01-10004-1 (J01P01),6/21/2022,Dissolved,NA,2022-06-21,"Arsenic, Total",ug/L,NA,5.1,5.199999999999999
L01-749-2,6/22/2022,Total,5316,2022-06-22,"Arsenic, Total",ug/L,NA,1.3,2.15
L05-503-1,6/22/2022,Total,3947,2022-06-22,"Arsenic, Total",ug/L,NA,1,1.2
L01-724-4 (L01P03),6/22/2022,Total,2815,2022-06-22,"Arsenic, Total",ug/L,NA,1.8,1.75
L01-724-1 (L01S01),6/22/2022,Total,6586,2022-06-22,"Arsenic, Total",ug/L,NA,2.4,2.05
L01-749-2,6/22/2022,Dissolved,NA,2022-06-22,"Arsenic, Total",ug/L,NA,1.3,2.1
L05-503-1,6/22/2022,Dissolved,NA,2022-06-22,"Arsenic, Total",ug/L,NA,0.93,1.065
L01-724-4 (L01P03),6/22/2022,Dissolved,NA,2022-06-22,"Arsenic, Total",ug/L,NA,1.9,1.7999999999999998
L01-724-1 (L01S01),6/22/2022,Dissolved,NA,2022-06-22,"Arsenic, Total",ug/L,NA,2,1.85
L01-728-5 (L01-DP),6/22/2022,Total,1110,2022-06-22,"Arsenic, Total",ug/L,NA,0.73,1.465
K01-12126-1 (K01S01),6/22/2022,Total,5426,2022-06-22,"Arsenic, Total",ug/L,NA,1.5,1.65
K01-12159-2,6/22/2022,Total,2927,2022-06-22,"Arsenic, Total",ug/L,NA,2,2.4
K01-12159-3,6/22/2022,Total,3829,2022-06-22,"Arsenic, Total",ug/L,NA,1.8,2
L01-728-5 (L01-DP),6/22/2022,Dissolved,NA,2022-06-22,"Arsenic, Total",ug/L,NA,0.64,1.4200000000000002
K01-12126-1 (K01S01),6/22/2022,Dissolved,NA,2022-06-22,"Arsenic, Total",ug/L,NA,1.4,1.5499999999999998
K01-12159-2,6/22/2022,Dissolved,NA,2022-06-22,"Arsenic, Total",ug/L,NA,1.8,2.1
K01-12159-3,6/22/2022,Dissolved,NA,2022-06-22,"Arsenic, Total",ug/L,NA,1.7,1.9
L05-489-3,6/16/2022,Total,2537,2022-06-16,"Arsenic, Total",ug/L,NA,2.7,2.8
L05-049-1,6/16/2022,Total,2449,2022-06-16,"Arsenic, Total",ug/L,NA,1.7,1.9500000000000002
L02-374-1 (L02P50),6/16/2022,Total,2256,2022-06-16,"Arsenic, Total",ug/L,NA,2.4,2.5999999999999996
L05-489-3,6/16/2022,Dissolved,NA,2022-06-16,"Arsenic, Total",ug/L,NA,2.6,2.5
L05-049-1,6/16/2022,Dissolved,NA,2022-06-16,"Arsenic, Total",ug/L,NA,1.7,1.9500000000000002
L02-374-1 (L02P50),6/16/2022,Dissolved,NA,2022-06-16,"Arsenic, Total",ug/L,NA,2.4,2.5
L01-404-1,6/16/2022,Total,2302,2022-06-16,"Arsenic, Total",ug/L,NA,2.7,2.6500000000000004
L01-340-1,6/16/2022,Total,1454,2022-06-16,"Arsenic, Total",ug/L,NA,3.4,3.55
L01-404-1,6/16/2022,Dissolved,NA,2022-06-16,"Arsenic, Total",ug/L,NA,3,2.75
L01-340-1,6/16/2022,Dissolved,NA,2022-06-16,"Arsenic, Total",ug/L,NA,3.3,3.45
L02-246-1 (L11P01),6/27/2022,Total,1583,2022-06-27,"Arsenic, Total",ug/L,NA,2.1,2.1500000000000004
L02-641-1,6/27/2022,Total,1248,2022-06-27,"Arsenic, Total",ug/L,NA,1.7,2
L02-641-2,6/27/2022,Total,1373,2022-06-27,"Arsenic, Total",ug/L,NA,2.1,2.35
L01-731-1 (L08TBN2),6/27/2022,Total,2738,2022-06-27,"Arsenic, Total",ug/L,NA,1.6,1.55
L02-166-3 (L02P26),6/27/2022,Total,2227,2022-06-27,"Arsenic, Total",ug/L,NA,3.8,4
L02-246-1 (L11P01),6/27/2022,Dissolved,NA,2022-06-27,"Arsenic, Total",ug/L,NA,2.1,2.1500000000000004
L02-641-1,6/27/2022,Dissolved,NA,2022-06-27,"Arsenic, Total",ug/L,NA,1.6,1.95
L02-641-2,6/27/2022,Dissolved,NA,2022-06-27,"Arsenic, Total",ug/L,NA,2.1,2.35
L01-731-1 (L08TBN2),6/27/2022,Dissolved,NA,2022-06-27,"Arsenic, Total",ug/L,NA,1.3,1.4
L02-166-3 (L02P26),6/27/2022,Dissolved,NA,2022-06-27,"Arsenic, Total",ug/L,NA,3.8,4.05
L04-672-1,6/29/2022,Total,3758,2022-06-29,"Arsenic, Total",ug/L,NA,2.1,2.2
L04-672-1,6/29/2022,Dissolved,NA,2022-06-29,"Arsenic, Total",ug/L,NA,2,2.05
M01-042-1 (M01S01),6/30/2022,Total,26913,2022-06-30,"Arsenic, Total",ug/L,NA,1.7,1.7999999999999998
M02-032-1,6/30/2022,Total,3938,2022-06-30,"Arsenic, Total",ug/L,NA,2.9,3.3499999999999996
SC1-2,6/30/2022,Total,9896,2022-06-30,"Arsenic, Total",ug/L,NA,2.5,2.3
M02-085-1 (M02P06),6/30/2022,Total,7636,2022-06-30,"Arsenic, Total",ug/L,NA,8.6,10.8
M02-085-2,6/30/2022,Total,3045,2022-06-30,"Arsenic, Total",ug/L,NA,2,2.4
M01-042-1 (M01S01),6/30/2022,Dissolved,NA,2022-06-30,"Arsenic, Total",ug/L,NA,1.6,1.7000000000000002
M02-032-1,6/30/2022,Dissolved,NA,2022-06-30,"Arsenic, Total",ug/L,NA,3,3.35
SC1-2,6/30/2022,Dissolved,NA,2022-06-30,"Arsenic, Total",ug/L,NA,2.3,2
M02-085-1 (M02P06),6/30/2022,Dissolved,NA,2022-06-30,"Arsenic, Total",ug/L,NA,9.4,11.2
M02-085-2,6/30/2022,Dissolved,NA,2022-06-30,"Arsenic, Total",ug/L,NA,2,2.35
L03-662-3 (L03P16),8/23/2022,Total,3390,2022-08-23,"Arsenic, Total",ug/L,NA,4.3,4.1
L03-214-2 (L03P18),8/23/2022,Total,4320,2022-08-23,"Arsenic, Total",ug/L,NA,10,10.5
L03-316-3 (L03P12),8/23/2022,Total,4049,2022-08-23,"Arsenic, Total",ug/L,NA,6.4,6.9
L03-662-3 (L03P16),8/23/2022,Dissolved,NA,2022-08-23,"Arsenic, Total",ug/L,NA,4.1,4.05
L03-214-2 (L03P18),8/23/2022,Dissolved,NA,2022-08-23,"Arsenic, Total",ug/L,NA,9.4,10.2
L03-316-3 (L03P12),8/23/2022,Dissolved,NA,2022-08-23,"Arsenic, Total",ug/L,NA,5.8,6.449999999999999
J01-10004-1 (J01P01),8/18/2022,Total,2077,2022-08-18,"Arsenic, Total",ug/L,NA,5.3,5.15
J01-10004-1 (J01P01),8/18/2022,Dissolved,NA,2022-08-18,"Arsenic, Total",ug/L,NA,5.3,5.199999999999999
L03-418-8,8/18/2022,Total,2858.53,2022-08-18,"Arsenic, Total",ug/L,NA,2.2,1.9000000000000001
K01-12177-1 (K01P07),8/18/2022,Total,2005,2022-08-18,"Arsenic, Total",ug/L,NA,1.8,1.7000000000000002
J03-9221-1 (J03P02),8/18/2022,Total,4941,2022-08-18,"Arsenic, Total",ug/L,NA,1.6,1.4
J01-9224-1 (J01P24),8/18/2022,Total,3289,2022-08-18,"Arsenic, Total",ug/L,NA,6.8,7.449999999999999
J01-9224-2 (J01P25),8/18/2022,Total,2370,2022-08-18,"Arsenic, Total",ug/L,NA,6.3,6.449999999999999
L03-418-8,8/18/2022,Dissolved,NA,2022-08-18,"Arsenic, Total",ug/L,NA,2.2,1.9000000000000001
K01-12177-1 (K01P07),8/18/2022,Dissolved,NA,2022-08-18,"Arsenic, Total",ug/L,NA,1.8,1.65
J03-9221-1 (J03P02),8/18/2022,Dissolved,NA,2022-08-18,"Arsenic, Total",ug/L,NA,1.5,1.3
J01-9224-1 (J01P24),8/18/2022,Dissolved,NA,2022-08-18,"Arsenic, Total",ug/L,NA,6.3,6.4
J01-9224-2 (J01P25),8/18/2022,Dissolved,NA,2022-08-18,"Arsenic, Total",ug/L,NA,6,6.15
J06-9079-1 (J06P03),8/22/2022,Total,2291,2022-08-22,"Arsenic, Total",ug/L,NA,9.3,7.6000000000000005
J06-10011-1 (J06P01),8/22/2022,Total,3121,2022-08-22,"Arsenic, Total",ug/L,NA,5.9,6.050000000000001
J01-9082-2,8/22/2022,Total,1319,2022-08-22,"Arsenic, Total",ug/L,NA,1.2,1.25
J06-9079-1 (J06P03),8/22/2022,Dissolved,NA,2022-08-22,"Arsenic, Total",ug/L,NA,8.8,7.25
J06-10011-1 (J06P01),8/22/2022,Dissolved,NA,2022-08-22,"Arsenic, Total",ug/L,NA,6.1,6.15
J01-9082-2,8/22/2022,Dissolved,NA,2022-08-22,"Arsenic, Total",ug/L,NA,1.2,1.2
L04-672-1,8/23/2022,Total,5222,2022-08-23,"Arsenic, Total",ug/L,NA,2.3,2.2
L04-266-5,8/23/2022,Total,4848,2022-08-23,"Arsenic, Total",ug/L,NA,2.7,2.7
I01-11343-2 (I02P18),8/23/2022,Total,4543,2022-08-23,"Arsenic, Total",ug/L,NA,5.6,6.8
L04-672-1,8/23/2022,Dissolved,NA,2022-08-23,"Arsenic, Total",ug/L,NA,2.1,2.05
L04-266-5,8/23/2022,Dissolved,NA,2022-08-23,"Arsenic, Total",ug/L,NA,2.3,2.3
I01-11343-2 (I02P18),8/23/2022,Dissolved,NA,2022-08-23,"Arsenic, Total",ug/L,NA,4.6,5.65
L01-340-1,8/24/2022,Total,1798.6,2022-08-24,"Arsenic, Total",ug/L,NA,3.7,3.55
L01-404-1,8/24/2022,Total,2033.4,2022-08-24,"Arsenic, Total",ug/L,NA,2.6,2.6500000000000004
L01-340-1,8/24/2022,Dissolved,NA,2022-08-24,"Arsenic, Total",ug/L,NA,3.6,3.45
L01-404-1,8/24/2022,Dissolved,NA,2022-08-24,"Arsenic, Total",ug/L,NA,2.5,2.75
L02-246-1 (L11P01),8/25/2022,Total,2323,2022-08-25,"Arsenic, Total",ug/L,NA,2.2,2.1500000000000004
L02-641-1,8/25/2022,Total,1807,2022-08-25,"Arsenic, Total",ug/L,NA,2.3,2
L02-641-2,8/25/2022,Total,2148,2022-08-25,"Arsenic, Total",ug/L,NA,2.6,2.35
L01-731-1 (L08TBN2),8/25/2022,Total,2692,2022-08-25,"Arsenic, Total",ug/L,NA,1.5,1.55
L02-166-3 (L02P26),8/25/2022,Total,2626,2022-08-25,"Arsenic, Total",ug/L,NA,4.2,4
L02-246-1 (L11P01),8/25/2022,Dissolved,NA,2022-08-25,"Arsenic, Total",ug/L,NA,2.2,2.1500000000000004
L02-641-1,8/25/2022,Dissolved,NA,2022-08-25,"Arsenic, Total",ug/L,NA,2.3,1.95
L02-641-2,8/25/2022,Dissolved,NA,2022-08-25,"Arsenic, Total",ug/L,NA,2.6,2.35
L01-731-1 (L08TBN2),8/25/2022,Dissolved,NA,2022-08-25,"Arsenic, Total",ug/L,NA,1.5,1.4
L02-166-3 (L02P26),8/25/2022,Dissolved,NA,2022-08-25,"Arsenic, Total",ug/L,NA,4.3,4.05
L05-489-3,9/6/2022,Total,3524,2022-09-06,"Arsenic, Total",ug/L,NA,2.9,2.8
L05-049-1,9/6/2022,Total,2843,2022-09-06,"Arsenic, Total",ug/L,NA,2.2,1.9500000000000002
L02-374-1 (L02P50),9/6/2022,Total,3644,2022-09-06,"Arsenic, Total",ug/L,NA,2.8,2.5999999999999996
L05-489-3,9/6/2022,Dissolved,NA,2022-09-06,"Arsenic, Total",ug/L,NA,2.4,2.5
L05-049-1,9/6/2022,Dissolved,NA,2022-09-06,"Arsenic, Total",ug/L,NA,2.2,1.9500000000000002
L02-374-1 (L02P50),9/6/2022,Dissolved,NA,2022-09-06,"Arsenic, Total",ug/L,NA,2.6,2.5
L05-503-1,9/6/2022,Total,4029.2,2022-09-06,"Arsenic, Total",ug/L,NA,1.4,1.2
L01-749-2,9/6/2022,Total,8458,2022-09-06,"Arsenic, Total",ug/L,NA,3,2.15
L01-724-4 (L01P03),9/6/2022,Total,5109,2022-09-06,"Arsenic, Total",ug/L,NA,1.7,1.75
L01-724-1 (L01S01),9/6/2022,Total,6362,2022-09-06,"Arsenic, Total",ug/L,NA,1.7,2.05
L05-503-1,9/6/2022,Dissolved,NA,2022-09-06,"Arsenic, Total",ug/L,NA,1.2,1.065
L01-749-2,9/6/2022,Dissolved,NA,2022-09-06,"Arsenic, Total",ug/L,NA,2.9,2.1
L01-724-4 (L01P03),9/6/2022,Dissolved,NA,2022-09-06,"Arsenic, Total",ug/L,NA,1.7,1.7999999999999998
L01-724-1 (L01S01),9/6/2022,Dissolved,NA,2022-09-06,"Arsenic, Total",ug/L,NA,1.7,1.85
L01-726-5,9/7/2022,Total,1165,2022-09-07,"Arsenic, Total",ug/L,NA,3.2,3.2
L01-728-5 (L01-DP),9/7/2022,Total,1327,2022-09-07,"Arsenic, Total",ug/L,NA,2.2,1.465
K01-12126-1 (K01S01),9/7/2022,Total,5061,2022-09-07,"Arsenic, Total",ug/L,NA,1.8,1.65
K01-12159-2,9/7/2022,Total,4869,2022-09-07,"Arsenic, Total",ug/L,NA,2.8,2.4
K01-12159-3,9/7/2022,Total,3633,2022-09-07,"Arsenic, Total",ug/L,NA,2.2,2
L01-726-5,9/7/2022,Dissolved,NA,2022-09-07,"Arsenic, Total",ug/L,NA,3,3
L01-728-5 (L01-DP),9/7/2022,Dissolved,NA,2022-09-07,"Arsenic, Total",ug/L,NA,2.2,1.4200000000000002
K01-12126-1 (K01S01),9/7/2022,Dissolved,NA,2022-09-07,"Arsenic, Total",ug/L,NA,1.7,1.5499999999999998
K01-12159-2,9/7/2022,Dissolved,NA,2022-09-07,"Arsenic, Total",ug/L,NA,2.4,2.1
K01-12159-3,9/7/2022,Dissolved,NA,2022-09-07,"Arsenic, Total",ug/L,NA,2.1,1.9
I01-11010-1,9/7/2022,Total,6067.7,2022-09-07,"Arsenic, Total",ug/L,NA,2,1.9
I01-11010-1,9/7/2022,Dissolved,NA,2022-09-07,"Arsenic, Total",ug/L,NA,2,1.85
J01-9131-1 (J01P28),9/8/2022,Total,2648,2022-09-08,"Arsenic, Total",ug/L,NA,6.1,6.6
J01-9992-1 (J01P27),8/9/2022,Total,3208,2022-08-09,"Arsenic, Total",ug/L,NA,15,15
J01-9007-1 (J02P05),9/8/2022,Total,1929,2022-09-08,"Arsenic, Total",ug/L,NA,2.9,2.7
J01-9131-1 (J01P28),9/8/2022,Dissolved,NA,2022-09-08,"Arsenic, Total",ug/L,NA,5.9,6.45
J01-9992-1 (J01P27),9/8/2022,Dissolved,NA,2022-09-08,"Arsenic, Total",ug/L,NA,15,15
J01-9007-1 (J02P05),9/8/2022,Dissolved,NA,2022-09-08,"Arsenic, Total",ug/L,NA,2.9,2.65
M01-042-1 (M01S01),9/8/2022,Total,26921,2022-09-08,"Arsenic, Total",ug/L,NA,1.9,1.7999999999999998
M02-032-1,9/8/2022,Total,4246,2022-09-08,"Arsenic, Total",ug/L,NA,3.8,3.3499999999999996
SC1-2,9/8/2022,Total,11188,2022-09-08,"Arsenic, Total",ug/L,NA,2.1,2.3
M02-085-1 (M02P06),9/8/2022,Total,9377,2022-09-08,"Arsenic, Total",ug/L,NA,13,10.8
M02-085-2,9/8/2022,Total,3170,2022-09-08,"Arsenic, Total",ug/L,NA,2.8,2.4
M01-042-1 (M01S01),9/8/2022,Dissolved,NA,2022-09-08,"Arsenic, Total",ug/L,NA,1.8,1.7000000000000002
M02-032-1,9/8/2022,Dissolved,NA,2022-09-08,"Arsenic, Total",ug/L,NA,3.7,3.35
SC1-2,9/8/2022,Dissolved,NA,2022-09-08,"Arsenic, Total",ug/L,NA,1.7,2
M02-085-1 (M02P06),9/8/2022,Dissolved,NA,2022-09-08,"Arsenic, Total",ug/L,NA,13,11.2
M02-085-2,9/8/2022,Dissolved,NA,2022-09-08,"Arsenic, Total",ug/L,NA,2.7,2.35
L04-266-5,6/14/2022,Total,3412,2022-06-14,"Cadmium, Total",ug/L,NA,1.6,1.5
I01-11343-2 (I02P18),6/14/2022,Total,2417,2022-06-14,"Cadmium, Total",ug/L,<,0.1,0.1
L04-266-5,6/14/2022,Dissolved,NA,2022-06-14,"Cadmium, Total",ug/L,NA,1.4,1.2999999999999998
I01-11343-2 (I02P18),6/14/2022,Dissolved,NA,2022-06-14,"Cadmium, Total",ug/L,<,0.1,0.15000000000000002
L03-418-8,6/15/2022,Total,3205,2022-06-15,"Cadmium, Total",ug/L,NA,0.69,0.69
K01-12177-1 (K01P07),6/15/2022,Total,2416,2022-06-15,"Cadmium, Total",ug/L,NA,0.22,0.21000000000000002
J03-9221-1 (J03P02),6/15/2022,Total,5136,2022-06-15,"Cadmium, Total",ug/L,NA,6.2,7.25
J01-9224-1 (J01P24),6/15/2022,Total,2769,2022-06-15,"Cadmium, Total",ug/L,NA,2,1.465
J01-9224-2 (J01P25),6/15/2022,Total,2576,2022-06-15,"Cadmium, Total",ug/L,NA,0.53,0.49
L03-418-8,6/15/2022,Dissolved,NA,2022-06-15,"Cadmium, Total",ug/L,NA,0.32,0.395
K01-12177-1 (K01P07),6/15/2022,Dissolved,NA,2022-06-15,"Cadmium, Total",ug/L,<,0.1,0.1
J03-9221-1 (J03P02),6/15/2022,Dissolved,NA,2022-06-15,"Cadmium, Total",ug/L,NA,2.2,4.050000000000001
J01-9224-1 (J01P24),6/15/2022,Dissolved,NA,2022-06-15,"Cadmium, Total",ug/L,NA,1,0.9099999999999999
J01-9224-2 (J01P25),6/15/2022,Dissolved,NA,2022-06-15,"Cadmium, Total",ug/L,NA,0.55,0.325
L03-662-3 (L03P16),6/14/2022,Total,2551,2022-06-14,"Cadmium, Total",ug/L,<,0.1,0.22999999999999998
L03-214-2 (L03P18),6/14/2022,Total,3395,2022-06-14,"Cadmium, Total",ug/L,NA,24,25
L03-316-3 (L03P12),6/14/2022,Total,4833,2022-06-14,"Cadmium, Total",ug/L,NA,4,8.5
L03-662-3 (L03P16),6/14/2022,Dissolved,NA,2022-06-14,"Cadmium, Total",ug/L,<,0.1,0.165
L03-214-2 (L03P18),6/14/2022,Dissolved,NA,2022-06-14,"Cadmium, Total",ug/L,NA,6.4,8.2
L03-316-3 (L03P12),6/14/2022,Dissolved,NA,2022-06-14,"Cadmium, Total",ug/L,NA,3.7,2.55
J01-9992-1 (J01P27),6/23/2022,Total,3165,2022-06-23,"Cadmium, Total",ug/L,NA,2.6,2.45
J01-9131-1 (J01P28),6/23/2022,Total,2686,2022-06-23,"Cadmium, Total",ug/L,NA,2.7,5.449999999999999
J01-9007-1 (J02P05),6/23/2022,Total,1529,2022-06-23,"Cadmium, Total",ug/L,NA,0.23,0.3
J01-9992-1 (J01P27),6/23/2022,Dissolved,NA,2022-06-23,"Cadmium, Total",ug/L,NA,2.3,2.2
J01-9131-1 (J01P28),6/23/2022,Dissolved,NA,2022-06-23,"Cadmium, Total",ug/L,NA,1.5,4.75
J01-9007-1 (J02P05),6/23/2022,Dissolved,NA,2022-06-23,"Cadmium, Total",ug/L,NA,0.88,0.62
J06-10011-1 (J06P01),6/23/2022,Total,3190,2022-06-23,"Cadmium, Total",ug/L,NA,0.46,0.445
J06-9079-1 (J06P03),6/23/2022,Total,2124.6,2022-06-23,"Cadmium, Total",ug/L,NA,0.27,0.265
J01-9082-2,6/23/2022,Total,1402.2,2022-06-23,"Cadmium, Total",ug/L,<,0.1,0.1
J06-10011-1 (J06P01),6/23/2022,Dissolved,NA,2022-06-23,"Cadmium, Total",ug/L,NA,0.42,0.405
J06-9079-1 (J06P03),6/23/2022,Dissolved,NA,2022-06-23,"Cadmium, Total",ug/L,NA,0.2,0.21000000000000002
J01-9082-2,6/23/2022,Dissolved,NA,2022-06-23,"Cadmium, Total",ug/L,<,0.1,0.1
I01-11010-1,6/21/2022,Total,4030,2022-06-21,"Cadmium, Total",ug/L,<,0.1,0.1
I00-11468-1,6/21/2022,Total,9274,2022-06-21,"Cadmium, Total",ug/L,<,0.1,0.1
I01-11010-1,6/21/2022,Dissolved,NA,2022-06-21,"Cadmium, Total",ug/L,<,0.1,0.1
I00-11468-1,6/21/2022,Dissolved,NA,2022-06-21,"Cadmium, Total",ug/L,<,0.1,0.1
J01-10004-1 (J01P01),6/21/2022,Total,2028,2022-06-21,"Cadmium, Total",ug/L,<,0.1,0.1
J01-10004-1 (J01P01),6/21/2022,Dissolved,NA,2022-06-21,"Cadmium, Total",ug/L,<,0.1,0.1
L01-749-2,6/22/2022,Total,5316,2022-06-22,"Cadmium, Total",ug/L,NA,2.6,2.9000000000000004
L05-503-1,6/22/2022,Total,3947,2022-06-22,"Cadmium, Total",ug/L,<,0.1,0.1
L01-724-4 (L01P03),6/22/2022,Total,2815,2022-06-22,"Cadmium, Total",ug/L,<,0.1,0.1
L01-724-1 (L01S01),6/22/2022,Total,6586,2022-06-22,"Cadmium, Total",ug/L,<,0.1,0.1
L01-749-2,6/22/2022,Dissolved,NA,2022-06-22,"Cadmium, Total",ug/L,NA,0.31,1.155
L05-503-1,6/22/2022,Dissolved,NA,2022-06-22,"Cadmium, Total",ug/L,<,0.1,0.1
L01-724-4 (L01P03),6/22/2022,Dissolved,NA,2022-06-22,"Cadmium, Total",ug/L,<,0.1,0.1
L01-724-1 (L01S01),6/22/2022,Dissolved,NA,2022-06-22,"Cadmium, Total",ug/L,<,0.1,0.1
L01-728-5 (L01-DP),6/22/2022,Total,1110,2022-06-22,"Cadmium, Total",ug/L,<,0.1,0.1
K01-12126-1 (K01S01),6/22/2022,Total,5426,2022-06-22,"Cadmium, Total",ug/L,NA,0.55,1.175
K01-12159-2,6/22/2022,Total,2927,2022-06-22,"Cadmium, Total",ug/L,NA,2.3,2.65
K01-12159-3,6/22/2022,Total,3829,2022-06-22,"Cadmium, Total",ug/L,<,0.1,0.1
L01-728-5 (L01-DP),6/22/2022,Dissolved,NA,2022-06-22,"Cadmium, Total",ug/L,<,0.1,0.1
K01-12126-1 (K01S01),6/22/2022,Dissolved,NA,2022-06-22,"Cadmium, Total",ug/L,NA,0.48,1.04
K01-12159-2,6/22/2022,Dissolved,NA,2022-06-22,"Cadmium, Total",ug/L,NA,1.5,1.9
K01-12159-3,6/22/2022,Dissolved,NA,2022-06-22,"Cadmium, Total",ug/L,<,0.1,0.1
L05-489-3,6/16/2022,Total,2537,2022-06-16,"Cadmium, Total",ug/L,NA,0.39,0.36
L05-049-1,6/16/2022,Total,2449,2022-06-16,"Cadmium, Total",ug/L,NA,3.9,2.9
L02-374-1 (L02P50),6/16/2022,Total,2256,2022-06-16,"Cadmium, Total",ug/L,NA,0.95,0.8999999999999999
L05-489-3,6/16/2022,Dissolved,NA,2022-06-16,"Cadmium, Total",ug/L,NA,0.38,0.295
L05-049-1,6/16/2022,Dissolved,NA,2022-06-16,"Cadmium, Total",ug/L,NA,4.6,3.25
L02-374-1 (L02P50),6/16/2022,Dissolved,NA,2022-06-16,"Cadmium, Total",ug/L,NA,0.76,0.725
L01-404-1,6/16/2022,Total,2302,2022-06-16,"Cadmium, Total",ug/L,<,0.1,0.1
L01-340-1,6/16/2022,Total,1454,2022-06-16,"Cadmium, Total",ug/L,<,0.1,0.1
L01-404-1,6/16/2022,Dissolved,NA,2022-06-16,"Cadmium, Total",ug/L,<,0.1,0.1
L01-340-1,6/16/2022,Dissolved,NA,2022-06-16,"Cadmium, Total",ug/L,<,0.1,0.1
L02-246-1 (L11P01),6/27/2022,Total,1583,2022-06-27,"Cadmium, Total",ug/L,<,0.1,0.1
L02-641-1,6/27/2022,Total,1248,2022-06-27,"Cadmium, Total",ug/L,<,0.1,0.1
L02-641-2,6/27/2022,Total,1373,2022-06-27,"Cadmium, Total",ug/L,<,0.1,0.1
L01-731-1 (L08TBN2),6/27/2022,Total,2738,2022-06-27,"Cadmium, Total",ug/L,<,0.1,0.1
L02-166-3 (L02P26),6/27/2022,Total,2227,2022-06-27,"Cadmium, Total",ug/L,NA,0.24,0.16999999999999998
L02-246-1 (L11P01),6/27/2022,Dissolved,NA,2022-06-27,"Cadmium, Total",ug/L,<,0.1,0.1
L02-641-1,6/27/2022,Dissolved,NA,2022-06-27,"Cadmium, Total",ug/L,<,0.1,0.1
L02-641-2,6/27/2022,Dissolved,NA,2022-06-27,"Cadmium, Total",ug/L,<,0.1,0.1
L01-731-1 (L08TBN2),6/27/2022,Dissolved,NA,2022-06-27,"Cadmium, Total",ug/L,<,0.1,0.1
L02-166-3 (L02P26),6/27/2022,Dissolved,NA,2022-06-27,"Cadmium, Total",ug/L,NA,0.24,0.16999999999999998
L04-672-1,6/29/2022,Total,3758,2022-06-29,"Cadmium, Total",ug/L,NA,1.5,1.35
L04-672-1,6/29/2022,Dissolved,NA,2022-06-29,"Cadmium, Total",ug/L,NA,0.66,0.65
M01-042-1 (M01S01),6/30/2022,Total,26913,2022-06-30,"Cadmium, Total",ug/L,NA,220,205
M02-032-1,6/30/2022,Total,3938,2022-06-30,"Cadmium, Total",ug/L,NA,0.52,0.525
SC1-2,6/30/2022,Total,9896,2022-06-30,"Cadmium, Total",ug/L,NA,4.8,5.5
M02-085-1 (M02P06),6/30/2022,Total,7636,2022-06-30,"Cadmium, Total",ug/L,NA,36,45
M02-085-2,6/30/2022,Total,3045,2022-06-30,"Cadmium, Total",ug/L,NA,1.3,0.9750000000000001
M01-042-1 (M01S01),6/30/2022,Dissolved,NA,2022-06-30,"Cadmium, Total",ug/L,NA,220,205
M02-032-1,6/30/2022,Dissolved,NA,2022-06-30,"Cadmium, Total",ug/L,NA,0.5,0.44
SC1-2,6/30/2022,Dissolved,NA,2022-06-30,"Cadmium, Total",ug/L,NA,4.2,4.9
M02-085-1 (M02P06),6/30/2022,Dissolved,NA,2022-06-30,"Cadmium, Total",ug/L,NA,39,45.5
M02-085-2,6/30/2022,Dissolved,NA,2022-06-30,"Cadmium, Total",ug/L,NA,0.77,0.64
L03-662-3 (L03P16),8/23/2022,Total,3390,2022-08-23,"Cadmium, Total",ug/L,NA,0.36,0.22999999999999998
