Station,date,Sample Type,Field Specific Conductivity,Date,Parameter,Units,Qualifier,Result,ResultAvg
M02-032-1,9/8/2022,Total,4246,2022-09-08,d12-Chrysene,ng/L,NA,73,87.5
SC1-2,9/8/2022,Total,11188,2022-09-08,d12-Chrysene,ng/L,NA,84,106
M02-085-1 (M02P06),9/8/2022,Total,9377,2022-09-08,d12-Chrysene,ng/L,NA,51,84.5
M02-085-2,9/8/2022,Total,3170,2022-09-08,d12-Chrysene,ng/L,NA,80,98.5
L04-266-5,6/14/2022,Total,3412,2022-06-14,d8-Naphthalene,ng/L,NA,71,60
I01-11343-2 (I02P18),6/14/2022,Total,2417,2022-06-14,d8-Naphthalene,ng/L,NA,75,57
L03-418-8,6/15/2022,Total,3205,2022-06-15,d8-Naphthalene,ng/L,NA,50,38.5
K01-12177-1 (K01P07),6/15/2022,Total,2416,2022-06-15,d8-Naphthalene,ng/L,NA,52,58.5
J03-9221-1 (J03P02),6/15/2022,Total,5136,2022-06-15,d8-Naphthalene,ng/L,NA,52,66
J01-9224-1 (J01P24),6/15/2022,Total,2769,2022-06-15,d8-Naphthalene,ng/L,NA,54,71.5
J01-9224-2 (J01P25),6/15/2022,Total,2576,2022-06-15,d8-Naphthalene,ng/L,NA,45,55
L03-662-3 (L03P16),6/14/2022,Total,2551,2022-06-14,d8-Naphthalene,ng/L,NA,80,65
L03-214-2 (L03P18),6/14/2022,Total,3395,2022-06-14,d8-Naphthalene,ng/L,NA,67,53.5
L03-316-3 (L03P12),6/14/2022,Total,4833,2022-06-14,d8-Naphthalene,ng/L,NA,77,62
J01-9992-1 (J01P27),6/23/2022,Total,3165,2022-06-23,d8-Naphthalene,ng/L,NA,73,54.5
J01-9131-1 (J01P28),6/23/2022,Total,2686,2022-06-23,d8-Naphthalene,ng/L,NA,20,31
J01-9007-1 (J02P05),6/23/2022,Total,1529,2022-06-23,d8-Naphthalene,ng/L,NA,112,74.5
J06-10011-1 (J06P01),6/23/2022,Total,3190,2022-06-23,d8-Naphthalene,ng/L,NA,79,67.5
J06-9079-1 (J06P03),6/23/2022,Total,2124.6,2022-06-23,d8-Naphthalene,ng/L,NA,59,54.5
J01-9082-2,6/23/2022,Total,1402.2,2022-06-23,d8-Naphthalene,ng/L,NA,59,56
I01-11010-1,6/21/2022,Total,4030,2022-06-21,d8-Naphthalene,ng/L,NA,54,61.5
I00-11468-1,6/21/2022,Total,9274,2022-06-21,d8-Naphthalene,ng/L,NA,52,52
J01-10004-1 (J01P01),6/21/2022,Total,2028,2022-06-21,d8-Naphthalene,ng/L,NA,50,52
L01-749-2,6/22/2022,Total,5316,2022-06-22,d8-Naphthalene,ng/L,NA,107,83.5
L05-503-1,6/22/2022,Total,3947,2022-06-22,d8-Naphthalene,ng/L,NA,105,85
L01-724-4 (L01P03),6/22/2022,Total,2815,2022-06-22,d8-Naphthalene,ng/L,NA,61,62.5
L01-724-1 (L01S01),6/22/2022,Total,6586,2022-06-22,d8-Naphthalene,ng/L,NA,62,59.5
L01-728-5 (L01-DP),6/22/2022,Total,1110,2022-06-22,d8-Naphthalene,ng/L,NA,90,78
K01-12126-1 (K01S01),6/22/2022,Total,5426,2022-06-22,d8-Naphthalene,ng/L,NA,66,64
K01-12159-2,6/22/2022,Total,2927,2022-06-22,d8-Naphthalene,ng/L,NA,98,84
K01-12159-3,6/22/2022,Total,3829,2022-06-22,d8-Naphthalene,ng/L,NA,120,90.5
L05-489-3,6/16/2022,Total,2537,2022-06-16,d8-Naphthalene,ng/L,NA,43,43.5
L05-049-1,6/16/2022,Total,2449,2022-06-16,d8-Naphthalene,ng/L,NA,48,49.5
L02-374-1 (L02P50),6/16/2022,Total,2256,2022-06-16,d8-Naphthalene,ng/L,NA,47,57.5
L01-404-1,6/16/2022,Total,2302,2022-06-16,d8-Naphthalene,ng/L,NA,49,38.5
L01-340-1,6/16/2022,Total,1454,2022-06-16,d8-Naphthalene,ng/L,NA,50,50.5
L02-246-1 (L11P01),6/27/2022,Total,1583,2022-06-27,d8-Naphthalene,ng/L,NA,75,55
L02-641-1,6/27/2022,Total,1248,2022-06-27,d8-Naphthalene,ng/L,NA,59,61.5
L02-641-2,6/27/2022,Total,1373,2022-06-27,d8-Naphthalene,ng/L,NA,67,66
L01-731-1 (L08TBN2),6/27/2022,Total,2738,2022-06-27,d8-Naphthalene,ng/L,NA,79,56.5
L02-166-3 (L02P26),6/27/2022,Total,2227,2022-06-27,d8-Naphthalene,ng/L,NA,75,52.5
L04-672-1,6/29/2022,Total,3758,2022-06-29,d8-Naphthalene,ng/L,NA,72,62
M01-042-1 (M01S01),6/30/2022,Total,26913,2022-06-30,d8-Naphthalene,ng/L,NA,78,73.5
M02-032-1,6/30/2022,Total,3938,2022-06-30,d8-Naphthalene,ng/L,NA,68,63
SC1-2,6/30/2022,Total,9896,2022-06-30,d8-Naphthalene,ng/L,NA,78,70.5
M02-085-1 (M02P06),6/30/2022,Total,7636,2022-06-30,d8-Naphthalene,ng/L,NA,68,72.5
M02-085-2,6/30/2022,Total,3045,2022-06-30,d8-Naphthalene,ng/L,NA,56,47.5
L03-662-3 (L03P16),8/23/2022,Total,3390,2022-08-23,d8-Naphthalene,ng/L,NA,50,65
L03-214-2 (L03P18),8/23/2022,Total,4320,2022-08-23,d8-Naphthalene,ng/L,NA,40,53.5
L03-316-3 (L03P12),8/23/2022,Total,4049,2022-08-23,d8-Naphthalene,ng/L,NA,47,62
J01-10004-1 (J01P01),8/18/2022,Total,2077,2022-08-18,d8-Naphthalene,ng/L,NA,54,52
L03-418-8,8/18/2022,Total,2858.53,2022-08-18,d8-Naphthalene,ng/L,NA,27,38.5
K01-12177-1 (K01P07),8/18/2022,Total,2005,2022-08-18,d8-Naphthalene,ng/L,NA,65,58.5
J03-9221-1 (J03P02),8/18/2022,Total,4941,2022-08-18,d8-Naphthalene,ng/L,NA,80,66
J01-9224-1 (J01P24),8/18/2022,Total,3289,2022-08-18,d8-Naphthalene,ng/L,NA,89,71.5
J01-9224-2 (J01P25),8/18/2022,Total,2370,2022-08-18,d8-Naphthalene,ng/L,NA,65,55
J06-9079-1 (J06P03),8/22/2022,Total,2291,2022-08-22,d8-Naphthalene,ng/L,NA,50,54.5
J06-10011-1 (J06P01),8/22/2022,Total,3121,2022-08-22,d8-Naphthalene,ng/L,NA,56,67.5
J01-9082-2,8/22/2022,Total,1319,2022-08-22,d8-Naphthalene,ng/L,NA,53,56
L04-672-1,8/23/2022,Total,5222,2022-08-23,d8-Naphthalene,ng/L,NA,52,62
L04-266-5,8/23/2022,Total,4848,2022-08-23,d8-Naphthalene,ng/L,NA,49,60
I01-11343-2 (I02P18),8/23/2022,Total,4543,2022-08-23,d8-Naphthalene,ng/L,NA,39,57
L01-340-1,8/24/2022,Total,1798.6,2022-08-24,d8-Naphthalene,ng/L,NA,51,50.5
L01-404-1,8/24/2022,Total,2033.4,2022-08-24,d8-Naphthalene,ng/L,NA,28,38.5
L02-246-1 (L11P01),8/25/2022,Total,2323,2022-08-25,d8-Naphthalene,ng/L,NA,35,55
L02-641-1,8/25/2022,Total,1807,2022-08-25,d8-Naphthalene,ng/L,NA,64,61.5
L02-641-2,8/25/2022,Total,2148,2022-08-25,d8-Naphthalene,ng/L,NA,65,66
L01-731-1 (L08TBN2),8/25/2022,Total,2692,2022-08-25,d8-Naphthalene,ng/L,NA,34,56.5
L02-166-3 (L02P26),8/25/2022,Total,2626,2022-08-25,d8-Naphthalene,ng/L,NA,30,52.5
L05-489-3,9/6/2022,Total,3524,2022-09-06,d8-Naphthalene,ng/L,NA,44,43.5
L05-049-1,9/6/2022,Total,2843,2022-09-06,d8-Naphthalene,ng/L,NA,51,49.5
L02-374-1 (L02P50),9/6/2022,Total,3644,2022-09-06,d8-Naphthalene,ng/L,NA,68,57.5
L05-503-1,9/6/2022,Total,4029.2,2022-09-06,d8-Naphthalene,ng/L,NA,65,85
L01-749-2,9/6/2022,Total,8458,2022-09-06,d8-Naphthalene,ng/L,NA,60,83.5
L01-724-4 (L01P03),9/6/2022,Total,5109,2022-09-06,d8-Naphthalene,ng/L,NA,64,62.5
L01-724-1 (L01S01),9/6/2022,Total,6362,2022-09-06,d8-Naphthalene,ng/L,NA,57,59.5
L01-726-5,9/7/2022,Total,1165,2022-09-07,d8-Naphthalene,ng/L,NA,62,62
L01-728-5 (L01-DP),9/7/2022,Total,1327,2022-09-07,d8-Naphthalene,ng/L,NA,66,78
K01-12126-1 (K01S01),9/7/2022,Total,5061,2022-09-07,d8-Naphthalene,ng/L,NA,62,64
K01-12159-2,9/7/2022,Total,4869,2022-09-07,d8-Naphthalene,ng/L,NA,70,84
K01-12159-3,9/7/2022,Total,3633,2022-09-07,d8-Naphthalene,ng/L,NA,61,90.5
I01-11010-1,9/7/2022,Total,6067.7,2022-09-07,d8-Naphthalene,ng/L,NA,69,61.5
J01-9131-1 (J01P28),9/8/2022,Total,2648,2022-09-08,d8-Naphthalene,ng/L,NA,42,31
J01-9992-1 (J01P27),8/9/2022,Total,3208,2022-08-09,d8-Naphthalene,ng/L,NA,36,54.5
J01-9007-1 (J02P05),9/8/2022,Total,1929,2022-09-08,d8-Naphthalene,ng/L,NA,37,74.5
M01-042-1 (M01S01),9/8/2022,Total,26921,2022-09-08,d8-Naphthalene,ng/L,NA,69,73.5
M02-032-1,9/8/2022,Total,4246,2022-09-08,d8-Naphthalene,ng/L,NA,58,63
SC1-2,9/8/2022,Total,11188,2022-09-08,d8-Naphthalene,ng/L,NA,63,70.5
M02-085-1 (M02P06),9/8/2022,Total,9377,2022-09-08,d8-Naphthalene,ng/L,NA,77,72.5
M02-085-2,9/8/2022,Total,3170,2022-09-08,d8-Naphthalene,ng/L,NA,39,47.5
L04-266-5,6/14/2022,Total,3412,2022-06-14,PCB030,ng/L,NA,74,69.5
I01-11343-2 (I02P18),6/14/2022,Total,2417,2022-06-14,PCB030,ng/L,NA,54,55.5
L03-418-8,6/15/2022,Total,3205,2022-06-15,PCB030,ng/L,NA,80,72.5
K01-12177-1 (K01P07),6/15/2022,Total,2416,2022-06-15,PCB030,ng/L,NA,78,73.5
J03-9221-1 (J03P02),6/15/2022,Total,5136,2022-06-15,PCB030,ng/L,NA,78,78
J01-9224-1 (J01P24),6/15/2022,Total,2769,2022-06-15,PCB030,ng/L,NA,73,77
J01-9224-2 (J01P25),6/15/2022,Total,2576,2022-06-15,PCB030,ng/L,NA,56,70
L03-662-3 (L03P16),6/14/2022,Total,2551,2022-06-14,PCB030,ng/L,NA,67,70
L03-214-2 (L03P18),6/14/2022,Total,3395,2022-06-14,PCB030,ng/L,NA,71,62.5
L03-316-3 (L03P12),6/14/2022,Total,4833,2022-06-14,PCB030,ng/L,NA,58,66.5
J01-9992-1 (J01P27),6/23/2022,Total,3165,2022-06-23,PCB030,ng/L,NA,85,79
J01-9131-1 (J01P28),6/23/2022,Total,2686,2022-06-23,PCB030,ng/L,NA,45,57.5
J01-9007-1 (J02P05),6/23/2022,Total,1529,2022-06-23,PCB030,ng/L,NA,102,92
J06-10011-1 (J06P01),6/23/2022,Total,3190,2022-06-23,PCB030,ng/L,NA,108,98
J06-9079-1 (J06P03),6/23/2022,Total,2124.6,2022-06-23,PCB030,ng/L,NA,103,87
J01-9082-2,6/23/2022,Total,1402.2,2022-06-23,PCB030,ng/L,NA,109,90.5
I01-11010-1,6/21/2022,Total,4030,2022-06-21,PCB030,ng/L,NA,82,76.5
I00-11468-1,6/21/2022,Total,9274,2022-06-21,PCB030,ng/L,NA,85,85
J01-10004-1 (J01P01),6/21/2022,Total,2028,2022-06-21,PCB030,ng/L,NA,78,71
L01-749-2,6/22/2022,Total,5316,2022-06-22,PCB030,ng/L,NA,107,86.5
L05-503-1,6/22/2022,Total,3947,2022-06-22,PCB030,ng/L,NA,120,91.5
L01-724-4 (L01P03),6/22/2022,Total,2815,2022-06-22,PCB030,ng/L,NA,93,80
L01-724-1 (L01S01),6/22/2022,Total,6586,2022-06-22,PCB030,ng/L,NA,65,54.5
L01-728-5 (L01-DP),6/22/2022,Total,1110,2022-06-22,PCB030,ng/L,NA,129,101.5
K01-12126-1 (K01S01),6/22/2022,Total,5426,2022-06-22,PCB030,ng/L,NA,68,68.5
K01-12159-2,6/22/2022,Total,2927,2022-06-22,PCB030,ng/L,NA,64,69
K01-12159-3,6/22/2022,Total,3829,2022-06-22,PCB030,ng/L,NA,107,83.5
L05-489-3,6/16/2022,Total,2537,2022-06-16,PCB030,ng/L,NA,49,38
L05-049-1,6/16/2022,Total,2449,2022-06-16,PCB030,ng/L,NA,62,63
L02-374-1 (L02P50),6/16/2022,Total,2256,2022-06-16,PCB030,ng/L,NA,73,69.5
L01-404-1,6/16/2022,Total,2302,2022-06-16,PCB030,ng/L,NA,62,59.5
L01-340-1,6/16/2022,Total,1454,2022-06-16,PCB030,ng/L,NA,70,78.5
L02-246-1 (L11P01),6/27/2022,Total,1583,2022-06-27,PCB030,ng/L,NA,76,81.5
L02-641-1,6/27/2022,Total,1248,2022-06-27,PCB030,ng/L,NA,77,64
L02-641-2,6/27/2022,Total,1373,2022-06-27,PCB030,ng/L,NA,65,58.5
L01-731-1 (L08TBN2),6/27/2022,Total,2738,2022-06-27,PCB030,ng/L,NA,74,69
L02-166-3 (L02P26),6/27/2022,Total,2227,2022-06-27,PCB030,ng/L,NA,68,71.5
L04-672-1,6/29/2022,Total,3758,2022-06-29,PCB030,ng/L,NA,69,83.5
M01-042-1 (M01S01),6/30/2022,Total,26913,2022-06-30,PCB030,ng/L,NA,68,76.5
M02-032-1,6/30/2022,Total,3938,2022-06-30,PCB030,ng/L,NA,56,57.5
SC1-2,6/30/2022,Total,9896,2022-06-30,PCB030,ng/L,NA,65,60.5
M02-085-1 (M02P06),6/30/2022,Total,7636,2022-06-30,PCB030,ng/L,NA,68,79
M02-085-2,6/30/2022,Total,3045,2022-06-30,PCB030,ng/L,NA,62,70
L03-662-3 (L03P16),8/23/2022,Total,3390,2022-08-23,PCB030,ng/L,NA,73,70
L03-214-2 (L03P18),8/23/2022,Total,4320,2022-08-23,PCB030,ng/L,NA,54,62.5
L03-316-3 (L03P12),8/23/2022,Total,4049,2022-08-23,PCB030,ng/L,NA,75,66.5
J01-10004-1 (J01P01),8/18/2022,Total,2077,2022-08-18,PCB030,ng/L,NA,64,71
L03-418-8,8/18/2022,Total,2858.53,2022-08-18,PCB030,ng/L,NA,65,72.5
K01-12177-1 (K01P07),8/18/2022,Total,2005,2022-08-18,PCB030,ng/L,NA,69,73.5
J03-9221-1 (J03P02),8/18/2022,Total,4941,2022-08-18,PCB030,ng/L,NA,78,78
J01-9224-1 (J01P24),8/18/2022,Total,3289,2022-08-18,PCB030,ng/L,NA,81,77
J01-9224-2 (J01P25),8/18/2022,Total,2370,2022-08-18,PCB030,ng/L,NA,84,70
J06-9079-1 (J06P03),8/22/2022,Total,2291,2022-08-22,PCB030,ng/L,NA,71,87
J06-10011-1 (J06P01),8/22/2022,Total,3121,2022-08-22,PCB030,ng/L,NA,88,98
J01-9082-2,8/22/2022,Total,1319,2022-08-22,PCB030,ng/L,NA,72,90.5
L04-672-1,8/23/2022,Total,5222,2022-08-23,PCB030,ng/L,NA,98,83.5
L04-266-5,8/23/2022,Total,4848,2022-08-23,PCB030,ng/L,NA,65,69.5
I01-11343-2 (I02P18),8/23/2022,Total,4543,2022-08-23,PCB030,ng/L,NA,57,55.5
L01-340-1,8/24/2022,Total,1798.6,2022-08-24,PCB030,ng/L,NA,87,78.5
L01-404-1,8/24/2022,Total,2033.4,2022-08-24,PCB030,ng/L,NA,57,59.5
L02-246-1 (L11P01),8/25/2022,Total,2323,2022-08-25,PCB030,ng/L,NA,87,81.5
L02-641-1,8/25/2022,Total,1807,2022-08-25,PCB030,ng/L,NA,51,64
L02-641-2,8/25/2022,Total,2148,2022-08-25,PCB030,ng/L,NA,52,58.5
L01-731-1 (L08TBN2),8/25/2022,Total,2692,2022-08-25,PCB030,ng/L,NA,64,69
L02-166-3 (L02P26),8/25/2022,Total,2626,2022-08-25,PCB030,ng/L,NA,75,71.5
L05-489-3,9/6/2022,Total,3524,2022-09-06,PCB030,ng/L,NA,27,38
L05-049-1,9/6/2022,Total,2843,2022-09-06,PCB030,ng/L,NA,64,63
L02-374-1 (L02P50),9/6/2022,Total,3644,2022-09-06,PCB030,ng/L,NA,66,69.5
L05-503-1,9/6/2022,Total,4029.2,2022-09-06,PCB030,ng/L,NA,63,91.5
L01-749-2,9/6/2022,Total,8458,2022-09-06,PCB030,ng/L,NA,66,86.5
L01-724-4 (L01P03),9/6/2022,Total,5109,2022-09-06,PCB030,ng/L,NA,67,80
L01-724-1 (L01S01),9/6/2022,Total,6362,2022-09-06,PCB030,ng/L,NA,44,54.5
L01-726-5,9/7/2022,Total,1165,2022-09-07,PCB030,ng/L,NA,74,74
L01-728-5 (L01-DP),9/7/2022,Total,1327,2022-09-07,PCB030,ng/L,NA,74,101.5
K01-12126-1 (K01S01),9/7/2022,Total,5061,2022-09-07,PCB030,ng/L,NA,69,68.5
K01-12159-2,9/7/2022,Total,4869,2022-09-07,PCB030,ng/L,NA,74,69
K01-12159-3,9/7/2022,Total,3633,2022-09-07,PCB030,ng/L,NA,60,83.5
I01-11010-1,9/7/2022,Total,6067.7,2022-09-07,PCB030,ng/L,NA,71,76.5
J01-9131-1 (J01P28),9/8/2022,Total,2648,2022-09-08,PCB030,ng/L,NA,70,57.5
J01-9992-1 (J01P27),8/9/2022,Total,3208,2022-08-09,PCB030,ng/L,NA,73,79
J01-9007-1 (J02P05),9/8/2022,Total,1929,2022-09-08,PCB030,ng/L,NA,82,92
M01-042-1 (M01S01),9/8/2022,Total,26921,2022-09-08,PCB030,ng/L,NA,85,76.5
M02-032-1,9/8/2022,Total,4246,2022-09-08,PCB030,ng/L,NA,59,57.5
SC1-2,9/8/2022,Total,11188,2022-09-08,PCB030,ng/L,NA,56,60.5
M02-085-1 (M02P06),9/8/2022,Total,9377,2022-09-08,PCB030,ng/L,NA,90,79
M02-085-2,9/8/2022,Total,3170,2022-09-08,PCB030,ng/L,NA,78,70
L04-266-5,6/14/2022,Total,3412,2022-06-14,PCB112,ng/L,NA,71,69
I01-11343-2 (I02P18),6/14/2022,Total,2417,2022-06-14,PCB112,ng/L,NA,58,67
L03-418-8,6/15/2022,Total,3205,2022-06-15,PCB112,ng/L,NA,94,92
K01-12177-1 (K01P07),6/15/2022,Total,2416,2022-06-15,PCB112,ng/L,NA,96,86
J03-9221-1 (J03P02),6/15/2022,Total,5136,2022-06-15,PCB112,ng/L,NA,93,81
J01-9224-1 (J01P24),6/15/2022,Total,2769,2022-06-15,PCB112,ng/L,NA,89,82
J01-9224-2 (J01P25),6/15/2022,Total,2576,2022-06-15,PCB112,ng/L,NA,61,65
L03-662-3 (L03P16),6/14/2022,Total,2551,2022-06-14,PCB112,ng/L,NA,61,72
L03-214-2 (L03P18),6/14/2022,Total,3395,2022-06-14,PCB112,ng/L,NA,65,92
L03-316-3 (L03P12),6/14/2022,Total,4833,2022-06-14,PCB112,ng/L,NA,53,73.5
J01-9992-1 (J01P27),6/23/2022,Total,3165,2022-06-23,PCB112,ng/L,NA,98,96.5
J01-9131-1 (J01P28),6/23/2022,Total,2686,2022-06-23,PCB112,ng/L,NA,71,82.5
J01-9007-1 (J02P05),6/23/2022,Total,1529,2022-06-23,PCB112,ng/L,NA,96,99
J06-10011-1 (J06P01),6/23/2022,Total,3190,2022-06-23,PCB112,ng/L,NA,102,89
J06-9079-1 (J06P03),6/23/2022,Total,2124.6,2022-06-23,PCB112,ng/L,NA,100,86.5
J01-9082-2,6/23/2022,Total,1402.2,2022-06-23,PCB112,ng/L,NA,122,92.5
I01-11010-1,6/21/2022,Total,4030,2022-06-21,PCB112,ng/L,NA,88,81.5
I00-11468-1,6/21/2022,Total,9274,2022-06-21,PCB112,ng/L,NA,94,94
J01-10004-1 (J01P01),6/21/2022,Total,2028,2022-06-21,PCB112,ng/L,NA,89,77
L01-749-2,6/22/2022,Total,5316,2022-06-22,PCB112,ng/L,NA,120,94.5
L05-503-1,6/22/2022,Total,3947,2022-06-22,PCB112,ng/L,NA,95,81
L01-724-4 (L01P03),6/22/2022,Total,2815,2022-06-22,PCB112,ng/L,NA,106,89
L01-724-1 (L01S01),6/22/2022,Total,6586,2022-06-22,PCB112,ng/L,NA,60,52
L01-728-5 (L01-DP),6/22/2022,Total,1110,2022-06-22,PCB112,ng/L,NA,95,85
K01-12126-1 (K01S01),6/22/2022,Total,5426,2022-06-22,PCB112,ng/L,NA,99,84
K01-12159-2,6/22/2022,Total,2927,2022-06-22,PCB112,ng/L,NA,49,60
K01-12159-3,6/22/2022,Total,3829,2022-06-22,PCB112,ng/L,NA,129,95
L05-489-3,6/16/2022,Total,2537,2022-06-16,PCB112,ng/L,NA,49,41.5
L05-049-1,6/16/2022,Total,2449,2022-06-16,PCB112,ng/L,NA,71,66.5
L02-374-1 (L02P50),6/16/2022,Total,2256,2022-06-16,PCB112,ng/L,NA,84,74.5
L01-404-1,6/16/2022,Total,2302,2022-06-16,PCB112,ng/L,NA,69,73.5
L01-340-1,6/16/2022,Total,1454,2022-06-16,PCB112,ng/L,NA,83,90
L02-246-1 (L11P01),6/27/2022,Total,1583,2022-06-27,PCB112,ng/L,NA,81,99.5
L02-641-1,6/27/2022,Total,1248,2022-06-27,PCB112,ng/L,NA,80,104.5
L02-641-2,6/27/2022,Total,1373,2022-06-27,PCB112,ng/L,NA,72,81.5
L01-731-1 (L08TBN2),6/27/2022,Total,2738,2022-06-27,PCB112,ng/L,NA,80,115
L02-166-3 (L02P26),6/27/2022,Total,2227,2022-06-27,PCB112,ng/L,NA,70,77
L04-672-1,6/29/2022,Total,3758,2022-06-29,PCB112,ng/L,NA,61,71
M01-042-1 (M01S01),6/30/2022,Total,26913,2022-06-30,PCB112,ng/L,NA,105,103
M02-032-1,6/30/2022,Total,3938,2022-06-30,PCB112,ng/L,NA,63,81.5
SC1-2,6/30/2022,Total,9896,2022-06-30,PCB112,ng/L,NA,66,89
M02-085-1 (M02P06),6/30/2022,Total,7636,2022-06-30,PCB112,ng/L,NA,74,94
M02-085-2,6/30/2022,Total,3045,2022-06-30,PCB112,ng/L,NA,64,90.5
L03-662-3 (L03P16),8/23/2022,Total,3390,2022-08-23,PCB112,ng/L,NA,83,72
L03-214-2 (L03P18),8/23/2022,Total,4320,2022-08-23,PCB112,ng/L,NA,119,92
L03-316-3 (L03P12),8/23/2022,Total,4049,2022-08-23,PCB112,ng/L,NA,94,73.5
J01-10004-1 (J01P01),8/18/2022,Total,2077,2022-08-18,PCB112,ng/L,NA,65,77
L03-418-8,8/18/2022,Total,2858.53,2022-08-18,PCB112,ng/L,NA,90,92
K01-12177-1 (K01P07),8/18/2022,Total,2005,2022-08-18,PCB112,ng/L,NA,76,86
J03-9221-1 (J03P02),8/18/2022,Total,4941,2022-08-18,PCB112,ng/L,NA,69,81
J01-9224-1 (J01P24),8/18/2022,Total,3289,2022-08-18,PCB112,ng/L,NA,75,82
J01-9224-2 (J01P25),8/18/2022,Total,2370,2022-08-18,PCB112,ng/L,NA,69,65
J06-9079-1 (J06P03),8/22/2022,Total,2291,2022-08-22,PCB112,ng/L,NA,73,86.5
J06-10011-1 (J06P01),8/22/2022,Total,3121,2022-08-22,PCB112,ng/L,NA,76,89
J01-9082-2,8/22/2022,Total,1319,2022-08-22,PCB112,ng/L,NA,63,92.5
L04-672-1,8/23/2022,Total,5222,2022-08-23,PCB112,ng/L,NA,81,71
L04-266-5,8/23/2022,Total,4848,2022-08-23,PCB112,ng/L,NA,67,69
I01-11343-2 (I02P18),8/23/2022,Total,4543,2022-08-23,PCB112,ng/L,NA,76,67
L01-340-1,8/24/2022,Total,1798.6,2022-08-24,PCB112,ng/L,NA,97,90
L01-404-1,8/24/2022,Total,2033.4,2022-08-24,PCB112,ng/L,NA,78,73.5
L02-246-1 (L11P01),8/25/2022,Total,2323,2022-08-25,PCB112,ng/L,NA,118,99.5
L02-641-1,8/25/2022,Total,1807,2022-08-25,PCB112,ng/L,NA,129,104.5
L02-641-2,8/25/2022,Total,2148,2022-08-25,PCB112,ng/L,NA,91,81.5
L01-731-1 (L08TBN2),8/25/2022,Total,2692,2022-08-25,PCB112,ng/L,NA,150,115
L02-166-3 (L02P26),8/25/2022,Total,2626,2022-08-25,PCB112,ng/L,NA,84,77
L05-489-3,9/6/2022,Total,3524,2022-09-06,PCB112,ng/L,NA,34,41.5
L05-049-1,9/6/2022,Total,2843,2022-09-06,PCB112,ng/L,NA,62,66.5
L02-374-1 (L02P50),9/6/2022,Total,3644,2022-09-06,PCB112,ng/L,NA,65,74.5
L05-503-1,9/6/2022,Total,4029.2,2022-09-06,PCB112,ng/L,NA,67,81
L01-749-2,9/6/2022,Total,8458,2022-09-06,PCB112,ng/L,NA,69,94.5
L01-724-4 (L01P03),9/6/2022,Total,5109,2022-09-06,PCB112,ng/L,NA,72,89
L01-724-1 (L01S01),9/6/2022,Total,6362,2022-09-06,PCB112,ng/L,NA,44,52
L01-726-5,9/7/2022,Total,1165,2022-09-07,PCB112,ng/L,NA,75,75
L01-728-5 (L01-DP),9/7/2022,Total,1327,2022-09-07,PCB112,ng/L,NA,75,85
K01-12126-1 (K01S01),9/7/2022,Total,5061,2022-09-07,PCB112,ng/L,NA,69,84
K01-12159-2,9/7/2022,Total,4869,2022-09-07,PCB112,ng/L,NA,71,60
K01-12159-3,9/7/2022,Total,3633,2022-09-07,PCB112,ng/L,NA,61,95
I01-11010-1,9/7/2022,Total,6067.7,2022-09-07,PCB112,ng/L,NA,75,81.5
J01-9131-1 (J01P28),9/8/2022,Total,2648,2022-09-08,PCB112,ng/L,NA,94,82.5
J01-9992-1 (J01P27),8/9/2022,Total,3208,2022-08-09,PCB112,ng/L,NA,95,96.5
J01-9007-1 (J02P05),9/8/2022,Total,1929,2022-09-08,PCB112,ng/L,NA,102,99
M01-042-1 (M01S01),9/8/2022,Total,26921,2022-09-08,PCB112,ng/L,NA,101,103
M02-032-1,9/8/2022,Total,4246,2022-09-08,PCB112,ng/L,NA,100,81.5
SC1-2,9/8/2022,Total,11188,2022-09-08,PCB112,ng/L,NA,112,89
M02-085-1 (M02P06),9/8/2022,Total,9377,2022-09-08,PCB112,ng/L,NA,114,94
M02-085-2,9/8/2022,Total,3170,2022-09-08,PCB112,ng/L,NA,117,90.5
L04-266-5,6/14/2022,Total,3412,2022-06-14,PCB198,ng/L,NA,83,85.5
I01-11343-2 (I02P18),6/14/2022,Total,2417,2022-06-14,PCB198,ng/L,NA,64,75
L03-418-8,6/15/2022,Total,3205,2022-06-15,PCB198,ng/L,NA,99,84.5
K01-12177-1 (K01P07),6/15/2022,Total,2416,2022-06-15,PCB198,ng/L,NA,107,102.5
J03-9221-1 (J03P02),6/15/2022,Total,5136,2022-06-15,PCB198,ng/L,NA,95,101
J01-9224-1 (J01P24),6/15/2022,Total,2769,2022-06-15,PCB198,ng/L,NA,89,100.5
J01-9224-2 (J01P25),6/15/2022,Total,2576,2022-06-15,PCB198,ng/L,NA,61,78.5
L03-662-3 (L03P16),6/14/2022,Total,2551,2022-06-14,PCB198,ng/L,NA,74,77
L03-214-2 (L03P18),6/14/2022,Total,3395,2022-06-14,PCB198,ng/L,NA,79,83
L03-316-3 (L03P12),6/14/2022,Total,4833,2022-06-14,PCB198,ng/L,NA,63,63.5
J01-9992-1 (J01P27),6/23/2022,Total,3165,2022-06-23,PCB198,ng/L,NA,101,111.5
J01-9131-1 (J01P28),6/23/2022,Total,2686,2022-06-23,PCB198,ng/L,NA,90,102.5
J01-9007-1 (J02P05),6/23/2022,Total,1529,2022-06-23,PCB198,ng/L,NA,93,107.5
