Station,date,Sample Type,Field Specific Conductivity,Date,Parameter,Units,Qualifier,Result
K01-12159-3,6/22/2022,Total,3829,2022-06-22,Total Organic Carbon (TOC),mg/L,NA,7.7
L05-489-3,6/16/2022,Total,2537,2022-06-16,Total Organic Carbon (TOC),mg/L,NA,13
L05-049-1,6/16/2022,Total,2449,2022-06-16,Total Organic Carbon (TOC),mg/L,NA,7.9
L02-374-1 (L02P50),6/16/2022,Total,2256,2022-06-16,Total Organic Carbon (TOC),mg/L,NA,8.1
L01-404-1,6/16/2022,Total,2302,2022-06-16,Total Organic Carbon (TOC),mg/L,NA,8.3
L01-340-1,6/16/2022,Total,1454,2022-06-16,Total Organic Carbon (TOC),mg/L,NA,7.9
L02-246-1 (L11P01),6/27/2022,Total,1583,2022-06-27,Total Organic Carbon (TOC),mg/L,NA,9.2
L02-641-1,6/27/2022,Total,1248,2022-06-27,Total Organic Carbon (TOC),mg/L,NA,9
L02-641-2,6/27/2022,Total,1373,2022-06-27,Total Organic Carbon (TOC),mg/L,NA,11
L01-731-1 (L08TBN2),6/27/2022,Total,2738,2022-06-27,Total Organic Carbon (TOC),mg/L,NA,10
L02-166-3 (L02P26),6/27/2022,Total,2227,2022-06-27,Total Organic Carbon (TOC),mg/L,NA,6.2
L04-672-1,6/29/2022,Total,3758,2022-06-29,Total Organic Carbon (TOC),mg/L,NA,5
M01-042-1 (M01S01),6/30/2022,Total,26913,2022-06-30,Total Organic Carbon (TOC),mg/L,NA,15
M02-032-1,6/30/2022,Total,3938,2022-06-30,Total Organic Carbon (TOC),mg/L,NA,13
SC1-2,6/30/2022,Total,9896,2022-06-30,Total Organic Carbon (TOC),mg/L,NA,9.7
M02-085-1 (M02P06),6/30/2022,Total,7636,2022-06-30,Total Organic Carbon (TOC),mg/L,NA,15
M02-085-2,6/30/2022,Total,3045,2022-06-30,Total Organic Carbon (TOC),mg/L,NA,13
L03-662-3 (L03P16),8/23/2022,Total,3390,2022-08-23,Total Organic Carbon (TOC),mg/L,NA,12
L03-214-2 (L03P18),8/23/2022,Total,4320,2022-08-23,Total Organic Carbon (TOC),mg/L,NA,15
L03-316-3 (L03P12),8/23/2022,Total,4049,2022-08-23,Total Organic Carbon (TOC),mg/L,NA,10
J01-10004-1 (J01P01),8/18/2022,Total,2077,2022-08-18,Total Organic Carbon (TOC),mg/L,NA,5.5
L03-418-8,8/18/2022,Total,2858.53,2022-08-18,Total Organic Carbon (TOC),mg/L,NA,9.1
K01-12177-1 (K01P07),8/18/2022,Total,2005,2022-08-18,Total Organic Carbon (TOC),mg/L,NA,5.9
J03-9221-1 (J03P02),8/18/2022,Total,4941,2022-08-18,Total Organic Carbon (TOC),mg/L,NA,7.7
J01-9224-1 (J01P24),8/18/2022,Total,3289,2022-08-18,Total Organic Carbon (TOC),mg/L,NA,3.7
J01-9224-2 (J01P25),8/18/2022,Total,2370,2022-08-18,Total Organic Carbon (TOC),mg/L,NA,1.8
J06-9079-1 (J06P03),8/22/2022,Total,2291,2022-08-22,Total Organic Carbon (TOC),mg/L,NA,10
J06-10011-1 (J06P01),8/22/2022,Total,3121,2022-08-22,Total Organic Carbon (TOC),mg/L,NA,3.8
J01-9082-2,8/22/2022,Total,1319,2022-08-22,Total Organic Carbon (TOC),mg/L,NA,5.5
L04-672-1,8/23/2022,Total,5222,2022-08-23,Total Organic Carbon (TOC),mg/L,NA,6.2
L04-266-5,8/23/2022,Total,4848,2022-08-23,Total Organic Carbon (TOC),mg/L,NA,6.4
I01-11343-2 (I02P18),8/23/2022,Total,4543,2022-08-23,Total Organic Carbon (TOC),mg/L,NA,46
L01-340-1,8/24/2022,Total,1798.6,2022-08-24,Total Organic Carbon (TOC),mg/L,NA,8.3
L01-404-1,8/24/2022,Total,2033.4,2022-08-24,Total Organic Carbon (TOC),mg/L,NA,12
L02-246-1 (L11P01),8/25/2022,Total,2323,2022-08-25,Total Organic Carbon (TOC),mg/L,NA,8.9
L02-641-1,8/25/2022,Total,1807,2022-08-25,Total Organic Carbon (TOC),mg/L,NA,5.2
L02-641-2,8/25/2022,Total,2148,2022-08-25,Total Organic Carbon (TOC),mg/L,NA,12
L01-731-1 (L08TBN2),8/25/2022,Total,2692,2022-08-25,Total Organic Carbon (TOC),mg/L,NA,9.2
L02-166-3 (L02P26),8/25/2022,Total,2626,2022-08-25,Total Organic Carbon (TOC),mg/L,NA,5.6
L05-489-3,9/6/2022,Total,3524,2022-09-06,Total Organic Carbon (TOC),mg/L,NA,11
L05-049-1,9/6/2022,Total,2843,2022-09-06,Total Organic Carbon (TOC),mg/L,NA,7.5
L02-374-1 (L02P50),9/6/2022,Total,3644,2022-09-06,Total Organic Carbon (TOC),mg/L,NA,7.5
L05-503-1,9/6/2022,Total,4029.2,2022-09-06,Total Organic Carbon (TOC),mg/L,NA,6.7
L01-749-2,9/6/2022,Total,8458,2022-09-06,Total Organic Carbon (TOC),mg/L,NA,14
L01-724-4 (L01P03),9/6/2022,Total,5109,2022-09-06,Total Organic Carbon (TOC),mg/L,NA,9.9
L01-724-1 (L01S01),9/6/2022,Total,6362,2022-09-06,Total Organic Carbon (TOC),mg/L,NA,11
L01-726-5,9/7/2022,Total,1165,2022-09-07,Total Organic Carbon (TOC),mg/L,NA,8.8
L01-728-5 (L01-DP),9/7/2022,Total,1327,2022-09-07,Total Organic Carbon (TOC),mg/L,NA,6.8
K01-12126-1 (K01S01),9/7/2022,Total,5061,2022-09-07,Total Organic Carbon (TOC),mg/L,NA,11
K01-12159-2,9/7/2022,Total,4869,2022-09-07,Total Organic Carbon (TOC),mg/L,NA,9.9
K01-12159-3,9/7/2022,Total,3633,2022-09-07,Total Organic Carbon (TOC),mg/L,NA,11
I01-11010-1,9/7/2022,Total,6067.7,2022-09-07,Total Organic Carbon (TOC),mg/L,NA,3.1
J01-9131-1 (J01P28),9/8/2022,Total,2648,2022-09-08,Total Organic Carbon (TOC),mg/L,NA,34
J01-9992-1 (J01P27),8/9/2022,Total,3208,2022-08-09,Total Organic Carbon (TOC),mg/L,NA,9.1
J01-9007-1 (J02P05),9/8/2022,Total,1929,2022-09-08,Total Organic Carbon (TOC),mg/L,NA,5.3
M01-042-1 (M01S01),9/8/2022,Total,26921,2022-09-08,Total Organic Carbon (TOC),mg/L,NA,15
M02-032-1,9/8/2022,Total,4246,2022-09-08,Total Organic Carbon (TOC),mg/L,NA,14
SC1-2,9/8/2022,Total,11188,2022-09-08,Total Organic Carbon (TOC),mg/L,NA,14
M02-085-1 (M02P06),9/8/2022,Total,9377,2022-09-08,Total Organic Carbon (TOC),mg/L,NA,16
M02-085-2,9/8/2022,Total,3170,2022-09-08,Total Organic Carbon (TOC),mg/L,NA,13
L04-266-5,6/14/2022,Total,3412,2022-06-14,"Zinc, Total",ug/L,<,5
I01-11343-2 (I02P18),6/14/2022,Total,2417,2022-06-14,"Zinc, Total",ug/L,NA,28
L04-266-5,6/14/2022,Dissolved,NA,2022-06-14,"Zinc, Total",ug/L,<,5
I01-11343-2 (I02P18),6/14/2022,Dissolved,NA,2022-06-14,"Zinc, Total",ug/L,NA,18
L03-418-8,6/15/2022,Total,3205,2022-06-15,"Zinc, Total",ug/L,NA,21
K01-12177-1 (K01P07),6/15/2022,Total,2416,2022-06-15,"Zinc, Total",ug/L,<,5
J03-9221-1 (J03P02),6/15/2022,Total,5136,2022-06-15,"Zinc, Total",ug/L,NA,17
J01-9224-1 (J01P24),6/15/2022,Total,2769,2022-06-15,"Zinc, Total",ug/L,NA,38
J01-9224-2 (J01P25),6/15/2022,Total,2576,2022-06-15,"Zinc, Total",ug/L,<,5
L03-418-8,6/15/2022,Dissolved,NA,2022-06-15,"Zinc, Total",ug/L,NA,17
K01-12177-1 (K01P07),6/15/2022,Dissolved,NA,2022-06-15,"Zinc, Total",ug/L,<,5
J03-9221-1 (J03P02),6/15/2022,Dissolved,NA,2022-06-15,"Zinc, Total",ug/L,NA,15
J01-9224-1 (J01P24),6/15/2022,Dissolved,NA,2022-06-15,"Zinc, Total",ug/L,NA,15
J01-9224-2 (J01P25),6/15/2022,Dissolved,NA,2022-06-15,"Zinc, Total",ug/L,<,5
L03-662-3 (L03P16),6/14/2022,Total,2551,2022-06-14,"Zinc, Total",ug/L,<,5
L03-214-2 (L03P18),6/14/2022,Total,3395,2022-06-14,"Zinc, Total",ug/L,NA,25
L03-316-3 (L03P12),6/14/2022,Total,4833,2022-06-14,"Zinc, Total",ug/L,<,5
L03-662-3 (L03P16),6/14/2022,Dissolved,NA,2022-06-14,"Zinc, Total",ug/L,<,5
L03-214-2 (L03P18),6/14/2022,Dissolved,NA,2022-06-14,"Zinc, Total",ug/L,NA,15
L03-316-3 (L03P12),6/14/2022,Dissolved,NA,2022-06-14,"Zinc, Total",ug/L,<,5
J01-9992-1 (J01P27),6/23/2022,Total,3165,2022-06-23,"Zinc, Total",ug/L,NA,37
J01-9131-1 (J01P28),6/23/2022,Total,2686,2022-06-23,"Zinc, Total",ug/L,NA,91
J01-9007-1 (J02P05),6/23/2022,Total,1529,2022-06-23,"Zinc, Total",ug/L,NA,18
J01-9992-1 (J01P27),6/23/2022,Dissolved,NA,2022-06-23,"Zinc, Total",ug/L,NA,37
J01-9131-1 (J01P28),6/23/2022,Dissolved,NA,2022-06-23,"Zinc, Total",ug/L,NA,67
J01-9007-1 (J02P05),6/23/2022,Dissolved,NA,2022-06-23,"Zinc, Total",ug/L,NA,18
J06-10011-1 (J06P01),6/23/2022,Total,3190,2022-06-23,"Zinc, Total",ug/L,NA,11
J06-9079-1 (J06P03),6/23/2022,Total,2124.6,2022-06-23,"Zinc, Total",ug/L,NA,16
J01-9082-2,6/23/2022,Total,1402.2,2022-06-23,"Zinc, Total",ug/L,NA,11
J06-10011-1 (J06P01),6/23/2022,Dissolved,NA,2022-06-23,"Zinc, Total",ug/L,NA,10
J06-9079-1 (J06P03),6/23/2022,Dissolved,NA,2022-06-23,"Zinc, Total",ug/L,NA,11
J01-9082-2,6/23/2022,Dissolved,NA,2022-06-23,"Zinc, Total",ug/L,<,5
I01-11010-1,6/21/2022,Total,4030,2022-06-21,"Zinc, Total",ug/L,<,5
I00-11468-1,6/21/2022,Total,9274,2022-06-21,"Zinc, Total",ug/L,<,5
I01-11010-1,6/21/2022,Dissolved,NA,2022-06-21,"Zinc, Total",ug/L,<,5
I00-11468-1,6/21/2022,Dissolved,NA,2022-06-21,"Zinc, Total",ug/L,<,5
J01-10004-1 (J01P01),6/21/2022,Total,2028,2022-06-21,"Zinc, Total",ug/L,NA,15
J01-10004-1 (J01P01),6/21/2022,Dissolved,NA,2022-06-21,"Zinc, Total",ug/L,<,5
L01-749-2,6/22/2022,Total,5316,2022-06-22,"Zinc, Total",ug/L,NA,12
L05-503-1,6/22/2022,Total,3947,2022-06-22,"Zinc, Total",ug/L,<,5
L01-724-4 (L01P03),6/22/2022,Total,2815,2022-06-22,"Zinc, Total",ug/L,NA,16
L01-724-1 (L01S01),6/22/2022,Total,6586,2022-06-22,"Zinc, Total",ug/L,<,5
L01-749-2,6/22/2022,Dissolved,NA,2022-06-22,"Zinc, Total",ug/L,<,5
L05-503-1,6/22/2022,Dissolved,NA,2022-06-22,"Zinc, Total",ug/L,<,5
L01-724-4 (L01P03),6/22/2022,Dissolved,NA,2022-06-22,"Zinc, Total",ug/L,NA,14
L01-724-1 (L01S01),6/22/2022,Dissolved,NA,2022-06-22,"Zinc, Total",ug/L,<,5
L01-728-5 (L01-DP),6/22/2022,Total,1110,2022-06-22,"Zinc, Total",ug/L,<,5
K01-12126-1 (K01S01),6/22/2022,Total,5426,2022-06-22,"Zinc, Total",ug/L,NA,15
K01-12159-2,6/22/2022,Total,2927,2022-06-22,"Zinc, Total",ug/L,NA,25
K01-12159-3,6/22/2022,Total,3829,2022-06-22,"Zinc, Total",ug/L,NA,13
L01-728-5 (L01-DP),6/22/2022,Dissolved,NA,2022-06-22,"Zinc, Total",ug/L,<,5
K01-12126-1 (K01S01),6/22/2022,Dissolved,NA,2022-06-22,"Zinc, Total",ug/L,NA,10
K01-12159-2,6/22/2022,Dissolved,NA,2022-06-22,"Zinc, Total",ug/L,NA,17
K01-12159-3,6/22/2022,Dissolved,NA,2022-06-22,"Zinc, Total",ug/L,NA,10
L05-489-3,6/16/2022,Total,2537,2022-06-16,"Zinc, Total",ug/L,<,5
L05-049-1,6/16/2022,Total,2449,2022-06-16,"Zinc, Total",ug/L,NA,18
L02-374-1 (L02P50),6/16/2022,Total,2256,2022-06-16,"Zinc, Total",ug/L,NA,18
L05-489-3,6/16/2022,Dissolved,NA,2022-06-16,"Zinc, Total",ug/L,<,5
L05-049-1,6/16/2022,Dissolved,NA,2022-06-16,"Zinc, Total",ug/L,NA,25
L02-374-1 (L02P50),6/16/2022,Dissolved,NA,2022-06-16,"Zinc, Total",ug/L,NA,18
L01-404-1,6/16/2022,Total,2302,2022-06-16,"Zinc, Total",ug/L,<,5
L01-340-1,6/16/2022,Total,1454,2022-06-16,"Zinc, Total",ug/L,<,5
L01-404-1,6/16/2022,Dissolved,NA,2022-06-16,"Zinc, Total",ug/L,<,5
L01-340-1,6/16/2022,Dissolved,NA,2022-06-16,"Zinc, Total",ug/L,<,5
L02-246-1 (L11P01),6/27/2022,Total,1583,2022-06-27,"Zinc, Total",ug/L,<,5
L02-641-1,6/27/2022,Total,1248,2022-06-27,"Zinc, Total",ug/L,NA,18
L02-641-2,6/27/2022,Total,1373,2022-06-27,"Zinc, Total",ug/L,NA,13
L01-731-1 (L08TBN2),6/27/2022,Total,2738,2022-06-27,"Zinc, Total",ug/L,NA,13
L02-166-3 (L02P26),6/27/2022,Total,2227,2022-06-27,"Zinc, Total",ug/L,<,5
L02-246-1 (L11P01),6/27/2022,Dissolved,NA,2022-06-27,"Zinc, Total",ug/L,<,5
L02-641-1,6/27/2022,Dissolved,NA,2022-06-27,"Zinc, Total",ug/L,NA,20
L02-641-2,6/27/2022,Dissolved,NA,2022-06-27,"Zinc, Total",ug/L,NA,18
L01-731-1 (L08TBN2),6/27/2022,Dissolved,NA,2022-06-27,"Zinc, Total",ug/L,<,5
L02-166-3 (L02P26),6/27/2022,Dissolved,NA,2022-06-27,"Zinc, Total",ug/L,<,5
L04-672-1,6/29/2022,Total,3758,2022-06-29,"Zinc, Total",ug/L,<,5
L04-672-1,6/29/2022,Dissolved,NA,2022-06-29,"Zinc, Total",ug/L,<,5
M01-042-1 (M01S01),6/30/2022,Total,26913,2022-06-30,"Zinc, Total",ug/L,NA,530
M02-032-1,6/30/2022,Total,3938,2022-06-30,"Zinc, Total",ug/L,NA,18
SC1-2,6/30/2022,Total,9896,2022-06-30,"Zinc, Total",ug/L,NA,15
M02-085-1 (M02P06),6/30/2022,Total,7636,2022-06-30,"Zinc, Total",ug/L,NA,33
M02-085-2,6/30/2022,Total,3045,2022-06-30,"Zinc, Total",ug/L,NA,16
M01-042-1 (M01S01),6/30/2022,Dissolved,NA,2022-06-30,"Zinc, Total",ug/L,NA,540
M02-032-1,6/30/2022,Dissolved,NA,2022-06-30,"Zinc, Total",ug/L,NA,14
SC1-2,6/30/2022,Dissolved,NA,2022-06-30,"Zinc, Total",ug/L,NA,11
M02-085-1 (M02P06),6/30/2022,Dissolved,NA,2022-06-30,"Zinc, Total",ug/L,NA,36
M02-085-2,6/30/2022,Dissolved,NA,2022-06-30,"Zinc, Total",ug/L,NA,11
L03-662-3 (L03P16),8/23/2022,Total,3390,2022-08-23,"Zinc, Total",ug/L,<,5
L03-214-2 (L03P18),8/23/2022,Total,4320,2022-08-23,"Zinc, Total",ug/L,NA,27
L03-316-3 (L03P12),8/23/2022,Total,4049,2022-08-23,"Zinc, Total",ug/L,NA,41
L03-662-3 (L03P16),8/23/2022,Dissolved,NA,2022-08-23,"Zinc, Total",ug/L,<,5
L03-214-2 (L03P18),8/23/2022,Dissolved,NA,2022-08-23,"Zinc, Total",ug/L,NA,15
L03-316-3 (L03P12),8/23/2022,Dissolved,NA,2022-08-23,"Zinc, Total",ug/L,<,5
J01-10004-1 (J01P01),8/18/2022,Total,2077,2022-08-18,"Zinc, Total",ug/L,<,5
J01-10004-1 (J01P01),8/18/2022,Dissolved,NA,2022-08-18,"Zinc, Total",ug/L,<,5
L03-418-8,8/18/2022,Total,2858.53,2022-08-18,"Zinc, Total",ug/L,NA,16
K01-12177-1 (K01P07),8/18/2022,Total,2005,2022-08-18,"Zinc, Total",ug/L,<,5
J03-9221-1 (J03P02),8/18/2022,Total,4941,2022-08-18,"Zinc, Total",ug/L,NA,17
J01-9224-1 (J01P24),8/18/2022,Total,3289,2022-08-18,"Zinc, Total",ug/L,NA,13
J01-9224-2 (J01P25),8/18/2022,Total,2370,2022-08-18,"Zinc, Total",ug/L,<,5
L03-418-8,8/18/2022,Dissolved,NA,2022-08-18,"Zinc, Total",ug/L,NA,15
K01-12177-1 (K01P07),8/18/2022,Dissolved,NA,2022-08-18,"Zinc, Total",ug/L,<,5
J03-9221-1 (J03P02),8/18/2022,Dissolved,NA,2022-08-18,"Zinc, Total",ug/L,NA,18
J01-9224-1 (J01P24),8/18/2022,Dissolved,NA,2022-08-18,"Zinc, Total",ug/L,NA,12
J01-9224-2 (J01P25),8/18/2022,Dissolved,NA,2022-08-18,"Zinc, Total",ug/L,<,5
J06-9079-1 (J06P03),8/22/2022,Total,2291,2022-08-22,"Zinc, Total",ug/L,<,5
J06-10011-1 (J06P01),8/22/2022,Total,3121,2022-08-22,"Zinc, Total",ug/L,<,5
J01-9082-2,8/22/2022,Total,1319,2022-08-22,"Zinc, Total",ug/L,NA,13
J06-9079-1 (J06P03),8/22/2022,Dissolved,NA,2022-08-22,"Zinc, Total",ug/L,<,5
J06-10011-1 (J06P01),8/22/2022,Dissolved,NA,2022-08-22,"Zinc, Total",ug/L,<,5
J01-9082-2,8/22/2022,Dissolved,NA,2022-08-22,"Zinc, Total",ug/L,NA,28
L04-672-1,8/23/2022,Total,5222,2022-08-23,"Zinc, Total",ug/L,NA,14
L04-266-5,8/23/2022,Total,4848,2022-08-23,"Zinc, Total",ug/L,<,5
I01-11343-2 (I02P18),8/23/2022,Total,4543,2022-08-23,"Zinc, Total",ug/L,NA,27
L04-672-1,8/23/2022,Dissolved,NA,2022-08-23,"Zinc, Total",ug/L,NA,14
L04-266-5,8/23/2022,Dissolved,NA,2022-08-23,"Zinc, Total",ug/L,<,5
I01-11343-2 (I02P18),8/23/2022,Dissolved,NA,2022-08-23,"Zinc, Total",ug/L,NA,19
L01-340-1,8/24/2022,Total,1798.6,2022-08-24,"Zinc, Total",ug/L,<,5
L01-404-1,8/24/2022,Total,2033.4,2022-08-24,"Zinc, Total",ug/L,NA,15
L01-340-1,8/24/2022,Dissolved,NA,2022-08-24,"Zinc, Total",ug/L,NA,10
L01-404-1,8/24/2022,Dissolved,NA,2022-08-24,"Zinc, Total",ug/L,NA,15
L02-246-1 (L11P01),8/25/2022,Total,2323,2022-08-25,"Zinc, Total",ug/L,NA,16
L02-641-1,8/25/2022,Total,1807,2022-08-25,"Zinc, Total",ug/L,NA,12
L02-641-2,8/25/2022,Total,2148,2022-08-25,"Zinc, Total",ug/L,<,5
L01-731-1 (L08TBN2),8/25/2022,Total,2692,2022-08-25,"Zinc, Total",ug/L,<,5
L02-166-3 (L02P26),8/25/2022,Total,2626,2022-08-25,"Zinc, Total",ug/L,NA,10
L02-246-1 (L11P01),8/25/2022,Dissolved,NA,2022-08-25,"Zinc, Total",ug/L,NA,17
L02-641-1,8/25/2022,Dissolved,NA,2022-08-25,"Zinc, Total",ug/L,NA,12
L02-641-2,8/25/2022,Dissolved,NA,2022-08-25,"Zinc, Total",ug/L,<,5
L01-731-1 (L08TBN2),8/25/2022,Dissolved,NA,2022-08-25,"Zinc, Total",ug/L,<,5
L02-166-3 (L02P26),8/25/2022,Dissolved,NA,2022-08-25,"Zinc, Total",ug/L,<,5
L05-489-3,9/6/2022,Total,3524,2022-09-06,"Zinc, Total",ug/L,<,5
L05-049-1,9/6/2022,Total,2843,2022-09-06,"Zinc, Total",ug/L,<,5
L02-374-1 (L02P50),9/6/2022,Total,3644,2022-09-06,"Zinc, Total",ug/L,<,5
L05-489-3,9/6/2022,Dissolved,NA,2022-09-06,"Zinc, Total",ug/L,<,5
L05-049-1,9/6/2022,Dissolved,NA,2022-09-06,"Zinc, Total",ug/L,<,5
L02-374-1 (L02P50),9/6/2022,Dissolved,NA,2022-09-06,"Zinc, Total",ug/L,<,5
L05-503-1,9/6/2022,Total,4029.2,2022-09-06,"Zinc, Total",ug/L,<,5
L01-749-2,9/6/2022,Total,8458,2022-09-06,"Zinc, Total",ug/L,NA,11
L01-724-4 (L01P03),9/6/2022,Total,5109,2022-09-06,"Zinc, Total",ug/L,NA,17
L01-724-1 (L01S01),9/6/2022,Total,6362,2022-09-06,"Zinc, Total",ug/L,<,5
L05-503-1,9/6/2022,Dissolved,NA,2022-09-06,"Zinc, Total",ug/L,<,5
L01-749-2,9/6/2022,Dissolved,NA,2022-09-06,"Zinc, Total",ug/L,<,5
L01-724-4 (L01P03),9/6/2022,Dissolved,NA,2022-09-06,"Zinc, Total",ug/L,NA,15
L01-724-1 (L01S01),9/6/2022,Dissolved,NA,2022-09-06,"Zinc, Total",ug/L,<,5
L01-726-5,9/7/2022,Total,1165,2022-09-07,"Zinc, Total",ug/L,NA,10
L01-728-5 (L01-DP),9/7/2022,Total,1327,2022-09-07,"Zinc, Total",ug/L,NA,12
K01-12126-1 (K01S01),9/7/2022,Total,5061,2022-09-07,"Zinc, Total",ug/L,NA,14
K01-12159-2,9/7/2022,Total,4869,2022-09-07,"Zinc, Total",ug/L,NA,24
K01-12159-3,9/7/2022,Total,3633,2022-09-07,"Zinc, Total",ug/L,NA,13
L01-726-5,9/7/2022,Dissolved,NA,2022-09-07,"Zinc, Total",ug/L,<,5
L01-728-5 (L01-DP),9/7/2022,Dissolved,NA,2022-09-07,"Zinc, Total",ug/L,<,5
K01-12126-1 (K01S01),9/7/2022,Dissolved,NA,2022-09-07,"Zinc, Total",ug/L,<,5
K01-12159-2,9/7/2022,Dissolved,NA,2022-09-07,"Zinc, Total",ug/L,NA,14
K01-12159-3,9/7/2022,Dissolved,NA,2022-09-07,"Zinc, Total",ug/L,NA,12
I01-11010-1,9/7/2022,Total,6067.7,2022-09-07,"Zinc, Total",ug/L,<,5
I01-11010-1,9/7/2022,Dissolved,NA,2022-09-07,"Zinc, Total",ug/L,<,5
J01-9131-1 (J01P28),9/8/2022,Total,2648,2022-09-08,"Zinc, Total",ug/L,NA,180
J01-9992-1 (J01P27),8/9/2022,Total,3208,2022-08-09,"Zinc, Total",ug/L,NA,15
J01-9007-1 (J02P05),9/8/2022,Total,1929,2022-09-08,"Zinc, Total",ug/L,NA,15
J01-9131-1 (J01P28),9/8/2022,Dissolved,NA,2022-09-08,"Zinc, Total",ug/L,NA,180
J01-9992-1 (J01P27),9/8/2022,Dissolved,NA,2022-09-08,"Zinc, Total",ug/L,NA,13
J01-9007-1 (J02P05),9/8/2022,Dissolved,NA,2022-09-08,"Zinc, Total",ug/L,NA,15
M01-042-1 (M01S01),9/8/2022,Total,26921,2022-09-08,"Zinc, Total",ug/L,NA,580
M02-032-1,9/8/2022,Total,4246,2022-09-08,"Zinc, Total",ug/L,NA,16
SC1-2,9/8/2022,Total,11188,2022-09-08,"Zinc, Total",ug/L,NA,22
M02-085-1 (M02P06),9/8/2022,Total,9377,2022-09-08,"Zinc, Total",ug/L,NA,43
M02-085-2,9/8/2022,Total,3170,2022-09-08,"Zinc, Total",ug/L,<,5
M01-042-1 (M01S01),9/8/2022,Dissolved,NA,2022-09-08,"Zinc, Total",ug/L,NA,560
M02-032-1,9/8/2022,Dissolved,NA,2022-09-08,"Zinc, Total",ug/L,<,5
SC1-2,9/8/2022,Dissolved,NA,2022-09-08,"Zinc, Total",ug/L,NA,18
M02-085-1 (M02P06),9/8/2022,Dissolved,NA,2022-09-08,"Zinc, Total",ug/L,NA,42
M02-085-2,9/8/2022,Dissolved,NA,2022-09-08,"Zinc, Total",ug/L,<,5
L04-266-5,6/14/2022,Total,3412,2022-06-14,"Ammonia, as Nitrogen",mg/L,NA,0.12
I01-11343-2 (I02P18),6/14/2022,Total,2417,2022-06-14,"Ammonia, as Nitrogen",mg/L,NA,0.58
L03-418-8,6/15/2022,Total,3205,2022-06-15,"Ammonia, as Nitrogen",mg/L,NA,0.16
K01-12177-1 (K01P07),6/15/2022,Total,2416,2022-06-15,"Ammonia, as Nitrogen",mg/L,<,0.05
J03-9221-1 (J03P02),6/15/2022,Total,5136,2022-06-15,"Ammonia, as Nitrogen",mg/L,<,0.05
J01-9224-1 (J01P24),6/15/2022,Total,2769,2022-06-15,"Ammonia, as Nitrogen",mg/L,NA,0.96
J01-9224-2 (J01P25),6/15/2022,Total,2576,2022-06-15,"Ammonia, as Nitrogen",mg/L,<,0.05
L03-662-3 (L03P16),6/14/2022,Total,2551,2022-06-14,"Ammonia, as Nitrogen",mg/L,<,0.05
L03-214-2 (L03P18),6/14/2022,Total,3395,2022-06-14,"Ammonia, as Nitrogen",mg/L,<,0.05
L03-316-3 (L03P12),6/14/2022,Total,4833,2022-06-14,"Ammonia, as Nitrogen",mg/L,<,0.05
J01-9992-1 (J01P27),6/23/2022,Total,3165,2022-06-23,"Ammonia, as Nitrogen",mg/L,NA,2
J01-9131-1 (J01P28),6/23/2022,Total,2686,2022-06-23,"Ammonia, as Nitrogen",mg/L,NA,0.17
J01-9007-1 (J02P05),6/23/2022,Total,1529,2022-06-23,"Ammonia, as Nitrogen",mg/L,NA,0.14
J06-10011-1 (J06P01),6/23/2022,Total,3190,2022-06-23,"Ammonia, as Nitrogen",mg/L,NA,0.11
J06-9079-1 (J06P03),6/23/2022,Total,2124.6,2022-06-23,"Ammonia, as Nitrogen",mg/L,NA,0.16
J01-9082-2,6/23/2022,Total,1402.2,2022-06-23,"Ammonia, as Nitrogen",mg/L,NA,5.6
I01-11010-1,6/21/2022,Total,4030,2022-06-21,"Ammonia, as Nitrogen",mg/L,<,0.05
I00-11468-1,6/21/2022,Total,9274,2022-06-21,"Ammonia, as Nitrogen",mg/L,<,0.05
J01-10004-1 (J01P01),6/21/2022,Total,2028,2022-06-21,"Ammonia, as Nitrogen",mg/L,<,0.05
L01-749-2,6/22/2022,Total,5316,2022-06-22,"Ammonia, as Nitrogen",mg/L,<,0.05
L05-503-1,6/22/2022,Total,3947,2022-06-22,"Ammonia, as Nitrogen",mg/L,<,0.05
L01-724-4 (L01P03),6/22/2022,Total,2815,2022-06-22,"Ammonia, as Nitrogen",mg/L,<,0.05
L01-724-1 (L01S01),6/22/2022,Total,6586,2022-06-22,"Ammonia, as Nitrogen",mg/L,<,0.05
L01-728-5 (L01-DP),6/22/2022,Total,1110,2022-06-22,"Ammonia, as Nitrogen",mg/L,<,0.05
K01-12126-1 (K01S01),6/22/2022,Total,5426,2022-06-22,"Ammonia, as Nitrogen",mg/L,<,0.05
K01-12159-2,6/22/2022,Total,2927,2022-06-22,"Ammonia, as Nitrogen",mg/L,<,0.05
K01-12159-3,6/22/2022,Total,3829,2022-06-22,"Ammonia, as Nitrogen",mg/L,NA,1.6
L05-489-3,6/16/2022,Total,2537,2022-06-16,"Ammonia, as Nitrogen",mg/L,NA,1.7
L05-049-1,6/16/2022,Total,2449,2022-06-16,"Ammonia, as Nitrogen",mg/L,NA,0.39
L02-374-1 (L02P50),6/16/2022,Total,2256,2022-06-16,"Ammonia, as Nitrogen",mg/L,NA,3.5
L01-404-1,6/16/2022,Total,2302,2022-06-16,"Ammonia, as Nitrogen",mg/L,<,0.05
L01-340-1,6/16/2022,Total,1454,2022-06-16,"Ammonia, as Nitrogen",mg/L,<,0.05
