Station,date,Sample Type,Field Specific Conductivity,Date,Parameter,Units,Qualifier,Result
L02-246-1 (L11P01),6/27/2022,Total,1583,2022-06-27,"Ammonia, as Nitrogen",mg/L,NA,0.18
L02-641-1,6/27/2022,Total,1248,2022-06-27,"Ammonia, as Nitrogen",mg/L,NA,0.16
L02-641-2,6/27/2022,Total,1373,2022-06-27,"Ammonia, as Nitrogen",mg/L,NA,0.12
L01-731-1 (L08TBN2),6/27/2022,Total,2738,2022-06-27,"Ammonia, as Nitrogen",mg/L,NA,0.23
L02-166-3 (L02P26),6/27/2022,Total,2227,2022-06-27,"Ammonia, as Nitrogen",mg/L,<,0.05
L04-672-1,6/29/2022,Total,3758,2022-06-29,"Ammonia, as Nitrogen",mg/L,<,0.05
M01-042-1 (M01S01),6/30/2022,Total,26913,2022-06-30,"Ammonia, as Nitrogen",mg/L,NA,0.13
M02-032-1,6/30/2022,Total,3938,2022-06-30,"Ammonia, as Nitrogen",mg/L,NA,0.16
SC1-2,6/30/2022,Total,9896,2022-06-30,"Ammonia, as Nitrogen",mg/L,NA,0.13
M02-085-1 (M02P06),6/30/2022,Total,7636,2022-06-30,"Ammonia, as Nitrogen",mg/L,NA,2.3
M02-085-2,6/30/2022,Total,3045,2022-06-30,"Ammonia, as Nitrogen",mg/L,NA,2.5
L03-662-3 (L03P16),8/23/2022,Total,3390,2022-08-23,"Ammonia, as Nitrogen",mg/L,<,0.05
L03-214-2 (L03P18),8/23/2022,Total,4320,2022-08-23,"Ammonia, as Nitrogen",mg/L,NA,0.47
L03-316-3 (L03P12),8/23/2022,Total,4049,2022-08-23,"Ammonia, as Nitrogen",mg/L,NA,0.1
J01-10004-1 (J01P01),8/18/2022,Total,2077,2022-08-18,"Ammonia, as Nitrogen",mg/L,<,0.05
L03-418-8,8/18/2022,Total,2858.53,2022-08-18,"Ammonia, as Nitrogen",mg/L,NA,0.88
K01-12177-1 (K01P07),8/18/2022,Total,2005,2022-08-18,"Ammonia, as Nitrogen",mg/L,NA,0.16
J03-9221-1 (J03P02),8/18/2022,Total,4941,2022-08-18,"Ammonia, as Nitrogen",mg/L,NA,0.22
J01-9224-1 (J01P24),8/18/2022,Total,3289,2022-08-18,"Ammonia, as Nitrogen",mg/L,<,0.05
J01-9224-2 (J01P25),8/18/2022,Total,2370,2022-08-18,"Ammonia, as Nitrogen",mg/L,NA,0.16
J06-9079-1 (J06P03),8/22/2022,Total,2291,2022-08-22,"Ammonia, as Nitrogen",mg/L,NA,0.14
J06-10011-1 (J06P01),8/22/2022,Total,3121,2022-08-22,"Ammonia, as Nitrogen",mg/L,<,0.05
J01-9082-2,8/22/2022,Total,1319,2022-08-22,"Ammonia, as Nitrogen",mg/L,NA,0.34
L04-672-1,8/23/2022,Total,5222,2022-08-23,"Ammonia, as Nitrogen",mg/L,NA,0.19
L04-266-5,8/23/2022,Total,4848,2022-08-23,"Ammonia, as Nitrogen",mg/L,<,0.05
I01-11343-2 (I02P18),8/23/2022,Total,4543,2022-08-23,"Ammonia, as Nitrogen",mg/L,NA,0.4
L01-340-1,8/24/2022,Total,1798.6,2022-08-24,"Ammonia, as Nitrogen",mg/L,NA,0.11
L01-404-1,8/24/2022,Total,2033.4,2022-08-24,"Ammonia, as Nitrogen",mg/L,<,0.05
L02-246-1 (L11P01),8/25/2022,Total,2323,2022-08-25,"Ammonia, as Nitrogen",mg/L,NA,1.2
L02-641-1,8/25/2022,Total,1807,2022-08-25,"Ammonia, as Nitrogen",mg/L,<,0.05
L02-641-2,8/25/2022,Total,2148,2022-08-25,"Ammonia, as Nitrogen",mg/L,<,0.05
L01-731-1 (L08TBN2),8/25/2022,Total,2692,2022-08-25,"Ammonia, as Nitrogen",mg/L,NA,0.68
L02-166-3 (L02P26),8/25/2022,Total,2626,2022-08-25,"Ammonia, as Nitrogen",mg/L,NA,0.1
L05-489-3,9/6/2022,Total,3524,2022-09-06,"Ammonia, as Nitrogen",mg/L,NA,1
L05-049-1,9/6/2022,Total,2843,2022-09-06,"Ammonia, as Nitrogen",mg/L,NA,1.6
L02-374-1 (L02P50),9/6/2022,Total,3644,2022-09-06,"Ammonia, as Nitrogen",mg/L,NA,0.11
L05-503-1,9/6/2022,Total,4029.2,2022-09-06,"Ammonia, as Nitrogen",mg/L,NA,0.41
L01-749-2,9/6/2022,Total,8458,2022-09-06,"Ammonia, as Nitrogen",mg/L,NA,0.21
L01-724-4 (L01P03),9/6/2022,Total,5109,2022-09-06,"Ammonia, as Nitrogen",mg/L,<,0.05
L01-724-1 (L01S01),9/6/2022,Total,6362,2022-09-06,"Ammonia, as Nitrogen",mg/L,NA,0.12
L01-726-5,9/7/2022,Total,1165,2022-09-07,"Ammonia, as Nitrogen",mg/L,NA,0.14
L01-728-5 (L01-DP),9/7/2022,Total,1327,2022-09-07,"Ammonia, as Nitrogen",mg/L,<,0.05
K01-12126-1 (K01S01),9/7/2022,Total,5061,2022-09-07,"Ammonia, as Nitrogen",mg/L,<,0.05
K01-12159-2,9/7/2022,Total,4869,2022-09-07,"Ammonia, as Nitrogen",mg/L,<,0.05
K01-12159-3,9/7/2022,Total,3633,2022-09-07,"Ammonia, as Nitrogen",mg/L,NA,0.2
I01-11010-1,9/7/2022,Total,6067.7,2022-09-07,"Ammonia, as Nitrogen",mg/L,<,0.05
J01-9131-1 (J01P28),9/8/2022,Total,2648,2022-09-08,"Ammonia, as Nitrogen",mg/L,NA,6.2
J01-9992-1 (J01P27),8/9/2022,Total,3208,2022-08-09,"Ammonia, as Nitrogen",mg/L,NA,0.69
J01-9007-1 (J02P05),9/8/2022,Total,1929,2022-09-08,"Ammonia, as Nitrogen",mg/L,NA,0.17
M01-042-1 (M01S01),9/8/2022,Total,26921,2022-09-08,"Ammonia, as Nitrogen",mg/L,<,0.05
M02-032-1,9/8/2022,Total,4246,2022-09-08,"Ammonia, as Nitrogen",mg/L,<,0.05
SC1-2,9/8/2022,Total,11188,2022-09-08,"Ammonia, as Nitrogen",mg/L,<,0.05
M02-085-1 (M02P06),9/8/2022,Total,9377,2022-09-08,"Ammonia, as Nitrogen",mg/L,NA,0.79
M02-085-2,9/8/2022,Total,3170,2022-09-08,"Ammonia, as Nitrogen",mg/L,NA,0.11
L04-266-5,6/14/2022,Total,3412,2022-06-14,Chloride,mg/L,NA,360
I01-11343-2 (I02P18),6/14/2022,Total,2417,2022-06-14,Chloride,mg/L,NA,400
L03-418-8,6/15/2022,Total,3205,2022-06-15,Chloride,mg/L,NA,400
K01-12177-1 (K01P07),6/15/2022,Total,2416,2022-06-15,Chloride,mg/L,NA,270
J03-9221-1 (J03P02),6/15/2022,Total,5136,2022-06-15,Chloride,mg/L,NA,570
J01-9224-1 (J01P24),6/15/2022,Total,2769,2022-06-15,Chloride,mg/L,NA,320
J01-9224-2 (J01P25),6/15/2022,Total,2576,2022-06-15,Chloride,mg/L,NA,260
L03-662-3 (L03P16),6/14/2022,Total,2551,2022-06-14,Chloride,mg/L,NA,350
L03-214-2 (L03P18),6/14/2022,Total,3395,2022-06-14,Chloride,mg/L,NA,390
L03-316-3 (L03P12),6/14/2022,Total,4833,2022-06-14,Chloride,mg/L,NA,560
J01-9992-1 (J01P27),6/23/2022,Total,3165,2022-06-23,Chloride,mg/L,NA,500
J01-9131-1 (J01P28),6/23/2022,Total,2686,2022-06-23,Chloride,mg/L,NA,360
J01-9007-1 (J02P05),6/23/2022,Total,1529,2022-06-23,Chloride,mg/L,NA,270
J06-10011-1 (J06P01),6/23/2022,Total,3190,2022-06-23,Chloride,mg/L,NA,390
J06-9079-1 (J06P03),6/23/2022,Total,2124.6,2022-06-23,Chloride,mg/L,NA,360
J01-9082-2,6/23/2022,Total,1402.2,2022-06-23,Chloride,mg/L,NA,180
I01-11010-1,6/21/2022,Total,4030,2022-06-21,Chloride,mg/L,NA,720
I00-11468-1,6/21/2022,Total,9274,2022-06-21,Chloride,mg/L,NA,2400
J01-10004-1 (J01P01),6/21/2022,Total,2028,2022-06-21,Chloride,mg/L,NA,270
L01-749-2,6/22/2022,Total,5316,2022-06-22,Chloride,mg/L,NA,600
L05-503-1,6/22/2022,Total,3947,2022-06-22,Chloride,mg/L,NA,550
L01-724-4 (L01P03),6/22/2022,Total,2815,2022-06-22,Chloride,mg/L,NA,430
L01-724-1 (L01S01),6/22/2022,Total,6586,2022-06-22,Chloride,mg/L,NA,1300
L01-728-5 (L01-DP),6/22/2022,Total,1110,2022-06-22,Chloride,mg/L,NA,120
K01-12126-1 (K01S01),6/22/2022,Total,5426,2022-06-22,Chloride,mg/L,NA,1000
K01-12159-2,6/22/2022,Total,2927,2022-06-22,Chloride,mg/L,NA,510
K01-12159-3,6/22/2022,Total,3829,2022-06-22,Chloride,mg/L,NA,710
L05-489-3,6/16/2022,Total,2537,2022-06-16,Chloride,mg/L,NA,310
L05-049-1,6/16/2022,Total,2449,2022-06-16,Chloride,mg/L,NA,220
L02-374-1 (L02P50),6/16/2022,Total,2256,2022-06-16,Chloride,mg/L,NA,320
L01-404-1,6/16/2022,Total,2302,2022-06-16,Chloride,mg/L,NA,370
L01-340-1,6/16/2022,Total,1454,2022-06-16,Chloride,mg/L,NA,200
L02-246-1 (L11P01),6/27/2022,Total,1583,2022-06-27,Chloride,mg/L,NA,170
L02-641-1,6/27/2022,Total,1248,2022-06-27,Chloride,mg/L,NA,140
L02-641-2,6/27/2022,Total,1373,2022-06-27,Chloride,mg/L,NA,170
L01-731-1 (L08TBN2),6/27/2022,Total,2738,2022-06-27,Chloride,mg/L,NA,420
L02-166-3 (L02P26),6/27/2022,Total,2227,2022-06-27,Chloride,mg/L,NA,220
L04-672-1,6/29/2022,Total,3758,2022-06-29,Chloride,mg/L,NA,550
M01-042-1 (M01S01),6/30/2022,Total,26913,2022-06-30,Chloride,mg/L,NA,3300
M02-032-1,6/30/2022,Total,3938,2022-06-30,Chloride,mg/L,NA,360
SC1-2,6/30/2022,Total,9896,2022-06-30,Chloride,mg/L,NA,930
M02-085-1 (M02P06),6/30/2022,Total,7636,2022-06-30,Chloride,mg/L,NA,600
M02-085-2,6/30/2022,Total,3045,2022-06-30,Chloride,mg/L,NA,270
L03-662-3 (L03P16),8/23/2022,Total,3390,2022-08-23,Chloride,mg/L,NA,260
L03-214-2 (L03P18),8/23/2022,Total,4320,2022-08-23,Chloride,mg/L,NA,320
L03-316-3 (L03P12),8/23/2022,Total,4049,2022-08-23,Chloride,mg/L,NA,360
J01-10004-1 (J01P01),8/18/2022,Total,2077,2022-08-18,Chloride,mg/L,NA,260
L03-418-8,8/18/2022,Total,2858.53,2022-08-18,Chloride,mg/L,NA,360
K01-12177-1 (K01P07),8/18/2022,Total,2005,2022-08-18,Chloride,mg/L,NA,250
J03-9221-1 (J03P02),8/18/2022,Total,4941,2022-08-18,Chloride,mg/L,NA,660
J01-9224-1 (J01P24),8/18/2022,Total,3289,2022-08-18,Chloride,mg/L,NA,420
J01-9224-2 (J01P25),8/18/2022,Total,2370,2022-08-18,Chloride,mg/L,NA,270
J06-9079-1 (J06P03),8/22/2022,Total,2291,2022-08-22,Chloride,mg/L,NA,410
J06-10011-1 (J06P01),8/22/2022,Total,3121,2022-08-22,Chloride,mg/L,NA,580
J01-9082-2,8/22/2022,Total,1319,2022-08-22,Chloride,mg/L,NA,230
L04-672-1,8/23/2022,Total,5222,2022-08-23,Chloride,mg/L,NA,610
L04-266-5,8/23/2022,Total,4848,2022-08-23,Chloride,mg/L,NA,350
I01-11343-2 (I02P18),8/23/2022,Total,4543,2022-08-23,Chloride,mg/L,NA,610
L01-340-1,8/24/2022,Total,1798.6,2022-08-24,Chloride,mg/L,NA,250
L01-404-1,8/24/2022,Total,2033.4,2022-08-24,Chloride,mg/L,NA,290
L02-246-1 (L11P01),8/25/2022,Total,2323,2022-08-25,Chloride,mg/L,NA,180
L02-641-1,8/25/2022,Total,1807,2022-08-25,Chloride,mg/L,NA,150
L02-641-2,8/25/2022,Total,2148,2022-08-25,Chloride,mg/L,NA,180
L01-731-1 (L08TBN2),8/25/2022,Total,2692,2022-08-25,Chloride,mg/L,NA,290
L02-166-3 (L02P26),8/25/2022,Total,2626,2022-08-25,Chloride,mg/L,NA,180
L05-489-3,9/6/2022,Total,3524,2022-09-06,Chloride,mg/L,NA,300
L05-049-1,9/6/2022,Total,2843,2022-09-06,Chloride,mg/L,NA,210
L02-374-1 (L02P50),9/6/2022,Total,3644,2022-09-06,Chloride,mg/L,NA,350
L05-503-1,9/6/2022,Total,4029.2,2022-09-06,Chloride,mg/L,NA,320
L01-749-2,9/6/2022,Total,8458,2022-09-06,Chloride,mg/L,NA,600
L01-724-4 (L01P03),9/6/2022,Total,5109,2022-09-06,Chloride,mg/L,NA,550
L01-724-1 (L01S01),9/6/2022,Total,6362,2022-09-06,Chloride,mg/L,NA,800
L01-726-5,9/7/2022,Total,1165,2022-09-07,Chloride,mg/L,NA,180
L01-728-5 (L01-DP),9/7/2022,Total,1327,2022-09-07,Chloride,mg/L,NA,170
K01-12126-1 (K01S01),9/7/2022,Total,5061,2022-09-07,Chloride,mg/L,NA,940
K01-12159-2,9/7/2022,Total,4869,2022-09-07,Chloride,mg/L,NA,970
K01-12159-3,9/7/2022,Total,3633,2022-09-07,Chloride,mg/L,NA,670
I01-11010-1,9/7/2022,Total,6067.7,2022-09-07,Chloride,mg/L,NA,730
J01-9131-1 (J01P28),9/8/2022,Total,2648,2022-09-08,Chloride,mg/L,NA,350
J01-9992-1 (J01P27),8/9/2022,Total,3208,2022-08-09,Chloride,mg/L,NA,490
J01-9007-1 (J02P05),9/8/2022,Total,1929,2022-09-08,Chloride,mg/L,NA,350
M01-042-1 (M01S01),9/8/2022,Total,26921,2022-09-08,Chloride,mg/L,NA,1700
M02-032-1,9/8/2022,Total,4246,2022-09-08,Chloride,mg/L,NA,400
SC1-2,9/8/2022,Total,11188,2022-09-08,Chloride,mg/L,NA,900
M02-085-1 (M02P06),9/8/2022,Total,9377,2022-09-08,Chloride,mg/L,NA,720
M02-085-2,9/8/2022,Total,3170,2022-09-08,Chloride,mg/L,NA,290
L04-266-5,6/14/2022,Total,3412,2022-06-14,Nitrate + Nitrite as N,mg/L,NA,0.71
I01-11343-2 (I02P18),6/14/2022,Total,2417,2022-06-14,Nitrate + Nitrite as N,mg/L,NA,8.9
L03-418-8,6/15/2022,Total,3205,2022-06-15,Nitrate + Nitrite as N,mg/L,NA,4.8
K01-12177-1 (K01P07),6/15/2022,Total,2416,2022-06-15,Nitrate + Nitrite as N,mg/L,NA,2.4
J03-9221-1 (J03P02),6/15/2022,Total,5136,2022-06-15,Nitrate + Nitrite as N,mg/L,NA,1.5
J01-9224-1 (J01P24),6/15/2022,Total,2769,2022-06-15,Nitrate + Nitrite as N,mg/L,NA,2.6
J01-9224-2 (J01P25),6/15/2022,Total,2576,2022-06-15,Nitrate + Nitrite as N,mg/L,NA,0.14
L03-662-3 (L03P16),6/14/2022,Total,2551,2022-06-14,Nitrate + Nitrite as N,mg/L,NA,1.3
L03-214-2 (L03P18),6/14/2022,Total,3395,2022-06-14,Nitrate + Nitrite as N,mg/L,NA,2.2
L03-316-3 (L03P12),6/14/2022,Total,4833,2022-06-14,Nitrate + Nitrite as N,mg/L,NA,2.9
J01-9992-1 (J01P27),6/23/2022,Total,3165,2022-06-23,Nitrate + Nitrite as N,mg/L,NA,16
J01-9131-1 (J01P28),6/23/2022,Total,2686,2022-06-23,Nitrate + Nitrite as N,mg/L,NA,19
J01-9007-1 (J02P05),6/23/2022,Total,1529,2022-06-23,Nitrate + Nitrite as N,mg/L,NA,1.7
J06-10011-1 (J06P01),6/23/2022,Total,3190,2022-06-23,Nitrate + Nitrite as N,mg/L,NA,1.5
J06-9079-1 (J06P03),6/23/2022,Total,2124.6,2022-06-23,Nitrate + Nitrite as N,mg/L,NA,2.3
J01-9082-2,6/23/2022,Total,1402.2,2022-06-23,Nitrate + Nitrite as N,mg/L,NA,4.1
I01-11010-1,6/21/2022,Total,4030,2022-06-21,Nitrate + Nitrite as N,mg/L,NA,0.43
I00-11468-1,6/21/2022,Total,9274,2022-06-21,Nitrate + Nitrite as N,mg/L,<,0.05
J01-10004-1 (J01P01),6/21/2022,Total,2028,2022-06-21,Nitrate + Nitrite as N,mg/L,NA,6.2
L01-749-2,6/22/2022,Total,5316,2022-06-22,Nitrate + Nitrite as N,mg/L,<,0.05
L05-503-1,6/22/2022,Total,3947,2022-06-22,Nitrate + Nitrite as N,mg/L,NA,2.2
L01-724-4 (L01P03),6/22/2022,Total,2815,2022-06-22,Nitrate + Nitrite as N,mg/L,NA,3
L01-724-1 (L01S01),6/22/2022,Total,6586,2022-06-22,Nitrate + Nitrite as N,mg/L,NA,0.58
L01-728-5 (L01-DP),6/22/2022,Total,1110,2022-06-22,Nitrate + Nitrite as N,mg/L,NA,0.3
K01-12126-1 (K01S01),6/22/2022,Total,5426,2022-06-22,Nitrate + Nitrite as N,mg/L,NA,2.4
K01-12159-2,6/22/2022,Total,2927,2022-06-22,Nitrate + Nitrite as N,mg/L,NA,1.4
K01-12159-3,6/22/2022,Total,3829,2022-06-22,Nitrate + Nitrite as N,mg/L,NA,3.1
L05-489-3,6/16/2022,Total,2537,2022-06-16,Nitrate + Nitrite as N,mg/L,NA,0.89
L05-049-1,6/16/2022,Total,2449,2022-06-16,Nitrate + Nitrite as N,mg/L,NA,3.2
L02-374-1 (L02P50),6/16/2022,Total,2256,2022-06-16,Nitrate + Nitrite as N,mg/L,NA,7.3
L01-404-1,6/16/2022,Total,2302,2022-06-16,Nitrate + Nitrite as N,mg/L,NA,0.83
L01-340-1,6/16/2022,Total,1454,2022-06-16,Nitrate + Nitrite as N,mg/L,NA,1.5
L02-246-1 (L11P01),6/27/2022,Total,1583,2022-06-27,Nitrate + Nitrite as N,mg/L,NA,0.87
L02-641-1,6/27/2022,Total,1248,2022-06-27,Nitrate + Nitrite as N,mg/L,NA,1.3
L02-641-2,6/27/2022,Total,1373,2022-06-27,Nitrate + Nitrite as N,mg/L,NA,0.85
L01-731-1 (L08TBN2),6/27/2022,Total,2738,2022-06-27,Nitrate + Nitrite as N,mg/L,NA,3.3
L02-166-3 (L02P26),6/27/2022,Total,2227,2022-06-27,Nitrate + Nitrite as N,mg/L,NA,0.97
L04-672-1,6/29/2022,Total,3758,2022-06-29,Nitrate + Nitrite as N,mg/L,NA,1.6
M01-042-1 (M01S01),6/30/2022,Total,26913,2022-06-30,Nitrate + Nitrite as N,mg/L,NA,20
M02-032-1,6/30/2022,Total,3938,2022-06-30,Nitrate + Nitrite as N,mg/L,NA,3.4
SC1-2,6/30/2022,Total,9896,2022-06-30,Nitrate + Nitrite as N,mg/L,NA,4.1
M02-085-1 (M02P06),6/30/2022,Total,7636,2022-06-30,Nitrate + Nitrite as N,mg/L,NA,3.1
M02-085-2,6/30/2022,Total,3045,2022-06-30,Nitrate + Nitrite as N,mg/L,NA,7.3
L03-662-3 (L03P16),8/23/2022,Total,3390,2022-08-23,Nitrate + Nitrite as N,mg/L,NA,0.83
L03-214-2 (L03P18),8/23/2022,Total,4320,2022-08-23,Nitrate + Nitrite as N,mg/L,NA,2.2
L03-316-3 (L03P12),8/23/2022,Total,4049,2022-08-23,Nitrate + Nitrite as N,mg/L,NA,2.5
J01-10004-1 (J01P01),8/18/2022,Total,2077,2022-08-18,Nitrate + Nitrite as N,mg/L,NA,6.4
L03-418-8,8/18/2022,Total,2858.53,2022-08-18,Nitrate + Nitrite as N,mg/L,NA,6.2
K01-12177-1 (K01P07),8/18/2022,Total,2005,2022-08-18,Nitrate + Nitrite as N,mg/L,NA,2.8
J03-9221-1 (J03P02),8/18/2022,Total,4941,2022-08-18,Nitrate + Nitrite as N,mg/L,NA,2.4
J01-9224-1 (J01P24),8/18/2022,Total,3289,2022-08-18,Nitrate + Nitrite as N,mg/L,NA,1.8
J01-9224-2 (J01P25),8/18/2022,Total,2370,2022-08-18,Nitrate + Nitrite as N,mg/L,NA,0.13
J06-9079-1 (J06P03),8/22/2022,Total,2291,2022-08-22,Nitrate + Nitrite as N,mg/L,NA,2.7
J06-10011-1 (J06P01),8/22/2022,Total,3121,2022-08-22,Nitrate + Nitrite as N,mg/L,NA,1.5
J01-9082-2,8/22/2022,Total,1319,2022-08-22,Nitrate + Nitrite as N,mg/L,NA,3.2
L04-672-1,8/23/2022,Total,5222,2022-08-23,Nitrate + Nitrite as N,mg/L,NA,2
L04-266-5,8/23/2022,Total,4848,2022-08-23,Nitrate + Nitrite as N,mg/L,NA,0.76
I01-11343-2 (I02P18),8/23/2022,Total,4543,2022-08-23,Nitrate + Nitrite as N,mg/L,NA,17
L01-340-1,8/24/2022,Total,1798.6,2022-08-24,Nitrate + Nitrite as N,mg/L,NA,1.1
L01-404-1,8/24/2022,Total,2033.4,2022-08-24,Nitrate + Nitrite as N,mg/L,NA,0.85
L02-246-1 (L11P01),8/25/2022,Total,2323,2022-08-25,Nitrate + Nitrite as N,mg/L,NA,0.85
L02-641-1,8/25/2022,Total,1807,2022-08-25,Nitrate + Nitrite as N,mg/L,NA,0.88
L02-641-2,8/25/2022,Total,2148,2022-08-25,Nitrate + Nitrite as N,mg/L,NA,0.85
L01-731-1 (L08TBN2),8/25/2022,Total,2692,2022-08-25,Nitrate + Nitrite as N,mg/L,NA,0.88
L02-166-3 (L02P26),8/25/2022,Total,2626,2022-08-25,Nitrate + Nitrite as N,mg/L,NA,0.72
L05-489-3,9/6/2022,Total,3524,2022-09-06,Nitrate + Nitrite as N,mg/L,NA,1.9
L05-049-1,9/6/2022,Total,2843,2022-09-06,Nitrate + Nitrite as N,mg/L,NA,3.7
L02-374-1 (L02P50),9/6/2022,Total,3644,2022-09-06,Nitrate + Nitrite as N,mg/L,NA,2.8
L05-503-1,9/6/2022,Total,4029.2,2022-09-06,Nitrate + Nitrite as N,mg/L,NA,1.4
L01-749-2,9/6/2022,Total,8458,2022-09-06,Nitrate + Nitrite as N,mg/L,NA,0.29
L01-724-4 (L01P03),9/6/2022,Total,5109,2022-09-06,Nitrate + Nitrite as N,mg/L,NA,4.7
L01-724-1 (L01S01),9/6/2022,Total,6362,2022-09-06,Nitrate + Nitrite as N,mg/L,NA,3.1
L01-726-5,9/7/2022,Total,1165,2022-09-07,Nitrate + Nitrite as N,mg/L,NA,0.5
L01-728-5 (L01-DP),9/7/2022,Total,1327,2022-09-07,Nitrate + Nitrite as N,mg/L,NA,1
K01-12126-1 (K01S01),9/7/2022,Total,5061,2022-09-07,Nitrate + Nitrite as N,mg/L,NA,2.3
K01-12159-2,9/7/2022,Total,4869,2022-09-07,Nitrate + Nitrite as N,mg/L,NA,2
K01-12159-3,9/7/2022,Total,3633,2022-09-07,Nitrate + Nitrite as N,mg/L,NA,3.9
I01-11010-1,9/7/2022,Total,6067.7,2022-09-07,Nitrate + Nitrite as N,mg/L,NA,0.51
J01-9131-1 (J01P28),9/8/2022,Total,2648,2022-09-08,Nitrate + Nitrite as N,mg/L,NA,12
J01-9992-1 (J01P27),8/9/2022,Total,3208,2022-08-09,Nitrate + Nitrite as N,mg/L,NA,19
J01-9007-1 (J02P05),9/8/2022,Total,1929,2022-09-08,Nitrate + Nitrite as N,mg/L,NA,5
M01-042-1 (M01S01),9/8/2022,Total,26921,2022-09-08,Nitrate + Nitrite as N,mg/L,NA,22
M02-032-1,9/8/2022,Total,4246,2022-09-08,Nitrate + Nitrite as N,mg/L,NA,2.3
SC1-2,9/8/2022,Total,11188,2022-09-08,Nitrate + Nitrite as N,mg/L,NA,2.5
M02-085-1 (M02P06),9/8/2022,Total,9377,2022-09-08,Nitrate + Nitrite as N,mg/L,NA,1.5
M02-085-2,9/8/2022,Total,3170,2022-09-08,Nitrate + Nitrite as N,mg/L,NA,2.3
L04-266-5,6/14/2022,Total,3412,2022-06-14,"Nitrogen, Total Kjeldahl",mg/L,NA,0.84
I01-11343-2 (I02P18),6/14/2022,Total,2417,2022-06-14,"Nitrogen, Total Kjeldahl",mg/L,NA,4.3
L03-418-8,6/15/2022,Total,3205,2022-06-15,"Nitrogen, Total Kjeldahl",mg/L,NA,1.2
K01-12177-1 (K01P07),6/15/2022,Total,2416,2022-06-15,"Nitrogen, Total Kjeldahl",mg/L,NA,0.92
J03-9221-1 (J03P02),6/15/2022,Total,5136,2022-06-15,"Nitrogen, Total Kjeldahl",mg/L,NA,1.7
J01-9224-1 (J01P24),6/15/2022,Total,2769,2022-06-15,"Nitrogen, Total Kjeldahl",mg/L,NA,2.5
J01-9224-2 (J01P25),6/15/2022,Total,2576,2022-06-15,"Nitrogen, Total Kjeldahl",mg/L,NA,0.34
L03-662-3 (L03P16),6/14/2022,Total,2551,2022-06-14,"Nitrogen, Total Kjeldahl",mg/L,NA,2.7
L03-214-2 (L03P18),6/14/2022,Total,3395,2022-06-14,"Nitrogen, Total Kjeldahl",mg/L,NA,1.6
L03-316-3 (L03P12),6/14/2022,Total,4833,2022-06-14,"Nitrogen, Total Kjeldahl",mg/L,NA,0.24
J01-9992-1 (J01P27),6/23/2022,Total,3165,2022-06-23,"Nitrogen, Total Kjeldahl",mg/L,NA,3.9
J01-9131-1 (J01P28),6/23/2022,Total,2686,2022-06-23,"Nitrogen, Total Kjeldahl",mg/L,NA,3.4
J01-9007-1 (J02P05),6/23/2022,Total,1529,2022-06-23,"Nitrogen, Total Kjeldahl",mg/L,NA,0.51
J06-10011-1 (J06P01),6/23/2022,Total,3190,2022-06-23,"Nitrogen, Total Kjeldahl",mg/L,NA,0.58
J06-9079-1 (J06P03),6/23/2022,Total,2124.6,2022-06-23,"Nitrogen, Total Kjeldahl",mg/L,NA,1.4
J01-9082-2,6/23/2022,Total,1402.2,2022-06-23,"Nitrogen, Total Kjeldahl",mg/L,NA,7.1
I01-11010-1,6/21/2022,Total,4030,2022-06-21,"Nitrogen, Total Kjeldahl",mg/L,NA,0.67
I00-11468-1,6/21/2022,Total,9274,2022-06-21,"Nitrogen, Total Kjeldahl",mg/L,NA,0.72
J01-10004-1 (J01P01),6/21/2022,Total,2028,2022-06-21,"Nitrogen, Total Kjeldahl",mg/L,NA,1
L01-749-2,6/22/2022,Total,5316,2022-06-22,"Nitrogen, Total Kjeldahl",mg/L,NA,1.3
L05-503-1,6/22/2022,Total,3947,2022-06-22,"Nitrogen, Total Kjeldahl",mg/L,NA,1.3
L01-724-4 (L01P03),6/22/2022,Total,2815,2022-06-22,"Nitrogen, Total Kjeldahl",mg/L,NA,1.2
L01-724-1 (L01S01),6/22/2022,Total,6586,2022-06-22,"Nitrogen, Total Kjeldahl",mg/L,NA,3
L01-728-5 (L01-DP),6/22/2022,Total,1110,2022-06-22,"Nitrogen, Total Kjeldahl",mg/L,NA,0.39
K01-12126-1 (K01S01),6/22/2022,Total,5426,2022-06-22,"Nitrogen, Total Kjeldahl",mg/L,NA,1.8
K01-12159-2,6/22/2022,Total,2927,2022-06-22,"Nitrogen, Total Kjeldahl",mg/L,NA,1.2
K01-12159-3,6/22/2022,Total,3829,2022-06-22,"Nitrogen, Total Kjeldahl",mg/L,NA,3.5
L05-489-3,6/16/2022,Total,2537,2022-06-16,"Nitrogen, Total Kjeldahl",mg/L,NA,4.9
L05-049-1,6/16/2022,Total,2449,2022-06-16,"Nitrogen, Total Kjeldahl",mg/L,NA,1.9
L02-374-1 (L02P50),6/16/2022,Total,2256,2022-06-16,"Nitrogen, Total Kjeldahl",mg/L,NA,4.7
L01-404-1,6/16/2022,Total,2302,2022-06-16,"Nitrogen, Total Kjeldahl",mg/L,NA,1
L01-340-1,6/16/2022,Total,1454,2022-06-16,"Nitrogen, Total Kjeldahl",mg/L,NA,1.2
L02-246-1 (L11P01),6/27/2022,Total,1583,2022-06-27,"Nitrogen, Total Kjeldahl",mg/L,NA,1
