Station,Sample Type,Parameter,Qualifier,ResultAvg,Units,JURISDICTI3,Qadj_Qall,LoadQadj_Qall,LoadsPoundsQS,LoadsJurs
L04-266-5,Total,d10-Acenaphthene,NA,79,ng/L,MISSION VIEJO,4000029.057504,316002295.542816,0.019727362480878873,0.043967357674317815
I01-11343-2 (I02P18),Total,d10-Acenaphthene,NA,72,ng/L,LAGUNA WOODS,26583.60972323406,1914019.9000728524,1.1948825972764719e-4,0.007018115902421674
L03-418-8,Total,d10-Acenaphthene,NA,70,ng/L,LAGUNA NIGUEL,188453.84949148304,13191769.464403812,8.235345807898504e-4,0.05387428245705683
L03-418-8,Total,d10-Acenaphthene,NA,70,ng/L,MISSION VIEJO,1719639.2671055028,120374748.69738519,0.0075147438312715325,0.043967357674317815
K01-12177-1 (K01P07),Total,d10-Acenaphthene,NA,67,ng/L,LAGUNA NIGUEL,1099058.44356,73636915.71852,0.004596998657423824,0.05387428245705683
J03-9221-1 (J03P02),Total,d10-Acenaphthene,NA,71.5,ng/L,LAGUNA NIGUEL,2363508.1934956796,168990835.8349411,0.010549744484406383,0.05387428245705683
J01-9224-1 (J01P24),Total,d10-Acenaphthene,NA,76,ng/L,ALISO VIEJO,2634.1015151823053,200191.7151538552,1.2497550132428894e-5,0.019876894010677007
J01-9224-1 (J01P24),Total,d10-Acenaphthene,NA,76,ng/L,LAGUNA NIGUEL,158150.60433060143,12019445.92912571,7.503488740671504e-4,0.05387428245705683
J01-9224-2 (J01P25),Total,d10-Acenaphthene,NA,61.5,ng/L,ALISO VIEJO,5993.861828325905,368622.50244204316,2.3012331957245383e-5,0.019876894010677007
J01-9224-2 (J01P25),Total,d10-Acenaphthene,NA,61.5,ng/L,LAGUNA NIGUEL,359869.5285508992,22131976.0058803,0.0013816529792485565,0.05387428245705683
L03-662-3 (L03P16),Total,d10-Acenaphthene,NA,79,ng/L,MISSION VIEJO,257898.81600000005,20374006.464000005,0.0012719066170474686,0.043967357674317815
L03-214-2 (L03P18),Total,d10-Acenaphthene,NA,68,ng/L,MISSION VIEJO,1863878.8123590364,126743759.24041447,0.00791234784047992,0.043967357674317815
L03-214-2 (L03P18),Total,d10-Acenaphthene,NA,68,ng/L,RANCHO SANTA MARGARITA,88783.6516800166,6037288.314241129,0.00037689528416881953,0.0758265804872638
L03-316-3 (L03P12),Total,d10-Acenaphthene,NA,76,ng/L,MISSION VIEJO,893435.1835532822,67901073.95004945,0.004238922050716856,0.043967357674317815
J01-9992-1 (J01P27),Total,d10-Acenaphthene,NA,105.5,ng/L,ALISO VIEJO,432180.7921682628,45595073.573751725,0.0028464050939461297,0.019876894010677007
J01-9992-1 (J01P27),Total,d10-Acenaphthene,NA,105.5,ng/L,ORANGE CO,1267.6285979957179,133734.81708854824,8.348784962109126e-6,0.14333591100230925
J01-9131-1 (J01P28),Total,d10-Acenaphthene,NA,82.5,ng/L,ALISO VIEJO,236560.03199999995,19516202.639999997,0.0012183557181704083,0.019876894010677007
J01-9007-1 (J02P05),Total,d10-Acenaphthene,NA,113,ng/L,ALISO VIEJO,677326.4713948012,76537891.26761253,0.004778100494379818,0.019876894010677007
J01-9007-1 (J02P05),Total,d10-Acenaphthene,NA,113,ng/L,ORANGE CO,12455.793598780088,1407504.67666215,8.786757356414304e-5,0.14333591100230925
J06-10011-1 (J06P01),Total,d10-Acenaphthene,NA,88.5,ng/L,ALISO VIEJO,486377.92818020063,43044446.64394776,0.0026871747886367922,0.019876894010677007
J06-10011-1 (J06P01),Total,d10-Acenaphthene,NA,88.5,ng/L,LAGUNA HILLS,682198.5901776025,60374575.23071782,0.003769058475222646,0.003769058475222646
J06-10011-1 (J06P01),Total,d10-Acenaphthene,NA,88.5,ng/L,LAGUNA WOODS,1248649.7842748633,110505505.9083254,0.0068986276426940265,0.007018115902421674
J06-10011-1 (J06P01),Total,d10-Acenaphthene,NA,88.5,ng/L,LAKE FOREST,751296.2870919254,66489721.4076354,0.0041508142629405505,0.01336797615515755
J06-9079-1 (J06P03),Total,d10-Acenaphthene,NA,75.5,ng/L,ALISO VIEJO,751510.5920908037,56739049.70285568,0.0035421002191965982,0.019876894010677007
J01-9082-2,Total,d10-Acenaphthene,NA,76.5,ng/L,ALISO VIEJO,998641.6316034046,76396084.81766045,0.004769247814257587,0.019876894010677007
J01-9082-2,Total,d10-Acenaphthene,NA,76.5,ng/L,ORANGE CO,21969.628370704308,1680676.5703588796,1.0492112362550115e-4,0.14333591100230925
I01-11010-1,Total,d10-Acenaphthene,NA,71,ng/L,LAGUNA BEACH,202915.75420800003,14407018.548768003,8.994000397752909e-4,0.0017495932998537746
I00-11468-1,Total,d10-Acenaphthene,NA,64,ng/L,LAGUNA BEACH,212793.76400754126,13618800.89648264,8.501932600784838e-4,0.0017495932998537746
I00-11468-1,Total,d10-Acenaphthene,NA,64,ng/L,ORANGE CO,19089.643866775274,1221737.2074736175,7.627049894307864e-5,0.14333591100230925
J01-10004-1 (J01P01),Total,d10-Acenaphthene,NA,72,ng/L,LAKE FOREST,2050623.5094314318,147644892.67906308,0.009217161892217,0.01336797615515755
L05-503-1,Total,d10-Acenaphthene,NA,91.5,ng/L,SAN JUAN CAPISTRANO,1199564.4170879999,109760144.16355199,0.0068520962676821215,0.013538721790052199
L01-724-4 (L01P03),Total,d10-Acenaphthene,NA,77.5,ng/L,LAGUNA NIGUEL,468158.31861034513,36282269.69230175,0.002265026222735344,0.05387428245705683
L01-724-4 (L01P03),Total,d10-Acenaphthene,NA,77.5,ng/L,SAN JUAN CAPISTRANO,1145681.827242111,88790341.6112636,0.005542995346782635,0.013538721790052199
L01-724-1 (L01S01),Total,d10-Acenaphthene,NA,69.5,ng/L,DANA POINT,245138.73214270748,17037141.88391817,0.001063593139426035,0.024178091560481278
L01-724-1 (L01S01),Total,d10-Acenaphthene,NA,69.5,ng/L,LAGUNA NIGUEL,174089.35162087894,12099209.937651087,7.553283743154162e-4,0.05387428245705683
L01-724-1 (L01S01),Total,d10-Acenaphthene,NA,69.5,ng/L,SAN JUAN CAPISTRANO,256083.45119911397,17797799.85833842,0.0011110794260670324,0.013538721790052199
L01-728-5 (L01-DP),Total,d10-Acenaphthene,NA,97,ng/L,DANA POINT,0,0,0,0.024178091560481278
K01-12126-1 (K01S01),Total,d10-Acenaphthene,NA,81.5,ng/L,DANA POINT,2401759.02142806,195743360.2463869,0.012219848638037902,0.024178091560481278
K01-12126-1 (K01S01),Total,d10-Acenaphthene,NA,81.5,ng/L,LAGUNA NIGUEL,6437196.487691939,524631513.74689305,0.03275164828407031,0.05387428245705683
K01-12159-2,Total,d10-Acenaphthene,NA,92.5,ng/L,DANA POINT,1673540.3519999993,154802482.55999994,0.009663995260399226,0.024178091560481278
K01-12159-3,Total,d10-Acenaphthene,NA,89.5,ng/L,DANA POINT,133122.52800000002,11914466.256000001,7.437952126093511e-4,0.024178091560481278
L05-489-3,Total,d10-Acenaphthene,NA,54,ng/L,ORANGE CO,29545076.777328,1595434145.975712,0.09959961733179827,0.14333591100230925
L05-049-1,Total,d10-Acenaphthene,NA,63.5,ng/L,ORANGE CO,6237821.599848001,396101671.59034806,0.02472779902222607,0.14333591100230925
L02-374-1 (L02P50),Total,d10-Acenaphthene,NA,70.5,ng/L,ORANGE CO,2819475.9723715195,198773056.05219212,0.012408986211438284,0.14333591100230925
L01-404-1,Total,d10-Acenaphthene,NA,56.5,ng/L,ORANGE CO,765057.1882060798,43225731.13364351,0.002698492000223012,0.14333591100230925
L01-340-1,Total,d10-Acenaphthene,NA,64.5,ng/L,ORANGE CO,106950.06735932868,6898279.3446766995,4.306451536785066e-4,0.14333591100230925
L01-340-1,Total,d10-Acenaphthene,NA,64.5,ng/L,RANCHO SANTA MARGARITA,1313.8942256581051,84746.17755494778,5.290526641977692e-6,0.0758265804872638
L02-246-1 (L11P01),Total,d10-Acenaphthene,NA,71,ng/L,RANCHO SANTA MARGARITA,1257301.4399999997,89268402.23999998,0.005572839672105397,0.0758265804872638
L02-641-1,Total,d10-Acenaphthene,NA,70,ng/L,ORANGE CO,4986.284926966567,349039.9448876597,2.178983384053264e-5,0.14333591100230925
L02-641-1,Total,d10-Acenaphthene,NA,70,ng/L,RANCHO SANTA MARGARITA,843182.469984656,59022772.898925915,0.003684668282562976,0.0758265804872638
L02-641-2,Total,d10-Acenaphthene,NA,70.5,ng/L,ORANGE CO,20483.18968395988,1444064.8727191717,9.014995014862308e-5,0.14333591100230925
L02-641-2,Total,d10-Acenaphthene,NA,70.5,ng/L,RANCHO SANTA MARGARITA,3463714.3131314125,244191859.07576457,0.015244387103556963,0.0758265804872638
L01-731-1 (L08TBN2),Total,d10-Acenaphthene,NA,68,ng/L,ORANGE CO,723305.629006651,49184782.772452265,0.003070503132354575,0.14333591100230925
L01-731-1 (L08TBN2),Total,d10-Acenaphthene,NA,68,ng/L,RANCHO SANTA MARGARITA,11606237.02728475,789224117.855363,0.049269611237602824,0.0758265804872638
L02-166-3 (L02P26),Total,d10-Acenaphthene,NA,86,ng/L,ORANGE CO,1759.6301883248925,151328.19619594075,9.44710282818307e-6,0.14333591100230925
L02-166-3 (L02P26),Total,d10-Acenaphthene,NA,86,ng/L,RANCHO SANTA MARGARITA,311594.45914611226,26797123.486565653,0.0016728883806248396,0.0758265804872638
L04-672-1,Total,d10-Acenaphthene,NA,79.5,ng/L,MISSION VIEJO,665335.962144,52894208.990448,0.003302074853923168,0.043967357674317815
M01-042-1 (M01S01),Total,d10-Acenaphthene,NA,81,ng/L,SAN CLEMENTE,9329.904,755722.224,4.717815806399408e-5,0.02111541887068469
M02-032-1,Total,d10-Acenaphthene,NA,73.5,ng/L,SAN CLEMENTE,3628866.1607999997,266721662.81879997,0.016650875636491376,0.02111541887068469
M02-085-1 (M02P06),Total,d10-Acenaphthene,NA,98.5,ng/L,ORANGE CO,174.54166027466977,17192.353537054973,1.0732826783498786e-6,0.14333591100230925
M02-085-1 (M02P06),Total,d10-Acenaphthene,NA,98.5,ng/L,SAN CLEMENTE,251732.86631957273,24795687.332477912,0.001547942906965534,0.02111541887068469
M02-085-2,Total,d10-Acenaphthene,NA,83.5,ng/L,SAN CLEMENTE,550464.336,45963772.056,0.0028694221691637875,0.02111541887068469
L01-726-5,Total,d10-Acenaphthene,NA,70,ng/L,DANA POINT,111410.6356577293,7798744.496041051,4.868593100087639e-4,0.024178091560481278
L01-726-5,Total,d10-Acenaphthene,NA,70,ng/L,SAN JUAN CAPISTRANO,7448.763165562618,521413.4215893833,3.255074952041095e-5,0.013538721790052199
L04-266-5,Total,d10-Phenanthrene,NA,88.5,ng/L,MISSION VIEJO,4000029.057504,354002571.589104,0.022099640247566842,0.050780146116492175
I01-11343-2 (I02P18),Total,d10-Phenanthrene,NA,89.5,ng/L,LAGUNA WOODS,26583.60972323406,2379233.0702294484,1.48530545078117e-4,0.0075928123516010495
L03-418-8,Total,d10-Phenanthrene,NA,76,ng/L,LAGUNA NIGUEL,188453.84949148304,14322492.561352711,8.941232591432662e-4,0.051667602039595986
L03-418-8,Total,d10-Phenanthrene,NA,76,ng/L,MISSION VIEJO,1719639.2671055028,130692584.3000182,0.008158864731094808,0.050780146116492175
K01-12177-1 (K01P07),Total,d10-Phenanthrene,NA,88.5,ng/L,LAGUNA NIGUEL,1099058.44356,97266672.25506,0.006072154943015051,0.051667602039595986
J03-9221-1 (J03P02),Total,d10-Phenanthrene,NA,81,ng/L,LAGUNA NIGUEL,2363508.1934956796,191444163.67315006,0.011951458786530308,0.051667602039595986
J01-9224-1 (J01P24),Total,d10-Phenanthrene,NA,82,ng/L,ALISO VIEJO,2634.1015151823053,215996.32424494904,1.3484198827094332e-5,0.023080976631920998
J01-9224-1 (J01P24),Total,d10-Phenanthrene,NA,82,ng/L,LAGUNA NIGUEL,158150.60433060143,12968349.555109318,8.095869430724518e-4,0.051667602039595986
J01-9224-2 (J01P25),Total,d10-Phenanthrene,NA,61.5,ng/L,ALISO VIEJO,5993.861828325905,368622.50244204316,2.3012331957245383e-5,0.023080976631920998
J01-9224-2 (J01P25),Total,d10-Phenanthrene,NA,61.5,ng/L,LAGUNA NIGUEL,359869.5285508992,22131976.0058803,0.0013816529792485565,0.051667602039595986
L03-662-3 (L03P16),Total,d10-Phenanthrene,NA,93,ng/L,MISSION VIEJO,257898.81600000005,23984589.888000004,0.0014973077896887918,0.050780146116492175
L03-214-2 (L03P18),Total,d10-Phenanthrene,NA,90.5,ng/L,MISSION VIEJO,1863878.8123590364,168681032.5184928,0.010530404111226953,0.050780146116492175
L03-214-2 (L03P18),Total,d10-Phenanthrene,NA,90.5,ng/L,RANCHO SANTA MARGARITA,88783.6516800166,8034920.4770415025,5.01603282607032e-4,0.11382096968463853
L03-316-3 (L03P12),Total,d10-Phenanthrene,NA,87.5,ng/L,MISSION VIEJO,893435.1835532822,78175578.56091219,0.004880337887338485,0.050780146116492175
J01-9992-1 (J01P27),Total,d10-Phenanthrene,NA,118.5,ng/L,ALISO VIEJO,432180.7921682628,51213423.871939145,0.003197146953863662,0.023080976631920998
J01-9992-1 (J01P27),Total,d10-Phenanthrene,NA,118.5,ng/L,ORANGE CO,1267.6285979957179,150213.98886249258,9.377545194406932e-6,0.17300175524386696
J01-9131-1 (J01P28),Total,d10-Phenanthrene,NA,118.5,ng/L,ALISO VIEJO,236560.03199999995,28032363.791999996,0.0017500018497356776,0.023080976631920998
J01-9007-1 (J02P05),Total,d10-Phenanthrene,NA,114.5,ng/L,ALISO VIEJO,677326.4713948012,77553880.97470473,0.004841526607137072,0.023080976631920998
J01-9007-1 (J02P05),Total,d10-Phenanthrene,NA,114.5,ng/L,ORANGE CO,12455.793598780088,1426188.3670603202,8.903395728402105e-5,0.17300175524386696
J06-10011-1 (J06P01),Total,d10-Phenanthrene,NA,95.5,ng/L,ALISO VIEJO,486377.92818020063,46449092.14120916,0.0028997196871730357,0.023080976631920998
J06-10011-1 (J06P01),Total,d10-Phenanthrene,NA,95.5,ng/L,LAGUNA HILLS,682198.5901776025,65149965.36196104,0.004067176094731782,0.004067176094731782
J06-10011-1 (J06P01),Total,d10-Phenanthrene,NA,95.5,ng/L,LAGUNA WOODS,1248649.7842748633,119246054.39824945,0.007444281806522932,0.0075928123516010495
J06-10011-1 (J06P01),Total,d10-Phenanthrene,NA,95.5,ng/L,LAKE FOREST,751296.2870919254,71748795.41727887,0.0044791272554895204,0.016384628032936478
J06-9079-1 (J06P03),Total,d10-Phenanthrene,NA,94.5,ng/L,ALISO VIEJO,751510.5920908037,71017750.95258094,0.004433489678332166,0.023080976631920998
J01-9082-2,Total,d10-Phenanthrene,NA,95,ng/L,ALISO VIEJO,998641.6316034046,94870955.00232345,0.005922595324895043,0.023080976631920998
J01-9082-2,Total,d10-Phenanthrene,NA,95,ng/L,ORANGE CO,21969.628370704308,2087114.6952169093,1.3029420580944588e-4,0.17300175524386696
I01-11010-1,Total,d10-Phenanthrene,NA,81,ng/L,LAGUNA BEACH,202915.75420800003,16436176.090848003,0.0010260761017154725,0.002035680598058672
I00-11468-1,Total,d10-Phenanthrene,NA,76,ng/L,LAGUNA BEACH,212793.76400754126,16172326.064573135,0.0010096044963431995,0.002035680598058672
I00-11468-1,Total,d10-Phenanthrene,NA,76,ng/L,ORANGE CO,19089.643866775274,1450812.9338749207,9.05712174949059e-5,0.17300175524386696
J01-10004-1 (J01P01),Total,d10-Phenanthrene,NA,93,ng/L,LAKE FOREST,2050623.5094314318,190707986.37712315,0.011905500777446959,0.016384628032936478
L05-503-1,Total,d10-Phenanthrene,NA,92.5,ng/L,SAN JUAN CAPISTRANO,1199564.4170879999,110959708.58063999,0.006926982565689577,0.01489223119182469
L01-724-4 (L01P03),Total,d10-Phenanthrene,NA,90.5,ng/L,LAGUNA NIGUEL,468158.31861034513,42368327.834236234,0.002644966105258692,0.051667602039595986
L01-724-4 (L01P03),Total,d10-Phenanthrene,NA,90.5,ng/L,SAN JUAN CAPISTRANO,1145681.827242111,103684205.36541106,0.006472788114630046,0.01489223119182469
L01-724-1 (L01S01),Total,d10-Phenanthrene,NA,91,ng/L,DANA POINT,245138.73214270748,22307624.62498638,0.0013926183552197002,0.023073791010534132
L01-724-1 (L01S01),Total,d10-Phenanthrene,NA,91,ng/L,LAGUNA NIGUEL,174089.35162087894,15842130.997499984,9.889911088158687e-4,0.051667602039595986
L01-724-1 (L01S01),Total,d10-Phenanthrene,NA,91,ng/L,SAN JUAN CAPISTRANO,256083.45119911397,23303594.05911937,0.001454794644202877,0.01489223119182469
L01-728-5 (L01-DP),Total,d10-Phenanthrene,NA,98,ng/L,DANA POINT,0,0,0,0.023073791010534132
K01-12126-1 (K01S01),Total,d10-Phenanthrene,NA,67,ng/L,DANA POINT,2401759.02142806,160917854.43568,0.010045765138018888,0.023073791010534132
K01-12126-1 (K01S01),Total,d10-Phenanthrene,NA,67,ng/L,LAGUNA NIGUEL,6437196.487691939,431292164.6753599,0.026924667914511792,0.051667602039595986
K01-12159-2,Total,d10-Phenanthrene,NA,98.5,ng/L,DANA POINT,1673540.3519999993,164843724.67199993,0.010290849007019716,0.023073791010534132
K01-12159-3,Total,d10-Phenanthrene,NA,94,ng/L,DANA POINT,133122.52800000002,12513517.632000001,7.811927372656873e-4,0.023073791010534132
L05-489-3,Total,d10-Phenanthrene,NA,65.5,ng/L,ORANGE CO,29545076.777328,1935202528.914984,0.12081064694875532,0.17300175524386696
L05-049-1,Total,d10-Phenanthrene,NA,74,ng/L,ORANGE CO,6237821.599848001,461598798.3887521,0.028816647679444557,0.17300175524386696
L02-374-1 (L02P50),Total,d10-Phenanthrene,NA,80.5,ng/L,ORANGE CO,2819475.9723715195,226967815.77590734,0.014169126099585557,0.17300175524386696
L01-404-1,Total,d10-Phenanthrene,NA,74,ng/L,ORANGE CO,765057.1882060798,56614231.9272499,0.003534308106486776,0.17300175524386696
L01-340-1,Total,d10-Phenanthrene,NA,78,ng/L,ORANGE CO,106950.06735932868,8342105.254027637,5.207801858437754e-4,0.17300175524386696
L01-340-1,Total,d10-Phenanthrene,NA,78,ng/L,RANCHO SANTA MARGARITA,1313.8942256581051,102483.7496013322,6.397846171693953e-6,0.11382096968463853
L02-246-1 (L11P01),Total,d10-Phenanthrene,NA,106.5,ng/L,RANCHO SANTA MARGARITA,1257301.4399999997,133902603.35999997,0.008359259508158096,0.11382096968463853
L02-641-1,Total,d10-Phenanthrene,NA,102,ng/L,ORANGE CO,4986.284926966567,508601.0625505898,3.175090073906185e-5,0.17300175524386696
L02-641-1,Total,d10-Phenanthrene,NA,102,ng/L,RANCHO SANTA MARGARITA,843182.469984656,86004611.93843491,0.0053690880688774785,0.11382096968463853
L02-641-2,Total,d10-Phenanthrene,NA,107,ng/L,ORANGE CO,20483.18968395988,2191701.296183707,1.3682332859436407e-4,0.17300175524386696
L02-641-2,Total,d10-Phenanthrene,NA,107,ng/L,RANCHO SANTA MARGARITA,3463714.3131314125,370617431.50506115,0.023136871206816952,0.11382096968463853
L01-731-1 (L08TBN2),Total,d10-Phenanthrene,NA,103,ng/L,ORANGE CO,723305.629006651,74500479.78768505,0.004650909156360607,0.17300175524386696
L01-731-1 (L08TBN2),Total,d10-Phenanthrene,NA,103,ng/L,RANCHO SANTA MARGARITA,11606237.02728475,1195442413.8103294,0.07462896996283958,0.11382096968463853
L02-166-3 (L02P26),Total,d10-Phenanthrene,NA,93.5,ng/L,ORANGE CO,1759.6301883248925,164525.42260837744,1.0270978074826942e-5,0.17300175524386696
L02-166-3 (L02P26),Total,d10-Phenanthrene,NA,93.5,ng/L,RANCHO SANTA MARGARITA,311594.45914611226,29134081.930161495,0.0018187798091677037,0.11382096968463853
L04-672-1,Total,d10-Phenanthrene,NA,87,ng/L,MISSION VIEJO,665335.962144,57884228.706528,0.003613591349576298,0.050780146116492175
M01-042-1 (M01S01),Total,d10-Phenanthrene,NA,106,ng/L,SAN CLEMENTE,9329.904,988969.824,6.173931796028854e-5,0.029755199688253242
M02-032-1,Total,d10-Phenanthrene,NA,106.5,ng/L,SAN CLEMENTE,3628866.1607999997,386474246.1252,0.0241267789834875,0.029755199688253242
M02-085-1 (M02P06),Total,d10-Phenanthrene,NA,111.5,ng/L,ORANGE CO,174.54166027466977,19461.39512062568,1.2149341993503704e-6,0.17300175524386696
M02-085-1 (M02P06),Total,d10-Phenanthrene,NA,111.5,ng/L,SAN CLEMENTE,251732.86631957273,28068214.594632357,0.0017522399403721526,0.029755199688253242
M02-085-2,Total,d10-Phenanthrene,NA,111,ng/L,SAN CLEMENTE,550464.336,61101541.296000004,0.003814441446433299,0.029755199688253242
L01-726-5,Total,d10-Phenanthrene,NA,81,ng/L,DANA POINT,111410.6356577293,9024261.488276074,5.633657730101411e-4,0.023073791010534132
L01-726-5,Total,d10-Phenanthrene,NA,81,ng/L,SAN JUAN CAPISTRANO,7448.763165562618,603349.816410572,3.766586730218982e-5,0.01489223119182469
L04-266-5,Total,d12-Chrysene,NA,83.5,ng/L,MISSION VIEJO,4000029.057504,334002426.301584,0.020851073001941597,0.048577471841164385
I01-11343-2 (I02P18),Total,d12-Chrysene,NA,92.5,ng/L,LAGUNA WOODS,26583.60972323406,2458983.8993991506,1.5350922256676897e-4,0.007987544003253206
L03-418-8,Total,d12-Chrysene,NA,81.5,ng/L,LAGUNA NIGUEL,188453.84949148304,15358988.733555868,9.588295476338973e-4,0.05219259900646935
L03-418-8,Total,d12-Chrysene,NA,81.5,ng/L,MISSION VIEJO,1719639.2671055028,140150600.2690985,0.00874930888926614,0.048577471841164385
K01-12177-1 (K01P07),Total,d12-Chrysene,NA,69,ng/L,LAGUNA NIGUEL,1099058.44356,75835032.60564001,0.004734222497943938,0.05219259900646935
J03-9221-1 (J03P02),Total,d12-Chrysene,NA,81.5,ng/L,LAGUNA NIGUEL,2363508.1934956796,192625917.76989788,0.012025233223484198,0.05219259900646935
J01-9224-1 (J01P24),Total,d12-Chrysene,NA,76,ng/L,ALISO VIEJO,2634.1015151823053,200191.7151538552,1.2497550132428894e-5,0.020699492395920897
J01-9224-1 (J01P24),Total,d12-Chrysene,NA,76,ng/L,LAGUNA NIGUEL,158150.60433060143,12019445.92912571,7.503488740671504e-4,0.05219259900646935
J01-9224-2 (J01P25),Total,d12-Chrysene,NA,72.5,ng/L,ALISO VIEJO,5993.861828325905,434554.9825536281,2.712835881138683e-5,0.020699492395920897
J01-9224-2 (J01P25),Total,d12-Chrysene,NA,72.5,ng/L,LAGUNA NIGUEL,359869.5285508992,26090540.81994019,0.0016287779023661847,0.05219259900646935
L03-662-3 (L03P16),Total,d12-Chrysene,NA,86.5,ng/L,MISSION VIEJO,257898.81600000005,22308247.584000003,0.0013926572452481773,0.048577471841164385
L03-214-2 (L03P18),Total,d12-Chrysene,NA,73.5,ng/L,MISSION VIEJO,1863878.8123590364,136995092.70838916,0.008552317151106974,0.048577471841164385
L03-214-2 (L03P18),Total,d12-Chrysene,NA,73.5,ng/L,RANCHO SANTA MARGARITA,88783.6516800166,6525598.39848122,4.0737946156482697e-4,0.11950169777325681
L03-316-3 (L03P12),Total,d12-Chrysene,NA,83,ng/L,MISSION VIEJO,893435.1835532822,74155120.23492242,0.004629349081703935,0.048577471841164385
J01-9992-1 (J01P27),Total,d12-Chrysene,NA,92,ng/L,ALISO VIEJO,432180.7921682628,39760632.87948018,0.0024821731624933077,0.020699492395920897
J01-9992-1 (J01P27),Total,d12-Chrysene,NA,92,ng/L,ORANGE CO,1267.6285979957179,116621.83101560605,7.280457028569096e-6,0.20147579045085112
J01-9131-1 (J01P28),Total,d12-Chrysene,NA,101.5,ng/L,ALISO VIEJO,236560.03199999995,24010843.247999996,0.0014989467320520782,0.020699492395920897
J01-9007-1 (J02P05),Total,d12-Chrysene,NA,90.5,ng/L,ALISO VIEJO,677326.4713948012,61298045.661229506,0.003826708803021005,0.020699492395920897
J01-9007-1 (J02P05),Total,d12-Chrysene,NA,90.5,ng/L,ORANGE CO,12455.793598780088,1127249.320689598,7.037181776597297e-5,0.20147579045085112
J06-10011-1 (J06P01),Total,d12-Chrysene,NA,100.5,ng/L,ALISO VIEJO,486377.92818020063,48880981.78211016,0.0030515374718417805,0.020699492395920897
J06-10011-1 (J06P01),Total,d12-Chrysene,NA,100.5,ng/L,LAGUNA HILLS,682198.5901776025,68560958.31284904,0.00428011725152402,0.00428011725152402
J06-10011-1 (J06P01),Total,d12-Chrysene,NA,100.5,ng/L,LAGUNA WOODS,1248649.7842748633,125489303.31962377,0.007834034780686438,0.007987544003253206
J06-10011-1 (J06P01),Total,d12-Chrysene,NA,100.5,ng/L,LAKE FOREST,751296.2870919254,75505276.8527385,0.004713636535881641,0.01335472580983508
J06-9079-1 (J06P03),Total,d12-Chrysene,NA,80,ng/L,ALISO VIEJO,751510.5920908037,60120847.36726429,0.003753218775307654,0.020699492395920897
J01-9082-2,Total,d12-Chrysene,NA,97,ng/L,ALISO VIEJO,998641.6316034046,96868238.26553024,0.006047281542261254,0.020699492395920897
J01-9082-2,Total,d12-Chrysene,NA,97,ng/L,ORANGE CO,21969.628370704308,2131053.951958318,1.3303724172122365e-4,0.20147579045085112
I01-11010-1,Total,d12-Chrysene,NA,98,ng/L,LAGUNA BEACH,202915.75420800003,19885743.912384003,0.0012414254070137818,0.0024237254093104235
I00-11468-1,Total,d12-Chrysene,NA,89,ng/L,LAGUNA BEACH,212793.76400754126,18938644.996671174,0.0011823000022966417,0.0024237254093104235
I00-11468-1,Total,d12-Chrysene,NA,89,ng/L,ORANGE CO,19089.643866775274,1698978.3041429995,1.0606366259271875e-4,0.20147579045085112
J01-10004-1 (J01P01),Total,d12-Chrysene,NA,67.5,ng/L,LAKE FOREST,2050623.5094314318,138417086.88662165,0.00864108927395344,0.01335472580983508
L05-503-1,Total,d12-Chrysene,NA,84,ng/L,SAN JUAN CAPISTRANO,1199564.4170879999,100763411.03539199,0.006290449032626209,0.01440978207565546
