JURISDICTI3,Sample Type,Parameter,LoadsJurs,LoadsPoundsQUns,TotalLoadPounds
LAGUNA WOODS,Total,Benzo[k]fluoranthene,1.9902538498896212e-4,0,1.9902538498896212e-4
LAGUNA NIGUEL,Total,Benzo[k]fluoranthene,0.0018162674747558365,0.016681136108871276,0.01849740358362711
ALISO VIEJO,Total,Benzo[k]fluoranthene,5.614930458067727e-4,0.02045261181366203,0.0210141048594688
RANCHO SANTA MARGARITA,Total,Benzo[k]fluoranthene,0.0027424778934990054,0.0013379741871507131,0.004080452080649719
ORANGE CO,Total,Benzo[k]fluoranthene,0.006286470683174188,0.0077786424975618195,0.014065113180736007
LAGUNA HILLS,Total,Benzo[k]fluoranthene,1.0647057839611994e-4,0.004635363534245816,0.004741834112641936
LAKE FOREST,Total,Benzo[k]fluoranthene,4.372949836758177e-4,0.001528170864939801,0.0019654658486156188
LAGUNA BEACH,Total,Benzo[k]fluoranthene,6.487968970686123e-5,2.9332975345040607e-4,3.582094431572673e-4
SAN JUAN CAPISTRANO,Total,Benzo[k]fluoranthene,4.071514591260899e-4,4.077275399493267e-4,8.148789990754166e-4
DANA POINT,Total,Benzo[k]fluoranthene,7.124540249634554e-4,0.0013458675573141546,0.00205832158227761
SAN CLEMENTE,Total,Benzo[k]fluoranthene,6.930111645838744e-4,0.0019118421129765103,0.0026048532775603847
MISSION VIEJO,Total,BHC-alpha,0.001467089738903576,0.00318937021145606,0.004656459950359636
LAGUNA WOODS,Total,BHC-alpha,1.9902538498896212e-4,0,1.9902538498896212e-4
LAGUNA NIGUEL,Total,BHC-alpha,0.0017555484540254028,0.014352793975128246,0.016108342429153648
ALISO VIEJO,Total,BHC-alpha,5.604817308947406e-4,0.017597849552864076,0.01815833128375882
RANCHO SANTA MARGARITA,Total,BHC-alpha,0.0027424778934990054,0.0013379741871507131,0.004080452080649719
ORANGE CO,Total,BHC-alpha,0.006286470683174188,0.0077786424975618195,0.014065113180736007
LAGUNA HILLS,Total,BHC-alpha,1.0647057839611994e-4,0.004635363534245816,0.004741834112641936
LAKE FOREST,Total,BHC-alpha,4.372949836758177e-4,0.001528170864939801,0.0019654658486156188
LAGUNA BEACH,Total,BHC-alpha,6.487968970686123e-5,2.9332975345040607e-4,3.582094431572673e-4
SAN JUAN CAPISTRANO,Total,BHC-alpha,4.071514591260899e-4,4.077275399493267e-4,8.148789990754166e-4
DANA POINT,Total,BHC-alpha,7.124540249634554e-4,0.0013458675573141546,0.00205832158227761
SAN CLEMENTE,Total,BHC-alpha,6.930111645838744e-4,0.0019118421129765103,0.0026048532775603847
MISSION VIEJO,Total,BHC-beta,0.001467089738903576,0.00318937021145606,0.004656459950359636
LAGUNA WOODS,Total,BHC-beta,1.9902538498896212e-4,0,1.9902538498896212e-4
LAGUNA NIGUEL,Total,BHC-beta,0.0017555484540254028,0.014352793975128246,0.016108342429153648
ALISO VIEJO,Total,BHC-beta,5.604817308947406e-4,0.017597849552864076,0.01815833128375882
RANCHO SANTA MARGARITA,Total,BHC-beta,0.0027424778934990054,0.0013379741871507131,0.004080452080649719
ORANGE CO,Total,BHC-beta,0.006286470683174188,0.0077786424975618195,0.014065113180736007
LAGUNA HILLS,Total,BHC-beta,1.0647057839611994e-4,0.004635363534245816,0.004741834112641936
LAKE FOREST,Total,BHC-beta,4.372949836758177e-4,0.001528170864939801,0.0019654658486156188
LAGUNA BEACH,Total,BHC-beta,6.487968970686123e-5,2.9332975345040607e-4,3.582094431572673e-4
SAN JUAN CAPISTRANO,Total,BHC-beta,4.071514591260899e-4,4.077275399493267e-4,8.148789990754166e-4
DANA POINT,Total,BHC-beta,7.124540249634554e-4,0.0013458675573141546,0.00205832158227761
SAN CLEMENTE,Total,BHC-beta,6.930111645838744e-4,0.0019118421129765103,0.0026048532775603847
MISSION VIEJO,Total,BHC-delta,0.001467089738903576,0.00318937021145606,0.004656459950359636
LAGUNA WOODS,Total,BHC-delta,1.9902538498896212e-4,0,1.9902538498896212e-4
LAGUNA NIGUEL,Total,BHC-delta,0.0017555484540254028,0.014352793975128246,0.016108342429153648
ALISO VIEJO,Total,BHC-delta,5.604817308947406e-4,0.017597849552864076,0.01815833128375882
RANCHO SANTA MARGARITA,Total,BHC-delta,0.0027424778934990054,0.0013379741871507131,0.004080452080649719
ORANGE CO,Total,BHC-delta,0.006286470683174188,0.0077786424975618195,0.014065113180736007
LAGUNA HILLS,Total,BHC-delta,1.0647057839611994e-4,0.004635363534245816,0.004741834112641936
LAKE FOREST,Total,BHC-delta,4.372949836758177e-4,0.001528170864939801,0.0019654658486156188
LAGUNA BEACH,Total,BHC-delta,6.487968970686123e-5,2.9332975345040607e-4,3.582094431572673e-4
SAN JUAN CAPISTRANO,Total,BHC-delta,4.071514591260899e-4,4.077275399493267e-4,8.148789990754166e-4
DANA POINT,Total,BHC-delta,7.124540249634554e-4,0.0013458675573141546,0.00205832158227761
SAN CLEMENTE,Total,BHC-delta,6.930111645838744e-4,0.0019118421129765103,0.0026048532775603847
MISSION VIEJO,Total,BHC-gamma,0.001467089738903576,0.00318937021145606,0.004656459950359636
LAGUNA WOODS,Total,BHC-gamma,1.9902538498896212e-4,0,1.9902538498896212e-4
LAGUNA NIGUEL,Total,BHC-gamma,0.0017555484540254028,0.014352793975128246,0.016108342429153648
ALISO VIEJO,Total,BHC-gamma,5.604817308947406e-4,0.017597849552864076,0.01815833128375882
RANCHO SANTA MARGARITA,Total,BHC-gamma,0.0027424778934990054,0.0013379741871507131,0.004080452080649719
ORANGE CO,Total,BHC-gamma,0.006286470683174188,0.0077786424975618195,0.014065113180736007
LAGUNA HILLS,Total,BHC-gamma,1.0647057839611994e-4,0.004635363534245816,0.004741834112641936
LAKE FOREST,Total,BHC-gamma,4.372949836758177e-4,0.001528170864939801,0.0019654658486156188
LAGUNA BEACH,Total,BHC-gamma,6.487968970686123e-5,2.9332975345040607e-4,3.582094431572673e-4
SAN JUAN CAPISTRANO,Total,BHC-gamma,4.071514591260899e-4,4.077275399493267e-4,8.148789990754166e-4
DANA POINT,Total,BHC-gamma,7.124540249634554e-4,0.0013458675573141546,0.00205832158227761
SAN CLEMENTE,Total,BHC-gamma,6.930111645838744e-4,0.0019118421129765103,0.0026048532775603847
MISSION VIEJO,Total,Bolstar (Sulprofos),0.0011736717911228608,0.002551496169164848,0.0037251679602877084
LAGUNA WOODS,Total,Bolstar (Sulprofos),1.592203079911697e-4,0,1.592203079911697e-4
LAGUNA NIGUEL,Total,Bolstar (Sulprofos),0.001404438763220322,0.011482235180102596,0.012886673943322918
ALISO VIEJO,Total,Bolstar (Sulprofos),4.483853847157925e-4,0.014078279642291263,0.014526665027007056
RANCHO SANTA MARGARITA,Total,Bolstar (Sulprofos),0.002193982314799204,0.0010703793497205704,0.0032643616645197746
ORANGE CO,Total,Bolstar (Sulprofos),0.005029176546539349,0.006222913998049456,0.011252090544588804
LAGUNA HILLS,Total,Bolstar (Sulprofos),8.517646271689594e-5,0.003708290827396652,0.003793467290113548
LAKE FOREST,Total,Bolstar (Sulprofos),3.498359869406541e-4,0.0012225366919518409,0.001572372678892495
LAGUNA BEACH,Total,Bolstar (Sulprofos),5.190375176548898e-5,2.3466380276032487e-4,2.865675545258139e-4
SAN JUAN CAPISTRANO,Total,Bolstar (Sulprofos),3.2572116730087195e-4,3.261820319594614e-4,6.519031992603334e-4
DANA POINT,Total,Bolstar (Sulprofos),5.699632199707643e-4,0.0010766940458513238,0.001646657265822088
SAN CLEMENTE,Total,Bolstar (Sulprofos),5.544089316670995e-4,0.001529473690381208,0.0020838826220483074
MISSION VIEJO,Total,Chlordane-alpha,5.868358955614304e-4,0.001275748084582424,0.0018625839801438542
LAGUNA WOODS,Total,Chlordane-alpha,7.961015399558484e-5,0,7.961015399558484e-5
LAGUNA NIGUEL,Total,Chlordane-alpha,7.02219381610161e-4,0.005741117590051298,0.006443336971661459
ALISO VIEJO,Total,Chlordane-alpha,2.2419269235789626e-4,0.007039139821145631,0.007263332513503528
RANCHO SANTA MARGARITA,Total,Chlordane-alpha,0.001096991157399602,5.351896748602852e-4,0.0016321808322598873
ORANGE CO,Total,Chlordane-alpha,0.0025145882732696746,0.003111456999024728,0.005626045272294402
LAGUNA HILLS,Total,Chlordane-alpha,4.258823135844797e-5,0.001854145413698326,0.001896733645056774
LAKE FOREST,Total,Chlordane-alpha,1.7491799347032705e-4,6.112683459759204e-4,7.861863394462475e-4
LAGUNA BEACH,Total,Chlordane-alpha,2.595187588274449e-5,1.1733190138016244e-4,1.4328377726290694e-4
SAN JUAN CAPISTRANO,Total,Chlordane-alpha,1.6286058365043597e-4,1.630910159797307e-4,3.259515996301667e-4
DANA POINT,Total,Chlordane-alpha,2.8498160998538215e-4,5.383470229256619e-4,8.23328632911044e-4
SAN CLEMENTE,Total,Chlordane-alpha,2.7720446583354976e-4,7.64736845190604e-4,0.0010419413110241537
MISSION VIEJO,Total,Chlordane-gamma,5.868358955614304e-4,0.001275748084582424,0.0018625839801438542
LAGUNA WOODS,Total,Chlordane-gamma,7.961015399558484e-5,0,7.961015399558484e-5
LAGUNA NIGUEL,Total,Chlordane-gamma,7.02219381610161e-4,0.005741117590051298,0.006443336971661459
ALISO VIEJO,Total,Chlordane-gamma,2.2419269235789626e-4,0.007039139821145631,0.007263332513503528
RANCHO SANTA MARGARITA,Total,Chlordane-gamma,0.001096991157399602,5.351896748602852e-4,0.0016321808322598873
ORANGE CO,Total,Chlordane-gamma,0.0025145882732696746,0.003111456999024728,0.005626045272294402
LAGUNA HILLS,Total,Chlordane-gamma,4.258823135844797e-5,0.001854145413698326,0.001896733645056774
LAKE FOREST,Total,Chlordane-gamma,1.7491799347032705e-4,6.112683459759204e-4,7.861863394462475e-4
LAGUNA BEACH,Total,Chlordane-gamma,2.595187588274449e-5,1.1733190138016244e-4,1.4328377726290694e-4
SAN JUAN CAPISTRANO,Total,Chlordane-gamma,1.6286058365043597e-4,1.630910159797307e-4,3.259515996301667e-4
DANA POINT,Total,Chlordane-gamma,2.8498160998538215e-4,5.383470229256619e-4,8.23328632911044e-4
SAN CLEMENTE,Total,Chlordane-gamma,2.7720446583354976e-4,7.64736845190604e-4,0.0010419413110241537
MISSION VIEJO,Total,Chlorpyrifos,2.934179477807152e-4,6.37874042291212e-4,9.312919900719271e-4
LAGUNA WOODS,Total,Chlorpyrifos,3.980507699779242e-5,0,3.980507699779242e-5
LAGUNA NIGUEL,Total,Chlorpyrifos,3.511096908050805e-4,0.002870558795025649,0.0032216684858307294
ALISO VIEJO,Total,Chlorpyrifos,1.1209634617894813e-4,0.0035195699105728157,0.003631666256751764
RANCHO SANTA MARGARITA,Total,Chlorpyrifos,5.48495578699801e-4,2.675948374301426e-4,8.160904161299437e-4
ORANGE CO,Total,Chlorpyrifos,0.0012572941366348373,0.001555728499512364,0.002813022636147201
LAGUNA HILLS,Total,Chlorpyrifos,2.1294115679223985e-5,9.27072706849163e-4,9.48366822528387e-4
LAKE FOREST,Total,Chlorpyrifos,8.745899673516352e-5,3.056341729879602e-4,3.9309316972312375e-4
LAGUNA BEACH,Total,Chlorpyrifos,1.2975937941372245e-5,5.866595069008122e-5,7.164188863145347e-5
SAN JUAN CAPISTRANO,Total,Chlorpyrifos,8.143029182521799e-5,8.154550798986535e-5,1.6297579981508335e-4
DANA POINT,Total,Chlorpyrifos,1.4249080499269108e-4,2.6917351146283096e-4,4.11664316455522e-4
SAN CLEMENTE,Total,Chlorpyrifos,1.3860223291677488e-4,3.82368422595302e-4,5.209706555120769e-4
MISSION VIEJO,Total,Chrysene,0.001467089738903576,0.00318937021145606,0.004656459950359636
LAGUNA NIGUEL,Total,Chrysene,0.0018133055713055715,0.01648976552253623,0.0183030710938418
ALISO VIEJO,Total,Chrysene,0.0011241025359452826,0.050016999062473685,0.05114110159841897
RANCHO SANTA MARGARITA,Total,Chrysene,0.0027424778934990054,0.0013379741871507131,0.004080452080649719
ORANGE CO,Total,Chrysene,0.006286470683174188,0.0077786424975618195,0.014065113180736007
LAGUNA HILLS,Total,Chrysene,1.0647057839611994e-4,0.004635363534245816,0.004741834112641936
LAGUNA WOODS,Total,Chrysene,1.9902538498896212e-4,0,1.9902538498896212e-4
LAKE FOREST,Total,Chrysene,4.372949836758177e-4,0.001528170864939801,0.0019654658486156188
LAGUNA BEACH,Total,Chrysene,6.487968970686123e-5,2.9332975345040607e-4,3.582094431572673e-4
SAN JUAN CAPISTRANO,Total,Chrysene,4.071514591260899e-4,4.077275399493267e-4,8.148789990754166e-4
DANA POINT,Total,Chrysene,7.124540249634554e-4,0.0013458675573141546,0.00205832158227761
SAN CLEMENTE,Total,Chrysene,6.930111645838744e-4,0.0019118421129765103,0.0026048532775603847
MISSION VIEJO,Total,Demeton,5.868358955614304e-4,0.001275748084582424,0.0018625839801438542
LAGUNA WOODS,Total,Demeton,7.961015399558484e-5,0,7.961015399558484e-5
LAGUNA NIGUEL,Total,Demeton,7.02219381610161e-4,0.005741117590051298,0.006443336971661459
ALISO VIEJO,Total,Demeton,2.2419269235789626e-4,0.007039139821145631,0.007263332513503528
RANCHO SANTA MARGARITA,Total,Demeton,0.001096991157399602,5.351896748602852e-4,0.0016321808322598873
ORANGE CO,Total,Demeton,0.0025145882732696746,0.003111456999024728,0.005626045272294402
LAGUNA HILLS,Total,Demeton,4.258823135844797e-5,0.001854145413698326,0.001896733645056774
LAKE FOREST,Total,Demeton,1.7491799347032705e-4,6.112683459759204e-4,7.861863394462475e-4
LAGUNA BEACH,Total,Demeton,2.595187588274449e-5,1.1733190138016244e-4,1.4328377726290694e-4
SAN JUAN CAPISTRANO,Total,Demeton,1.6286058365043597e-4,1.630910159797307e-4,3.259515996301667e-4
DANA POINT,Total,Demeton,2.8498160998538215e-4,5.383470229256619e-4,8.23328632911044e-4
SAN CLEMENTE,Total,Demeton,2.7720446583354976e-4,7.64736845190604e-4,0.0010419413110241537
MISSION VIEJO,Total,Diazinon,2.934179477807152e-4,6.37874042291212e-4,9.312919900719271e-4
LAGUNA WOODS,Total,Diazinon,3.980507699779242e-5,0,3.980507699779242e-5
LAGUNA NIGUEL,Total,Diazinon,3.511096908050805e-4,0.002870558795025649,0.0032216684858307294
ALISO VIEJO,Total,Diazinon,1.1209634617894813e-4,0.0035195699105728157,0.003631666256751764
RANCHO SANTA MARGARITA,Total,Diazinon,5.48495578699801e-4,2.675948374301426e-4,8.160904161299437e-4
ORANGE CO,Total,Diazinon,0.0012572941366348373,0.001555728499512364,0.002813022636147201
LAGUNA HILLS,Total,Diazinon,2.1294115679223985e-5,9.27072706849163e-4,9.48366822528387e-4
LAKE FOREST,Total,Diazinon,8.745899673516352e-5,3.056341729879602e-4,3.9309316972312375e-4
LAGUNA BEACH,Total,Diazinon,1.2975937941372245e-5,5.866595069008122e-5,7.164188863145347e-5
SAN JUAN CAPISTRANO,Total,Diazinon,8.143029182521799e-5,8.154550798986535e-5,1.6297579981508335e-4
DANA POINT,Total,Diazinon,1.4249080499269108e-4,2.6917351146283096e-4,4.11664316455522e-4
SAN CLEMENTE,Total,Diazinon,1.3860223291677488e-4,3.82368422595302e-4,5.209706555120769e-4
MISSION VIEJO,Total,"Dibenz[a,h]anthracene",0.001467089738903576,0.00318937021145606,0.004656459950359636
LAGUNA WOODS,Total,"Dibenz[a,h]anthracene",1.9902538498896212e-4,0,1.9902538498896212e-4
LAGUNA NIGUEL,Total,"Dibenz[a,h]anthracene",0.0017555484540254028,0.014352793975128246,0.016108342429153648
ALISO VIEJO,Total,"Dibenz[a,h]anthracene",5.604817308947406e-4,0.017597849552864076,0.01815833128375882
RANCHO SANTA MARGARITA,Total,"Dibenz[a,h]anthracene",0.0027424778934990054,0.0013379741871507131,0.004080452080649719
ORANGE CO,Total,"Dibenz[a,h]anthracene",0.006286470683174188,0.0077786424975618195,0.014065113180736007
LAGUNA HILLS,Total,"Dibenz[a,h]anthracene",1.0647057839611994e-4,0.004635363534245816,0.004741834112641936
LAKE FOREST,Total,"Dibenz[a,h]anthracene",4.372949836758177e-4,0.001528170864939801,0.0019654658486156188
LAGUNA BEACH,Total,"Dibenz[a,h]anthracene",6.487968970686123e-5,2.9332975345040607e-4,3.582094431572673e-4
SAN JUAN CAPISTRANO,Total,"Dibenz[a,h]anthracene",4.071514591260899e-4,4.077275399493267e-4,8.148789990754166e-4
DANA POINT,Total,"Dibenz[a,h]anthracene",7.124540249634554e-4,0.0013458675573141546,0.00205832158227761
SAN CLEMENTE,Total,"Dibenz[a,h]anthracene",6.930111645838744e-4,0.0019118421129765103,0.0026048532775603847
MISSION VIEJO,Total,Dichlorvos,0.0017605076866842912,0.0038272442537472706,0.005587751940431562
LAGUNA WOODS,Total,Dichlorvos,2.3883046198675456e-4,0,2.3883046198675456e-4
LAGUNA NIGUEL,Total,Dichlorvos,0.0021066581448304835,0.017223352770153896,0.01933001091498438
ALISO VIEJO,Total,Dichlorvos,6.725780770736889e-4,0.021117419463436895,0.021789997540510583
RANCHO SANTA MARGARITA,Total,Dichlorvos,0.0032909734721988065,0.0016055690245808556,0.004896542496779662
ORANGE CO,Total,Dichlorvos,0.007543764819809023,0.009334370997074183,0.016878135816883206
LAGUNA HILLS,Total,Dichlorvos,1.277646940753439e-4,0.005562436241094978,0.005690200935170322
LAKE FOREST,Total,Dichlorvos,5.247539804109812e-4,0.0018338050379277614,0.0023585590183387425
LAGUNA BEACH,Total,Dichlorvos,7.785562764823348e-5,3.519957041404873e-4,4.298513317887208e-4
SAN JUAN CAPISTRANO,Total,Dichlorvos,4.88581750951308e-4,4.89273047939192e-4,9.778547988905e-4
DANA POINT,Total,Dichlorvos,8.549448299561465e-4,0.0016150410687769856,0.0024699858987331322
SAN CLEMENTE,Total,Dichlorvos,8.316133975006494e-4,0.0022942105355718122,0.0031258239330724615
MISSION VIEJO,Total,Dieldrin,5.868358955614304e-4,0.001275748084582424,0.0018625839801438542
LAGUNA WOODS,Total,Dieldrin,7.961015399558484e-5,0,7.961015399558484e-5
LAGUNA NIGUEL,Total,Dieldrin,7.02219381610161e-4,0.005741117590051298,0.006443336971661459
ALISO VIEJO,Total,Dieldrin,2.2419269235789626e-4,0.007039139821145631,0.007263332513503528
RANCHO SANTA MARGARITA,Total,Dieldrin,0.001096991157399602,5.351896748602852e-4,0.0016321808322598873
ORANGE CO,Total,Dieldrin,0.0025145882732696746,0.003111456999024728,0.005626045272294402
LAGUNA HILLS,Total,Dieldrin,4.258823135844797e-5,0.001854145413698326,0.001896733645056774
LAKE FOREST,Total,Dieldrin,1.7491799347032705e-4,6.112683459759204e-4,7.861863394462475e-4
LAGUNA BEACH,Total,Dieldrin,2.595187588274449e-5,1.1733190138016244e-4,1.4328377726290694e-4
SAN JUAN CAPISTRANO,Total,Dieldrin,1.6286058365043597e-4,1.630910159797307e-4,3.259515996301667e-4
DANA POINT,Total,Dieldrin,2.8498160998538215e-4,5.383470229256619e-4,8.23328632911044e-4
SAN CLEMENTE,Total,Dieldrin,2.7720446583354976e-4,7.64736845190604e-4,0.0010419413110241537
MISSION VIEJO,Total,Dimethoate,0.002934179477807152,0.00637874042291212,0.009312919900719273
LAGUNA WOODS,Total,Dimethoate,3.9805076997792425e-4,0,3.9805076997792425e-4
LAGUNA NIGUEL,Total,Dimethoate,0.0035110969080508056,0.028705587950256493,0.032216684858307296
ALISO VIEJO,Total,Dimethoate,0.0011209634617894812,0.03519569910572815,0.03631666256751764
RANCHO SANTA MARGARITA,Total,Dimethoate,0.005484955786998011,0.0026759483743014263,0.008160904161299437
ORANGE CO,Total,Dimethoate,0.012572941366348376,0.015557284995123639,0.028130226361472013
LAGUNA HILLS,Total,Dimethoate,2.1294115679223988e-4,0.009270727068491632,0.009483668225283872
LAKE FOREST,Total,Dimethoate,8.745899673516354e-4,0.003056341729879602,0.0039309316972312375
LAGUNA BEACH,Total,Dimethoate,1.2975937941372246e-4,5.866595069008121e-4,7.164188863145346e-4
SAN JUAN CAPISTRANO,Total,Dimethoate,8.143029182521798e-4,8.154550798986534e-4,0.0016297579981508332
DANA POINT,Total,Dimethoate,0.0014249080499269108,0.0026917351146283092,0.00411664316455522
SAN CLEMENTE,Total,Dimethoate,0.0013860223291677488,0.0038236842259530206,0.005209706555120769
MISSION VIEJO,Total,Disulfoton,5.868358955614304e-4,0.001275748084582424,0.0018625839801438542
LAGUNA WOODS,Total,Disulfoton,7.961015399558484e-5,0,7.961015399558484e-5
LAGUNA NIGUEL,Total,Disulfoton,7.02219381610161e-4,0.005741117590051298,0.006443336971661459
ALISO VIEJO,Total,Disulfoton,2.2419269235789626e-4,0.007039139821145631,0.007263332513503528
RANCHO SANTA MARGARITA,Total,Disulfoton,0.001096991157399602,5.351896748602852e-4,0.0016321808322598873
ORANGE CO,Total,Disulfoton,0.0025145882732696746,0.003111456999024728,0.005626045272294402
LAGUNA HILLS,Total,Disulfoton,4.258823135844797e-5,0.001854145413698326,0.001896733645056774
LAKE FOREST,Total,Disulfoton,1.7491799347032705e-4,6.112683459759204e-4,7.861863394462475e-4
LAGUNA BEACH,Total,Disulfoton,2.595187588274449e-5,1.1733190138016244e-4,1.4328377726290694e-4
SAN JUAN CAPISTRANO,Total,Disulfoton,1.6286058365043597e-4,1.630910159797307e-4,3.259515996301667e-4
DANA POINT,Total,Disulfoton,2.8498160998538215e-4,5.383470229256619e-4,8.23328632911044e-4
SAN CLEMENTE,Total,Disulfoton,2.7720446583354976e-4,7.64736845190604e-4,0.0010419413110241537
MISSION VIEJO,Total,Endosulfan-I,0.001467089738903576,0.00318937021145606,0.004656459950359636
LAGUNA WOODS,Total,Endosulfan-I,1.9902538498896212e-4,0,1.9902538498896212e-4
LAGUNA NIGUEL,Total,Endosulfan-I,0.0017555484540254028,0.014352793975128246,0.016108342429153648
ALISO VIEJO,Total,Endosulfan-I,5.604817308947406e-4,0.017597849552864076,0.01815833128375882
RANCHO SANTA MARGARITA,Total,Endosulfan-I,0.0027424778934990054,0.0013379741871507131,0.004080452080649719
ORANGE CO,Total,Endosulfan-I,0.006286470683174188,0.0077786424975618195,0.014065113180736007
LAGUNA HILLS,Total,Endosulfan-I,1.0647057839611994e-4,0.004635363534245816,0.004741834112641936
LAKE FOREST,Total,Endosulfan-I,4.372949836758177e-4,0.001528170864939801,0.0019654658486156188
LAGUNA BEACH,Total,Endosulfan-I,6.487968970686123e-5,2.9332975345040607e-4,3.582094431572673e-4
SAN JUAN CAPISTRANO,Total,Endosulfan-I,4.071514591260899e-4,4.077275399493267e-4,8.148789990754166e-4
DANA POINT,Total,Endosulfan-I,7.124540249634554e-4,0.0013458675573141546,0.00205832158227761
SAN CLEMENTE,Total,Endosulfan-I,6.930111645838744e-4,0.0019118421129765103,0.0026048532775603847
MISSION VIEJO,Total,Endosulfan-II,0.001467089738903576,0.00318937021145606,0.004656459950359636
LAGUNA WOODS,Total,Endosulfan-II,1.9902538498896212e-4,0,1.9902538498896212e-4
LAGUNA NIGUEL,Total,Endosulfan-II,0.0017555484540254028,0.014352793975128246,0.016108342429153648
ALISO VIEJO,Total,Endosulfan-II,5.604817308947406e-4,0.017597849552864076,0.01815833128375882
RANCHO SANTA MARGARITA,Total,Endosulfan-II,0.0027424778934990054,0.0013379741871507131,0.004080452080649719
ORANGE CO,Total,Endosulfan-II,0.006286470683174188,0.0077786424975618195,0.014065113180736007
LAGUNA HILLS,Total,Endosulfan-II,1.0647057839611994e-4,0.004635363534245816,0.004741834112641936
LAKE FOREST,Total,Endosulfan-II,4.372949836758177e-4,0.001528170864939801,0.0019654658486156188
LAGUNA BEACH,Total,Endosulfan-II,6.487968970686123e-5,2.9332975345040607e-4,3.582094431572673e-4
SAN JUAN CAPISTRANO,Total,Endosulfan-II,4.071514591260899e-4,4.077275399493267e-4,8.148789990754166e-4
DANA POINT,Total,Endosulfan-II,7.124540249634554e-4,0.0013458675573141546,0.00205832158227761
SAN CLEMENTE,Total,Endosulfan-II,6.930111645838744e-4,0.0019118421129765103,0.0026048532775603847
MISSION VIEJO,Total,Endosulfan Sulfate,0.001467089738903576,0.00318937021145606,0.004656459950359636
LAGUNA WOODS,Total,Endosulfan Sulfate,1.9902538498896212e-4,0,1.9902538498896212e-4
LAGUNA NIGUEL,Total,Endosulfan Sulfate,0.0017555484540254028,0.014352793975128246,0.016108342429153648
ALISO VIEJO,Total,Endosulfan Sulfate,5.604817308947406e-4,0.017597849552864076,0.01815833128375882
RANCHO SANTA MARGARITA,Total,Endosulfan Sulfate,0.0027424778934990054,0.0013379741871507131,0.004080452080649719
ORANGE CO,Total,Endosulfan Sulfate,0.006286470683174188,0.0077786424975618195,0.014065113180736007
LAGUNA HILLS,Total,Endosulfan Sulfate,1.0647057839611994e-4,0.004635363534245816,0.004741834112641936
LAKE FOREST,Total,Endosulfan Sulfate,4.372949836758177e-4,0.001528170864939801,0.0019654658486156188
LAGUNA BEACH,Total,Endosulfan Sulfate,6.487968970686123e-5,2.9332975345040607e-4,3.582094431572673e-4
SAN JUAN CAPISTRANO,Total,Endosulfan Sulfate,4.071514591260899e-4,4.077275399493267e-4,8.148789990754166e-4
DANA POINT,Total,Endosulfan Sulfate,7.124540249634554e-4,0.0013458675573141546,0.00205832158227761
SAN CLEMENTE,Total,Endosulfan Sulfate,6.930111645838744e-4,0.0019118421129765103,0.0026048532775603847
MISSION VIEJO,Total,Endrin,0.001467089738903576,0.00318937021145606,0.004656459950359636
LAGUNA WOODS,Total,Endrin,1.9902538498896212e-4,0,1.9902538498896212e-4
LAGUNA NIGUEL,Total,Endrin,0.0017555484540254028,0.014352793975128246,0.016108342429153648
ALISO VIEJO,Total,Endrin,5.604817308947406e-4,0.017597849552864076,0.01815833128375882
RANCHO SANTA MARGARITA,Total,Endrin,0.0027424778934990054,0.0013379741871507131,0.004080452080649719
ORANGE CO,Total,Endrin,0.006286470683174188,0.0077786424975618195,0.014065113180736007
LAGUNA HILLS,Total,Endrin,1.0647057839611994e-4,0.004635363534245816,0.004741834112641936
LAKE FOREST,Total,Endrin,4.372949836758177e-4,0.001528170864939801,0.0019654658486156188
LAGUNA BEACH,Total,Endrin,6.487968970686123e-5,2.9332975345040607e-4,3.582094431572673e-4
SAN JUAN CAPISTRANO,Total,Endrin,4.071514591260899e-4,4.077275399493267e-4,8.148789990754166e-4
DANA POINT,Total,Endrin,7.124540249634554e-4,0.0013458675573141546,0.00205832158227761
SAN CLEMENTE,Total,Endrin,6.930111645838744e-4,0.0019118421129765103,0.0026048532775603847
MISSION VIEJO,Total,Endrin Aldehyde,0.001467089738903576,0.00318937021145606,0.004656459950359636
LAGUNA WOODS,Total,Endrin Aldehyde,1.9902538498896212e-4,0,1.9902538498896212e-4
LAGUNA NIGUEL,Total,Endrin Aldehyde,0.0017555484540254028,0.014352793975128246,0.016108342429153648
ALISO VIEJO,Total,Endrin Aldehyde,5.604817308947406e-4,0.017597849552864076,0.01815833128375882
RANCHO SANTA MARGARITA,Total,Endrin Aldehyde,0.0027424778934990054,0.0013379741871507131,0.004080452080649719
ORANGE CO,Total,Endrin Aldehyde,0.006286470683174188,0.0077786424975618195,0.014065113180736007
LAGUNA HILLS,Total,Endrin Aldehyde,1.0647057839611994e-4,0.004635363534245816,0.004741834112641936
LAKE FOREST,Total,Endrin Aldehyde,4.372949836758177e-4,0.001528170864939801,0.0019654658486156188
LAGUNA BEACH,Total,Endrin Aldehyde,6.487968970686123e-5,2.9332975345040607e-4,3.582094431572673e-4
SAN JUAN CAPISTRANO,Total,Endrin Aldehyde,4.071514591260899e-4,4.077275399493267e-4,8.148789990754166e-4
DANA POINT,Total,Endrin Aldehyde,7.124540249634554e-4,0.0013458675573141546,0.00205832158227761
SAN CLEMENTE,Total,Endrin Aldehyde,6.930111645838744e-4,0.0019118421129765103,0.0026048532775603847
