JURISDICTI3,Sample Type,Parameter,LoadsJurs,LoadsPoundsQUns,TotalLoadPounds
LAKE FOREST,Total,"2,4'-DDD",1.7491799347032705e-4,6.112683459759204e-4,7.861863394462475e-4
LAGUNA BEACH,Total,"2,4'-DDD",2.595187588274449e-5,1.1733190138016244e-4,1.4328377726290694e-4
SAN JUAN CAPISTRANO,Total,"2,4'-DDD",1.6286058365043597e-4,1.630910159797307e-4,3.259515996301667e-4
DANA POINT,Total,"2,4'-DDD",2.8498160998538215e-4,5.383470229256619e-4,8.23328632911044e-4
SAN CLEMENTE,Total,"2,4'-DDD",2.7720446583354976e-4,7.64736845190604e-4,0.0010419413110241537
MISSION VIEJO,Total,"2,4'-DDE",5.868358955614304e-4,0.001275748084582424,0.0018625839801438542
LAGUNA WOODS,Total,"2,4'-DDE",7.961015399558484e-5,0,7.961015399558484e-5
LAGUNA NIGUEL,Total,"2,4'-DDE",7.02219381610161e-4,0.005741117590051298,0.006443336971661459
ALISO VIEJO,Total,"2,4'-DDE",2.2419269235789626e-4,0.007039139821145631,0.007263332513503528
RANCHO SANTA MARGARITA,Total,"2,4'-DDE",0.001096991157399602,5.351896748602852e-4,0.0016321808322598873
ORANGE CO,Total,"2,4'-DDE",0.0025145882732696746,0.003111456999024728,0.005626045272294402
LAGUNA HILLS,Total,"2,4'-DDE",4.258823135844797e-5,0.001854145413698326,0.001896733645056774
LAKE FOREST,Total,"2,4'-DDE",1.7491799347032705e-4,6.112683459759204e-4,7.861863394462475e-4
LAGUNA BEACH,Total,"2,4'-DDE",2.595187588274449e-5,1.1733190138016244e-4,1.4328377726290694e-4
SAN JUAN CAPISTRANO,Total,"2,4'-DDE",1.6286058365043597e-4,1.630910159797307e-4,3.259515996301667e-4
DANA POINT,Total,"2,4'-DDE",2.8498160998538215e-4,5.383470229256619e-4,8.23328632911044e-4
SAN CLEMENTE,Total,"2,4'-DDE",2.7720446583354976e-4,7.64736845190604e-4,0.0010419413110241537
MISSION VIEJO,Total,"2,4'-DDT",5.868358955614304e-4,0.001275748084582424,0.0018625839801438542
LAGUNA WOODS,Total,"2,4'-DDT",7.961015399558484e-5,0,7.961015399558484e-5
LAGUNA NIGUEL,Total,"2,4'-DDT",7.02219381610161e-4,0.005741117590051298,0.006443336971661459
ALISO VIEJO,Total,"2,4'-DDT",2.2419269235789626e-4,0.007039139821145631,0.007263332513503528
RANCHO SANTA MARGARITA,Total,"2,4'-DDT",0.001096991157399602,5.351896748602852e-4,0.0016321808322598873
ORANGE CO,Total,"2,4'-DDT",0.0025145882732696746,0.003111456999024728,0.005626045272294402
LAGUNA HILLS,Total,"2,4'-DDT",4.258823135844797e-5,0.001854145413698326,0.001896733645056774
LAKE FOREST,Total,"2,4'-DDT",1.7491799347032705e-4,6.112683459759204e-4,7.861863394462475e-4
LAGUNA BEACH,Total,"2,4'-DDT",2.595187588274449e-5,1.1733190138016244e-4,1.4328377726290694e-4
SAN JUAN CAPISTRANO,Total,"2,4'-DDT",1.6286058365043597e-4,1.630910159797307e-4,3.259515996301667e-4
DANA POINT,Total,"2,4'-DDT",2.8498160998538215e-4,5.383470229256619e-4,8.23328632911044e-4
SAN CLEMENTE,Total,"2,4'-DDT",2.7720446583354976e-4,7.64736845190604e-4,0.0010419413110241537
MISSION VIEJO,Total,"4,4'-DDD",5.868358955614304e-4,0.001275748084582424,0.0018625839801438542
LAGUNA WOODS,Total,"4,4'-DDD",7.961015399558484e-5,0,7.961015399558484e-5
LAGUNA NIGUEL,Total,"4,4'-DDD",0.001626499026436685,0.006570390130836486,0.00819688915727317
ALISO VIEJO,Total,"4,4'-DDD",2.2419269235789626e-4,0.007039139821145631,0.007263332513503528
RANCHO SANTA MARGARITA,Total,"4,4'-DDD",0.001096991157399602,5.351896748602852e-4,0.0016321808322598873
ORANGE CO,Total,"4,4'-DDD",0.0025145882732696746,0.003111456999024728,0.005626045272294402
LAGUNA HILLS,Total,"4,4'-DDD",4.258823135844797e-5,0.001854145413698326,0.001896733645056774
LAKE FOREST,Total,"4,4'-DDD",1.7491799347032705e-4,6.112683459759204e-4,7.861863394462475e-4
LAGUNA BEACH,Total,"4,4'-DDD",2.595187588274449e-5,1.1733190138016244e-4,1.4328377726290694e-4
SAN JUAN CAPISTRANO,Total,"4,4'-DDD",1.6286058365043597e-4,1.630910159797307e-4,3.259515996301667e-4
DANA POINT,Total,"4,4'-DDD",6.29836234126329e-4,6.383257557547135e-4,0.0012681619898810424
SAN CLEMENTE,Total,"4,4'-DDD",2.7720446583354976e-4,7.64736845190604e-4,0.0010419413110241537
MISSION VIEJO,Total,"4,4'-DDE",5.868358955614304e-4,0.001275748084582424,0.0018625839801438542
LAGUNA WOODS,Total,"4,4'-DDE",7.961015399558484e-5,0,7.961015399558484e-5
LAGUNA NIGUEL,Total,"4,4'-DDE",7.814473506570586e-4,0.009753520883542706,0.010534968234199764
ALISO VIEJO,Total,"4,4'-DDE",2.2419269235789626e-4,0.007039139821145631,0.007263332513503528
RANCHO SANTA MARGARITA,Total,"4,4'-DDE",0.001096991157399602,5.351896748602852e-4,0.0016321808322598873
ORANGE CO,Total,"4,4'-DDE",0.0025145882732696746,0.003111456999024728,0.005626045272294402
LAGUNA HILLS,Total,"4,4'-DDE",4.258823135844797e-5,0.001854145413698326,0.001896733645056774
LAKE FOREST,Total,"4,4'-DDE",1.7491799347032705e-4,6.112683459759204e-4,7.861863394462475e-4
LAGUNA BEACH,Total,"4,4'-DDE",2.595187588274449e-5,1.1733190138016244e-4,1.4328377726290694e-4
SAN JUAN CAPISTRANO,Total,"4,4'-DDE",2.7940402272998513e-4,3.682595140822319e-4,6.47663536812217e-4
DANA POINT,Total,"4,4'-DDE",3.9654411338704826e-4,0.0010220902763831495,0.0014186343897701977
SAN CLEMENTE,Total,"4,4'-DDE",2.7720446583354976e-4,7.64736845190604e-4,0.0010419413110241537
MISSION VIEJO,Total,"4,4'-DDT",5.868358955614304e-4,0.001275748084582424,0.0018625839801438542
LAGUNA WOODS,Total,"4,4'-DDT",7.961015399558484e-5,0,7.961015399558484e-5
LAGUNA NIGUEL,Total,"4,4'-DDT",7.02219381610161e-4,0.005741117590051298,0.006443336971661459
ALISO VIEJO,Total,"4,4'-DDT",2.2419269235789626e-4,0.007039139821145631,0.007263332513503528
RANCHO SANTA MARGARITA,Total,"4,4'-DDT",0.001096991157399602,5.351896748602852e-4,0.0016321808322598873
ORANGE CO,Total,"4,4'-DDT",0.0025145882732696746,0.003111456999024728,0.005626045272294402
LAGUNA HILLS,Total,"4,4'-DDT",4.258823135844797e-5,0.001854145413698326,0.001896733645056774
LAKE FOREST,Total,"4,4'-DDT",1.7491799347032705e-4,6.112683459759204e-4,7.861863394462475e-4
LAGUNA BEACH,Total,"4,4'-DDT",2.595187588274449e-5,1.1733190138016244e-4,1.4328377726290694e-4
SAN JUAN CAPISTRANO,Total,"4,4'-DDT",1.6286058365043597e-4,1.630910159797307e-4,3.259515996301667e-4
DANA POINT,Total,"4,4'-DDT",2.8498160998538215e-4,5.383470229256619e-4,8.23328632911044e-4
SAN CLEMENTE,Total,"4,4'-DDT",2.7720446583354976e-4,7.64736845190604e-4,0.0010419413110241537
MISSION VIEJO,Total,Acenaphthene,0.0013632509070191994,0.00318937021145606,0.00455262111847526
LAGUNA NIGUEL,Total,Acenaphthene,0.0017555484540254028,0.014352793975128246,0.016108342429153648
ALISO VIEJO,Total,Acenaphthene,5.604817308947406e-4,0.017597849552864076,0.01815833128375882
RANCHO SANTA MARGARITA,Total,Acenaphthene,0.0027424778934990054,0.0013379741871507131,0.004080452080649719
ORANGE CO,Total,Acenaphthene,0.006286470683174188,0.0077786424975618195,0.014065113180736007
LAGUNA HILLS,Total,Acenaphthene,1.0647057839611994e-4,0.004635363534245816,0.004741834112641936
LAGUNA WOODS,Total,Acenaphthene,1.9487648708175215e-4,0,1.9487648708175215e-4
LAKE FOREST,Total,Acenaphthene,4.372949836758177e-4,0.001528170864939801,0.0019654658486156188
LAGUNA BEACH,Total,Acenaphthene,6.487968970686123e-5,2.9332975345040607e-4,3.582094431572673e-4
SAN JUAN CAPISTRANO,Total,Acenaphthene,2.1993571410745274e-4,4.077275399493267e-4,6.276632540567794e-4
DANA POINT,Total,Acenaphthene,7.124540249634554e-4,0.0013458675573141546,0.00205832158227761
SAN CLEMENTE,Total,Acenaphthene,6.930111645838744e-4,0.0019118421129765103,0.0026048532775603847
MISSION VIEJO,Total,Acenaphthylene,0.001467089738903576,0.00318937021145606,0.004656459950359636
LAGUNA WOODS,Total,Acenaphthylene,1.9902538498896212e-4,0,1.9902538498896212e-4
LAGUNA NIGUEL,Total,Acenaphthylene,0.0017555484540254028,0.014352793975128246,0.016108342429153648
ALISO VIEJO,Total,Acenaphthylene,5.604817308947406e-4,0.017597849552864076,0.01815833128375882
RANCHO SANTA MARGARITA,Total,Acenaphthylene,0.0027424778934990054,0.0013379741871507131,0.004080452080649719
ORANGE CO,Total,Acenaphthylene,0.006286470683174188,0.0077786424975618195,0.014065113180736007
LAGUNA HILLS,Total,Acenaphthylene,1.0647057839611994e-4,0.004635363534245816,0.004741834112641936
LAKE FOREST,Total,Acenaphthylene,4.372949836758177e-4,0.001528170864939801,0.0019654658486156188
LAGUNA BEACH,Total,Acenaphthylene,6.487968970686123e-5,2.9332975345040607e-4,3.582094431572673e-4
SAN JUAN CAPISTRANO,Total,Acenaphthylene,4.071514591260899e-4,4.077275399493267e-4,8.148789990754166e-4
DANA POINT,Total,Acenaphthylene,7.124540249634554e-4,0.0013458675573141546,0.00205832158227761
SAN CLEMENTE,Total,Acenaphthylene,6.930111645838744e-4,0.0019118421129765103,0.0026048532775603847
MISSION VIEJO,Total,Aldrin,0.001467089738903576,0.00318937021145606,0.004656459950359636
LAGUNA WOODS,Total,Aldrin,1.9902538498896212e-4,0,1.9902538498896212e-4
LAGUNA NIGUEL,Total,Aldrin,0.0017555484540254028,0.014352793975128246,0.016108342429153648
ALISO VIEJO,Total,Aldrin,5.604817308947406e-4,0.017597849552864076,0.01815833128375882
RANCHO SANTA MARGARITA,Total,Aldrin,0.0027424778934990054,0.0013379741871507131,0.004080452080649719
ORANGE CO,Total,Aldrin,0.006286470683174188,0.0077786424975618195,0.014065113180736007
LAGUNA HILLS,Total,Aldrin,1.0647057839611994e-4,0.004635363534245816,0.004741834112641936
LAKE FOREST,Total,Aldrin,4.372949836758177e-4,0.001528170864939801,0.0019654658486156188
LAGUNA BEACH,Total,Aldrin,6.487968970686123e-5,2.9332975345040607e-4,3.582094431572673e-4
SAN JUAN CAPISTRANO,Total,Aldrin,4.071514591260899e-4,4.077275399493267e-4,8.148789990754166e-4
DANA POINT,Total,Aldrin,7.124540249634554e-4,0.0013458675573141546,0.00205832158227761
SAN CLEMENTE,Total,Aldrin,6.930111645838744e-4,0.0019118421129765103,0.0026048532775603847
MISSION VIEJO,Total,Anthracene,0.001467089738903576,0.00318937021145606,0.004656459950359636
LAGUNA WOODS,Total,Anthracene,1.9902538498896212e-4,0,1.9902538498896212e-4
LAGUNA NIGUEL,Total,Anthracene,0.0017555484540254028,0.014352793975128246,0.016108342429153648
ALISO VIEJO,Total,Anthracene,5.604817308947406e-4,0.017597849552864076,0.01815833128375882
RANCHO SANTA MARGARITA,Total,Anthracene,0.0027424778934990054,0.0013379741871507131,0.004080452080649719
ORANGE CO,Total,Anthracene,0.006286470683174188,0.0077786424975618195,0.014065113180736007
LAGUNA HILLS,Total,Anthracene,1.0647057839611994e-4,0.004635363534245816,0.004741834112641936
LAKE FOREST,Total,Anthracene,4.372949836758177e-4,0.001528170864939801,0.0019654658486156188
LAGUNA BEACH,Total,Anthracene,6.487968970686123e-5,2.9332975345040607e-4,3.582094431572673e-4
SAN JUAN CAPISTRANO,Total,Anthracene,4.071514591260899e-4,4.077275399493267e-4,8.148789990754166e-4
DANA POINT,Total,Anthracene,7.124540249634554e-4,0.0013458675573141546,0.00205832158227761
SAN CLEMENTE,Total,Anthracene,6.930111645838744e-4,0.0019118421129765103,0.0026048532775603847
MISSION VIEJO,Total,Benz[a]anthracene,0.001467089738903576,0.00318937021145606,0.004656459950359636
LAGUNA WOODS,Total,Benz[a]anthracene,1.9902538498896212e-4,0,1.9902538498896212e-4
LAGUNA NIGUEL,Total,Benz[a]anthracene,0.0017555484540254028,0.014352793975128246,0.016108342429153648
ALISO VIEJO,Total,Benz[a]anthracene,5.604817308947406e-4,0.017597849552864076,0.01815833128375882
RANCHO SANTA MARGARITA,Total,Benz[a]anthracene,0.0027424778934990054,0.0013379741871507131,0.004080452080649719
ORANGE CO,Total,Benz[a]anthracene,0.006286470683174188,0.0077786424975618195,0.014065113180736007
LAGUNA HILLS,Total,Benz[a]anthracene,1.0647057839611994e-4,0.004635363534245816,0.004741834112641936
LAKE FOREST,Total,Benz[a]anthracene,4.372949836758177e-4,0.001528170864939801,0.0019654658486156188
LAGUNA BEACH,Total,Benz[a]anthracene,6.487968970686123e-5,2.9332975345040607e-4,3.582094431572673e-4
SAN JUAN CAPISTRANO,Total,Benz[a]anthracene,4.071514591260899e-4,4.077275399493267e-4,8.148789990754166e-4
DANA POINT,Total,Benz[a]anthracene,7.124540249634554e-4,0.0013458675573141546,0.00205832158227761
SAN CLEMENTE,Total,Benz[a]anthracene,6.930111645838744e-4,0.0019118421129765103,0.0026048532775603847
MISSION VIEJO,Total,Benzo[a]pyrene,0.001467089738903576,0.00318937021145606,0.004656459950359636
LAGUNA WOODS,Total,Benzo[a]pyrene,1.9902538498896212e-4,0,1.9902538498896212e-4
LAGUNA NIGUEL,Total,Benzo[a]pyrene,0.0018122195400404743,0.016419596307546715,0.01823181584758719
ALISO VIEJO,Total,Benzo[a]pyrene,5.614256248126372e-4,0.020131939888476506,0.020693365513289142
RANCHO SANTA MARGARITA,Total,Benzo[a]pyrene,0.0027424778934990054,0.0013379741871507131,0.004080452080649719
ORANGE CO,Total,Benzo[a]pyrene,0.006286470683174188,0.0077786424975618195,0.014065113180736007
LAGUNA HILLS,Total,Benzo[a]pyrene,1.0647057839611994e-4,0.004635363534245816,0.004741834112641936
LAKE FOREST,Total,Benzo[a]pyrene,4.372949836758177e-4,0.001528170864939801,0.0019654658486156188
LAGUNA BEACH,Total,Benzo[a]pyrene,6.487968970686123e-5,2.9332975345040607e-4,3.582094431572673e-4
SAN JUAN CAPISTRANO,Total,Benzo[a]pyrene,4.071514591260899e-4,4.077275399493267e-4,8.148789990754166e-4
DANA POINT,Total,Benzo[a]pyrene,7.124540249634554e-4,0.0013458675573141546,0.00205832158227761
SAN CLEMENTE,Total,Benzo[a]pyrene,6.930111645838744e-4,0.0019118421129765103,0.0026048532775603847
MISSION VIEJO,Total,Benzo[b]fluoranthene,0.001467089738903576,0.00318937021145606,0.004656459950359636
LAGUNA WOODS,Total,Benzo[b]fluoranthene,1.9902538498896212e-4,0,1.9902538498896212e-4
LAGUNA NIGUEL,Total,Benzo[b]fluoranthene,0.0018275227078668437,0.017408344336944437,0.01923586704481128
ALISO VIEJO,Total,Benzo[b]fluoranthene,7.640013980155421e-4,0.028853434126875944,0.029617435524891485
RANCHO SANTA MARGARITA,Total,Benzo[b]fluoranthene,0.0027424778934990054,0.0013379741871507131,0.004080452080649719
ORANGE CO,Total,Benzo[b]fluoranthene,0.006286470683174188,0.0077786424975618195,0.014065113180736007
LAGUNA HILLS,Total,Benzo[b]fluoranthene,1.0647057839611994e-4,0.004635363534245816,0.004741834112641936
LAKE FOREST,Total,Benzo[b]fluoranthene,4.372949836758177e-4,0.001528170864939801,0.0019654658486156188
LAGUNA BEACH,Total,Benzo[b]fluoranthene,6.487968970686123e-5,2.9332975345040607e-4,3.582094431572673e-4
SAN JUAN CAPISTRANO,Total,Benzo[b]fluoranthene,4.071514591260899e-4,4.077275399493267e-4,8.148789990754166e-4
DANA POINT,Total,Benzo[b]fluoranthene,7.124540249634554e-4,0.0013458675573141546,0.00205832158227761
SAN CLEMENTE,Total,Benzo[b]fluoranthene,6.930111645838744e-4,0.0019118421129765103,0.0026048532775603847
MISSION VIEJO,Total,"Benzo[g,h,i]perylene",0.001467089738903576,0.00318937021145606,0.004656459950359636
LAGUNA WOODS,Total,"Benzo[g,h,i]perylene",1.9902538498896212e-4,0,1.9902538498896212e-4
LAGUNA NIGUEL,Total,"Benzo[g,h,i]perylene",0.001839370321667904,0.01817382668228461,0.020013197003952515
ALISO VIEJO,Total,"Benzo[g,h,i]perylene",5.249579685501041e-4,0.02286840549394687,0.023393363462496975
RANCHO SANTA MARGARITA,Total,"Benzo[g,h,i]perylene",0.0027424778934990054,0.0013379741871507131,0.004080452080649719
ORANGE CO,Total,"Benzo[g,h,i]perylene",0.006286470683174188,0.0077786424975618195,0.014065113180736007
LAGUNA HILLS,Total,"Benzo[g,h,i]perylene",1.0647057839611994e-4,0.004635363534245816,0.004741834112641936
LAKE FOREST,Total,"Benzo[g,h,i]perylene",4.372949836758177e-4,0.001528170864939801,0.0019654658486156188
LAGUNA BEACH,Total,"Benzo[g,h,i]perylene",6.487968970686123e-5,2.9332975345040607e-4,3.582094431572673e-4
SAN JUAN CAPISTRANO,Total,"Benzo[g,h,i]perylene",4.071514591260899e-4,4.077275399493267e-4,8.148789990754166e-4
DANA POINT,Total,"Benzo[g,h,i]perylene",7.124540249634554e-4,0.0013458675573141546,0.00205832158227761
SAN CLEMENTE,Total,"Benzo[g,h,i]perylene",6.930111645838744e-4,0.0019118421129765103,0.0026048532775603847
MISSION VIEJO,Total,Benzo[k]fluoranthene,0.001467089738903576,0.00318937021145606,0.004656459950359636
