Station,Sample Type,Parameter,Qualifier,ResultAvg,Units,JURISDICTI3,Qadj_Qall,LoadQadj_Qall,LoadsPoundsQS
L02-166-3 (L02P26),Total,"Dibenz[a,h]anthracene",<,2.5,ng/L,ORANGE CO,1759.6301883248925,4399.075470812231,2.746250822146241e-7
L02-166-3 (L02P26),Total,"Dibenz[a,h]anthracene",<,2.5,ng/L,RANCHO SANTA MARGARITA,311594.45914611226,778986.1478652806,4.8630476180954646e-5
L04-672-1,Total,"Dibenz[a,h]anthracene",<,2.5,ng/L,MISSION VIEJO,665335.962144,1663339.90536,1.0383883188437638e-4
M01-042-1 (M01S01),Total,"Dibenz[a,h]anthracene",<,2.5,ng/L,SAN CLEMENTE,9329.904,23324.760000000002,1.4561159896294467e-6
M02-032-1,Total,"Dibenz[a,h]anthracene",<,2.5,ng/L,SAN CLEMENTE,3628866.1607999997,9072165.401999999,5.663563141663732e-4
SC1-2,Total,"Dibenz[a,h]anthracene",<,2.5,ng/L,NA,NA,NA,NA
M02-085-1 (M02P06),Total,"Dibenz[a,h]anthracene",<,2.5,ng/L,ORANGE CO,174.54166027466977,436.3541506866744,2.7240677115479157e-8
M02-085-1 (M02P06),Total,"Dibenz[a,h]anthracene",<,2.5,ng/L,SAN CLEMENTE,251732.86631957273,629332.1657989318,3.9287891039734365e-5
M02-085-2,Total,"Dibenz[a,h]anthracene",<,2.5,ng/L,SAN CLEMENTE,550464.336,1376160.84,8.591084338813736e-5
J01-9224-1 (J01P24),Total,"Dibenz[a,h]anthracene",<,2.5,ng/L,ALISO VIEJO,2634.1015151823053,6585.253787955763,4.111036227772662e-7
J01-9224-1 (J01P24),Total,"Dibenz[a,h]anthracene",<,2.5,ng/L,LAGUNA NIGUEL,158150.60433060143,395376.51082650357,2.4682528752208892e-5
L01-726-5,Total,"Dibenz[a,h]anthracene",<,2.5,ng/L,DANA POINT,111410.6356577293,278526.58914432325,1.7387832500312998e-5
L01-726-5,Total,"Dibenz[a,h]anthracene",<,2.5,ng/L,SAN JUAN CAPISTRANO,7448.763165562618,18621.907913906547,1.1625267685861057e-6
L04-266-5,Total,Dichlorvos,<,3,ng/L,MISSION VIEJO,4000029.057504,12000087.172512,7.491403473751473e-4
I01-11343-2 (I02P18),Total,Dichlorvos,<,3,ng/L,LAGUNA WOODS,26583.60972323406,79750.82916970219,4.978677488651967e-6
L03-418-8,Total,Dichlorvos,<,3,ng/L,LAGUNA NIGUEL,188453.84949148304,565361.5484744491,3.529433917670788e-5
L03-418-8,Total,Dichlorvos,<,3,ng/L,MISSION VIEJO,1719639.2671055028,5158917.801316508,3.2206044991163707e-4
K01-12177-1 (K01P07),Total,Dichlorvos,<,3,ng/L,LAGUNA NIGUEL,1099058.44356,3297175.33068,2.0583576078017123e-4
J03-9221-1 (J03P02),Total,Dichlorvos,<,3,ng/L,LAGUNA NIGUEL,2363508.1934956796,7090524.580487039,4.426466217233447e-4
J01-9224-1 (J01P24),Total,Dichlorvos,<,3,ng/L,ALISO VIEJO,2634.1015151823053,7902.304545546916,4.933243473327195e-7
J01-9224-1 (J01P24),Total,Dichlorvos,<,3,ng/L,LAGUNA NIGUEL,158150.60433060143,474451.8129918043,2.961903450265067e-5
J01-9224-2 (J01P25),Total,Dichlorvos,<,3,ng/L,ALISO VIEJO,5993.861828325905,17981.585484977713,1.1225527784022137e-6
J01-9224-2 (J01P25),Total,Dichlorvos,<,3,ng/L,LAGUNA NIGUEL,359869.5285508992,1079608.5856526976,6.739770630480764e-5
L03-662-3 (L03P16),Total,Dichlorvos,<,3,ng/L,MISSION VIEJO,257898.81600000005,773696.4480000001,4.8300251280283604e-5
L03-214-2 (L03P18),Total,Dichlorvos,<,3,ng/L,MISSION VIEJO,1863878.8123590364,5591636.437077109,3.490741694329376e-4
L03-214-2 (L03P18),Total,Dichlorvos,<,3,ng/L,RANCHO SANTA MARGARITA,88783.6516800166,266350.9550400498,1.662773312509498e-5
L03-316-3 (L03P12),Total,Dichlorvos,<,3,ng/L,MISSION VIEJO,893435.1835532822,2680305.5506598465,1.6732587042303377e-4
J01-9992-1 (J01P27),Total,Dichlorvos,<,3,ng/L,ALISO VIEJO,432180.7921682628,1296542.3765047884,8.094042921173829e-5
J01-9992-1 (J01P27),Total,Dichlorvos,<,3,ng/L,ORANGE CO,1267.6285979957179,3802.8857939871536,2.374062074533401e-7
J01-9131-1 (J01P28),Total,Dichlorvos,<,3,ng/L,ALISO VIEJO,236560.03199999995,709680.0959999999,4.430384429710576e-5
J01-9007-1 (J02P05),Total,Dichlorvos,<,3,ng/L,ALISO VIEJO,677326.4713948012,2031979.4141844036,1.2685222551450846e-4
J01-9007-1 (J02P05),Total,Dichlorvos,<,3,ng/L,ORANGE CO,12455.793598780088,37367.380796340265,2.3327674397560096e-6
J06-10011-1 (J06P01),Total,Dichlorvos,<,3,ng/L,ALISO VIEJO,486377.92818020063,1459133.784540602,9.109067080124719e-5
J06-10011-1 (J06P01),Total,Dichlorvos,<,3,ng/L,LAGUNA HILLS,682198.5901776025,2046595.7705328073,1.277646940753439e-4
J06-10011-1 (J06P01),Total,Dichlorvos,<,3,ng/L,LAGUNA WOODS,1248649.7842748633,3745949.35282459,2.3385178449810258e-4
J06-10011-1 (J06P01),Total,Dichlorvos,<,3,ng/L,LAKE FOREST,751296.2870919254,2253888.8612757763,1.407055682352729e-4
J06-9079-1 (J06P03),Total,Dichlorvos,<,3,ng/L,ALISO VIEJO,751510.5920908037,2254531.776272411,1.4074570407403704e-4
J01-9082-2,Total,Dichlorvos,<,3,ng/L,ALISO VIEJO,998641.6316034046,2995924.8948102137,1.8702932604931714e-4
J01-9082-2,Total,Dichlorvos,<,3,ng/L,ORANGE CO,21969.628370704308,65908.88511211293,4.1145538676667115e-6
I01-11010-1,Total,Dichlorvos,<,3,ng/L,LAGUNA BEACH,202915.75420800003,608747.2626240001,3.8002818582054543e-5
I00-11468-1,Total,Dichlorvos,<,3,ng/L,LAGUNA BEACH,212793.76400754126,638381.2920226238,3.985280906617894e-5
I00-11468-1,Total,Dichlorvos,<,3,ng/L,ORANGE CO,19089.643866775274,57268.93160032582,3.5751796379568116e-6
J01-10004-1 (J01P01),Total,Dichlorvos,<,3,ng/L,LAKE FOREST,2050623.5094314318,6151870.528294295,3.8404841217570834e-4
L01-749-2,Total,Dichlorvos,<,3,ng/L,NA,NA,NA,NA
L05-503-1,Total,Dichlorvos,<,3,ng/L,SAN JUAN CAPISTRANO,1199564.4170879999,3598693.2512639994,2.2465889402236463e-4
L01-724-4 (L01P03),Total,Dichlorvos,<,3,ng/L,LAGUNA NIGUEL,468158.31861034513,1404474.9558310355,8.767843442846493e-5
L01-724-4 (L01P03),Total,Dichlorvos,<,3,ng/L,SAN JUAN CAPISTRANO,1145681.827242111,3437045.4817263335,2.1456756181094077e-4
L01-724-1 (L01S01),Total,Dichlorvos,<,3,ng/L,DANA POINT,245138.73214270748,735416.1964281225,4.5910495227023085e-5
L01-724-1 (L01S01),Total,Dichlorvos,<,3,ng/L,LAGUNA NIGUEL,174089.35162087894,522268.05486263684,3.2604102488435234e-5
L01-724-1 (L01S01),Total,Dichlorvos,<,3,ng/L,SAN JUAN CAPISTRANO,256083.45119911397,768250.3535973419,4.7960262995699235e-5
L01-728-5 (L01-DP),Total,Dichlorvos,<,3,ng/L,DANA POINT,0,0,0
K01-12126-1 (K01S01),Total,Dichlorvos,<,3,ng/L,DANA POINT,2401759.02142806,7205277.064284179,4.498103793142786e-4
K01-12126-1 (K01S01),Total,Dichlorvos,<,3,ng/L,LAGUNA NIGUEL,6437196.487691939,19311589.463075817,0.001205582145425901
K01-12159-2,Total,Dichlorvos,<,3,ng/L,DANA POINT,1673540.3519999993,5020621.055999998,3.134268733102452e-4
K01-12159-3,Total,Dichlorvos,<,3,ng/L,DANA POINT,133122.52800000002,399367.58400000003,2.493168310422406e-5
L05-489-3,Total,Dichlorvos,<,3,ng/L,ORANGE CO,29545076.777328,88635230.331984,0.005533312073988792
L05-049-1,Total,Dichlorvos,<,3,ng/L,ORANGE CO,6237821.599848001,18713464.799544003,0.0011682424734909954
L02-374-1 (L02P50),Total,Dichlorvos,<,3,ng/L,ORANGE CO,2819475.9723715195,8458427.91711456,5.280419664441823e-4
L01-404-1,Total,Dichlorvos,<,3,ng/L,ORANGE CO,765057.1882060798,2295171.564618239,1.4328276107378825e-4
L01-340-1,Total,Dichlorvos,<,3,ng/L,ORANGE CO,106950.06735932868,320850.20207798603,2.0030007147837518e-5
L01-340-1,Total,Dichlorvos,<,3,ng/L,RANCHO SANTA MARGARITA,1313.8942256581051,3941.6826769743157,2.4607100660361355e-7
L02-246-1 (L11P01),Total,Dichlorvos,<,3,ng/L,RANCHO SANTA MARGARITA,1257301.4399999997,3771904.3199999994,2.3547209882135482e-4
L02-641-1,Total,Dichlorvos,<,3,ng/L,ORANGE CO,4986.284926966567,14958.8547808997,9.338500217371131e-7
L02-641-1,Total,Dichlorvos,<,3,ng/L,RANCHO SANTA MARGARITA,843182.469984656,2529547.4099539677,1.5791435496698467e-4
L02-641-2,Total,Dichlorvos,<,3,ng/L,ORANGE CO,20483.18968395988,61449.56905187965,3.836168091430769e-6
L02-641-2,Total,Dichlorvos,<,3,ng/L,RANCHO SANTA MARGARITA,3463714.3131314125,10391142.939394237,6.486973235556155e-4
L01-731-1 (L08TBN2),Total,Dichlorvos,<,3,ng/L,ORANGE CO,723305.629006651,2169916.8870199528,1.3546337348623125e-4
L01-731-1 (L08TBN2),Total,Dichlorvos,<,3,ng/L,RANCHO SANTA MARGARITA,11606237.02728475,34818711.081854254,0.0021736593193060075
L02-166-3 (L02P26),Total,Dichlorvos,<,3,ng/L,ORANGE CO,1759.6301883248925,5278.8905649746775,3.2955009865754894e-7
L02-166-3 (L02P26),Total,Dichlorvos,<,3,ng/L,RANCHO SANTA MARGARITA,311594.45914611226,934783.3774383368,5.8356571417145577e-5
L04-672-1,Total,Dichlorvos,<,3,ng/L,MISSION VIEJO,665335.962144,1996007.886432,1.2460659826125166e-4
M01-042-1 (M01S01),Total,Dichlorvos,<,3,ng/L,SAN CLEMENTE,9329.904,27989.712,1.7473391875553361e-6
M02-032-1,Total,Dichlorvos,<,3,ng/L,SAN CLEMENTE,3628866.1607999997,10886598.4824,6.79627576999648e-4
SC1-2,Total,Dichlorvos,<,3,ng/L,NA,NA,NA,NA
M02-085-1 (M02P06),Total,Dichlorvos,<,3,ng/L,ORANGE CO,174.54166027466977,523.6249808240093,3.268881253857499e-8
M02-085-1 (M02P06),Total,Dichlorvos,<,3,ng/L,SAN CLEMENTE,251732.86631957273,755198.5989587181,4.7145469247681236e-5
M02-085-2,Total,Dichlorvos,<,3,ng/L,SAN CLEMENTE,550464.336,1651393.008,1.0309301206576482e-4
L01-726-5,Total,Dichlorvos,<,3,ng/L,DANA POINT,111410.6356577293,334231.9069731879,2.0865399000375594e-5
L01-726-5,Total,Dichlorvos,<,3,ng/L,SAN JUAN CAPISTRANO,7448.763165562618,22346.289496687856,1.395032122303327e-6
L04-266-5,Total,Dieldrin,<,1,ng/L,MISSION VIEJO,4000029.057504,4000029.057504,2.497134491250491e-4
I01-11343-2 (I02P18),Total,Dieldrin,<,1,ng/L,LAGUNA WOODS,26583.60972323406,26583.60972323406,1.6595591628839888e-6
L03-418-8,Total,Dieldrin,<,1,ng/L,LAGUNA NIGUEL,188453.84949148304,188453.84949148304,1.1764779725569292e-5
L03-418-8,Total,Dieldrin,<,1,ng/L,MISSION VIEJO,1719639.2671055028,1719639.2671055028,1.0735348330387904e-4
K01-12177-1 (K01P07),Total,Dieldrin,<,1,ng/L,LAGUNA NIGUEL,1099058.44356,1099058.44356,6.861192026005707e-5
J03-9221-1 (J03P02),Total,Dieldrin,<,1,ng/L,LAGUNA NIGUEL,2363508.1934956796,2363508.1934956796,1.4754887390778157e-4
J01-9224-1 (J01P24),Total,Dieldrin,<,1,ng/L,ALISO VIEJO,2634.1015151823053,2634.1015151823053,1.6444144911090647e-7
J01-9224-1 (J01P24),Total,Dieldrin,<,1,ng/L,LAGUNA NIGUEL,158150.60433060143,158150.60433060143,9.873011500883559e-6
J01-9224-2 (J01P25),Total,Dieldrin,<,1,ng/L,ALISO VIEJO,5993.861828325905,5993.861828325905,3.741842594674046e-7
J01-9224-2 (J01P25),Total,Dieldrin,<,1,ng/L,LAGUNA NIGUEL,359869.5285508992,359869.5285508992,2.2465902101602547e-5
L03-662-3 (L03P16),Total,Dieldrin,<,1,ng/L,MISSION VIEJO,257898.81600000005,257898.81600000005,1.6100083760094538e-5
L03-214-2 (L03P18),Total,Dieldrin,<,1,ng/L,MISSION VIEJO,1863878.8123590364,1863878.8123590364,1.1635805647764591e-4
L03-214-2 (L03P18),Total,Dieldrin,<,1,ng/L,RANCHO SANTA MARGARITA,88783.6516800166,88783.6516800166,5.5425777083649925e-6
L03-316-3 (L03P12),Total,Dieldrin,<,1,ng/L,MISSION VIEJO,893435.1835532822,893435.1835532822,5.5775290141011254e-5
J01-9992-1 (J01P27),Total,Dieldrin,<,1,ng/L,ALISO VIEJO,432180.7921682628,432180.7921682628,2.698014307057943e-5
J01-9992-1 (J01P27),Total,Dieldrin,<,1,ng/L,ORANGE CO,1267.6285979957179,1267.6285979957179,7.913540248444669e-8
J01-9131-1 (J01P28),Total,Dieldrin,<,1,ng/L,ALISO VIEJO,236560.03199999995,236560.03199999995,1.4767948099035252e-5
J01-9007-1 (J02P05),Total,Dieldrin,<,1,ng/L,ALISO VIEJO,677326.4713948012,677326.4713948012,4.2284075171502815e-5
J01-9007-1 (J02P05),Total,Dieldrin,<,1,ng/L,ORANGE CO,12455.793598780088,12455.793598780088,7.775891465853366e-7
J06-10011-1 (J06P01),Total,Dieldrin,<,1,ng/L,ALISO VIEJO,486377.92818020063,486377.92818020063,3.036355693374906e-5
J06-10011-1 (J06P01),Total,Dieldrin,<,1,ng/L,LAGUNA HILLS,682198.5901776025,682198.5901776025,4.258823135844797e-5
J06-10011-1 (J06P01),Total,Dieldrin,<,1,ng/L,LAGUNA WOODS,1248649.7842748633,1248649.7842748633,7.795059483270086e-5
J06-10011-1 (J06P01),Total,Dieldrin,<,1,ng/L,LAKE FOREST,751296.2870919254,751296.2870919254,4.690185607842429e-5
J06-9079-1 (J06P03),Total,Dieldrin,<,1,ng/L,ALISO VIEJO,751510.5920908037,751510.5920908037,4.6915234691345677e-05
J01-9082-2,Total,Dieldrin,<,1,ng/L,ALISO VIEJO,998641.6316034046,998641.6316034046,6.234310868310571e-5
J01-9082-2,Total,Dieldrin,<,1,ng/L,ORANGE CO,21969.628370704308,21969.628370704308,1.3715179558889038e-6
I01-11010-1,Total,Dieldrin,<,1,ng/L,LAGUNA BEACH,202915.75420800003,202915.75420800003,1.2667606194018182e-5
I00-11468-1,Total,Dieldrin,<,1,ng/L,LAGUNA BEACH,212793.76400754126,212793.76400754126,1.3284269688726309e-5
I00-11468-1,Total,Dieldrin,<,1,ng/L,ORANGE CO,19089.643866775274,19089.643866775274,1.1917265459856037e-6
J01-10004-1 (J01P01),Total,Dieldrin,<,1,ng/L,LAKE FOREST,2050623.5094314318,2050623.5094314318,1.2801613739190276e-4
L01-749-2,Total,Dieldrin,<,1,ng/L,NA,NA,NA,NA
L05-503-1,Total,Dieldrin,<,1,ng/L,SAN JUAN CAPISTRANO,1199564.4170879999,1199564.4170879999,7.488629800745487e-5
L01-724-4 (L01P03),Total,Dieldrin,<,1,ng/L,LAGUNA NIGUEL,468158.31861034513,468158.31861034513,2.922614480948831e-5
L01-724-4 (L01P03),Total,Dieldrin,<,1,ng/L,SAN JUAN CAPISTRANO,1145681.827242111,1145681.827242111,7.152252060364691e-5
L01-724-1 (L01S01),Total,Dieldrin,<,1,ng/L,DANA POINT,245138.73214270748,245138.73214270748,1.5303498409007695e-5
L01-724-1 (L01S01),Total,Dieldrin,<,1,ng/L,LAGUNA NIGUEL,174089.35162087894,174089.35162087894,1.0868034162811745e-5
L01-724-1 (L01S01),Total,Dieldrin,<,1,ng/L,SAN JUAN CAPISTRANO,256083.45119911397,256083.45119911397,1.598675433189975e-5
L01-728-5 (L01-DP),Total,Dieldrin,<,1,ng/L,DANA POINT,0,0,0
K01-12126-1 (K01S01),Total,Dieldrin,<,1,ng/L,DANA POINT,2401759.02142806,2401759.02142806,1.499367931047595e-4
K01-12126-1 (K01S01),Total,Dieldrin,<,1,ng/L,LAGUNA NIGUEL,6437196.487691939,6437196.487691939,4.0186071514196694e-4
K01-12159-2,Total,Dieldrin,<,1,ng/L,DANA POINT,1673540.3519999993,1673540.3519999993,1.044756244367484e-4
K01-12159-3,Total,Dieldrin,<,1,ng/L,DANA POINT,133122.52800000002,133122.52800000002,8.310561034741356e-6
L05-489-3,Total,Dieldrin,<,1,ng/L,ORANGE CO,29545076.777328,29545076.777328,0.0018444373579962641
L05-049-1,Total,Dieldrin,<,1,ng/L,ORANGE CO,6237821.599848001,6237821.599848001,3.894141578303318e-4
L02-374-1 (L02P50),Total,Dieldrin,<,1,ng/L,ORANGE CO,2819475.9723715195,2819475.9723715195,1.7601398881472743e-4
L01-404-1,Total,Dieldrin,<,1,ng/L,ORANGE CO,765057.1882060798,765057.1882060798,4.776092035792941e-5
L01-340-1,Total,Dieldrin,<,1,ng/L,ORANGE CO,106950.06735932868,106950.06735932868,6.6766690492791726e-6
L01-340-1,Total,Dieldrin,<,1,ng/L,RANCHO SANTA MARGARITA,1313.8942256581051,1313.8942256581051,8.20236688678712e-8
L02-246-1 (L11P01),Total,Dieldrin,<,1,ng/L,RANCHO SANTA MARGARITA,1257301.4399999997,1257301.4399999997,7.849069960711827e-5
L02-641-1,Total,Dieldrin,<,1,ng/L,ORANGE CO,4986.284926966567,4986.284926966567,3.1128334057903766e-7
L02-641-1,Total,Dieldrin,<,1,ng/L,RANCHO SANTA MARGARITA,843182.469984656,843182.469984656,5.2638118322328226e-5
L02-641-2,Total,Dieldrin,<,1,ng/L,ORANGE CO,20483.18968395988,20483.18968395988,1.2787226971435897e-6
L02-641-2,Total,Dieldrin,<,1,ng/L,RANCHO SANTA MARGARITA,3463714.3131314125,3463714.3131314125,2.1623244118520514e-4
L01-731-1 (L08TBN2),Total,Dieldrin,<,1,ng/L,ORANGE CO,723305.629006651,723305.629006651,4.515445782874375e-5
L01-731-1 (L08TBN2),Total,Dieldrin,<,1,ng/L,RANCHO SANTA MARGARITA,11606237.02728475,11606237.02728475,7.245531064353358e-4
L02-166-3 (L02P26),Total,Dieldrin,<,1,ng/L,ORANGE CO,1759.6301883248925,1759.6301883248925,1.0985003288584964e-7
L02-166-3 (L02P26),Total,Dieldrin,<,1,ng/L,RANCHO SANTA MARGARITA,311594.45914611226,311594.45914611226,1.9452190472381854e-5
L04-672-1,Total,Dieldrin,<,1,ng/L,MISSION VIEJO,665335.962144,665335.962144,4.153553275375055e-5
M01-042-1 (M01S01),Total,Dieldrin,<,1,ng/L,SAN CLEMENTE,9329.904,9329.904,5.824463958517786e-7
M02-032-1,Total,Dieldrin,<,1,ng/L,SAN CLEMENTE,3628866.1607999997,3628866.1607999997,2.265425256665493e-4
SC1-2,Total,Dieldrin,<,1,ng/L,NA,NA,NA,NA
M02-085-1 (M02P06),Total,Dieldrin,<,1,ng/L,ORANGE CO,174.54166027466977,174.54166027466977,1.0896270846191662e-8
M02-085-1 (M02P06),Total,Dieldrin,<,1,ng/L,SAN CLEMENTE,251732.86631957273,251732.86631957273,1.5715156415893748e-5
M02-085-2,Total,Dieldrin,<,1,ng/L,SAN CLEMENTE,550464.336,550464.336,3.436433735525494e-5
L01-726-5,Total,Dieldrin,<,1,ng/L,DANA POINT,111410.6356577293,111410.6356577293,6.955133000125197e-6
L01-726-5,Total,Dieldrin,<,1,ng/L,SAN JUAN CAPISTRANO,7448.763165562618,7448.763165562618,4.650107074344423e-7
L04-266-5,Total,Dimethoate,<,5,ng/L,MISSION VIEJO,4000029.057504,20000145.28752,0.0012485672456252455
I01-11343-2 (I02P18),Total,Dimethoate,<,5,ng/L,LAGUNA WOODS,26583.60972323406,132918.0486161703,8.297795814419943e-6
L03-418-8,Total,Dimethoate,<,5,ng/L,LAGUNA NIGUEL,188453.84949148304,942269.2474574152,5.882389862784647e-5
L03-418-8,Total,Dimethoate,<,5,ng/L,MISSION VIEJO,1719639.2671055028,8598196.335527513,5.367674165193951e-4
K01-12177-1 (K01P07),Total,Dimethoate,<,5,ng/L,LAGUNA NIGUEL,1099058.44356,5495292.217800001,3.430596013002854e-4
J03-9221-1 (J03P02),Total,Dimethoate,<,5,ng/L,LAGUNA NIGUEL,2363508.1934956796,11817540.967478398,7.377443695389079e-4
J01-9224-1 (J01P24),Total,Dimethoate,<,5,ng/L,ALISO VIEJO,2634.1015151823053,13170.507575911526,8.222072455545324e-7
J01-9224-1 (J01P24),Total,Dimethoate,<,5,ng/L,LAGUNA NIGUEL,158150.60433060143,790753.0216530071,4.9365057504417785e-5
J01-9224-2 (J01P25),Total,Dimethoate,<,5,ng/L,ALISO VIEJO,5993.861828325905,29969.309141629525,1.870921297337023e-6
J01-9224-2 (J01P25),Total,Dimethoate,<,5,ng/L,LAGUNA NIGUEL,359869.5285508992,1799347.6427544958,1.1232951050801272e-4
L03-662-3 (L03P16),Total,Dimethoate,<,5,ng/L,MISSION VIEJO,257898.81600000005,1289494.0800000003,8.050041880047269e-5
L03-214-2 (L03P18),Total,Dimethoate,<,5,ng/L,MISSION VIEJO,1863878.8123590364,9319394.061795183,5.817902823882294e-4
L03-214-2 (L03P18),Total,Dimethoate,<,5,ng/L,RANCHO SANTA MARGARITA,88783.6516800166,443918.258400083,2.7712888541824964e-5
L03-316-3 (L03P12),Total,Dimethoate,<,5,ng/L,MISSION VIEJO,893435.1835532822,4467175.917766411,2.788764507050563e-4
J01-9992-1 (J01P27),Total,Dimethoate,<,5,ng/L,ALISO VIEJO,432180.7921682628,2160903.960841314,1.3490071535289714e-4
J01-9992-1 (J01P27),Total,Dimethoate,<,5,ng/L,ORANGE CO,1267.6285979957179,6338.142989978589,3.956770124222334e-7
J01-9131-1 (J01P28),Total,Dimethoate,<,5,ng/L,ALISO VIEJO,236560.03199999995,1182800.1599999997,7.383974049517625e-5
J01-9007-1 (J02P05),Total,Dimethoate,<,5,ng/L,ALISO VIEJO,677326.4713948012,3386632.3569740057,2.1142037585751406e-4
J01-9007-1 (J02P05),Total,Dimethoate,<,5,ng/L,ORANGE CO,12455.793598780088,62278.96799390044,3.887945732926683e-6
J06-10011-1 (J06P01),Total,Dimethoate,<,5,ng/L,ALISO VIEJO,486377.92818020063,2431889.640901003,1.518177846687453e-4
J06-10011-1 (J06P01),Total,Dimethoate,<,5,ng/L,LAGUNA HILLS,682198.5901776025,3410992.9508880125,2.1294115679223988e-4
J06-10011-1 (J06P01),Total,Dimethoate,<,5,ng/L,LAGUNA WOODS,1248649.7842748633,6243248.921374316,3.897529741635043e-4
J06-10011-1 (J06P01),Total,Dimethoate,<,5,ng/L,LAKE FOREST,751296.2870919254,3756481.435459627,2.3450928039212143e-4
J06-9079-1 (J06P03),Total,Dimethoate,<,5,ng/L,ALISO VIEJO,751510.5920908037,3757552.9604540183,2.3457617345672838e-4
J01-9082-2,Total,Dimethoate,<,5,ng/L,ALISO VIEJO,998641.6316034046,4993208.1580170235,3.117155434155286e-4
J01-9082-2,Total,Dimethoate,<,5,ng/L,ORANGE CO,21969.628370704308,109848.14185352153,6.85758977944452e-6
I01-11010-1,Total,Dimethoate,<,5,ng/L,LAGUNA BEACH,202915.75420800003,1014578.7710400001,6.333803097009091e-5
I00-11468-1,Total,Dimethoate,<,5,ng/L,LAGUNA BEACH,212793.76400754126,1063968.8200377063,6.642134844363154e-5
I00-11468-1,Total,Dimethoate,<,5,ng/L,ORANGE CO,19089.643866775274,95448.21933387636,5.958632729928019e-6
J01-10004-1 (J01P01),Total,Dimethoate,<,5,ng/L,LAKE FOREST,2050623.5094314318,10253117.54715716,6.400806869595139e-4
L01-749-2,Total,Dimethoate,<,5,ng/L,NA,NA,NA,NA
L05-503-1,Total,Dimethoate,<,5,ng/L,SAN JUAN CAPISTRANO,1199564.4170879999,5997822.08544,3.744314900372744e-4
L01-724-4 (L01P03),Total,Dimethoate,<,5,ng/L,LAGUNA NIGUEL,468158.31861034513,2340791.5930517255,1.4613072404744154e-4
L01-724-4 (L01P03),Total,Dimethoate,<,5,ng/L,SAN JUAN CAPISTRANO,1145681.827242111,5728409.136210555,3.576126030182345e-4
L01-724-1 (L01S01),Total,Dimethoate,<,5,ng/L,DANA POINT,245138.73214270748,1225693.6607135374,7.651749204503848e-5
L01-724-1 (L01S01),Total,Dimethoate,<,5,ng/L,LAGUNA NIGUEL,174089.35162087894,870446.7581043947,5.4340170814058724e-5
L01-724-1 (L01S01),Total,Dimethoate,<,5,ng/L,SAN JUAN CAPISTRANO,256083.45119911397,1280417.2559955698,7.993377165949873e-5
L01-728-5 (L01-DP),Total,Dimethoate,<,5,ng/L,DANA POINT,0,0,0
K01-12126-1 (K01S01),Total,Dimethoate,<,5,ng/L,DANA POINT,2401759.02142806,12008795.107140299,7.496839655237975e-4
K01-12126-1 (K01S01),Total,Dimethoate,<,5,ng/L,LAGUNA NIGUEL,6437196.487691939,32185982.438459694,0.002009303575709835
K01-12159-2,Total,Dimethoate,<,5,ng/L,DANA POINT,1673540.3519999993,8367701.759999996,5.22378122183742e-4
K01-12159-3,Total,Dimethoate,<,5,ng/L,DANA POINT,133122.52800000002,665612.6400000001,4.155280517370677e-5
L05-489-3,Total,Dimethoate,<,5,ng/L,ORANGE CO,29545076.777328,147725383.88664,0.009222186789981322
L05-049-1,Total,Dimethoate,<,5,ng/L,ORANGE CO,6237821.599848001,31189107.999240007,0.0019470707891516593
L02-374-1 (L02P50),Total,Dimethoate,<,5,ng/L,ORANGE CO,2819475.9723715195,14097379.861857597,8.800699440736372e-4
L01-404-1,Total,Dimethoate,<,5,ng/L,ORANGE CO,765057.1882060798,3825285.941030399,2.388046017896471e-4
L01-340-1,Total,Dimethoate,<,5,ng/L,ORANGE CO,106950.06735932868,534750.3367966434,3.3383345246395866e-5
L01-340-1,Total,Dimethoate,<,5,ng/L,RANCHO SANTA MARGARITA,1313.8942256581051,6569.4711282905255,4.101183443393559e-7
L02-246-1 (L11P01),Total,Dimethoate,<,5,ng/L,RANCHO SANTA MARGARITA,1257301.4399999997,6286507.199999998,3.9245349803559136e-4
L02-641-1,Total,Dimethoate,<,5,ng/L,ORANGE CO,4986.284926966567,24931.424634832834,1.5564167028951885e-6
L02-641-1,Total,Dimethoate,<,5,ng/L,RANCHO SANTA MARGARITA,843182.469984656,4215912.34992328,2.6319059161164114e-4
L02-641-2,Total,Dimethoate,<,5,ng/L,ORANGE CO,20483.18968395988,102415.9484197994,6.393613485717948e-6
L02-641-2,Total,Dimethoate,<,5,ng/L,RANCHO SANTA MARGARITA,3463714.3131314125,17318571.565657064,0.001081162205926026
L01-731-1 (L08TBN2),Total,Dimethoate,<,5,ng/L,ORANGE CO,723305.629006651,3616528.145033255,2.2577228914371877e-4
L01-731-1 (L08TBN2),Total,Dimethoate,<,5,ng/L,RANCHO SANTA MARGARITA,11606237.02728475,58031185.13642375,0.0036227655321766786
L02-166-3 (L02P26),Total,Dimethoate,<,5,ng/L,ORANGE CO,1759.6301883248925,8798.150941624463,5.492501644292482e-7
L02-166-3 (L02P26),Total,Dimethoate,<,5,ng/L,RANCHO SANTA MARGARITA,311594.45914611226,1557972.2957305613,9.726095236190929e-5
L04-672-1,Total,Dimethoate,<,5,ng/L,MISSION VIEJO,665335.962144,3326679.81072,2.0767766376875277e-4
M01-042-1 (M01S01),Total,Dimethoate,<,5,ng/L,SAN CLEMENTE,9329.904,46649.520000000004,2.9122319792588934e-6
