FacilityID,JURISDICTI3,Qadj_Qall,avgCnx,DischargeJ_cf,DischargeJ_af,JURISDICTI,AnnualCF,QJur_US,QJur_S
J01-9082-3,ALISO VIEJO,0,0,116347522.37064542,2670.9715879395185,ALISO VIEJO,13653.235357567199,112756296.95986444,NA
J01-9082-3,ORANGE CO,0,0,54406355.72231314,1248.9980652505315,ALISO VIEJO,300.36451252478395,49840801.3300099,NA
J01-9082-4,ALISO VIEJO,312345.0652750648,1,116347522.37064542,2670.9715879395185,ALISO VIEJO,312345.0652750648,112756296.95986444,NA
J01-9082-4,ORANGE CO,6871.438953029483,1,54406355.72231314,1248.9980652505315,ALISO VIEJO,6871.438953029483,49840801.3300099,NA
J01-9144-1 (J01P23),ALISO VIEJO,72860.98986,1,116347522.37064542,2670.9715879395185,LAGUNA NIGUEL,72860.98986,112756296.95986444,NA
J01-9259-3,LAKE FOREST,0,0,13086268.751089767,300.4193928165695,LAKE FOREST,246753.36954306747,9791587.735475397,NA
J01-9275-2,LAKE FOREST,0,0,13086268.751089767,300.4193928165695,LAKE FOREST,0,9791587.735475397,NA
J01-9275-2,MISSION VIEJO,0,0,29837016.65099346,684.9636513083898,LAKE FOREST,0,20435540.922064316,NA
J01-9364-4,ALISO VIEJO,0,0,116347522.37064542,2670.9715879395185,ORANGE CO,0,112756296.95986444,NA
J01-9364-4,ORANGE CO,0,0,54406355.72231314,1248.9980652505315,ORANGE CO,0,49840801.3300099,NA
J01-9377-2 (J01TBN8),LAKE FOREST,0,0,13086268.751089767,300.4193928165695,LAKE FOREST,0,9791587.735475397,NA
J01-9377-2 (J01TBN8),MISSION VIEJO,0,0,29837016.65099346,684.9636513083898,LAKE FOREST,0,20435540.922064316,NA
J01-9782-1 (J01TBN3),LAKE FOREST,40419.24024040873,1,13086268.751089767,300.4193928165695,LAKE FOREST,40419.24024040873,9791587.735475397,NA
J01-9782-1 (J01TBN3),MISSION VIEJO,48647.95992344274,1,29837016.65099346,684.9636513083898,LAKE FOREST,48647.95992344274,20435540.922064316,NA
J01-9785-1,LAKE FOREST,84425.019552,1,13086268.751089767,300.4193928165695,LAKE FOREST,84425.019552,9791587.735475397,NA
J03-9215-3,LAGUNA NIGUEL,1097861.433984,1,103212442.91903976,2369.431655625339,LAGUNA NIGUEL,1097861.433984,91963958.14168793,NA
J03-9216-2,LAGUNA NIGUEL,16030409.2375187,0.5,103212442.91903976,2369.431655625339,LAGUNA NIGUEL,32060818.4750374,91963958.14168793,NA
J03-9216-2,SAN JUAN CAPISTRANO,23965.23621845929,0.5,8842496.99493502,202.9957987817957,LAGUNA NIGUEL,47930.47243691858,2612469.6335842325,NA
J03-9234-6,LAGUNA NIGUEL,624516.2902484565,0.5,103212442.91903976,2369.431655625339,LAGUNA NIGUEL,1249032.580496913,NA,NA
J03-9234-6,SAN JUAN CAPISTRANO,4544.787510036748,0.5,8842496.99493502,202.9957987817957,LAGUNA NIGUEL,9089.575020073496,NA,NA
J03-9234-8,LAGUNA NIGUEL,7204389.355584,0.5,103212442.91903976,2369.431655625339,LAGUNA NIGUEL,14408778.711168,NA,NA
J03-9368-1 (J03TBN1),LAGUNA NIGUEL,1428075.4751279005,1,103212442.91903976,2369.431655625339,LAGUNA NIGUEL,1428075.4751279005,91963958.14168793,NA
J03-9368-1 (J03TBN1),SAN JUAN CAPISTRANO,18688.786603878605,1,8842496.99493502,202.9957987817957,LAGUNA NIGUEL,18688.786603878605,2612469.6335842325,NA
J05-9800-2,LAGUNA HILLS,0,0,30382783.63122218,697.4927371722264,LAGUNA HILLS,0,29700585.041044578,NA
J07-9022-6,MISSION VIEJO,5590.877904,0.5,29837016.65099346,684.9636513083898,MISSION VIEJO,11181.755808,20435540.922064316,NA
J07-9109-4 (J07P02),LAKE FOREST,1222.6014299595308,0.5,13086268.751089767,300.4193928165695,MISSION VIEJO,2445.2028599190617,9791587.735475397,NA
J07-9109-4 (J07P02),MISSION VIEJO,94657.77433052748,0.5,29837016.65099346,684.9636513083898,MISSION VIEJO,189315.54866105496,20435540.922064316,NA
J07-9110-1,LAKE FOREST,18.0419361568416,0.5,13086268.751089767,300.4193928165695,MISSION VIEJO,36.0838723136832,9791587.735475397,NA
J07-9110-1,MISSION VIEJO,9192.63005371142,0.5,29837016.65099346,684.9636513083898,MISSION VIEJO,18385.26010742284,20435540.922064316,NA
J07-9110-2,MISSION VIEJO,24689.4399,1,29837016.65099346,684.9636513083898,MISSION VIEJO,24689.4399,20435540.922064316,NA
J07-9110-3,MISSION VIEJO,4605.336,0.5,29837016.65099346,684.9636513083898,MISSION VIEJO,9210.672,20435540.922064316,NA
K01-12032-2 (K01P11),LAGUNA NIGUEL,232265.48601599998,0.5,103212442.91903976,2369.431655625339,LAGUNA NIGUEL,464530.97203199996,NA,NA
K01-12036-1,LAGUNA NIGUEL,136134.97604784,0.77,103212442.91903976,2369.431655625339,LAGUNA NIGUEL,176798.670192,91963958.14168793,NA
K01-12036-10,LAGUNA NIGUEL,3706.7738400000007,0.385,103212442.91903976,2369.431655625339,LAGUNA NIGUEL,9627.984,91963958.14168793,NA
K01-12058-1 (K01P08),LAGUNA NIGUEL,301238.31920924666,1,103212442.91903976,2369.431655625339,LAGUNA NIGUEL,301238.31920924666,91963958.14168793,NA
K01-12058-1 (K01P08),SAN JUAN CAPISTRANO,6857.168445686385,1,8842496.99493502,202.9957987817957,LAGUNA NIGUEL,6857.168445686385,2612469.6335842325,NA
K01-12058-2 (K01P09),LAGUNA NIGUEL,840758.994070749,1,103212442.91903976,2369.431655625339,LAGUNA NIGUEL,840758.994070749,91963958.14168793,NA
K01-12058-2 (K01P09),SAN JUAN CAPISTRANO,25759.56653581392,1,8842496.99493502,202.9957987817957,LAGUNA NIGUEL,25759.56653581392,2612469.6335842325,NA
K01-12062-1,LAGUNA NIGUEL,2282461.24760689,1,103212442.91903976,2369.431655625339,LAGUNA NIGUEL,2282461.24760689,91963958.14168793,NA
K01-12062-1,SAN JUAN CAPISTRANO,82306.4163899814,1,8842496.99493502,202.9957987817957,LAGUNA NIGUEL,82306.4163899814,2612469.6335842325,NA
K01-12138-1 (K01TBN1),LAGUNA NIGUEL,66721.92912,0.77,103212442.91903976,2369.431655625339,LAGUNA NIGUEL,86651.856,91963958.14168793,NA
K01-12155-1,LAGUNA NIGUEL,0,0.385,103212442.91903976,2369.431655625339,LAGUNA NIGUEL,0,91963958.14168793,NA
L01-218-4,RANCHO SANTA MARGARITA,224275.392,0.5,26145050.573031798,600.2077725673049,RANCHO SANTA MARGARITA,448550.784,8572923.317579193,NA
L01-223-1 (L08TBN1),ORANGE CO,249.06962509380756,0.77,54406355.72231314,1248.9980652505315,RANCHO SANTA MARGARITA,323.46704557637344,49840801.3300099,NA
L01-223-1 (L08TBN1),RANCHO SANTA MARGARITA,5563.151765965089,0.77,26145050.573031798,600.2077725673049,RANCHO SANTA MARGARITA,7224.872423331284,8572923.317579193,NA
L01-303-4,ORANGE CO,335280.3839999999,1,54406355.72231314,1248.9980652505315,ORANGE CO,335280.3839999999,49840801.3300099,NA
L01-335-1,ORANGE CO,46745.71093464413,1,54406355.72231314,1248.9980652505315,ORANGE CO,46745.71093464413,49840801.3300099,NA
L01-335-1,RANCHO SANTA MARGARITA,11830.943721355872,1,26145050.573031798,600.2077725673049,ORANGE CO,11830.943721355872,8572923.317579193,NA
L01-391-3,ORANGE CO,377571.0205439999,1,54406355.72231314,1248.9980652505315,ORANGE CO,377571.0205439999,49840801.3300099,NA
L01-404-2,ORANGE CO,293053.17888,0.77,54406355.72231314,1248.9980652505315,ORANGE CO,380588.544,49840801.3300099,NA
L01-414-2,ORANGE CO,0,0,54406355.72231314,1248.9980652505315,ORANGE CO,0,49840801.3300099,NA
L01-414-3,ORANGE CO,104661.84970466183,0.385,54406355.72231314,1248.9980652505315,ORANGE CO,271848.9602718489,49840801.3300099,NA
L01-458-1,ORANGE CO,0,0,54406355.72231314,1248.9980652505315,ORANGE CO,0,49840801.3300099,NA
L01-471-1,ORANGE CO,0,0,54406355.72231314,1248.9980652505315,ORANGE CO,0,49840801.3300099,NA
L01-494-1,ORANGE CO,644766.3406799998,0.385,54406355.72231314,1248.9980652505315,ORANGE CO,1674717.7679999995,49840801.3300099,NA
L01-514-1,ORANGE CO,68966.650368,0.77,54406355.72231314,1248.9980652505315,ORANGE CO,89567.0784,49840801.3300099,NA
L01-517-6,ORANGE CO,265808.96495999995,0.77,54406355.72231314,1248.9980652505315,ORANGE CO,345206.4479999999,49840801.3300099,NA
L01-517-7,ORANGE CO,0,0,54406355.72231314,1248.9980652505315,ORANGE CO,0,49840801.3300099,NA
L01-556-1,SAN JUAN CAPISTRANO,165146.39152704,0.77,8842496.99493502,202.9957987817957,SAN JUAN CAPISTRANO,214475.83315199998,2612469.6335842325,NA
L01-601-1,SAN JUAN CAPISTRANO,0,0,8842496.99493502,202.9957987817957,SAN JUAN CAPISTRANO,0,2612469.6335842325,NA
L01-618-4,SAN JUAN CAPISTRANO,0,0,8842496.99493502,202.9957987817957,SAN JUAN CAPISTRANO,0,2612469.6335842325,NA
L01-618-5 (L01S09),SAN JUAN CAPISTRANO,38261.936303999995,0.5,8842496.99493502,202.9957987817957,SAN JUAN CAPISTRANO,76523.87260799999,2612469.6335842325,NA
L01-726-3,SAN JUAN CAPISTRANO,0,0,8842496.99493502,202.9957987817957,DANA POINT,0,2612469.6335842325,NA
L01-726-6,DANA POINT,0,0,13188470.493113145,302.7656219722944,DANA POINT,0,8623499.22388465,NA
L01-726-6,SAN JUAN CAPISTRANO,0,0,8842496.99493502,202.9957987817957,DANA POINT,0,2612469.6335842325,NA
L01-726-7,SAN JUAN CAPISTRANO,0,0,8842496.99493502,202.9957987817957,DANA POINT,0,2612469.6335842325,NA
L01-726-8,SAN JUAN CAPISTRANO,27427.995143999997,0.25,8842496.99493502,202.9957987817957,SAN JUAN CAPISTRANO,109711.98057599999,2612469.6335842325,NA
L01-726-9,SAN JUAN CAPISTRANO,0,0,8842496.99493502,202.9957987817957,SAN JUAN CAPISTRANO,0,2612469.6335842325,NA
L01-727-1 (L01S04),DANA POINT,0,0,13188470.493113145,302.7656219722944,DANA POINT,0,8623499.22388465,NA
L01-727-1 (L01S04),LAGUNA NIGUEL,0,0,103212442.91903976,2369.431655625339,DANA POINT,0,91963958.14168793,NA
L01-727-2,DANA POINT,0,0,13188470.493113145,302.7656219722944,DANA POINT,0,8623499.22388465,NA
L01-728-4,DANA POINT,76878.25992,0.385,13188470.493113145,302.7656219722944,DANA POINT,199683.792,8623499.22388465,NA
L01-728-6,DANA POINT,0,0,13188470.493113145,302.7656219722944,DANA POINT,0,8623499.22388465,NA
L01-728-7 (L01S03),DANA POINT,0,0,13188470.493113145,302.7656219722944,DANA POINT,24293.16441647937,NA,NA
L01-728-7 (L01S03),SAN JUAN CAPISTRANO,0,0,8842496.99493502,202.9957987817957,DANA POINT,420716.4286584094,NA,NA
L01-728-8d,DANA POINT,0,0,13188470.493113145,302.7656219722944,DANA POINT,0,8623499.22388465,NA
L01-728-9,DANA POINT,0,0,13188470.493113145,302.7656219722944,DANA POINT,0,8623499.22388465,NA
L01-730-1,ORANGE CO,13939.935801419979,1,54406355.72231314,1248.9980652505315,RANCHO SANTA MARGARITA,13939.935801419979,49840801.3300099,NA
L01-730-1,RANCHO SANTA MARGARITA,94799.64813333626,1,26145050.573031798,600.2077725673049,RANCHO SANTA MARGARITA,94799.64813333626,8572923.317579193,NA
L01-733-4,ORANGE CO,0,0,54406355.72231314,1248.9980652505315,ORANGE CO,0,49840801.3300099,NA
L01-733-5,ORANGE CO,0,0,54406355.72231314,1248.9980652505315,ORANGE CO,0,49840801.3300099,NA
L01-733-7,ORANGE CO,1065647.9231999998,1,54406355.72231314,1248.9980652505315,ORANGE CO,1065647.9231999998,49840801.3300099,NA
L01-747-2,ORANGE CO,66929.12183727296,0.635,54406355.72231314,1248.9980652505315,SAN JUAN CAPISTRANO,105400.19186972121,49840801.3300099,NA
L01-747-2,SAN JUAN CAPISTRANO,306026.34996428696,0.635,8842496.99493502,202.9957987817957,SAN JUAN CAPISTRANO,481931.25978627865,2612469.6335842325,NA
L01-748-1,SAN JUAN CAPISTRANO,0,0,8842496.99493502,202.9957987817957,SAN JUAN CAPISTRANO,0,2612469.6335842325,NA
L01-749-3,SAN JUAN CAPISTRANO,0,0,8842496.99493502,202.9957987817957,SAN JUAN CAPISTRANO,0,2612469.6335842325,NA
L01-749-5,SAN JUAN CAPISTRANO,0,0,8842496.99493502,202.9957987817957,SAN JUAN CAPISTRANO,0,2612469.6335842325,NA
L01-760-1,ORANGE CO,42736.92192000001,0.385,54406355.72231314,1248.9980652505315,ORANGE CO,111004.99200000001,49840801.3300099,NA
L01-766-2 (L01S06),SAN JUAN CAPISTRANO,0,0,8842496.99493502,202.9957987817957,SAN JUAN CAPISTRANO,2315276.321512945,2612469.6335842325,NA
L01-766-3,SAN JUAN CAPISTRANO,27989.711999999996,0.5,8842496.99493502,202.9957987817957,SAN JUAN CAPISTRANO,55979.42399999999,2612469.6335842325,NA
L01-766-4,SAN JUAN CAPISTRANO,0,0,8842496.99493502,202.9957987817957,SAN JUAN CAPISTRANO,0,2612469.6335842325,NA
L01-766-5,SAN JUAN CAPISTRANO,0,0,8842496.99493502,202.9957987817957,SAN JUAN CAPISTRANO,0,2612469.6335842325,NA
L01-766-8,SAN JUAN CAPISTRANO,0,0,8842496.99493502,202.9957987817957,SAN JUAN CAPISTRANO,0,2612469.6335842325,NA
L02-166-1 (L02PXX),MISSION VIEJO,42745.15563761006,0.77,29837016.65099346,684.9636513083898,RANCHO SANTA MARGARITA,55513.189139753325,20435540.922064316,NA
L02-166-1 (L02PXX),RANCHO SANTA MARGARITA,739846.3822317214,0.77,26145050.573031798,600.2077725673049,RANCHO SANTA MARGARITA,960839.457443794,8572923.317579193,NA
L02-166-2 (L02P25),MISSION VIEJO,297430.8858774552,0.77,29837016.65099346,684.9636513083898,RANCHO SANTA MARGARITA,386273.87776292884,20435540.922064316,NA
L02-166-2 (L02P25),RANCHO SANTA MARGARITA,591059.2539435928,0.77,26145050.573031798,600.2077725673049,RANCHO SANTA MARGARITA,767609.4207059647,8572923.317579193,NA
L02-204-1 (L02P45),RANCHO SANTA MARGARITA,0,0,26145050.573031798,600.2077725673049,RANCHO SANTA MARGARITA,192224.39961599998,8572923.317579193,NA
L02-344-2,ORANGE CO,851066.0927999998,0.77,54406355.72231314,1248.9980652505315,ORANGE CO,1105280.6399999997,49840801.3300099,NA
L02-359-1 (L02P43),MISSION VIEJO,66137.09697930994,0.77,29837016.65099346,684.9636513083898,ORANGE CO,85892.33373936354,20435540.922064316,NA
L02-359-1 (L02P43),ORANGE CO,584.83213935563,0.77,54406355.72231314,1248.9980652505315,ORANGE CO,759.5222589034156,49840801.3300099,NA
L02-366-1 (MVL02P14),MISSION VIEJO,179591.98904999997,0.635,29837016.65099346,684.9636513083898,MISSION VIEJO,282822.02999999997,20435540.922064316,NA
L02-502-1,MISSION VIEJO,0,0.385,29837016.65099346,684.9636513083898,SAN JUAN CAPISTRANO,0,20435540.922064316,NA
L02-502-1,ORANGE CO,0,0.385,54406355.72231314,1248.9980652505315,SAN JUAN CAPISTRANO,0,49840801.3300099,NA
L02-502-1,SAN JUAN CAPISTRANO,0,0.385,8842496.99493502,202.9957987817957,SAN JUAN CAPISTRANO,0,2612469.6335842325,NA
L02-502-5,SAN JUAN CAPISTRANO,0,0,8842496.99493502,202.9957987817957,SAN JUAN CAPISTRANO,0,2612469.6335842325,NA
L02-541-2,SAN JUAN CAPISTRANO,0,0,8842496.99493502,202.9957987817957,SAN JUAN CAPISTRANO,0,2612469.6335842325,NA
L02-541-7,SAN JUAN CAPISTRANO,0,0,8842496.99493502,202.9957987817957,SAN JUAN CAPISTRANO,0,2612469.6335842325,NA
L02-541-9 (L02P02),SAN JUAN CAPISTRANO,362770.86695849994,0.385,8842496.99493502,202.9957987817957,SAN JUAN CAPISTRANO,942261.9920999998,2612469.6335842325,NA
L03-142-1 (L03P24),ORANGE CO,65893.72946870275,0.77,54406355.72231314,1248.9980652505315,RANCHO SANTA MARGARITA,85576.27203727629,49840801.3300099,NA
L03-142-1 (L03P24),RANCHO SANTA MARGARITA,118.2430902941602,0.77,26145050.573031798,600.2077725673049,RANCHO SANTA MARGARITA,153.56245492748076,8572923.317579193,NA
L03-240-1 (L03P14),MISSION VIEJO,260772.54566399995,1,29837016.65099346,684.9636513083898,MISSION VIEJO,260772.54566399995,20435540.922064316,NA
L03-241-3,MISSION VIEJO,7701319.179359999,1,29837016.65099346,684.9636513083898,MISSION VIEJO,7701319.179359999,20435540.922064316,NA
L03-316-1,MISSION VIEJO,352888.47633599996,1,29837016.65099346,684.9636513083898,MISSION VIEJO,352888.47633599996,20435540.922064316,NA
L03-418-1,LAGUNA NIGUEL,29354.67086388953,1,103212442.91903976,2369.431655625339,LAGUNA NIGUEL,29354.67086388953,91963958.14168793,NA
L03-418-1,MISSION VIEJO,506738.69704076665,1,29837016.65099346,684.9636513083898,LAGUNA NIGUEL,506738.69704076665,20435540.922064316,NA
L03-418-3,LAGUNA NIGUEL,0,0.25,103212442.91903976,2369.431655625339,LAGUNA NIGUEL,0,91963958.14168793,NA
L03-455-2,SAN JUAN CAPISTRANO,119387.00159999999,1,8842496.99493502,202.9957987817957,SAN JUAN CAPISTRANO,119387.00159999999,2612469.6335842325,NA
L03-455-3 (L03P37),LAGUNA NIGUEL,0,0,103212442.91903976,2369.431655625339,SAN JUAN CAPISTRANO,0,91963958.14168793,NA
L03-455-3 (L03P37),MISSION VIEJO,0,0,29837016.65099346,684.9636513083898,SAN JUAN CAPISTRANO,0,20435540.922064316,NA
L03-455-3 (L03P37),SAN JUAN CAPISTRANO,0,0,8842496.99493502,202.9957987817957,SAN JUAN CAPISTRANO,0,2612469.6335842325,NA
L03-455-4,SAN JUAN CAPISTRANO,0,0,8842496.99493502,202.9957987817957,SAN JUAN CAPISTRANO,0,2612469.6335842325,NA
L03-455-5,LAGUNA NIGUEL,0,0,103212442.91903976,2369.431655625339,LAGUNA NIGUEL,0,91963958.14168793,NA
L03-455-5,SAN JUAN CAPISTRANO,0,0,8842496.99493502,202.9957987817957,LAGUNA NIGUEL,0,2612469.6335842325,NA
L03-455-6,LAGUNA NIGUEL,0,0,103212442.91903976,2369.431655625339,LAGUNA NIGUEL,0,91963958.14168793,NA
L03-455-6,MISSION VIEJO,0,0,29837016.65099346,684.9636513083898,LAGUNA NIGUEL,0,20435540.922064316,NA
L03-455-6,SAN JUAN CAPISTRANO,0,0,8842496.99493502,202.9957987817957,LAGUNA NIGUEL,0,2612469.6335842325,NA
L03-455-7,LAGUNA NIGUEL,218424.3542507711,1,103212442.91903976,2369.431655625339,LAGUNA NIGUEL,218424.3542507711,91963958.14168793,NA
L03-455-7,SAN JUAN CAPISTRANO,35684.6216341302,1,8842496.99493502,202.9957987817957,LAGUNA NIGUEL,35684.6216341302,2612469.6335842325,NA
L03-693-1 (L03P11),MISSION VIEJO,301649.508,1,29837016.65099346,684.9636513083898,MISSION VIEJO,301649.508,20435540.922064316,NA
L03-708-1,LAGUNA HILLS,1182.0405372309735,1,30382783.63122218,697.4927371722264,LAGUNA NIGUEL,1182.0405372309735,29700585.041044578,NA
L03-708-1,LAGUNA NIGUEL,377518.656479528,1,103212442.91903976,2369.431655625339,LAGUNA NIGUEL,377518.656479528,91963958.14168793,NA
L03-708-11 (L03P05),LAGUNA HILLS,655802.8271114007,0.5,30382783.63122218,697.4927371722264,LAGUNA NIGUEL,1311605.6542228013,29700585.041044578,NA
L03-708-11 (L03P05),LAGUNA NIGUEL,7785.511637889382,0.5,103212442.91903976,2369.431655625339,LAGUNA NIGUEL,15571.023275778763,91963958.14168793,NA
L03-708-13,MISSION VIEJO,1029452.9332320001,1,29837016.65099346,684.9636513083898,LAGUNA NIGUEL,1029452.9332320001,20435540.922064316,NA
L03-708-5,LAGUNA NIGUEL,0,0,103212442.91903976,2369.431655625339,LAGUNA NIGUEL,0,91963958.14168793,NA
L03-708-5,MISSION VIEJO,0,0,29837016.65099346,684.9636513083898,LAGUNA NIGUEL,0,20435540.922064316,NA
L03-708-9,LAGUNA NIGUEL,109068.20974800001,1,103212442.91903976,2369.431655625339,LAGUNA NIGUEL,109068.20974800001,91963958.14168793,NA
L04-136-1u (L04P07),MISSION VIEJO,1623717.1295280003,0.5,29837016.65099346,684.9636513083898,MISSION VIEJO,3247434.2590560005,NA,NA
L04-702-1 (L04P02),LAGUNA HILLS,1100343.7752426937,1,30382783.63122218,697.4927371722264,MISSION VIEJO,1100343.7752426937,29700585.041044578,NA
L04-702-4,LAGUNA HILLS,0,0,30382783.63122218,697.4927371722264,MISSION VIEJO,0,29700585.041044578,NA
L04-702-4,MISSION VIEJO,0,0,29837016.65099346,684.9636513083898,MISSION VIEJO,0,20435540.922064316,NA
L05-049-2,ORANGE CO,4517450.0928,1,54406355.72231314,1248.9980652505315,ORANGE CO,4517450.0928,NA,NA
L05-489-3d,ORANGE CO,38664183.310991995,1,54406355.72231314,1248.9980652505315,ORANGE CO,38664183.310991995,49840801.3300099,NA
L05-489-7,ORANGE CO,346607.424,1,54406355.72231314,1248.9980652505315,ORANGE CO,346607.424,NA,NA
LC01-11446-1,LAGUNA BEACH,40301.04991609573,0.75,3197852.585558988,73.41259379152865,LAGUNA BEACH,53734.73322146097,1879478.3242043818,NA
LC01-11446-1,ORANGE CO,57084.659707308725,0.75,54406355.72231314,1248.9980652505315,LAGUNA BEACH,76112.87960974497,49840801.3300099,NA
LC02-11508-2,LAGUNA BEACH,137560.61548511998,0.885,3197852.585558988,73.41259379152865,LAGUNA BEACH,155435.72371199998,1879478.3242043818,NA
LC02-11508-3,LAGUNA BEACH,0,0,3197852.585558988,73.41259379152865,LAGUNA BEACH,0,1879478.3242043818,NA
LC02-11508-3,ORANGE CO,0,0,54406355.72231314,1248.9980652505315,LAGUNA BEACH,0,49840801.3300099,NA
LC03-11515-1,LAGUNA BEACH,170260.792128,0.5,3197852.585558988,73.41259379152865,LAGUNA BEACH,340521.584256,1879478.3242043818,NA
LC05-11017-1,LAGUNA BEACH,0,0,3197852.585558988,73.41259379152865,LAGUNA BEACH,0,1879478.3242043818,NA
LC06-11019-1,LAGUNA BEACH,520990.15343539766,0.5,3197852.585558988,73.41259379152865,LAGUNA BEACH,1041980.3068707953,1879478.3242043818,NA
LC06-11019-1,ORANGE CO,56568.90965638828,0.5,54406355.72231314,1248.9980652505315,LAGUNA BEACH,113137.81931277656,49840801.3300099,NA
M00.1-071-2 (M00S04),SAN CLEMENTE,0,0,19982422.455257487,458.73329787092484,SAN CLEMENTE,0,12249919.308809487,NA
M00.2-066-1 (M00S07),SAN CLEMENTE,58305.386531614036,0.5,19982422.455257487,458.73329787092484,SAN CLEMENTE,116610.77306322807,12249919.308809487,NA
M01-038-3,SAN CLEMENTE,179302.095072,1,19982422.455257487,458.73329787092484,SAN CLEMENTE,179302.095072,12249919.308809487,NA
M01-038-6,SAN CLEMENTE,90192.18196799999,1,19982422.455257487,458.73329787092484,SAN CLEMENTE,90192.18196799999,12249919.308809487,NA
M01-050-4 (M01@CGV),SAN CLEMENTE,217697.75999999995,1,19982422.455257487,458.73329787092484,SAN CLEMENTE,217697.75999999995,12249919.308809487,NA
M01-050-7,SAN CLEMENTE,37.31961599999999,0.5,19982422.455257487,458.73329787092484,SAN CLEMENTE,74.63923199999998,12249919.308809487,NA
M01-060-3,DANA POINT,5496.991097344172,0.75,13188470.493113145,302.7656219722944,DANA POINT,7329.321463125562,NA,NA
M01-060-3,ORANGE CO,1282996.7257172433,0.75,54406355.72231314,1248.9980652505315,DANA POINT,1710662.3009563242,NA,NA
M01-060-3,SAN CLEMENTE,6351391.000608804,0.75,19982422.455257487,458.73329787092484,DANA POINT,8468521.334145071,NA,NA
M01-060-3,SAN JUAN CAPISTRANO,1598385.62064804,0.75,8842496.99493502,202.9957987817957,DANA POINT,2131180.8275307203,NA,NA
M01-099-1,SAN CLEMENTE,102628.94399999999,1,19982422.455257487,458.73329787092484,SAN CLEMENTE,102628.94399999999,12249919.308809487,NA
M01-124-2,SAN CLEMENTE,55979.424000000014,1,19982422.455257487,458.73329787092484,SAN CLEMENTE,55979.424000000014,12249919.308809487,NA
M01-124-4,SAN CLEMENTE,16793.8272,0.75,19982422.455257487,458.73329787092484,SAN CLEMENTE,22391.7696,NA,NA
M02-052-3,SAN CLEMENTE,34458.44544,0.9233333333333333,19982422.455257487,458.73329787092484,SAN CLEMENTE,37319.616,NA,NA
M02-061-5,SAN CLEMENTE,0,0,19982422.455257487,458.73329787092484,SAN CLEMENTE,0,12249919.308809487,NA
M02-142-1,SAN CLEMENTE,0,0.385,19982422.455257487,458.73329787092484,SAN CLEMENTE,0,12249919.308809487,NA
SC02-072-1,SAN CLEMENTE,0,0,19982422.455257487,458.73329787092484,SAN CLEMENTE,0,12249919.308809487,NA
SC03-067-1,SAN CLEMENTE,0,0,19982422.455257487,458.73329787092484,SAN CLEMENTE,0,12249919.308809487,NA
SC06-146-1 (M00P02),SAN CLEMENTE,51095.2195114761,0.75,19982422.455257487,458.73329787092484,SAN CLEMENTE,68126.9593486348,12249919.308809487,NA
SC07-079-4,SAN CLEMENTE,125953.70399999997,1,19982422.455257487,458.73329787092484,SAN CLEMENTE,125953.70399999997,12249919.308809487,NA
SC10-075-1 (M00P05),DANA POINT,75411.01257486768,0.75,13188470.493113145,302.7656219722944,DANA POINT,100548.01676649024,8623499.22388465,NA
SC10-075-1 (M00P05),SAN CLEMENTE,8558.122786966886,0.75,19982422.455257487,458.73329787092484,DANA POINT,11410.830382622515,12249919.308809487,NA
SC11-026-1 (M00P01),DANA POINT,12513.06359352147,0.25,13188470.493113145,302.7656219722944,DANA POINT,50052.25437408588,8623499.22388465,NA
SC11-026-1 (M00P01),SAN CLEMENTE,5849.362969877318,0.25,19982422.455257487,458.73329787092484,DANA POINT,23397.451879509274,12249919.308809487,NA
SC11-026-1 (M00P01),SAN JUAN CAPISTRANO,297.38141850119905,0.25,8842496.99493502,202.9957987817957,DANA POINT,1189.5256740047962,2612469.6335842325,NA
SC11-035-2d,DANA POINT,0,0.25,13188470.493113145,302.7656219722944,DANA POINT,0,8623499.22388465,NA
SC11-035-3d,DANA POINT,0,0,13188470.493113145,302.7656219722944,DANA POINT,0,8623499.22388465,NA
SC12-068-2,SAN CLEMENTE,126965.99858399999,0.5,19982422.455257487,458.73329787092484,SAN CLEMENTE,253931.99716799997,12249919.308809487,NA
SC12-068-4,SAN CLEMENTE,718.2814111811421,0.25,19982422.455257487,458.73329787092484,SAN CLEMENTE,2873.1256447245682,12249919.308809487,NA
J01-9364-3 (J01P21),ALISO VIEJO,102305358.0460104,1,116347522.37064542,2670.9715879395185,ORANGE CO,102305358.0460104,112756296.95986444,NA
J01-9364-3 (J01P21),LAGUNA NIGUEL,206696.5887380172,1,103212442.91903976,2369.431655625339,ORANGE CO,206696.5887380172,91963958.14168793,NA
J01-9364-3 (J01P21),ORANGE CO,384.1745901387388,1,54406355.72231314,1248.9980652505315,ORANGE CO,384.1745901387388,49840801.3300099,NA
L02-401-2 (COL02P55),ORANGE CO,0,0.5,54406355.72231314,1248.9980652505315,ORANGE CO,0,49840801.3300099,NA
J01-9144-4 (J01P26),ALISO VIEJO,0,0,116347522.37064542,2670.9715879395185,ALISO VIEJO,124605.64800000002,112756296.95986444,NA
L02-640-1 (L11P02),RANCHO SANTA MARGARITA,3303330.2184960004,0.77,26145050.573031798,600.2077725673049,RANCHO SANTA MARGARITA,4290039.2448,8572923.317579193,NA
